Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
1A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Mobile Home	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Mobile Home	Non-Ducted Heating	2040s	0.810534	0.000000	0.017069	0.172397
1A	Mobile Home	None	2040s	0.810534	0.000000	0.017069	0.172397
1A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.991824	0.000000	0.002638	0.005539
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	None	2040s	1.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.991824	0.000000	0.002638	0.005539
1A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
1A	Multi-Family with 5+ Units	None	2040s	1.000000	0.000000	0.000000	0.000000
1A	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Single-Family Attached	Ducted Heating	2040s	0.989061	0.000000	0.000673	0.010267
1A	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Single-Family Attached	Non-Ducted Heating	2040s	0.640174	0.000000	0.012584	0.347243
1A	Single-Family Attached	None	2040s	0.640174	0.000000	0.012584	0.347243
1A	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Single-Family Detached	Ducted Heating	2040s	0.989061	0.000000	0.000673	0.010267
1A	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
1A	Single-Family Detached	Non-Ducted Heating	2040s	0.640174	0.000000	0.012584	0.347243
1A	Single-Family Detached	None	2040s	0.640174	0.000000	0.012584	0.347243
2A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Mobile Home	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Mobile Home	Non-Ducted Heating	2040s	0.810534	0.000000	0.017069	0.172397
2A	Mobile Home	None	2040s	0.810534	0.000000	0.017069	0.172397
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.991824	0.000000	0.002638	0.005539
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	None	2040s	1.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.991824	0.000000	0.002638	0.005539
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	None	2040s	1.000000	0.000000	0.000000	0.000000
2A	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Ducted Heating	2040s	0.989061	0.000000	0.000673	0.010267
2A	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	2040s	0.640174	0.000000	0.012584	0.347243
2A	Single-Family Attached	None	2040s	0.640174	0.000000	0.012584	0.347243
2A	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Ducted Heating	2040s	0.989061	0.000000	0.000673	0.010267
2A	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	2040s	0.640174	0.000000	0.012584	0.347243
2A	Single-Family Detached	None	2040s	0.640174	0.000000	0.012584	0.347243
2B	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	2040s	0.000000	0.000000	0.000000	1.000000
2B	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	2040s	0.500000	0.000000	0.000000	0.500000
2B	Mobile Home	None	2040s	0.500000	0.000000	0.000000	0.500000
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	2040s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	2040s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	2040s	0.979167	0.000000	0.006720	0.014113
2B	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	None	2040s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	2040s	0.979167	0.000000	0.006720	0.014113
2B	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	None	2040s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2040s	0.537499	0.000000	0.041667	0.420833
3A	Mobile Home	None	2040s	0.537499	0.000000	0.041667	0.420833
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.980553	0.000000	0.006273	0.013174
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.537499	0.000000	0.041667	0.420833
3A	Multi-Family with 2 - 4 Units	None	2040s	0.537499	0.000000	0.041667	0.420833
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.980553	0.000000	0.006273	0.013174
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.537499	0.000000	0.041667	0.420833
3A	Multi-Family with 5+ Units	None	2040s	0.537499	0.000000	0.041667	0.420833
3A	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	2040s	0.990573	0.000000	0.003041	0.006386
3A	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	2040s	0.633591	0.000000	0.009215	0.357193
3A	Single-Family Attached	None	2040s	0.633591	0.000000	0.009215	0.357193
3A	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	2040s	0.990573	0.000000	0.003041	0.006386
3A	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	2040s	0.633591	0.000000	0.009215	0.357193
3A	Single-Family Detached	None	2040s	0.633591	0.000000	0.009215	0.357193
3B	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	2040s	0.926369	0.000000	0.057791	0.015839
3B	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
3B	Mobile Home	None	2040s	0.462500	0.000000	0.421875	0.115625
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.931813	0.000000	0.053519	0.014668
3B	Multi-Family with 2 - 4 Units	None	2040s	0.931813	0.000000	0.053519	0.014668
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.931813	0.000000	0.053519	0.014668
3B	Multi-Family with 5+ Units	None	2040s	0.931813	0.000000	0.053519	0.014668
3B	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Ducted Heating	2040s	0.936041	0.000000	0.022908	0.041052
3B	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2040s	0.949772	0.000000	0.039423	0.010805
3B	Single-Family Attached	None	2040s	0.949772	0.000000	0.039423	0.010805
3B	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	2040s	0.936041	0.000000	0.022908	0.041052
3B	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2040s	0.949772	0.000000	0.039423	0.010805
3B	Single-Family Detached	None	2040s	0.949772	0.000000	0.039423	0.010805
3C	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
3C	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
3C	Mobile Home	None	2040s	0.487500	0.000000	0.140625	0.371875
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.258816	0.000000	0.236082	0.505102
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
3C	Multi-Family with 2 - 4 Units	None	2040s	0.462500	0.000000	0.421875	0.115625
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	2040s	0.258816	0.000000	0.236082	0.505102
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
3C	Multi-Family with 5+ Units	None	2040s	0.462500	0.000000	0.421875	0.115625
