Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
3C	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	2040s	0.743202	0.000000	0.201556	0.055241
3C	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
3C	Single-Family Attached	None	2040s	0.462500	0.000000	0.421875	0.115625
3C	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	2040s	0.743202	0.000000	0.201556	0.055241
3C	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
3C	Single-Family Detached	None	2040s	0.462500	0.000000	0.421875	0.115625
4A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	2040s	0.684667	0.000000	0.000000	0.315333
4A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	2040s	0.000000	0.000000	0.000000	1.000000
4A	Mobile Home	None	2040s	0.000000	0.000000	0.000000	1.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.909416	0.000000	0.012018	0.078567
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.238126	0.000000	0.055105	0.706769
4A	Multi-Family with 2 - 4 Units	None	2040s	0.238126	0.000000	0.055105	0.706769
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.909416	0.000000	0.012018	0.078567
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.238126	0.000000	0.055105	0.706769
4A	Multi-Family with 5+ Units	None	2040s	0.238126	0.000000	0.055105	0.706769
4A	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	2040s	0.978568	0.000000	0.006889	0.014543
4A	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	2040s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Attached	None	2040s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	2040s	0.978568	0.000000	0.006889	0.014543
4A	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	2040s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	None	2040s	0.642054	0.000000	0.000000	0.357946
4B	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	2040s	0.926369	0.000000	0.057791	0.015839
4B	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
4B	Mobile Home	None	2040s	0.462500	0.000000	0.421875	0.115625
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.931813	0.000000	0.053519	0.014668
4B	Multi-Family with 2 - 4 Units	None	2040s	0.931813	0.000000	0.053519	0.014668
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.931813	0.000000	0.053519	0.014668
4B	Multi-Family with 5+ Units	None	2040s	0.931813	0.000000	0.053519	0.014668
4B	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	2040s	0.936041	0.000000	0.022908	0.041052
4B	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2040s	0.949772	0.000000	0.039423	0.010805
4B	Single-Family Attached	None	2040s	0.949772	0.000000	0.039423	0.010805
4B	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	2040s	0.936041	0.000000	0.022908	0.041052
4B	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2040s	0.949772	0.000000	0.039423	0.010805
4B	Single-Family Detached	None	2040s	0.949772	0.000000	0.039423	0.010805
4C	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	2040s	0.378500	0.000000	0.243000	0.378500
4C	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	2040s	0.378500	0.000000	0.243000	0.378500
4C	Mobile Home	None	2040s	0.378500	0.000000	0.243000	0.378500
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.135500	0.000000	0.729000	0.135500
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.073073	0.000000	0.393140	0.533786
4C	Multi-Family with 2 - 4 Units	None	2040s	0.073073	0.000000	0.393140	0.533786
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	2040s	0.135500	0.000000	0.729000	0.135500
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.073073	0.000000	0.393140	0.533786
4C	Multi-Family with 5+ Units	None	2040s	0.073073	0.000000	0.393140	0.533786
4C	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Ducted Heating	2040s	0.280820	0.000000	0.431771	0.287410
4C	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	2040s	0.168811	0.000000	0.259415	0.571774
4C	Single-Family Attached	None	2040s	0.168811	0.000000	0.259415	0.571774
4C	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Ducted Heating	2040s	0.280820	0.000000	0.431771	0.287410
4C	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	2040s	0.168811	0.000000	0.259415	0.571774
4C	Single-Family Detached	None	2040s	0.168811	0.000000	0.259415	0.571774
5A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Ducted Heating	2040s	1.000000	0.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
5A	Mobile Home	None	2040s	0.487500	0.000000	0.140625	0.371875
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.366306	0.000000	0.089016	0.544678
5A	Multi-Family with 2 - 4 Units	None	2040s	0.366306	0.000000	0.089016	0.544678
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.366306	0.000000	0.089016	0.544678
5A	Multi-Family with 5+ Units	None	2040s	0.366306	0.000000	0.089016	0.544678
5A	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Ducted Heating	2040s	0.944810	0.000000	0.014966	0.040225
5A	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Non-Ducted Heating	2040s	0.483379	0.000000	0.089779	0.426842
5A	Single-Family Attached	None	2040s	0.483379	0.000000	0.089779	0.426842
5A	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Ducted Heating	2040s	0.944810	0.000000	0.014966	0.040225
5A	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Non-Ducted Heating	2040s	0.483379	0.000000	0.089779	0.426842
5A	Single-Family Detached	None	2040s	0.483379	0.000000	0.089779	0.426842
5B	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
5B	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Non-Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
5B	Mobile Home	None	2040s	0.487500	0.000000	0.140625	0.371875
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.916325	0.000000	0.065675	0.018000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
5B	Multi-Family with 2 - 4 Units	None	2040s	0.487500	0.000000	0.140625	0.371875
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	2040s	0.916325	0.000000	0.065675	0.018000
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.487500	0.000000	0.140625	0.371875
5B	Multi-Family with 5+ Units	None	2040s	0.487500	0.000000	0.140625	0.371875
5B	Single-Family Attached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	2040s	0.958922	0.000000	0.032242	0.008837
5B	Single-Family Attached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
5B	Single-Family Attached	None	2040s	0.462500	0.000000	0.421875	0.115625
5B	Single-Family Detached	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	2040s	0.958922	0.000000	0.032242	0.008837
5B	Single-Family Detached	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	2040s	0.462500	0.000000	0.421875	0.115625
5B	Single-Family Detached	None	2040s	0.462500	0.000000	0.421875	0.115625
6A	Mobile Home	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	2040s	0.101622	0.000000	0.546732	0.351647
6A	Mobile Home	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	2040s	0.378500	0.000000	0.243000	0.378500
6A	Mobile Home	None	2040s	0.378500	0.000000	0.243000	0.378500
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2040s	0.333417	0.000000	0.478291	0.188290
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2040s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 2 - 4 Units	None	2040s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	2040s	0.333417	0.000000	0.478291	0.188290
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2040s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2040s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	None	2040s	0.179126	0.000000	0.000000	0.820874
