Occ_1,Occ_2,Occ_3
1,1,1
1,1,0.999747475
0.999731183,0.993951613,0.996212121
1,0.975806452,0.994023569
0.927419355,0.957123656,0.967007576
0.806451613,0.937096774,0.934638047
0.716397849,0.824596774,0.897229237
0.5,0.607795699,0.785989057
0.356182796,0.448252688,0.683560606
0.250537634,0.375537634,0.619886364
0.226075269,0.292204301,0.602212402
0.191666667,0.27405914,0.607045455
0.244623656,0.302688172,0.340317059
0.290322581,0.288844086,0.341907969
0.425537634,0.263844086,0.433989899
0.547311828,0.345833333,0.565945567
0.599731183,0.502284946,0.668173401
0.648655914,0.682930107,0.695028058
0.76344086,0.720295699,0.760652357
0.794086022,0.760215054,0.738946409
0.831182796,0.822580645,0.761069024
0.895430108,0.901075269,0.854022166
0.95,0.955913979,0.931331369
0.998387097,0.997849462,0.959353255
