Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage Bidecadal	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts	Unnamed: 10
CA_Sacramento.Exec.AP.724830	Single-Family Detached	<1940	0.19003389	0.014824705	0.6282522460000001	0.006926122	0.080895647	0.07906739	67533.43652999999	1.0
CA_Sacramento.Exec.AP.724830	Single-Family Detached	2010s	0.280187504	0.004509626	0.613270042	0.002688818	0.042981623	0.05636238599999999	12710.50191	0.999999999
CA_Sacramento.Exec.AP.724830	Single-Family Detached	1940-59s	0.19880547	0.006356428000000001	0.6816028890000001	0.006219234000000001	0.05839846	0.048617518	195166.3966	0.999999999
CA_Sacramento.Exec.AP.724830	Single-Family Detached	1960-79s	0.239548852	0.007209487	0.600926449	0.002971026	0.071347167	0.077997019	290478.964	1.0
CA_Sacramento.Exec.AP.724830	Single-Family Detached	1980-99s	0.256329108	0.003300845	0.58532306	0.003040098	0.057742328	0.094264562	371031.5303	1.000000001
CA_Sacramento.Exec.AP.724830	Single-Family Detached	2000-09s	0.226533972	0.002183501	0.66675552	0.00241649	0.021536108	0.08057441	237376.5857	1.000000001
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	<1940	0.208139727	0.0006129919999999999	0.672220796	0.062576717	0.032421156	0.024028611	36279.19094	0.999999999
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	2010s	0.23983903	0.001838994	0.692188237	0.013774525	0.01381158	0.038547635	7777.033897	1.000000001
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	1940-59s	0.191225765	0.00161338	0.7252686559999999	0.038137659	0.021385886	0.022368654	131136.8859	1.0
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	1960-79s	0.238127174	0.000441488	0.675022858	0.029732424	0.023488922	0.033187134	212849.0297	1.0
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	1980-99s	0.232810973	0.001515824	0.66387136	0.02257811	0.019582826	0.059640907	218661.7057	1.0
CA_San.Diego-Lindbergh.Field.722900	Single-Family Detached	2000-09s	0.218142012	0.001214286	0.666364163	0.030046732000000007	0.012555496	0.07167731	122925.0054	0.999999999
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	<1940	0.12724717300000002	0.001001948	0.803567459	0.011788496	0.024069311	0.032325614	199357.5233	1.000000001
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	2010s	0.179501835	0.002761211	0.7666391459999999	0.005660808000000001	0.011464352	0.033972648	9097.837759	1.0
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	1940-59s	0.142900537	0.000868006	0.8118254579999999	0.010601835	0.01497233	0.018831835	421765.422	1.000000001
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	1960-79s	0.159142194	0.000531904	0.784702637	0.00676285	0.019738974	0.029121442	455493.9567	1.000000001
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	1980-99s	0.179454798	0.001017111	0.746807617	0.0058151	0.022044292000000004	0.044861083	257759.6095	1.000000001
CA_San.Francisco.Intl.AP.724940	Single-Family Detached	2000-09s	0.203527853	0.00154303	0.740435113	0.005778012	0.006881057	0.041834935	95324.40732	1.0
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	<1940	0.127371325	0.003212248	0.737325563	0.019919095	0.055979172	0.056192597	10682.08955	1.0
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	2010s	0.225146669	0.001152246	0.611206715	0.011406381	0.013136194	0.137951795	889.0171538999998	1.0
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	1940-59s	0.117046418	0.002009134	0.807918412	0.01807092	0.030976761	0.023978355	26463.87166	1.0
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	1960-79s	0.114795917	0.001470781	0.806969394	0.015946289	0.02719875	0.03361887	50198.17846	1.000000001
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	1980-99s	0.103282598	0.001773675	0.7642210970000001	0.010194373	0.036682411	0.083845846	43227.80249	1.0
CA_Santa.Maria.Public.AP.723940	Single-Family Detached	2000-09s	0.13991286	0.000148191	0.7355290090000001	0.003711599	0.023663124	0.097035217	21076.22923	1.0
CO_Alamosa.Muni.AP.724620	Single-Family Detached	<1940	0.065105838	0.006497739000000001	0.533632023	4.86e-05	0.226499043	0.168216758	10355.10677	1.000000001
CO_Alamosa.Muni.AP.724620	Single-Family Detached	2010s	0.095328453	0.002866443	0.439086738	0.000582145	0.223110672	0.239025548	788.5419659	0.999999999
CO_Alamosa.Muni.AP.724620	Single-Family Detached	1940-59s	0.064252632	0.008589056	0.591450347	0.000400116	0.196337611	0.138970238	7817.277440000002	1.0
CO_Alamosa.Muni.AP.724620	Single-Family Detached	1960-79s	0.144520876	0.01031182	0.48573873	0.002395096	0.198462038	0.158571441	12855.86508	1.000000001
CO_Alamosa.Muni.AP.724620	Single-Family Detached	1980-99s	0.100857765	0.007093021	0.32045033100000003	0.0016116829999999998	0.26317161	0.30681559	18009.95954	1.0
CO_Alamosa.Muni.AP.724620	Single-Family Detached	2000-09s	0.112843235	0.003628073	0.315098561	0.000666339	0.213992833	0.353770959	10195.12941	1.0
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	<1940	0.121435715	0.000964127	0.798950203	0.001203694	0.026322692	0.051123569	68074.97676	1.0
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	2010s	0.162635223	0.000684238	0.794604338	0.003098862	0.002153851	0.036823488	12921.64523	1.0
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	1940-59s	0.145584563	0.000175818	0.820915651	0.001562901	0.008557231	0.023203836	121799.154	1.0
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	1960-79s	0.158705355	0.000860715	0.795639695	0.001030633	0.017397534	0.026366069	217976.8832	1.000000001
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	1980-99s	0.141377436	0.000718671	0.800586646	0.000527529	0.015681729	0.041107988	204131.726	0.999999999
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Single-Family Detached	2000-09s	0.157079685	0.000608382	0.7863570329999999	0.000512575	0.010539244	0.044903081	127796.1408	1.0
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	<1940	0.085547545	0.003097423	0.7906537779999999	0.0004284680000000001	0.035102854	0.08516993199999999	13782.12374	1.0
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	2010s	0.14038481	0.000499621	0.795831269	0.000205859	0.011890123	0.051188317	6801.658278	0.999999999
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	1940-59s	0.095340507	0.000567209	0.8539157820000001	0.002352972	0.016488195	0.031335336	19801.70549	1.000000001
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	1960-79s	0.135852659	0.000484991	0.8015395740000001	0.00073702	0.027869677	0.033516079	66778.6259	1.0
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	1980-99s	0.120085893	0.000276803	0.799558826	0.000953989	0.018351912	0.060772577	112629.0985	1.0
CO_Colorado.Springs-Peterson.Field.724660	Single-Family Detached	2000-09s	0.145138544	0.000241869	0.781655992	0.000216802	0.012945768	0.059801025	72900.64727999999	1.0
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	<1940	0.108519049	0.000896385	0.622236508	0.000234045	0.123857074	0.144256938	6151.701182	0.999999999
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	2010s	0.17255468100000002	0.000498485	0.429634182	0.001845889	0.116921351	0.278545412	669.6097992000001	1.0
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	1940-59s	0.138480529	0.000924361	0.656030505	0.000113358	0.129844617	0.07460663	4865.332891	1.0
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	1960-79s	0.198113632	0.000484226	0.580122816	0.001611975	0.11417243	0.105494921	12108.19175	1.0
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	1980-99s	0.160311391	0.000920189	0.5735413079999999	0.000142344	0.124888507	0.14019626	16279.24106	0.999999999
CO_Eagle.County.Rgnl.AP.724675	Single-Family Detached	2000-09s	0.101622507	0.0007313010000000001	0.61118059	0.003404978	0.08551543800000001	0.197545185	11452.09641	0.999999999
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	<1940	0.12953026199999998	0.002176089	0.641833105	0.003119056	0.107880314	0.115461173	9227.050867	0.999999999
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	2010s	0.179181691	0.000418361	0.675473065	0.000239421	0.048131067	0.096556394	1173.320841	0.999999999
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	1940-59s	0.110543095	0.002086529	0.7327169659999999	0.003279493	0.103533799	0.047840118	9593.259583	1.0
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	1960-79s	0.158643126	0.000918934	0.670082207	0.000437759	0.103760062	0.066157911	18590.55822	0.999999999
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	1980-99s	0.106741313	0.000807412	0.671885553	5.83e-05	0.103666451	0.116840927	23991.98077	0.999999956
CO_Grand.Junction-Walker.Field.724760	Single-Family Detached	2000-09s	0.135318604	0.001171329	0.6860440940000001	0.0027589090000000004	0.07430226	0.100404804	20462.45897	1.0
CO_Pueblo.Mem.AP.724640	Single-Family Detached	<1940	0.085103629	0.000170171	0.81472547	0.00013827700000000002	0.037198262	0.062664191	13174.49329	1.0
CO_Pueblo.Mem.AP.724640	Single-Family Detached	2010s	0.044490507	0.001512371	0.567722515	0.00104218	0.101801741	0.283430686	373.8403925	1.0
CO_Pueblo.Mem.AP.724640	Single-Family Detached	1940-59s	0.08785212699999999	0.000235963	0.853125425	0.001429275	0.019819994	0.037537215	13788.55772	0.999999999
CO_Pueblo.Mem.AP.724640	Single-Family Detached	1960-79s	0.12726145	0.000313385	0.801160213	0.000318978	0.030184938	0.040761035	14916.582580000002	0.999999999
CO_Pueblo.Mem.AP.724640	Single-Family Detached	1980-99s	0.106771734	0.000576652	0.7158934229999999	0.001675104	0.045312044	0.129771043	11093.63426	1.0
CO_Pueblo.Mem.AP.724640	Single-Family Detached	2000-09s	0.104102957	0.000654651	0.655556555	0.002174575	0.055594044	0.181917218	9781.302913	1.0
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	<1940	0.035853704	0.533271481	0.378659887	0.00127958	0.021603762	0.029331586	110341.3975	1.0
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	2010s	0.046211291	0.254112961	0.385936133	0.007385403	0.044695327	0.261658885	4019.591427	1.0
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	1940-59s	0.032991382	0.629763096	0.292852952	0.000577158	0.020022264	0.023793148	210872.2692	1.0
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	1960-79s	0.064572398	0.656177036	0.235596666	0.000616579	0.019841156	0.023196164	282066.1841	0.999999999
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	1980-99s	0.069024455	0.668968845	0.192739156	0.000377626	0.030135792	0.038754126	145721.6518	1.0
CT_Bridgeport-Sikorsky.Mem.AP.725040	Single-Family Detached	2000-09s	0.026111044	0.543712058	0.335582951	0.0023663720000000003	0.020553418	0.071674156	50963.59454	0.999999999
