Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage Bidecadal	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts	Unnamed: 10
AL_Birmingham.Muni.AP.722280	Single-Family Detached	<1940	0.375217722	0.003461138	0.550938881	0.003145748	0.013950259	0.053286253	33656.78305	1.000000001
AL_Birmingham.Muni.AP.722280	Single-Family Detached	2010s	0.555092041	0.00307653	0.394306006	0.004734641	0.003510684	0.039280099	8182.140837000001	1.000000001
AL_Birmingham.Muni.AP.722280	Single-Family Detached	1940-59s	0.363079449	0.00277723	0.566266274	0.002294799	0.01136462	0.054217628	80944.51934	1.0
AL_Birmingham.Muni.AP.722280	Single-Family Detached	1960-79s	0.417692158	0.001591129	0.516575317	0.001573749	0.011183377	0.05138427	129716.7477	1.0
AL_Birmingham.Muni.AP.722280	Single-Family Detached	1980-99s	0.504493217	0.000456483	0.432746003	0.001157894	0.01318776	0.047958643	113563.7608	1.0
AL_Birmingham.Muni.AP.722280	Single-Family Detached	2000-09s	0.611649001	0.00210164	0.358142718	0.002695323	0.003516386	0.021894932	73873.38632	1.0
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	<1940	0.441902616	0.005058081	0.345456074	0.002222516	0.04360379	0.161756923	20674.96962	1.0
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	2010s	0.815982275	0.002065347	0.121449478	0.005387397	0.017047569	0.038067935	9251.347837	1.000000001
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	1940-59s	0.473601604	0.002042014	0.401019484	0.004344896	0.022668968	0.096323035	51390.50245	1.000000001
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	1960-79s	0.588939172	0.0021529120000000003	0.294480746	0.001793696	0.021419485	0.091213989	117810.1372	1.0
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	1980-99s	0.637232416	0.0027964070000000003	0.228214029	0.0022200270000000003	0.023882058	0.105655064	107947.2026	1.000000001
AL_Huntsville.Intl.AP-Jones.Field.723230	Single-Family Detached	2000-09s	0.720672929	0.000718032	0.205460611	0.003588894	0.014547285	0.055012248	58428.45131	0.999999999
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	<1940	0.4873232	0.000527542	0.439355294	0.001925872	0.011996206	0.058871886	18100.31967	1.0
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	2010s	0.852756315	0.000755594	0.119295531	0.002633872	0.0056740340000000005	0.018884655	10622.73933	1.000000001
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	1940-59s	0.50136544	0.001290002	0.448065198	0.004241372	0.005683063	0.039354925	66608.04148	1.0
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	1960-79s	0.63911394	0.000332459	0.319861817	0.003578666	0.008872944	0.028240176	142511.612	1.000000002
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	1980-99s	0.756351146	0.000263325	0.207708203	0.003794789	0.008792784	0.023089752	148523.7974	0.999999999
AL_Mobile-Rgnl.AP.722230	Single-Family Detached	2000-09s	0.830046526	0.000502243	0.147266254	0.0032787420000000003	0.0029579040000000003	0.015948331	92992.87577	1.0
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	<1940	0.419026183	0.002795614	0.408689695	0.0033027990000000004	0.019157918	0.14702779	16417.657430000007	0.999999999
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	2010s	0.764756863	0.0013306879999999998	0.181611603	0.004635626	0.007432551	0.040232669	5797.730642	1.0
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	1940-59s	0.446067831	0.003521598	0.4506882720000001	0.002593561	0.012172943	0.084955794	36454.36803	0.999999999
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	1960-79s	0.5572777010000001	0.001134746	0.3521672220000001	0.0027639870000000003	0.01426546	0.072390884	81515.95496	1.0
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	1980-99s	0.654994615	0.001094795	0.264588917	0.003714746	0.011814624	0.063792301	69193.50415	0.999999998
AL_Montgomery-Dannelly.Field.722260	Single-Family Detached	2000-09s	0.793501578	0.0005614940000000001	0.170882886	0.00313189	0.002622623	0.02929953	39184.78315	1.000000001
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	<1940	0.24017419	0.003814306	0.542266217	0.001017237	0.114440887	0.098287163	15248.02019	1.0
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	2010s	0.582787547	0.000445691	0.291484859	0.010356065	0.054838302	0.060087536	5051.140041	1.0
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	1940-59s	0.271960763	0.001410865	0.548157578	0.002699318	0.092128888	0.083642589	28802.85436	1.000000001
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	1960-79s	0.37703153	0.000198113	0.453319368	0.000943932	0.08527699999999999	0.083230056	67804.79477000001	0.999999999
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	1980-99s	0.450627725	0.001490534	0.368808083	0.00329761	0.090584499	0.085191548	67397.94071	0.999999999
AR_Fort.Smith.Rgnl.AP.723440	Single-Family Detached	2000-09s	0.543835795	0.000780005	0.320130236	0.002010699	0.068115204	0.065128062	35155.17966	1.000000001
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	<1940	0.24822513	0.0004793480000000001	0.6217495160000001	0.00152139	0.051756855	0.07626776	21923.923130000006	0.999999999
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	2010s	0.620610325	0.000162565	0.316022227	0.003169745	0.018764384	0.041270754	8973.212523999999	1.0
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	1940-59s	0.258427986	0.0005654319999999999	0.638568661	0.001078006	0.037967035	0.063392881	56468.62571	1.000000001
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	1960-79s	0.365971179	0.000510466	0.535758741	0.00199619	0.035615703	0.060147722	130701.5674	1.000000001
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	1980-99s	0.468047798	0.000602152	0.424379605	0.0013748279999999998	0.042178329	0.063417288	107372.924	1.0
AR_Little.Rock-Adams.Field.723403	Single-Family Detached	2000-09s	0.542534168	0.000428381	0.384474011	0.001257589	0.021841907	0.049463945	62145.58512	1.000000001
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	<1940	0.095804519	0.002461164	0.546695582	9.65e-05	0.28505646	0.06988578	2432.815576	1.000000005
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	2010s	0.120850094	0.00251849	0.371227319	0.001487089	0.318601504	0.185315503	730.2175772999999	0.999999999
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	1940-59s	0.105361925	0.000149118	0.633996452	0.0021796	0.21507456	0.043238344000000005	5898.185619	0.999999999
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	1960-79s	0.154373257	0.00197459	0.419458275	0.003651771	0.35450342	0.066038687	19602.16098	1.0
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	1980-99s	0.147582931	0.000889017	0.328482982	0.003563161	0.4023056820000001	0.117176228	25043.82019	1.000000001
AZ_Flagstaff-Pulliam.AP.723755	Single-Family Detached	2000-09s	0.178910388	8.1e-05	0.398804943	0.002675792	0.223828299	0.195699583	12581.66134	1.000000005
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	<1940	0.513189252	0.002288726	0.448348979	0.018557575	0.008722429	0.008893038	12526.69582	0.999999999
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	2010s	0.487804029	0.0006022859999999999	0.498713482	0.0025977070000000003	0.002932056	0.007350441	20069.87945	1.000000001
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	1940-59s	0.497684054	0.000599914	0.475623891	0.013640304	0.005817782	0.006634055	88822.31584	1.0
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	1960-79s	0.7168866770000001	0.0006630130000000001	0.263602946	0.007045894000000001	0.006406817	0.005394653	230514.823	1.0
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	1980-99s	0.7275049990000001	0.00039229	0.258018313	0.003676511	0.0035435740000000007	0.006864314	378520.0479	1.000000001
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	Single-Family Detached	2000-09s	0.515246819	0.00028808400000000003	0.470070964	0.003839266	0.001235537	0.00931933	330933.6113	1.0
AZ_Prescott-Love.Field.723723	Single-Family Detached	<1940	0.212651425	0.0015487620000000002	0.599289176	0.004806717	0.112298241	0.069405679	2462.662709	1.0
AZ_Prescott-Love.Field.723723	Single-Family Detached	2010s	0.279268292	0.000307277	0.556806969	0.011436189	0.042843753	0.109337521	1277.676546	1.000000001
AZ_Prescott-Love.Field.723723	Single-Family Detached	1940-59s	0.290938128	6.55e-05	0.5578357310000001	0.002032117	0.068844584	0.080283941	4020.887697	1.000000001
AZ_Prescott-Love.Field.723723	Single-Family Detached	1960-79s	0.377820585	0.005248095	0.422496424	0.004982186	0.103799442	0.085653268	15516.35558	1.0
AZ_Prescott-Love.Field.723723	Single-Family Detached	1980-99s	0.388392855	0.000706476	0.427333932	0.0046199940000000005	0.066733722	0.112213021	35535.39892	1.0
AZ_Prescott-Love.Field.723723	Single-Family Detached	2000-09s	0.31173602100000003	4.74e-05	0.501299329	0.001852578	0.036896843	0.148167809	23067.94156	0.99999998
AZ_Tucson.Intl.AP.722740	Single-Family Detached	<1940	0.347166813	0.0007396039999999999	0.585490442	0.012735294	0.031950041	0.021917807	9547.609832	1.000000001
AZ_Tucson.Intl.AP.722740	Single-Family Detached	2010s	0.342844144	0.001251063	0.6279622260000001	0.003830148	0.010168332	0.013944087	5202.362913	1.0
AZ_Tucson.Intl.AP.722740	Single-Family Detached	1940-59s	0.237183706	0.0006912719999999999	0.729747893	0.007827825	0.010303538	0.014245766000000003	42538.63405	1.0
AZ_Tucson.Intl.AP.722740	Single-Family Detached	1960-79s	0.333638977	0.000281551	0.625847578	0.005371964	0.019472804	0.015387125	73627.74295	0.999999999
AZ_Tucson.Intl.AP.722740	Single-Family Detached	1980-99s	0.299396033	0.0006651119999999999	0.642901904	0.002424998	0.014767507	0.039844446	89950.6821	1.0
AZ_Tucson.Intl.AP.722740	Single-Family Detached	2000-09s	0.299051666	0.000144827	0.652452265	0.002729827	0.008135491	0.037485924	70949.31346	1.0
CA_Arcata.AP.725945	Single-Family Detached	<1940	0.1271272	0.057840089	0.480592895	0.008157084	0.25158863600000003	0.074694097	10324.62732	1.000000001
CA_Arcata.AP.725945	Single-Family Detached	2010s	0.300802324	0.006207575999999999	0.325169923	0.0006319909999999999	0.279821156	0.087367029	985.4378796	0.999999999
CA_Arcata.AP.725945	Single-Family Detached	1940-59s	0.191648817	0.042592197000000005	0.515272591	0.003258086	0.188685368	0.05854294	22749.4445	0.999999999
CA_Arcata.AP.725945	Single-Family Detached	1960-79s	0.214324908	0.056439157	0.373343119	0.002185683	0.251015796	0.102691337	27837.16004	1.0
CA_Arcata.AP.725945	Single-Family Detached	1980-99s	0.227575401	0.034297813	0.387458049	0.005654620999999999	0.225688129	0.119325988	32419.49447	1.000000001
CA_Arcata.AP.725945	Single-Family Detached	2000-09s	0.208641494	0.023765848	0.385963128	0.002697281	0.15495972	0.223972529	13762.42067	1.0
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	<1940	0.187210657	0.00130816	0.726566907	0.020050648	0.027432285	0.037431343	13788.48154	1.0
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	2010s	0.27097754	0.001138945	0.700065094	0.00074692	0.01561722	0.011454281	3265.761485	1.0
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	1940-59s	0.184605232	0.000399872	0.73948257	0.026937465	0.026905919	0.021668941	43121.62109	0.999999999
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	1960-79s	0.233678373	0.000358892	0.668846316	0.018694588	0.037411843	0.041009987000000005	49492.73607	0.999999999
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	1980-99s	0.186847525	0.000527035	0.71688389	0.010244821	0.035214149	0.05028258	57662.03766	1.0
CA_Bakersfield-Meadows.Field.723840	Single-Family Detached	2000-09s	0.193111735	9.57e-05	0.725578417	0.009150212	0.022596988	0.049466936	44385.74124	0.999999988
CA_Barstow.Daggett.AP.723815	Single-Family Detached	<1940	0.157757328	0.000288085	0.749558981	0.031745201	0.036298076	0.024352329	12717.42378	1.0
CA_Barstow.Daggett.AP.723815	Single-Family Detached	2010s	0.119363391	0.0025289	0.825739952	0.00514002	0.010361787	0.03686595	3447.9599380000004	1.0
CA_Barstow.Daggett.AP.723815	Single-Family Detached	1940-59s	0.153890999	0.00205981	0.734489974	0.017440795	0.050668691	0.04144973	53849.7999	0.999999999
CA_Barstow.Daggett.AP.723815	Single-Family Detached	1960-79s	0.14234815	0.001208482	0.7773585390000001	0.011838078	0.034222386	0.033024366	81804.34299	1.000000001
CA_Barstow.Daggett.AP.723815	Single-Family Detached	1980-99s	0.105355375	0.0005498090000000001	0.815138859	0.010326106	0.027095042000000003	0.04153481	140396.6673	1.000000001
CA_Barstow.Daggett.AP.723815	Single-Family Detached	2000-09s	0.119462685	0.000558615	0.803219626	0.006381996	0.017314625	0.053062453	89586.56581	1.0
CA_Fresno.Air.Terminal.723890	Single-Family Detached	<1940	0.223459507	0.0029365	0.601113417	0.016808918	0.07447836099999999	0.081203296	27751.40234	0.999999999
CA_Fresno.Air.Terminal.723890	Single-Family Detached	2010s	0.288287455	0.000357909	0.6071954829999999	0.007039935	0.021240836000000003	0.07587838200000001	6823.095211	1.0
CA_Fresno.Air.Terminal.723890	Single-Family Detached	1940-59s	0.251767819	0.003100156	0.643518764	0.008083396	0.045497648	0.048032218	74865.25200000001	1.000000001
CA_Fresno.Air.Terminal.723890	Single-Family Detached	1960-79s	0.276944444	0.002343786	0.5783381999999999	0.00844916	0.056127671	0.077796739	107754.2961	1.0
CA_Fresno.Air.Terminal.723890	Single-Family Detached	1980-99s	0.270729488	0.000807368	0.566296121	0.008503123000000001	0.054028315	0.099635586	122490.8726	1.000000001
CA_Fresno.Air.Terminal.723890	Single-Family Detached	2000-09s	0.283329298	0.001318373	0.601694909	0.004848836	0.027973662000000003	0.08083492099999999	83010.61903999999	0.999999999
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	<1940	0.182891138	0.000231748	0.718866094	0.079970549	0.007383156	0.010657315	116052.316	1.0
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	2010s	0.218916793	0.000994523	0.738938671	0.016374686	0.004599443	0.020175884	12609.9235	1.0
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	1940-59s	0.163461161	0.000306895	0.76207893	0.059348253	0.005703017	0.009101743	542252.6812	0.999999999
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	1960-79s	0.14636404	0.000292421	0.807519112	0.029152956	0.004286115	0.012385357	508967.5141	1.000000001
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	1980-99s	0.14961798699999998	0.000453794	0.8078096370000001	0.021816495	0.0051928090000000005	0.015109278	357642.3635	1.0
CA_Long.Beach-Daugherty.Field.722970	Single-Family Detached	2000-09s	0.157330158	0.000149042	0.789283917	0.030631264	0.002800521	0.019805097	173448.1746	0.999999999
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	<1940	0.170019845	0.000295366	0.751368481	0.063867948	0.004011393	0.010436967	201705.9574	1.0
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	2010s	0.162350679	0.004044851	0.787969501	0.011870568	0.010494047	0.023270355	4823.78849	1.000000001
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	1940-59s	0.150099987	0.000200747	0.7916461859999999	0.043220631	0.004119614000000001	0.010712836000000002	385179.5626	1.000000001
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	1960-79s	0.146632876	0.000834329	0.803312239	0.029851711	0.005304255999999999	0.014064589	242258.8229	1.0
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	1980-99s	0.124843383	0.000512766	0.822741265	0.021472972000000003	0.00675006	0.023679554	177823.6871	1.0
CA_Los.Angeles.Intl.AP.722950	Single-Family Detached	2000-09s	0.154205784	0.0003667430000000001	0.8031509609999999	0.01232592	0.003359091	0.026591501	72904.12113	1.0
