Dependency=Geometry Building Type FPL	Dependency=Vintage FPL	Dependency=Location EPW	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
20 to 49 Unit	1960-79s	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.830403266	0.095504643	0.037046046	0.037046046	1225.8088
20 to 49 Unit	1980-99s	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.930870407	0.023043198	0.023043198	0.023043198	1168.061329
20 to 49 Unit	2000-09s	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.853358525	0.093728969	0.026456253	0.026456253	484.3448472
20 to 49 Unit	<1940	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.565887138	0.148692239	0.142710311	0.142710311	115.532125
20 to 49 Unit	2010s	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.453069615	0.182310128	0.182310128	0.182310128	97.27532247
20 to 49 Unit	1940-59s	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.639432005	0.120189332	0.120189332	0.120189332	145.4953238
20 to 49 Unit	1960-79s	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.696051609	0.101348366	0.101088371	0.101511654	934.4621108
20 to 49 Unit	1980-99s	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.891467892	0.036177369	0.036177369	0.036177369	1451.299697
20 to 49 Unit	2000-09s	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.663075536	0.124130371	0.106397047	0.106397047	853.3747844
20 to 49 Unit	<1940	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.294989245	0.235003585	0.235003585	0.235003585	177.6206657
20 to 49 Unit	2010s	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.303347557	0.232217481	0.232217481	0.232217481	63.83917353
20 to 49 Unit	1940-59s	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.388923686	0.203692105	0.203692105	0.203692105	337.0563662
20 to 49 Unit	1960-79s	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.57468341	0.141772197	0.141772197	0.141772197	3000.331406
20 to 49 Unit	1980-99s	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.640581395	0.119806202	0.119806202	0.119806202	3330.409653
20 to 49 Unit	2000-09s	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.556843009	0.147718997	0.147718997	0.147718997	1449.509711
20 to 49 Unit	<1940	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.26509058	0.244969807	0.244969807	0.244969807	425.7970202
20 to 49 Unit	2010s	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.297780336	0.234073221	0.234073221	0.234073221	232.1154884
20 to 49 Unit	1940-59s	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.465039376	0.178320208	0.178320208	0.178320208	102.453535
20 to 49 Unit	1960-79s	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.799260123	0.067883827	0.060056064	0.072799986	843.8381806
20 to 49 Unit	1980-99s	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.887361515	0.03754376	0.03754376	0.037550964	1373.78196
20 to 49 Unit	2000-09s	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.6831677	0.105614247	0.105609026	0.105609026	528.3874513
20 to 49 Unit	<1940	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.255890884	0.248036372	0.248036372	0.248036372	173.2230893
20 to 49 Unit	2010s	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.257237992	0.247740159	0.247510925	0.247510925	131.2203521
20 to 49 Unit	1940-59s	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.317305763	0.227564746	0.227564746	0.227564746	539.2717232
20 to 49 Unit	1960-79s	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.399042924	0.200319025	0.200319025	0.200319025	5746.573472
20 to 49 Unit	1980-99s	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.408058565	0.197313812	0.197313812	0.197313812	7762.413708
20 to 49 Unit	2000-09s	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.474417104	0.175194299	0.175194299	0.175194299	4525.426732
20 to 49 Unit	<1940	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.274149531	0.241950156	0.241950156	0.241950156	433.7557645
20 to 49 Unit	2010s	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.264412838	0.245195721	0.245195721	0.245195721	603.3307719
20 to 49 Unit	1940-59s	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.401924428	0.199358524	0.199358524	0.199358524	2146.600376
20 to 49 Unit	1960-79s	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.651496831	0.116181362	0.116160903	0.116160903	10944.13545
20 to 49 Unit	1980-99s	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.664276618	0.111979007	0.111872188	0.111872188	9151.844091
20 to 49 Unit	2000-09s	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.360197724	0.213899804	0.212951236	0.212951236	4089.8904
20 to 49 Unit	<1940	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.421476161	0.195131752	0.191696044	0.191696044	2025.558693
20 to 49 Unit	2010s	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.250744582	0.249751806	0.249751806	0.249751806	405.543009
20 to 49 Unit	1940-59s	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.568819031	0.14372699	0.14372699	0.14372699	184.5836124
20 to 49 Unit	1960-79s	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.92408025	0.025306227	0.025307295	0.025306227	1029.044776
20 to 49 Unit	1980-99s	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.924549475	0.042257315	0.012457277	0.020735933	907.3519712
20 to 49 Unit	2000-09s	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.847561236	0.052976784	0.04973099	0.04973099	255.6010059
20 to 49 Unit	<1940	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.264757263	0.245080912	0.245080912	0.245080912	76.73532532
20 to 49 Unit	2010s	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.363220568	0.516598322	0.060090555	0.060090555	56.62895732
20 to 49 Unit	1940-59s	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.606413666	0.131195445	0.131195445	0.131195445	71.37285283
20 to 49 Unit	1960-79s	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.854474828	0.066692935	0.045442306	0.033389931	398.9770548
20 to 49 Unit	1980-99s	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.899670193	0.050905633	0.023849385	0.025574789	769.4516538
20 to 49 Unit	2000-09s	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.876843709	0.043266838	0.039944727	0.039944727	202.9639475
20 to 49 Unit	<1940	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.291856019	0.236047994	0.236047994	0.236047994	80.19031425
20 to 49 Unit	2010s	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.482814632	0.186070782	0.165557293	0.165557293	44.2944033
20 to 49 Unit	1940-59s	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.495951001	0.168016333	0.168016333	0.168016333	76.53475984
20 to 49 Unit	1960-79s	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.843768651	0.05202271	0.05218593	0.05202271	892.0940533
20 to 49 Unit	1980-99s	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.943773788	0.033959674	0.00574147	0.016525068	761.8472134
20 to 49 Unit	2000-09s	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.917591307	0.029151702	0.026628496	0.026628496	266.0072779
20 to 49 Unit	<1940	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.301460127	0.232846624	0.232846624	0.232846624	104.6021716
20 to 49 Unit	2010s	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.517828193	0.308600187	0.08678581	0.08678581	44.16393742
20 to 49 Unit	1940-59s	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.276683182	0.241105606	0.241105606	0.241105606	2.101599347
20 to 49 Unit	1960-79s	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.746146658	0.119169995	0.067341674	0.067341674	596.2245943
20 to 49 Unit	1980-99s	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.998613574	0.000462142	0.000462142	0.000462142	242.0001984
20 to 49 Unit	2000-09s	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.938195527	0.028355004	0.016724735	0.016724735	104.9598071
20 to 49 Unit	<1940	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.717765448	0.094235961	0.093999296	0.093999296	21.50706686
20 to 49 Unit	2010s	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.490964486	0.169678505	0.169678505	0.169678505	147.1836444
20 to 49 Unit	1940-59s	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.291234303	0.236255232	0.236255232	0.236255232	85.54811532
20 to 49 Unit	1960-79s	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.898168766	0.048067626	0.026881804	0.026881804	372.9887355
20 to 49 Unit	1980-99s	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.998376177	0.000541274	0.000541274	0.000541274	253.3306419
20 to 49 Unit	2000-09s	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.8213727	0.064144443	0.057241429	0.057241429	89.36974053
20 to 49 Unit	<1940	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.662410489	0.113512583	0.112038464	0.112038464	67.86502529
20 to 49 Unit	2010s	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.475312299	0.1748959	0.1748959	0.1748959	47.33578466
20 to 49 Unit	1940-59s	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.469470301	0.176843233	0.176843233	0.176843233	6.18097408
20 to 49 Unit	1960-79s	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.895911596	0.049910222	0.027089091	0.027089091	341.1650845
20 to 49 Unit	1980-99s	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.962887323	0.012370892	0.012370892	0.012370892	263.6072658
20 to 49 Unit	2000-09s	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.979216826	0.013037682	0.003872746	0.003872746	110.1479005
20 to 49 Unit	<1940	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.63668861	0.121578964	0.120866213	0.120866213	2.470041252
20 to 49 Unit	2010s	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.328165498	0.223944834	0.223944834	0.223944834	43.4279396
20 to 49 Unit	1940-59s	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.336752677	0.221082441	0.221082441	0.221082441	10.0130168
20 to 49 Unit	1960-79s	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.867579675	0.076271731	0.028074297	0.028074297	52.62501836
20 to 49 Unit	1980-99s	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.958141023	0.013952992	0.013952992	0.013952992	102.6388203
20 to 49 Unit	2000-09s	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.977743986	0.0075004	0.007377807	0.007377807	13.92095184
20 to 49 Unit	<1940	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.495097377	0.16878892	0.168056851	0.168056851	10.67851815
20 to 49 Unit	2010s	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.371970843	0.336281014	0.16628762	0.125460524	0
20 to 49 Unit	1940-59s	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.371970843	0.336281014	0.16628762	0.125460524	0
20 to 49 Unit	1960-79s	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.900908783	0.065016732	0.017037242	0.017037242	183.2560475
20 to 49 Unit	1980-99s	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.991075342	0.002974886	0.002974886	0.002974886	278.3607723
20 to 49 Unit	2000-09s	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.896702539	0.043617148	0.029840157	0.029840157	237.699282
20 to 49 Unit	<1940	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.611591206	0.130260062	0.129074366	0.129074366	5.37195484
20 to 49 Unit	2010s	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.510131576	0.163289475	0.163289475	0.163289475	51.77455748
2 Unit	1940-59s	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.588724988	0.14036023	0.135457391	0.135457391	2021.032455
2 Unit	1960-79s	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.773672687	0.07637119	0.07497868	0.074977443	4273.46367
2 Unit	1980-99s	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.581690306	0.172974474	0.12266761	0.12266761	2248.250462
2 Unit	2000-09s	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.401050565	0.208634716	0.187829958	0.202484761	712.7350746
2 Unit	<1940	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.501171128	0.215416128	0.141706372	0.141706372	640.2659868
2 Unit	2010s	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.264977517	0.245007494	0.245007494	0.245007494	160.7332746
2 Unit	1940-59s	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.871134799	0.058923402	0.034970899	0.034970899	1370.149437
2 Unit	1960-79s	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.961409831	0.02590935	0.008020913	0.004659906	3574.118363
2 Unit	1980-99s	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.788485191	0.154754588	0.028380111	0.028380111	2654.727296
2 Unit	2000-09s	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.606375737	0.173447187	0.070669039	0.149508037	854.0029581
2 Unit	<1940	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.714687605	0.172011721	0.056650337	0.056650337	214.8908433
2 Unit	2010s	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.319750538	0.226749821	0.226749821	0.226749821	230.90034
2 Unit	1940-59s	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.592822356	0.139318738	0.133929453	0.133929453	2067.897859
2 Unit	1960-79s	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.659129183	0.117397466	0.111877659	0.111595692	4294.805933
2 Unit	1980-99s	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.552770351	0.199991761	0.123618944	0.123618944	4063.205888
2 Unit	2000-09s	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.507325507	0.17253878	0.124576787	0.195558926	2439.200717
2 Unit	<1940	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.369227395	0.223198472	0.203787066	0.203787066	472.4143729
2 Unit	2010s	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.307236043	0.230921319	0.230921319	0.230921319	283.5502747
2 Unit	1940-59s	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.703508971	0.108031536	0.094229746	0.094229746	1156.280224
2 Unit	1960-79s	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.802467377	0.073996235	0.062038214	0.061498173	2900.085156
2 Unit	1980-99s	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.708598959	0.173344167	0.059028437	0.059028437	2165.737479
2 Unit	2000-09s	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.480776499	0.194363393	0.142890678	0.18196943	739.0801525
2 Unit	<1940	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.665074177	0.160885726	0.087020048	0.087020048	488.2309232
2 Unit	2010s	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.356627294	0.214457569	0.214457569	0.214457569	182.5429399
2 Unit	1940-59s	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.423767954	0.192077349	0.192077349	0.192077349	724.1613825
2 Unit	1960-79s	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.727009096	0.09421561	0.089387647	0.089387647	3154.873944
2 Unit	1980-99s	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.783248489	0.10554726	0.055602125	0.055602125	4068.098663
2 Unit	2000-09s	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.50892692	0.196744479	0.1471643	0.1471643	1690.843021
2 Unit	<1940	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.430092003	0.250014705	0.159946646	0.159946646	264.6962054
2 Unit	2010s	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.25	0.25	0.25	0.25	311.3610147
2 Unit	1940-59s	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.381228912	0.206269487	0.206250801	0.206250801	1294.238282
2 Unit	1960-79s	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.536817504	0.15656927	0.153314857	0.153298369	4507.942495
2 Unit	1980-99s	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.510204951	0.179313099	0.155240975	0.155240975	4446.889966
2 Unit	2000-09s	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.347167446	0.235671289	0.208213679	0.208947586	2042.614208
2 Unit	<1940	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.374527726	0.254648949	0.185411663	0.185411663	541.4622736
2 Unit	2010s	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.250104601	0.249965133	0.249965133	0.249965133	429.1888169
2 Unit	1940-59s	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.631889079	0.11950771	0.124523378	0.124079833	249.3362556
2 Unit	1960-79s	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.801732893	0.127780002	0.035243553	0.035243553	475.7461562
2 Unit	1980-99s	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.57884875	0.197874546	0.112069698	0.111207005	815.000507
2 Unit	2000-09s	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.759406968	0.095067418	0.072762807	0.072762807	394.3242162
2 Unit	<1940	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.72770402	0.097646145	0.092040873	0.082608963	137.365725
2 Unit	2010s	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.25	0.25	0.25	0.25	42.4576311
2 Unit	1940-59s	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.262666698	0.248726486	0.243580385	0.245026431	2151.211535
2 Unit	1960-79s	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.317007584	0.228050076	0.22747117	0.22747117	5914.810574
2 Unit	1980-99s	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.255297901	0.248992827	0.247858341	0.247850931	5618.260058
2 Unit	2000-09s	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.422000646	0.192666452	0.192666451	0.192666451	2167.130566
2 Unit	<1940	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.264383105	0.24616925	0.24472758	0.244720064	539.2669909
2 Unit	2010s	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.25	0.25	0.25	0.25	185.8067729
2 Unit	1940-59s	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.843363652	0.065940151	0.045818296	0.044877901	69.04892639
2 Unit	1960-79s	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.748007466	0.146632126	0.052680204	0.052680204	635.0523157
2 Unit	1980-99s	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.653744062	0.202000854	0.073360768	0.070894316	1703.610183
2 Unit	2000-09s	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.767950456	0.117486878	0.057281333	0.057281333	996.2263271
2 Unit	<1940	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.798185552	0.080078459	0.06092596	0.060810029	121.4187595
2 Unit	2010s	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.25	0.25	0.25	0.25	28.79569144
2 Unit	1940-59s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.287900352	0.238774056	0.235868241	0.237457351	2008.484422
2 Unit	1960-79s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.28381714	0.241900252	0.237141304	0.237141304	2888.994134
2 Unit	1980-99s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.325071307	0.236472787	0.219238158	0.219217748	1664.414951
2 Unit	2000-09s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.365413153	0.213317799	0.210634524	0.210634524	877.4070005
2 Unit	<1940	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.298923683	0.23409902	0.234949501	0.232027797	907.2072188
2 Unit	2010s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.25	0.25	0.25	0.25	102.6067944
2 Unit	1940-59s	USA_CA_Arcata.AP.725945_TMY3.epw	0.762288755	0.102553613	0.086012958	0.049144673	784.4878705
2 Unit	1960-79s	USA_CA_Arcata.AP.725945_TMY3.epw	0.821947177	0.11022144	0.033915691	0.033915691	1689.022095
2 Unit	1980-99s	USA_CA_Arcata.AP.725945_TMY3.epw	0.722643411	0.150642019	0.063645746	0.063068825	1818.251153
2 Unit	2000-09s	USA_CA_Arcata.AP.725945_TMY3.epw	0.783308409	0.104342032	0.056174779	0.056174779	410.3711562
2 Unit	<1940	USA_CA_Arcata.AP.725945_TMY3.epw	0.681544706	0.120591366	0.100510969	0.097352959	615.3802606
2 Unit	2010s	USA_CA_Arcata.AP.725945_TMY3.epw	0.25	0.25	0.25	0.25	72.15968255
2 Unit	1940-59s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.386175534	0.207550455	0.204502477	0.201771534	1746.791833
2 Unit	1960-79s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.401880238	0.213114515	0.192502623	0.192502623	3420.906221
2 Unit	1980-99s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.48948499	0.181630459	0.165180447	0.163704105	2015.77282
2 Unit	2000-09s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.378409226	0.210888728	0.205351023	0.205351023	1263.373599
2 Unit	<1940	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.373797216	0.205768846	0.216320643	0.204113296	593.257068
2 Unit	2010s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.249999439	0.249999439	0.250001683	0.249999439	245.905352
2 Unit	1940-59s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.287433285	0.23753734	0.237515029	0.237514346	1761.382923
2 Unit	1960-79s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.385880876	0.284880805	0.16461916	0.16461916	4137.67752
2 Unit	1980-99s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.400759692	0.199761732	0.199739288	0.199739288	3979.084235
2 Unit	2000-09s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.250017887	0.249994038	0.249994038	0.249994038	1858.725954
2 Unit	<1940	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.250054295	0.249981902	0.249981902	0.249981902	518.9553275
2 Unit	2010s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.25	0.25	0.25	0.25	129.7430634
2 Unit	1940-59s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.440227943	0.184928914	0.193642571	0.181200572	2685.862966
2 Unit	1960-79s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.603085659	0.160754367	0.118079987	0.118079987	5140.571362
2 Unit	1980-99s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.483393769	0.204288821	0.156544001	0.155773409	5653.428527
2 Unit	2000-09s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.517130658	0.173350323	0.15475951	0.15475951	1457.545678
2 Unit	<1940	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.412212357	0.198366382	0.196361425	0.193059836	842.207221
2 Unit	2010s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.25	0.25	0.25	0.25	112.948417
2 Unit	1940-59s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.39266063	0.202455331	0.202442875	0.202441165	13120.64255
2 Unit	1960-79s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.379172771	0.250380403	0.185223413	0.185223413	18406.01815
2 Unit	1980-99s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.352721841	0.215816007	0.215731076	0.215731076	10866.08999
2 Unit	2000-09s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.313006879	0.228997832	0.228997645	0.228997645	2331.241806
2 Unit	<1940	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.435963295	0.219594297	0.172221204	0.172221204	6178.138822
2 Unit	2010s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.25	0.25	0.25	0.25	531.0286368
2 Unit	1940-59s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.493938984	0.168687005	0.168687005	0.168687005	15620.76984
2 Unit	1960-79s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.415956191	0.224550704	0.179746552	0.179746552	14076.18435
2 Unit	1980-99s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.334212029	0.221928242	0.221939828	0.221919902	7439.418218
2 Unit	2000-09s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.304110618	0.231963127	0.231963127	0.231963127	1657.802732
2 Unit	<1940	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.497138472	0.206480171	0.148190678	0.148190678	17507.60448
2 Unit	2010s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.25	0.25	0.25	0.25	246.3208883
2 Unit	1940-59s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.625758957	0.131371346	0.12631337	0.116556327	4822.10408
2 Unit	1960-79s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.590246218	0.18519229	0.112280746	0.112280746	12116.81768
2 Unit	1980-99s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.491064522	0.212241852	0.14885784	0.147835786	7263.134664
2 Unit	2000-09s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.499585802	0.185748424	0.157332887	0.157332887	2044.559161
2 Unit	<1940	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.440480099	0.190948688	0.186772402	0.181798811	2839.815522
