Dependency=Geometry Is Multifamily Low Rise	Option=2	Option=4	Option=7	Option=12	Option=27	Option=None	Count
True	0.00580846	0.104523875	0.154273291	0.286171978	0.410100471	0.039121926	5315178
False	0	0	0	0	0	1	
