Dependency=Location	Dependency=Geometry Is Multifamily Low Rise	Option=East	Option=West	Option=Northeast	Option=Southwest	Option=North	Option=South	Option=Northwest	Option=Southeast	Count
AL_Birmingham.Muni.AP.722280	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	10
AL_Birmingham.Muni.AP.722280	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	1
AL_Huntsville.Intl.AP-Jones.Field.723230	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	1
AL_Huntsville.Intl.AP-Jones.Field.723230	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AL_Mobile-Rgnl.AP.722230	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	19
AL_Mobile-Rgnl.AP.722230	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	40
AL_Montgomery-Dannelly.Field.722260	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AL_Montgomery-Dannelly.Field.722260	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AR_Fort.Smith.Rgnl.AP.723440	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AR_Fort.Smith.Rgnl.AP.723440	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AR_Little.Rock-Adams.Field.723403	False	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
AR_Little.Rock-Adams.Field.723403	True	0.165905771	0.165905771	0.072205356	0.072205356	0.18483965800000002	0.18483965800000002	0.07704921599999999	0.07704921599999999	0
