Dependency=Location EPW	Dependency=Vintage FPL	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Total
USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	1940-59s	0	0.338024997	0.661975003	0	0	0	0	0	0	321702.4125
USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	1940-59s	0	0.254311169	0.745688831	0	0	0	0	0	0	666873.9619
USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	1940-59s	0	0.341455521	0.658544479	0	0	0	0	0	0	637167.1927
USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	1940-59s	0	0.261675694	0.738324306	0	0	0	0	0	0	2951871.708
USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	1940-59s	0	0.374284379	0.625715621	0	0	0	0	0	0	2493298.723
USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	1940-59s	0	0.309514249	0.690485751	0	0	0	0	0	0	1790891.037
USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	1940-59s	0	0.258950286	0.741049714	0	0	0	0	0	0	1461594.383
USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	1940-59s	0	0.345083021	0.654916979	0	0	0	0	0	0	2805576.074
USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	1940-59s	0	0.279768538	0.720231462	0	0	0	0	0	0	263828.7434
USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	1940-59s	0	0.389213322	0.610786678	0	0	0	0	0	0	130976.556
USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	1940-59s	0	0.247744941	0.752255059	0	0	0	0	0	0	1294339.97
USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	1940-59s	0	0.202304257	0.797695743	0	0	0	0	0	0	433876.2049
USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	1940-59s	0	0.279510015	0.720489985	0	0	0	0	0	0	150011.7246
USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	1940-59s	0	0.368630586	0.631369414	0	0	0	0	0	0	132162.4594
USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	1940-59s	0	0.352343692	0.647656308	0	0	0	0	0	0	94213.2465
USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	1940-59s	0	0.283231258	0.716768742	0	0	0	0	0	0	1323820.282
USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	1940-59s	0	0.317083654	0.682916346	0	0	0	0	0	0	981130.5502
USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	1940-59s	0	0.324722073	0.675277927	0	0	0	0	0	0	566094.3047
USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	1940-59s	0	0.222117761	0.777882239	0	0	0	0	0	0	585421.1152
USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	1940-59s	0	0.323247481	0.676752519	0	0	0	0	0	0	857016.3479
USA_FL_Key.West.Intl.AP.722010_TMY3.epw	1940-59s	0	0.278732633	0.721267367	0	0	0	0	0	0	36350.18984
USA_FL_Miami.Intl.AP.722020_TMY3.epw	1940-59s	0	0.255537431	0.744462569	0	0	0	0	0	0	2047602.288
USA_FL_Orlando.Intl.AP.722050_TMY3.epw	1940-59s	0	0.193959706	0.806040294	0	0	0	0	0	0	3534843.094
USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	1940-59s	0	0.330455584	0.669544416	0	0	0	0	0	0	572005.0802
USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	1940-59s	0	0.183985916	0.816014084	0	0	0	0	0	0	1315850.91
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	1940-59s	0	0.359549314	0.640450686	0	0	0	0	0	0	428179.681
USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	1940-59s	0	0.291476899	0.708523101	0	0	0	0	0	0	2105819.912
USA_GA_Augusta-Bush-Field.722180_TMY3.epw	1940-59s	0	0.323030843	0.676969157	0	0	0	0	0	0	299295.1133
USA_GA_Columbus.Metro.AP.722255_TMY3.epw	1940-59s	0	0.352764239	0.647235761	0	0	0	0	0	0	328507.5935
USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	1940-59s	0	0.315691603	0.684308397	0	0	0	0	0	0	420425.7727
USA_GA_Savannah.Intl.AP.722070_TMY3.epw	1940-59s	0	0.333668391	0.666331609	0	0	0	0	0	0	372178.2909
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	1940-59s	0	0.357059519	0.642940481	0	0	0	0	0	0	422079.2642
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	1940-59s	0	0.356209303	0.643790697	0	0	0	0	0	0	153387.7366
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	1940-59s	0	0.379670513	0.620329487	0	0	0	0	0	0	114392.3734
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	1940-59s	0	0.31929515	0.68070485	0	0	0	0	0	0	290553.0119
USA_ID_Boise.Air.Terminal.726810_TMY3.epw	1940-59s	0	0.406920956	0.593079044	0	0	0	0	0	0	311523.6732
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	1940-59s	0	0.340328533	0.659671467	0	0	0	0	0	0	222651.1389
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	1940-59s	0	0.321726619	0.678273381	0	0	0	0	0	0	3627870.613
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	1940-59s	0	0.408256478	0.591743522	0	0	0	0	0	0	416916.8254
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	1940-59s	0	0.36445844	0.63554156	0	0	0	0	0	0	428352.4351
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	1940-59s	0	0.329667182	0.670332818	0	0	0	0	0	0	378414.0223
USA_IL_Springfield-Capital.AP.724390_TMY3.epw	1940-59s	0	0.372540924	0.627459076	0	0	0	0	0	0	365628.7598
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	1940-59s	0	0.391381158	0.608618842	0	0	0	0	0	0	624021.9414
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	1940-59s	0	0.35239718	0.64760282	0	0	0	0	0	0	485560.6012
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	1940-59s	0	0.325719963	0.674280037	0	0	0	0	0	0	1258827.337
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	1940-59s	0	0.361764015	0.638235985	0	0	0	0	0	0	542913.0777
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	1940-59s	0	0.402288269	0.597711731	0	0	0	0	0	0	128787.3239
USA_KS_Goodland-Renner.Field.724650_TMY3.epw	1940-59s	0	0.425632141	0.574367859	0	0	0	0	0	0	39580.044
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	1940-59s	0	0.335186631	0.664813369	0	0	0	0	0	0	299832.1458
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	1940-59s	0	0.309006358	0.690993642	0	0	0	0	0	0	429622.3581
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	1940-59s	0	0.307898702	0.692101298	0	0	0	0	0	0	952041.6089
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	1940-59s	0	0.324431123	0.675568877	0	0	0	0	0	0	526865.239
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	1940-59s	0	0.336713898	0.663286102	0	0	0	0	0	0	729918.9184
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	1940-59s	0	0.344504706	0.655495294	0	0	0	0	0	0	685256.8795
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	1940-59s	0	0.320603615	0.679396385	0	0	0	0	0	0	211997.3813
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	1940-59s	0	0.361348749	0.638651251	0	0	0	0	0	0	764994.9716
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	1940-59s	0	0.318499198	0.681500802	0	0	0	0	0	0	668880.9174
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	1940-59s	0	0.339736169	0.660263831	0	0	0	0	0	0	1718205.359
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	1940-59s	0	0.354590458	0.645409542	0	0	0	0	0	0	461346.3706
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	1940-59s	0	0.358810402	0.641189598	0	0	0	0	0	0	1797482.646
USA_ME_Caribou.Muni.AP.727120_TMY3.epw	1940-59s	0	0.420883375	0.579116625	0	0	0	0	0	0	71179.09611
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	1940-59s	0	0.388008699	0.611991301	0	0	0	0	0	0	662298.4625
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	1940-59s	0	0.350148886	0.649851114	0	0	0	0	0	0	88905.7113
USA_MI_Detroit.Metro.AP.725370_TMY3.epw	1940-59s	0	0.35792496	0.64207504	0	0	0	0	0	0	1752209.7
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	1940-59s	0	0.316409758	0.683590242	0	0	0	0	0	0	759848.1982
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	1940-59s	0	0.329839147	0.670160853	0	0	0	0	0	0	533267.9018
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	1940-59s	0	0.360427684	0.639572316	0	0	0	0	0	0	212603.4268
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	1940-59s	0	0.35542498	0.64457502	0	0	0	0	0	0	374992.7713
USA_MI_Muskegon.County.AP.726360_TMY3.epw	1940-59s	0	0.36017443	0.63982557	0	0	0	0	0	0	221787.6301
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	1940-59s	0	0.399894538	0.600105462	0	0	0	0	0	0	57579.44876
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	1940-59s	0	0.370858289	0.629141711	0	0	0	0	0	0	188297.1656
USA_MN_Duluth.Intl.AP.727450_TMY3.epw	1940-59s	0	0.382560505	0.617439495	0	0	0	0	0	0	309388.5401
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	1940-59s	0	0.40849261	0.59150739	0	0	0	0	0	0	55826.94261
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	1940-59s	0	0.287654005	0.712345995	0	0	0	0	0	0	1372354.533
USA_MN_Rochester.Intl.AP.726440_TMY3.epw	1940-59s	0	0.313320892	0.686679108	0	0	0	0	0	0	135664.4317
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	1940-59s	0	0.375805104	0.624194896	0	0	0	0	0	0	414185.1672
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	1940-59s	0	0.330366462	0.669633538	0	0	0	0	0	0	433559.4323
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	1940-59s	0	0.298099349	0.701900651	0	0	0	0	0	0	982974.1733
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	1940-59s	0	0.379803295	0.620196705	0	0	0	0	0	0	684263.7004
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	1940-59s	0	0.335067342	0.664932658	0	0	0	0	0	0	1436044.687
USA_MS_Jackson.Intl.AP.722350_TMY3.epw	1940-59s	0	0.3342965	0.6657035	0	0	0	0	0	0	437812.8639
USA_MS_Meridian-Key.Field.722340_TMY3.epw	1940-59s	0	0.355499178	0.644500822	0	0	0	0	0	0	264854.268
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	1940-59s	0	0.343258745	0.656741255	0	0	0	0	0	0	95912.51631
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	1940-59s	0	0.372388902	0.627611098	0	0	0	0	0	0	12417.11721
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	1940-59s	0	0.365379212	0.634620788	0	0	0	0	0	0	22661.77331
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	1940-59s	0	0.36460835	0.63539165	0	0	0	0	0	0	44166.78551
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	1940-59s	0	0.386758722	0.613241278	0	0	0	0	0	0	118911.9228
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	1940-59s	0	0.414817926	0.585182074	0	0	0	0	0	0	68968.63624
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	1940-59s	0	0.374571669	0.625428331	0	0	0	0	0	0	22728.75565
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	1940-59s	0	0.357498495	0.642501505	0	0	0	0	0	0	23396.45211
USA_MT_Missoula.Intl.AP.727730_TMY3.epw	1940-59s	0	0.390190588	0.609809412	0	0	0	0	0	0	99566.28006
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	1940-59s	0	0.384184065	0.615815935	0	0	0	0	0	0	380565.084
USA_NC_Cape.Hatteras.723040_TMY3.epw	1940-59s	0	0.369861472	0.630138528	0	0	0	0	0	0	98952.36303
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	1940-59s	0	0.338264521	0.661735479	0	0	0	0	0	0	1162565.946
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	1940-59s	0	0.333898807	0.666101193	0	0	0	0	0	0	786236.2619
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	1940-59s	0	0.325712402	0.674287598	0	0	0	0	0	0	1210086.655
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	1940-59s	0	0.336779623	0.663220377	0	0	0	0	0	0	830768.3132
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	1940-59s	0	0.332721042	0.667278958	0	0	0	0	0	0	94999.89823
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	1940-59s	0	0.337242293	0.662757707	0	0	0	0	0	0	261695.4443
USA_ND_Minot.Intl.AP.727676_TMY3.epw	1940-59s	0	0.329972876	0.670027124	0	0	0	0	0	0	86511.35031
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	1940-59s	0	0.403477658	0.596522342	0	0	0	0	0	0	136345.6141
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	1940-59s	0	0.375212138	0.624787862	0	0	0	0	0	0	77170.49713
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	1940-59s	0	0.421212526	0.578787474	0	0	0	0	0	0	62453.05678
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	1940-59s	0	0.30351971	0.69648029	0	0	0	0	0	0	595693.0512
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	1940-59s	0	0.363952528	0.636047472	0	0	0	0	0	0	63409.43317
USA_NH_Concord.Muni.AP.726050_TMY3.epw	1940-59s	0	0.357315498	0.642684502	0	0	0	0	0	0	555524.6635
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	1940-59s	0	0.29450621	0.70549379	0	0	0	0	0	0	598709.334
USA_NJ_Newark.Intl.AP.725020_TMY3.epw	1940-59s	0	0.370621544	0.629378456	0	0	0	0	0	0	3111443.134
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	1940-59s	0	0.279530035	0.720469965	0	0	0	0	0	0	580551.5928
USA_NM_Tucumcari.AP.723676_TMY3.epw	1940-59s	0	0.356698677	0.643301323	0	0	0	0	0	0	72635.91178
USA_NV_Elko.Muni.AP.725825_TMY3.epw	1940-59s	0	0.459229694	0.540770306	0	0	0	0	0	0	20991.06802
USA_NV_Ely-Yelland.Field.724860_TMY3.epw	1940-59s	0	0.476328359	0.523671641	0	0	0	0	0	0	6412.163939
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	1940-59s	0	0.23640538	0.76359462	0	0	0	0	0	0	941894.8034
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	1940-59s	0	0.303965928	0.696034072	0	0	0	0	0	0	371320.1198
USA_NV_Tonopah.AP.724855_TMY3.epw	1940-59s	0	0.486749582	0.513250418	0	0	0	0	0	0	9925.772557
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	1940-59s	0	0.394344485	0.605655515	0	0	0	0	0	0	12507.14758
USA_NY_Albany.County.AP.725180_TMY3.epw	1940-59s	0	0.378299067	0.621700933	0	0	0	0	0	0	756518.4302
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	1940-59s	0	0.3804502	0.6195498	0	0	0	0	0	0	386203.4579
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	1940-59s	0	0.343718737	0.656281263	0	0	0	0	0	0	569958.3301
USA_NY_Massena.AP.726223_TMY3.epw	1940-59s	0	0.384670087	0.615329913	0	0	0	0	0	0	83073.16293
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	1940-59s	0	0.384800435	0.615199565	0	0	0	0	0	0	3628647.174
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	1940-59s	0	0.329359974	0.670640026	0	0	0	0	0	0	488148.0686
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	1940-59s	0	0.328720898	0.671279102	0	0	0	0	0	0	546671.2871
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	1940-59s	0	0.326825117	0.673174883	0	0	0	0	0	0	555779.27
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	1940-59s	0	0.314934768	0.685065232	0	0	0	0	0	0	1004164.306
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	1940-59s	0	0.301549803	0.698450197	0	0	0	0	0	0	985512.945
USA_OH_Dayton.Intl.AP.724290_TMY3.epw	1940-59s	0	0.331032481	0.668967519	0	0	0	0	0	0	734361.7652
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	1940-59s	0	0.340180508	0.659819492	0	0	0	0	0	0	188739.6871
USA_OH_Toledo.Express.AP.725360_TMY3.epw	1940-59s	0	0.325304325	0.674695675	0	0	0	0	0	0	512178.47
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	1940-59s	0	0.328711379	0.671288621	0	0	0	0	0	0	401060.7403
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	1940-59s	0	0.351008607	0.648991393	0	0	0	0	0	0	741561.1691
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	1940-59s	0	0.345900893	0.654099107	0	0	0	0	0	0	628978.5499
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	1940-59s	0	0.507765325	0.492234675	0	0	0	0	0	0	64812.86062
USA_OR_Burns.Muni.AP.726830_TMY3.epw	1940-59s	0	0.396116589	0.603883411	0	0	0	0	0	0	16431.71391
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	1940-59s	0	0.433516729	0.566483271	0	0	0	0	0	0	183747.0853
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	1940-59s	0	0.418864779	0.581135221	0	0	0	0	0	0	209196.3851
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	1940-59s	0	0.354860106	0.645139894	0	0	0	0	0	0	73192.31214
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	1940-59s	0	0.442246852	0.557753148	0	0	0	0	0	0	181217.3212
USA_OR_Portland.Intl.AP.726980_TMY3.epw	1940-59s	0	0.395645368	0.604354632	0	0	0	0	0	0	921975.1038
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	1940-59s	0	0.397312624	0.602687376	0	0	0	0	0	0	106333.1438
USA_OR_Salem-McNary.Field.726940_TMY3.epw	1940-59s	0	0.415174672	0.584825328	0	0	0	0	0	0	294567.4062
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	1940-59s	0	0.324382081	0.675617919	0	0	0	0	0	0	835991.961
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	1940-59s	0	0.405411097	0.594588903	0	0	0	0	0	0	277869.6949
USA_PA_Erie.Intl.AP.725260_TMY3.epw	1940-59s	0	0.362933765	0.637066235	0	0	0	0	0	0	205201.566
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	1940-59s	0	0.34277197	0.65722803	0	0	0	0	0	0	841069.3337
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	1940-59s	0	0.377275758	0.622724242	0	0	0	0	0	0	1971557.162
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	1940-59s	0	0.374734885	0.625265115	0	0	0	0	0	0	1515213.208
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	1940-59s	0	0.457703032	0.542296968	0	0	0	0	0	0	494411.2029
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	1940-59s	0	0.371217408	0.628782592	0	0	0	0	0	0	283975.4475
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	1940-59s	0	0.357136195	0.642863805	0	0	0	0	0	0	961348.8755
USA_SC_Charleston.Intl.AP.722080_TMY3.epw	1940-59s	0	0.323013739	0.676986261	0	0	0	0	0	0	441983.064
USA_SC_Columbia.Metro.AP.723100_TMY3.epw	1940-59s	0	0.318220566	0.681779434	0	0	0	0	0	0	571576.4637
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	1940-59s	0	0.331955312	0.668044688	0	0	0	0	0	0	589848.4092
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	1940-59s	0	0.365752735	0.634247265	0	0	0	0	0	0	82927.19164
USA_SD_Pierre.Muni.AP.726686_TMY3.epw	1940-59s	0	0.357523044	0.642476956	0	0	0	0	0	0	37332.86969
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	1940-59s	0	0.319067493	0.680932507	0	0	0	0	0	0	95682.63658
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	1940-59s	0	0.399297326	0.600702674	0	0	0	0	0	0	223310.1028
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	1940-59s	0	0.399074984	0.600925016	0	0	0	0	0	0	609060.8523
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	1940-59s	0	0.360979874	0.639020126	0	0	0	0	0	0	599620.9003
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	1940-59s	0	0.392310341	0.607689659	0	0	0	0	0	0	669926.3911
USA_TN_Memphis.Intl.AP.723340_TMY3.epw	1940-59s	0	0.332796007	0.667203993	0	0	0	0	0	0	1148816.997
USA_TN_Nashville.Intl.AP.723270_TMY3.epw	1940-59s	0	0.329704309	0.670295691	0	0	0	0	0	0	1122952.036
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	1940-59s	0	0.349012581	0.650987419	0	0	0	0	0	0	149226.7093
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	1940-59s	0	0.343338823	0.656661177	0	0	0	0	0	0	169994.827
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	1940-59s	0	0.340291043	0.659708957	0	0	0	0	0	0	830344.4333
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	1940-59s	0	0.340303568	0.659696432	0	0	0	0	0	0	418855.3245
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	1940-59s	0	0.313905242	0.686094758	0	0	0	0	0	0	310549.1981
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	1940-59s	0	0.290057839	0.709942161	0	0	0	0	0	0	2796402.007
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	1940-59s	0	0.269346171	0.730653829	0	0	0	0	0	0	438194.926
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	1940-59s	0	0.300882627	0.699117373	0	0	0	0	0	0	2417218.385
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	1940-59s	0	0.299341881	0.700658119	0	0	0	0	0	0	199519.1313
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	1940-59s	0	0.366426095	0.633573905	0	0	0	0	0	0	287019.697
USA_TX_Midland.Intl.AP.722650_TMY3.epw	1940-59s	0	0.203222747	0.796777253	0	0	0	0	0	0	183470.2818
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	1940-59s	0	0.295337297	0.704662703	0	0	0	0	0	0	184220.8648
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	1940-59s	0	0.339881107	0.660118893	0	0	0	0	0	0	77738.68299
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	1940-59s	0	0.349002579	0.650997421	0	0	0	0	0	0	956015.4319
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	1940-59s	0	0.339608341	0.660391659	0	0	0	0	0	0	125952.0526
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	1940-59s	0	0.314948132	0.685051868	0	0	0	0	0	0	342300.2481
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	1940-59s	0	0.326722727	0.673277273	0	0	0	0	0	0	234575.3415
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	1940-59s	0	0.443996897	0.556003103	0	0	0	0	0	0	116757.3481
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	1940-59s	0	0.318202175	0.681797825	0	0	0	0	0	0	836299.7731
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	1940-59s	0	0.34941326	0.65058674	0	0	0	0	0	0	248513.038
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	1940-59s	0	0.341334372	0.658665628	0	0	0	0	0	0	833207.7248
USA_VA_Richmond.Intl.AP.724010_TMY3.epw	1940-59s	0	0.322929585	0.677070415	0	0	0	0	0	0	705227.0528
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	1940-59s	0	0.388677275	0.611322725	0	0	0	0	0	0	372960.9725
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	1940-59s	0	0.364714716	0.635285284	0	0	0	0	0	0	1827851.854
USA_VT_Burlington.Intl.AP.726170_TMY3.epw	1940-59s	0	0.345672643	0.654327357	0	0	0	0	0	0	332942.3647
USA_WA_Olympia.AP.727920_TMY3.epw	1940-59s	0	0.392904873	0.607095127	0	0	0	0	0	0	255000.141
USA_WA_Quillayute.State.AP.727970_TMY3.epw	1940-59s	0	0.441038248	0.558961752	0	0	0	0	0	0	90397.79743
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	1940-59s	0	0.394307502	0.605692498	0	0	0	0	0	0	1678366.875
USA_WA_Spokane.Intl.AP.727850_TMY3.epw	1940-59s	0	0.390017587	0.609982413	0	0	0	0	0	0	417040.4285
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	1940-59s	0	0.325343517	0.674656483	0	0	0	0	0	0	224823.5486
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	1940-59s	0	0.430346883	0.569653117	0	0	0	0	0	0	315972.0697
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	1940-59s	0	0.373033257	0.626966743	0	0	0	0	0	0	644218.2743
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	1940-59s	0	0.413740283	0.586259717	0	0	0	0	0	0	167598.4185
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	1940-59s	0	0.348039292	0.651960708	0	0	0	0	0	0	512805.1776
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	1940-59s	0	0.314964235	0.685035765	0	0	0	0	0	0	925098.358
