Dependency=Geometry Is Multifamily Low Rise	Option=LeftBack	Option=Left	Option=LeftRight	Option=LeftRightBack	Option=None	Count
TRUE	0.035449239	0.555492136	0.393813467	0.015245159	0	688166
FALSE	0	0	0	0	1	0
