Dependency=Geometry Is Multifamily Low Rise	Option=LeftBack	Option=None	Option=Left	Option=LeftRight	Option=LeftRightBack	Count
TRUE	0.004861048	0.862871332	0.076172974	0.054002462	0.002090523	5018454
FALSE	0	1	0	0	0	
