Dependency=Location EPW	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Total
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.043457594	0.027242485	0.04132439	0.051712618	0.169963719	0.132737649	0.257678929	0.272091145	0.00379147	106333.1438
USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.094484873	0.055421601	0.07806824	0.103017004	0.223988043	0.110798341	0.185883099	0.145288555	0.003050243	294567.4062
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.238884432	0.050831075	0.105870167	0.098042374	0.131788056	0.125528933	0.129560842	0.117583697	0.001910423	835991.961
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.363221179	0.072363229	0.10613023	0.079400484	0.13612073	0.099987409	0.088729272	0.053183035	0.000864431	277869.6949
USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.298329449	0.081179674	0.142496605	0.094886571	0.141729966	0.085596375	0.091478529	0.063409651	0.00089318	205201.566
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.220856698	0.057908998	0.111034215	0.093379425	0.14055699	0.126170446	0.130882617	0.116482061	0.00272855	841069.3337
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.239779403	0.104297698	0.172151811	0.124737092	0.12291141	0.095879861	0.071681311	0.067130517	0.001430896	1971557.162
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.28534277	0.095371218	0.159131957	0.109473981	0.127476114	0.0788798	0.077566265	0.065199083	0.00155881	1515213.208
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.332748065	0.068369687	0.081005961	0.078821437	0.139850897	0.122804452	0.095986727	0.079232869	0.001179905	494411.2029
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.300584523	0.058223826	0.098621798	0.088780178	0.153682745	0.110869949	0.111541507	0.076217386	0.001478089	283975.4475
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.304569944	0.060437289	0.108790277	0.10554514	0.131620619	0.128483633	0.087122602	0.071927286	0.001503208	961348.8755
USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.048517817	0.030831153	0.064617273	0.094941763	0.160463278	0.185189972	0.192037314	0.218417104	0.004984327	441983.064
USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.054658929	0.03954219	0.084718132	0.11083037	0.179476491	0.163113761	0.201376796	0.162438975	0.003844355	571576.4637
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.066231622	0.046487976	0.093554898	0.110653371	0.165352188	0.145020822	0.19630314	0.172712685	0.003683298	589848.4092
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.301575098	0.062643442	0.108629213	0.100719293	0.163954251	0.076639535	0.093593159	0.089785822	0.002460188	82927.19164
USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.219897245	0.053526575	0.09618846	0.107180338	0.192531623	0.115275269	0.124670096	0.08681677	0.003913624	37332.86969
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.125566517	0.047495986	0.101362757	0.082639857	0.207232942	0.137165047	0.135768744	0.155683806	0.007084345	95682.63658
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.221352395	0.06693627	0.100698887	0.093180933	0.155604775	0.086084463	0.126402182	0.145013734	0.004726361	223310.1028
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.096571307	0.063340149	0.095377264	0.110846949	0.186626356	0.161217341	0.171864002	0.111389039	0.002767594	609060.8523
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.071703004	0.051257756	0.090738404	0.119556345	0.175484172	0.155310522	0.1835913	0.149780211	0.002578286	599620.9003
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.05653234	0.050153701	0.077688203	0.100940192	0.170940904	0.164704178	0.210397512	0.164732178	0.003910793	669926.3911
USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.063829755	0.053879803	0.108020586	0.125299418	0.188311747	0.142979941	0.171887574	0.143177417	0.002613759	1148816.997
USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.059820585	0.037871106	0.076992743	0.109993038	0.161847104	0.153357362	0.198803692	0.196805157	0.004509213	1122952.036
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.130912443	0.089864858	0.16761829	0.118868427	0.1556442	0.153083933	0.092168282	0.088554762	0.003284805	149226.7093
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.084100047	0.097764518	0.186981952	0.153325715	0.165300295	0.125747076	0.083501034	0.100672933	0.00260643	169994.827
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.031402006	0.023899619	0.046333258	0.059826997	0.152558147	0.192946065	0.196178071	0.288250754	0.008605083	830344.4333
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.021711199	0.026709692	0.051778148	0.066141954	0.148505173	0.199104529	0.213343504	0.267308022	0.005397779	418855.3245
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.039621688	0.058344377	0.127521831	0.119141249	0.176645397	0.166181691	0.14923063	0.160144878	0.00316826	310549.1981
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.035098498	0.0338149	0.082764952	0.099911268	0.159644067	0.195653649	0.165764287	0.221887257	0.005461123	2796402.007
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.058061731	0.037513762	0.101763369	0.107593008	0.181880637	0.17017453	0.161946424	0.172168376	0.008898163	438194.926
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.029360344	0.030605452	0.071113455	0.096253299	0.207423389	0.170376438	0.148170817	0.239288306	0.007408501	2417218.385
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.053906627	0.072362487	0.169376112	0.150900889	0.174962305	0.137958383	0.112340852	0.123947864	0.004244481	199519.1313
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.053647632	0.044836492	0.077525132	0.096504165	0.19766801	0.204999224	0.178430544	0.141101983	0.005286817	287019.697
USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.037396319	0.056614239	0.221967957	0.148588309	0.168611157	0.179831852	0.093254383	0.090061275	0.00367451	183470.2818
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.051337308	0.064789886	0.154586016	0.142548395	0.187022038	0.136225445	0.122177788	0.132048814	0.00926431	184220.8648
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.117764993	0.074830134	0.145335484	0.13413478	0.181459362	0.156542395	0.100383575	0.085083965	0.004465313	77738.68299
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.056180286	0.04522534	0.084359204	0.096744212	0.167796752	0.165178009	0.15396568	0.223392921	0.007157596	956015.4319
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.102267444	0.072122944	0.140248	0.124368708	0.168609937	0.162300333	0.122647899	0.105597708	0.001837027	125952.0526
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.063057352	0.050958203	0.110840512	0.110204608	0.187974699	0.17269992	0.143788475	0.156405115	0.004071116	342300.2481
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.108534542	0.078393342	0.1615451	0.1468507	0.180499572	0.135906924	0.092275357	0.092320457	0.003674006	234575.3415
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.065573806	0.026606003	0.033317846	0.038560506	0.143080256	0.15804433	0.250652953	0.278569814	0.005594486	116757.3481
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.082242577	0.039624039	0.084900688	0.081864032	0.185846619	0.132506361	0.182803246	0.205004526	0.005207912	836299.7731
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.118177454	0.050470274	0.093972653	0.11781807	0.163801559	0.144849568	0.174394535	0.133303946	0.00321194	248513.038
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.076367588	0.055638797	0.107364995	0.128956834	0.170939835	0.187987978	0.145875823	0.124011482	0.002856668	833207.7248
USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.098112701	0.044889641	0.09411788	0.106252975	0.16200024	0.164103622	0.16760737	0.15894666	0.003968911	705227.0528
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.138201954	0.069632926	0.109520656	0.114058971	0.178682872	0.134176635	0.148948296	0.104704091	0.002073598	372960.9725
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.093336537	0.053278617	0.092804375	0.112160504	0.154080609	0.169693842	0.151899458	0.168792639	0.00395342	1827851.854
USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.290367893	0.037117299	0.070259723	0.084493374	0.150793416	0.154453977	0.116191347	0.094070173	0.002252797	332942.3647
USA_WA_Olympia.AP.727920_TMY3.epw	0.099042765	0.041127083	0.06354732	0.094494341	0.200420931	0.140892592	0.185024355	0.169419776	0.006030838	255000.141
USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.132515913	0.044063958	0.055845649	0.081852855	0.193756759	0.131103291	0.194133664	0.16409845	0.002629461	90397.79743
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.108921228	0.050358453	0.077355204	0.110289567	0.161681455	0.159066393	0.169318759	0.158871789	0.004137152	1678366.875
USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.147572401	0.059318689	0.092773655	0.07342587	0.194413603	0.108568106	0.168045354	0.151913609	0.003968711	417040.4285
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.120779695	0.060736979	0.125948711	0.096409181	0.174832584	0.118643821	0.167391388	0.132125335	0.003132306	224823.5486
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.210161276	0.065757249	0.087043321	0.085085462	0.167101088	0.106911606	0.140769351	0.135134143	0.002036502	315972.0697
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.199310879	0.058109516	0.097666182	0.091043253	0.157034064	0.111985551	0.152038379	0.130197405	0.002614771	644218.2743
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.252138431	0.062016982	0.087876525	0.087192487	0.152386248	0.103788629	0.133042357	0.119067705	0.002490636	167598.4185
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.197221912	0.04408365	0.082579204	0.095421594	0.157869268	0.105253681	0.159017151	0.155801637	0.002751903	512805.1776
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.231705199	0.071198889	0.154854996	0.111781075	0.136917903	0.079248732	0.120076666	0.092848829	0.001367712	925098.358
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.154896988	0.090784261	0.127805627	0.097965044	0.177981692	0.133600415	0.132590653	0.081850101	0.002525218	365290.8357
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.20830984	0.07146677	0.097617258	0.094316178	0.168251309	0.140730177	0.129454814	0.087356661	0.002496994	319313.8702
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.142145232	0.068595937	0.103339163	0.104012206	0.177051054	0.139064458	0.160307549	0.102736282	0.002748119	352688.6808
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.11557707	0.041929578	0.145383413	0.08013093	0.278697732	0.140113348	0.070199411	0.121064328	0.006904189	43507.48338
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.133062876	0.048461572	0.105373131	0.10634888	0.190408995	0.116293634	0.1386375	0.157895069	0.003518343	72531.69974
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.109940063	0.046647806	0.057678327	0.056262292	0.264577607	0.192059958	0.115554664	0.151076161	0.006203121	52096.00084
USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.077061455	0.038688444	0.070825191	0.109176506	0.2183939	0.164138819	0.172372071	0.148244174	0.001099439	41651.35287
USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.126342356	0.039826493	0.076938209	0.070373909	0.227963132	0.168410711	0.115076682	0.170220332	0.004848177	49864.43178
