Location,Vintage,"R-13 Fiberglass Batt, 2x4, 16 in o.c.","R-19 Fiberglass Batt, 2x6, 24 in o.c.","R-36 Closed Cell Spray Foam, 2x6, 24 in o.c.","R-7 Fiberglass Batt, 2x4, 16 in o.c.","Uninsulated, 2x4, 16 in o.c.",Count,Weight
H1C1 OR,1950s,0.489575228654,0.022119576991,0.0,0.173814480442,0.314490713913,16,51756.29
H1C1 OR,1960s,0.560381459125,0.0203151376765,0.0,0.310656336328,0.108647066871,31,94932.04
H1C1 OR,1970s,0.537686642572,0.108892733213,0.0,0.345022246374,0.00839837784077,36,96175.97
H1C1 OR,1980s,0.819452959766,0.180547040234,0.0,0.0,0.0,15,42583.81
H1C1 OR,1990s,0.133608907152,0.79872567329,0.0,0.0676654195587,0.0,27,92532.92
H1C1 OR,2000s,0.0,0.856261576454,0.0,0.12165809442,0.0220803291259,19,61914.4
H1C1 OR,2010s,0.0,1.0,0.0,0.0,0.0,3,16810.36
H1C1 OR,pre-1950,0.552291889558,0.117225019114,0.0,0.172034447242,0.158448644086,36,84039.6
H1C1 WA,1950s,0.469137116219,0.0118407103624,0.0,0.207875023658,0.311147149761,70,127765.12
H1C1 WA,1960s,0.548517590073,0.0815561661012,0.0,0.260563344349,0.109362899477,91,208762.13
H1C1 WA,1970s,0.559041489793,0.0352633686776,0.0,0.336518593423,0.0691765481059,80,215271.25
H1C1 WA,1980s,0.536100163257,0.3407950617,0.0,0.103117071464,0.0199877035787,60,184027.5
H1C1 WA,1990s,0.105167948385,0.767369898357,0.010765117432,0.0681501385813,0.048546897245,58,155768.9
H1C1 WA,2000s,0.0487867886274,0.888431527465,0.0159503122948,0.0463568894483,0.000474482164209,54,174367.43
H1C1 WA,2010s,0.0,0.0,1.0,0.0,0.0,1,2079.99
H1C1 WA,pre-1950,0.366809062311,0.0589324061352,0.0,0.206964234552,0.367294297002,245,363965.78
H1C2,1950s,0.106882317507,0.0311966041965,0.0,0.0,0.861921078296,6,32008.03
H1C2,1960s,0.826699962413,0.0435069342865,0.0,0.0357130798103,0.0940800234899,15,101091.93
H1C2,1970s,0.765377646801,0.0,0.0,0.234622353199,0.0,11,66970.7
H1C2,1980s,0.643651327495,0.356348672505,0.0,0.0,0.0,10,63745.32
H1C2,1990s,0.0,1.0,0.0,0.0,0.0,5,40020.77
H1C2,2000s,0.0,1.0,0.0,0.0,0.0,5,24315.16
H1C2,pre-1950,0.288188909321,0.0807910051033,0.0,0.164405652797,0.466614432779,23,144010.78
H1C3,1950s,0.520929738201,0.0478863826629,0.0,0.16999572609,0.261188153046,12,37923.97
H1C3,1960s,0.341888698809,0.539941407331,0.0,0.0,0.11816989386,7,24352.42
H1C3,1970s,0.904258021351,0.0343225961194,0.0,0.0614193825295,0.0,18,53808.06
H1C3,1980s,0.646136165299,0.353863834701,0.0,0.0,0.0,6,27145.56
H1C3,1990s,0.195752626798,0.804247373202,0.0,0.0,0.0,17,51810.0
H1C3,2000s,0.291430634706,0.708569365294,0.0,0.0,0.0,26,90698.21
H1C3,pre-1950,0.136700285478,0.00365469980339,0.0,0.0452344416858,0.814410573033,15,43363.96
H2,1950s,0.400570835688,0.0562834048589,0.0,0.336431544188,0.206714215265,23,76123.43
H2,1960s,0.497915661943,0.121080404523,0.0,0.337522203551,0.0434817299828,11,27635.37
H2,1970s,0.785334587613,0.0963175042329,0.0,0.0801211788324,0.0382267293216,37,104184.71
H2,1980s,0.469129117213,0.289171343152,0.0,0.241699539635,0.0,13,28939.96
H2,1990s,0.0636588103255,0.912712135069,0.0,0.0236290546055,0.0,50,128551.16
H2,2000s,0.0331743855638,0.927012532424,0.0142075920574,0.0256054899549,0.0,39,88987.29
H2,2010s,0.0,1.0,0.0,0.0,0.0,2,3096.74
H2,pre-1950,0.445351915531,0.0802985443641,0.0,0.0608726654883,0.413476874616,47,111740.25
H3,1950s,0.304613862339,0.263613816958,0.0,0.239124225502,0.192648095201,16,28857.84
H3,1960s,0.916796931379,0.0,0.0,0.0805045485068,0.00269852011373,18,34271.46
H3,1970s,0.480614730953,0.425252098459,0.0,0.0941331705883,0.0,24,44988.32
H3,1980s,0.442584509375,0.477803326941,0.0,0.0796121636836,0.0,20,32422.87
H3,1990s,0.25326462785,0.418629106575,0.268559244115,0.0595470214601,0.0,25,31338.95
H3,2000s,0.0472511479482,0.898254235197,0.0544946168545,0.0,0.0,25,34298.0
H3,2010s,0.0,1.0,0.0,0.0,0.0,2,5916.64
H3,pre-1950,0.604467695637,0.170766952017,0.0,0.0516908752421,0.173074477103,28,65716.16
H1C2,2010s,0.2,0.2,0.2,0.2,0.2,0,0.0
H1C3,2010s,0.2,0.2,0.2,0.2,0.2,0,0.0
