Column Type,Import From Raw,Publish In Full,Data Type,Timeseries Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,no,no,float,no,report_simulation_output.end_use_natural_gas_generator_m_btu,MBtu,out.natural_gas.generator.energy_consumption..kwh,out.natural_gas.generator.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Generator,kBtu,out.natural_gas.generator.energy_consumption..kwh,out.natural_gas.generator.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas generator. Positive value for any fuel consumed.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_grill_m_btu,MBtu,out.natural_gas.grill.energy_consumption..kwh,out.natural_gas.grill.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Grill,kBtu,out.natural_gas.grill.energy_consumption..kwh,out.natural_gas.grill.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas grills.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_heating_heat_pump_backup_m_btu,MBtu,out.natural_gas.heating_hp_bkup.energy_consumption..kwh,out.natural_gas.heating_hp_bkup.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Heating Heat Pump Backup,kBtu,out.natural_gas.heating_hp_bkup.energy_consumption..kwh,out.natural_gas.heating_hp_bkup.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by heat pump backup.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_heating_m_btu,MBtu,out.natural_gas.heating.energy_consumption..kwh,out.natural_gas.heating.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Heating,kBtu,out.natural_gas.heating.energy_consumption..kwh,out.natural_gas.heating.energy_consumption..kwh,kWh,0.29307107,"Natural gas consumed by natural gas heating systems, excludes heat pump backup."
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_permanent_spa_heater_m_btu,MBtu,out.natural_gas.permanent_spa_heat.energy_consumption..kwh,out.natural_gas.permanent_spa_heat.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Permanent Spa Heater,kBtu,out.natural_gas.permanent_spa_heat.energy_consumption..kwh,out.natural_gas.permanent_spa_heat.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by spa heating.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_hot_water_m_btu,MBtu,out.natural_gas.hot_water.energy_consumption..kwh,out.natural_gas.hot_water.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Hot Water,kBtu,out.natural_gas.hot_water.energy_consumption..kwh,out.natural_gas.hot_water.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas hot water systems.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_lighting_m_btu,MBtu,out.natural_gas.lighting.energy_consumption..kwh,out.natural_gas.lighting.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Lighting,kBtu,out.natural_gas.lighting.energy_consumption..kwh,out.natural_gas.lighting.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas lighting.
Output,no,no,float,no,report_simulation_output.end_use_natural_gas_mech_vent_preheating_m_btu,MBtu,out.natural_gas.mech_vent_preheat.energy_consumption..kwh,out.natural_gas.mech_vent_preheat.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Mech Vent Preheating,kBtu,out.natural_gas.mech_vent_preheat.energy_consumption..kwh,out.natural_gas.mech_vent_preheat.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by mechanical ventilation for preheating.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_pool_heater_m_btu,MBtu,out.natural_gas.pool_heater.energy_consumption..kwh,out.natural_gas.pool_heater.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Pool Heater,kBtu,out.natural_gas.pool_heater.energy_consumption..kwh,out.natural_gas.pool_heater.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas pool heaters.
Output,yes,yes,float,yes,report_simulation_output.end_use_natural_gas_range_oven_m_btu,MBtu,out.natural_gas.range_oven.energy_consumption..kwh,out.natural_gas.range_oven.energy_consumption,kwh,293.0710702,End Use: Natural Gas: Range/Oven,kBtu,out.natural_gas.range_oven.energy_consumption..kwh,out.natural_gas.range_oven.energy_consumption..kwh,kWh,0.29307107,Natural gas consumed by natural gas range and oven.
Output,yes,yes,float,yes,report_simulation_output.end_use_propane_clothes_dryer_m_btu,MBtu,out.propane.clothes_dryer.energy_consumption..kwh,out.propane.clothes_dryer.energy_consumption,kwh,293.0710702,End Use: Propane: Clothes Dryer,kBtu,out.propane.clothes_dryer.energy_consumption..kwh,out.propane.clothes_dryer.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propane clothes dryers.
Output,no,no,float,no,report_simulation_output.end_use_propane_fireplace_m_btu,MBtu,out.propane.fireplace.energy_consumption..kwh,out.propane.fireplace.energy_consumption,kwh,293.0710702,End Use: Propane: Fireplace,kBtu,out.propane.fireplace.energy_consumption..kwh,out.propane.fireplace.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propane fireplace.
Output,no,no,float,no,report_simulation_output.end_use_propane_generator_m_btu,MBtu,out.propane.generator.energy_consumption..kwh,out.propane.generator.energy_consumption,kwh,293.0710702,End Use: Propane: Generator,kBtu,out.propane.generator.energy_consumption..kwh,out.propane.generator.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propance generator. Positive value for any fuel consumed
Output,no,no,float,no,report_simulation_output.end_use_propane_grill_m_btu,MBtu,out.propane.grill.energy_consumption..kwh,out.propane.grill.energy_consumption,kwh,293.0710702,End Use: Propane: Grill,kBtu,out.propane.grill.energy_consumption..kwh,out.propane.grill.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propane grill.
Output,yes,yes,float,yes,report_simulation_output.end_use_propane_heating_heat_pump_backup_m_btu,MBtu,out.propane.heating_hp_bkup.energy_consumption..kwh,out.propane.heating_hp_bkup.energy_consumption,kwh,293.0710702,End Use: Propane: Heating Heat Pump Backup,kBtu,out.propane.heating_hp_bkup.energy_consumption..kwh,out.propane.heating_hp_bkup.energy_consumption..kwh,kWh,0.29307107,Propane consumed by heat pump backup.
Output,yes,yes,float,yes,report_simulation_output.end_use_propane_heating_m_btu,MBtu,out.propane.heating.energy_consumption..kwh,out.propane.heating.energy_consumption,kwh,293.0710702,End Use: Propane: Heating,kBtu,out.propane.heating.energy_consumption..kwh,out.propane.heating.energy_consumption..kwh,kWh,0.29307107,"Propane consumed by propane heating systems, excludes heat pump backup"
Output,yes,yes,float,yes,report_simulation_output.end_use_propane_hot_water_m_btu,MBtu,out.propane.hot_water.energy_consumption..kwh,out.propane.hot_water.energy_consumption,kwh,293.0710702,End Use: Propane: Hot Water,kBtu,out.propane.hot_water.energy_consumption..kwh,out.propane.hot_water.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propane hot water systems.
Output,no,no,float,no,report_simulation_output.end_use_propane_lighting_m_btu,MBtu,out.propane.lighting.energy_consumption..kwh,out.propane.lighting.energy_consumption,kwh,293.0710702,End Use: Propane: Lighting,kBtu,out.propane.lighting.energy_consumption..kwh,out.propane.lighting.energy_consumption..kwh,kWh,0.29307107,Propane consumed by propane lighting.
Output,no,no,float,no,report_simulation_output.end_use_propane_mech_vent_preheating_m_btu,MBtu,out.propane.mech_vent_preheating.energy_consumption..kwh,out.propane.mech_vent_preheating.energy_consumption,kwh,293.0710702,End Use: Propane: Mech Vent Preheating,kBtu,out.propane.mech_vent_preheating.energy_consumption..kwh,out.propane.mech_vent_preheating.energy_consumption..kwh,kWh,0.29307107,Propane consumed by mechanical ventilation for preheating.
Output,yes,yes,float,yes,report_simulation_output.end_use_propane_range_oven_m_btu,MBtu,out.propane.range_oven.energy_consumption..kwh,out.propane.range_oven.energy_consumption,kwh,293.0710702,End Use: Propane: Range/Oven,kBtu,out.propane.range_oven.energy_consumption..kwh,out.propane.range_oven.energy_consumption..kwh,kWh,0.29307107,Propane consumed by range oven.
Output,yes,yes,float,yes,report_simulation_output.energy_use_net_m_btu,MBtu,out.site_energy.net.energy_consumption..kwh,out.site_energy.net.energy_consumption,kwh,293.0710702,Energy Use: Net,kBtu,out.site_energy.net.energy_consumption..kwh,out.site_energy.net.energy_consumption..kwh,kWh,0.29307107,Total site energy consumed subtracts any power produced by PV or generators
Output,yes,yes,float,yes,report_simulation_output.energy_use_total_m_btu,MBtu,out.site_energy.total.energy_consumption..kwh,out.site_energy.total.energy_consumption,kwh,293.0710702,Energy Use: Total,kBtu,out.site_energy.total.energy_consumption..kwh,out.site_energy.total.energy_consumption..kwh,kWh,0.29307107,"Total site energy consumed, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.fuel_use_electricity_net_m_btu,MBtu,out.electricity.net.energy_consumption..kwh,out.electricity.net.energy_consumption,kwh,293.0710702,Fuel Use: Electricity: Net,kWh,out.electricity.net.energy_consumption..kwh,out.electricity.net.energy_consumption..kwh,kWh,1,Total electricity consumed subtracts any power produced by PV or generators.
Output,yes,yes,float,yes,report_simulation_output.fuel_use_electricity_total_m_btu,MBtu,out.electricity.total.energy_consumption..kwh,out.electricity.total.energy_consumption,kwh,293.0710702,Fuel Use: Electricity: Total,kWh,out.electricity.total.energy_consumption..kwh,out.electricity.total.energy_consumption..kwh,kWh,1,"Total electricity consumed, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.fuel_use_fuel_oil_total_m_btu,MBtu,out.fuel_oil.total.energy_consumption..kwh,out.fuel_oil.total.energy_consumption,kwh,293.0710702,Fuel Use: Fuel Oil: Total,kBtu,out.fuel_oil.total.energy_consumption..kwh,out.fuel_oil.total.energy_consumption..kwh,kWh,0.29307107,"Total fuel oil consumed, includes 'fuel oil', 'fuel oil 1', 'fuel oil 2', 'fuel oil 4', 'fuel oil 5/6', 'kerosene', and 'diesel'"
Output,yes,yes,float,yes,report_simulation_output.fuel_use_natural_gas_total_m_btu,MBtu,out.natural_gas.total.energy_consumption..kwh,out.natural_gas.total.energy_consumption,kwh,293.0710702,Fuel Use: Natural Gas: Total,kBtu,out.natural_gas.total.energy_consumption..kwh,out.natural_gas.total.energy_consumption..kwh,kWh,0.29307107,Total natural gas consumed.
Output,yes,yes,float,yes,report_simulation_output.fuel_use_propane_total_m_btu,MBtu,out.propane.total.energy_consumption..kwh,out.propane.total.energy_consumption,kwh,293.0710702,Fuel Use: Propane: Total,kBtu,out.propane.total.energy_consumption..kwh,out.propane.total.energy_consumption..kwh,kWh,0.29307107,Total propane energy consumed
Output,yes,yes,float,no,report_simulation_output.hot_water_clothes_washer_gal,gal,out.hot_water.clothes_washer..gal,out.hot_water.clothes_washer.gal,gal,1,Hot Water: Clothes Washer,gal,,,,,Hot water consumed by clothes washer
Output,yes,yes,float,no,report_simulation_output.hot_water_dishwasher_gal,gal,out.hot_water.dishwasher..gal,out.hot_water.dishwasher.gal,gal,1,Hot Water: Dishwasher,gal,,,,,Hot water consumed by dishwasher
Output,yes,yes,float,no,report_simulation_output.hot_water_distribution_waste_gal,gal,out.hot_water.distribution_waste..gal,out.hot_water.distribution_waste.gal,gal,1,Hot Water: Distribution Waste,gal,,,,,Hot water consumed by water distribution system (water remaining in the pipe)
Output,yes,yes,float,no,report_simulation_output.hot_water_fixtures_gal,gal,out.hot_water.fixtures..gal,out.hot_water.fixtures.gal,gal,1,Hot Water: Fixtures,gal,,,,,"Hot water consumed by showers, sinks, and baths"
Output,yes,yes,float,no,report_simulation_output.hvac_capacity_cooling_btu_h,btu_h,out.capacity.cooling..btu_per_hr,out.capacity.cooling.btu_h,btu_h,1,,,,,,,Cooling capacity at rated conditions which vary based on the type of equipment.
Output,yes,yes,float,no,report_simulation_output.hvac_capacity_heat_pump_backup_btu_h,btu_h,out.capacity.heat_pump_backup..btu_per_hr,out.capacity.heat_pump_backup.btu_h,btu_h,1,,,,,,,Heat pump backup Capacity
Output,yes,yes,float,no,report_simulation_output.hvac_capacity_heating_btu_h,btu_h,out.capacity.heating..btu_per_hr,out.capacity.heating.btu_h,btu_h,1,,,,,,,Heating capacity at rated conditions which vary based on the type of equipment.
Output,yes,yes,float,yes,report_simulation_output.load_cooling_delivered_m_btu,MBtu,out.load.cooling.energy_delivered..kbtu,out.load.cooling.energy_delivered.kbtu,kbtu,1000,Load: Cooling: Delivered,kBtu,out.load.cooling.energy_delivered..kbtu,out.load.cooling.energy_delivered..kbtu,kBtu,1,Total energy delivered by cooling system includes HVAC distribution losses.
Output,yes,yes,float,yes,report_simulation_output.load_heating_delivered_m_btu,MBtu,out.load.heating.energy_delivered..kbtu,out.load.heating.energy_delivered.kbtu,kbtu,1000,Load: Heating: Delivered,kBtu,out.load.heating.energy_delivered..kbtu,out.load.heating.energy_delivered..kbtu,kBtu,1,Total energy delivered by heating system includes HVAC distribution losses.
Output,yes,yes,float,yes,report_simulation_output.load_heating_heat_pump_backup_m_btu,MBtu,out.load.heating_hp_bkup.energy_delivered..kbtu,out.load.heating_hp_bkup.energy_delivered..kbtu,kbtu,1000,Load: Heating: Delivered,kBtu,out.load.heating.energy_delivered..kbtu,out.load.heating.energy_delivered..kbtu,kBtu,1,Total energy delivered by heat pump backup.
Output,yes,yes,float,yes,report_simulation_output.load_hot_water_delivered_m_btu,MBtu,out.load.hot_water.energy_delivered..kbtu,out.load.hot_water.energy_delivered.kbtu,kbtu,1000,Load: Hot Water: Delivered,kBtu,out.load.hot_water.energy_delivered..kbtu,out.load.hot_water.energy_delivered..kbtu,kBtu,1,Total energy delivered by hot water system includes contributions by desuperheaters or solar thermal systems
Output,no,no,float,no,report_simulation_output.load_hot_water_desuperheater_m_btu,MBtu,out.load.hot_water_desuperheater.energy_delivered..kbtu,out.load.hot_water_desuperheater.energy_delivered..kbtu,kbtu,1000,Load: Hot Water: Delivered,kBtu,out.load.hot_water.energy_delivered..kbtu,out.load.hot_water.energy_delivered..kbtu,kBtu,1,Total energy delivered by hot water desuperheater
Output,yes,yes,float,yes,report_simulation_output.load_hot_water_solar_thermal_m_btu,MBtu,out.load.hot_water.energy_solar_thermal..kbtu,out.load.hot_water.energy_solar_thermal.kbtu,kbtu,1000,Load: Hot Water: Solar Thermal,kBtu,out.load.hot_water.energy_solar_thermal..kbtu,out.load.hot_water.energy_solar_thermal..kbtu,kBtu,1,Total energy delivered by solar thermal water heater.
Output,yes,yes,float,yes,report_simulation_output.load_hot_water_tank_losses_m_btu,MBtu,out.load.hot_water.energy_tank_losses..kbtu,out.load.hot_water.energy_tank_losses.kbtu,kbtu,1000,Load: Hot Water: Tank Losses,kBtu,out.load.hot_water.energy_tank_losses..kbtu,out.load.hot_water.energy_tank_losses..kbtu,kBtu,1,Water heater tank losses energy.
Output,yes,yes,float,no,report_simulation_output.peak_load_cooling_delivered_k_btu_hr,kBtu/hr,out.load.cooling.peak..kbtu_per_hr,out.load.cooling.peak.kbtu_hr,kbtu_hr,1,,,,,,,Maximum cooling load delivered by cooling system includes HVAC distribution losses.
Output,yes,yes,float,no,report_simulation_output.peak_load_heating_delivered_k_btu_hr,kBtu/hr,out.load.heating.peak..kbtu_per_hr,out.load.heating.peak.kbtu_hr,kbtu_hr,1,,,,,,,Maximum heating energy delivered by heating system includes HVAC distribution losses over a 60 min time period.
Output,yes,yes,float,no,report_simulation_output.peak_electricity_summer_total_w,W,out.qoi.electricity.maximum_daily_peak_summer..kw,out.electricity.summer.peak.kw,kw,0.001,,,,,,,Maximum 15-minute electric demand value in Jun/Jul/Aug not including impacts of onsite generation.
Output,yes,yes,float,no,report_simulation_output.peak_electricity_winter_total_w,W,out.qoi.electricity.maximum_daily_peak_winter..kw,out.electricity.winter.peak.kw,kw,0.001,,,,,,,Maximum 15-minute electric demand value in Dec/Jan/Feb not including impacts of onsite generation.
Output,yes,yes,float,no,report_simulation_output.unmet_hours_cooling_hr,hr,out.unmet_hours.cooling..hr,out.unmet_hours.cooling.hour,hr,1,Unmet Hours: Cooling,hr,,,,,Number of hours where the cooling setpoint is not maintained.
Output,yes,yes,float,no,report_simulation_output.unmet_hours_ev_driving_hr,hr,out.unmet_hours.ev_driving..hr,out.unmet_hours.ev_driving.hour,hr,1,,hr,,,,,Number of hours that an EV user cannot drive to due to insufficient charge in battery.
Output,yes,yes,float,no,report_simulation_output.unmet_hours_heating_hr,hr,out.unmet_hours.heating..hr,out.unmet_hours.heating.hour,hr,1,Unmet Hours: Heating,hr,,,,,Number of hours where the heating setpoint is not maintained.
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_mid_case_25..co2e_kg,out.electricity.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Electricity: Total,lb,out.total.lrmer_midcase_25__electricity.co2e_kg,out.total.lrmer_midcase_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_mid_case_25..co2e_kg,out.fuel_oil.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Fuel Oil: Total,lb,out.total.lrmer_midcase_25__fuel_oil.co2e_kg,out.total.lrmer_midcase_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_mid_case_25..co2e_kg,out.natural_gas.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Natural Gas: Total,lb,out.total.lrmer_midcase_25__natural_gas.co2e_kg,out.total.lrmer_midcase_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_propane_total_lb,lb,out.emissions.propane.lrmer_mid_case_25..co2e_kg,out.propane.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Propane: Total,lb,out.total.lrmer_midcase_25__propane.co2e_kg,out.total.lrmer_midcase_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_25_total_lb,lb,out.emissions.total.lrmer_mid_case_25..co2e_kg,out.all_fuels.total.lrmer_mid_case_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_25: Total,lb,out.total.lrmer_midcase_25.co2e_kg,out.total.lrmer_midcase_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_mid_case_15..co2e_kg,out.electricity.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,lb,out.total.lrmer_midcase_15__electricity.co2e_kg,out.total.lrmer_midcase_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_mid_case_15..co2e_kg,out.fuel_oil.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Fuel Oil: Total,lb,out.total.lrmer_midcase_15__fuel_oil.co2e_kg,out.total.lrmer_midcase_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_mid_case_15..co2e_kg,out.natural_gas.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,lb,out.total.lrmer_midcase_15__natural_gas.co2e_kg,out.total.lrmer_midcase_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_propane_total_lb,lb,out.emissions.propane.lrmer_mid_case_15..co2e_kg,out.propane.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Propane: Total,lb,out.total.lrmer_midcase_15__propane.co2e_kg,out.total.lrmer_midcase_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_mid_case_15_total_lb,lb,out.emissions.total.lrmer_mid_case_15..co2e_kg,out.all_fuels.total.lrmer_mid_case_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_MidCase_15: Total,lb,out.total.lrmer_midcase_15.co2e_kg,out.total.lrmer_midcase_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_25..co2e_kg,out.electricity.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Electricity: Total,lb,out.total.LRMER_HighRECost_25__electricity.co2e_kg,out.total.LRMER_HighRECost_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_25..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Fuel Oil: Total,lb,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_25..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Natural Gas: Total,lb,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_25..co2e_kg,out.propane.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Propane: Total,lb,out.total.LRMER_HighRECost_25__propane.co2e_kg,out.total.LRMER_HighRECost_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_25_total_lb,lb,out.emissions.total.lrmer_high_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_25: Total,lb,out.total.LRMER_HighRECost_25.co2e_kg,out.total.LRMER_HighRECost_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_15..co2e_kg,out.electricity.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Electricity: Total,lb,out.total.lrmer_highrecost_15__electricity.co2e_kg,out.total.lrmer_highrecost_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_15..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Fuel Oil: Total,lb,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_15..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Natural Gas: Total,lb,out.total.lrmer_highrecost_15__natural_gas.co2e_kg,out.total.lrmer_highrecost_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_15..co2e_kg,out.propane.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Propane: Total,lb,out.total.lrmer_highrecost_15__propane.co2e_kg,out.total.lrmer_highrecost_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_15_total_lb,lb,out.emissions.total.lrmer_high_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECost_15: Total,lb,out.total.lrmer_highrecost_15.co2e_kg,out.total.lrmer_highrecost_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Electricity: Total,lb,out.total.lrmer_lowrecost_25__electricity.co2e_kg,out.total.lrmer_lowrecost_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_25..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Fuel Oil: Total,lb,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_25..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Natural Gas: Total,lb,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
