Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/01 01:00:00,0.0,0.0,0.098,0.027,0.003,0.66,0.032,0.056,0.03,0.0,0.0,0.0,0.874,0.032,0.0
2009/01/01 02:00:00,0.0,0.0,0.097,0.016,0.002,0.618,0.021,0.046,0.03,0.0,0.0,0.0,0.808,0.021,0.0
2009/01/01 03:00:00,0.0,0.0,0.097,0.011,0.001,0.607,0.017,0.041,0.03,0.0,1.103,0.0,0.787,1.12,0.0
2009/01/01 04:00:00,0.0,0.0,0.096,0.011,0.001,0.592,0.017,0.039,0.03,0.0,0.0,0.0,0.769,0.017,0.0
2009/01/01 05:00:00,0.0,0.0,0.082,0.012,0.001,0.563,0.025,0.034,0.03,0.0,1.103,0.0,0.722,1.128,0.0
2009/01/01 06:00:00,0.0,0.0,0.083,0.033,0.004,0.616,0.037,0.034,0.03,0.0,0.0,0.0,0.799,0.037,0.0
2009/01/01 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/01 08:00:00,0.0,0.0,0.144,0.098,0.012,0.832,0.068,0.096,0.03,0.0,11.391,28.029,1.212,11.458,28.029
2009/01/01 09:00:00,0.0,0.0,0.095,0.104,0.012,0.694,0.099,0.052,0.028,0.0,2.855,0.0,0.986,2.954,0.0
2009/01/01 10:00:00,0.0,0.0,0.098,0.107,0.013,0.575,0.127,0.054,0.03,0.0,0.0,0.0,0.877,0.127,0.0
2009/01/01 11:00:00,0.0,0.0,0.106,0.104,0.012,0.576,0.132,0.06,0.03,0.0,1.103,0.0,0.888,1.235,0.0
2009/01/01 12:00:00,0.0,0.0,0.032,0.1,0.012,0.625,0.128,0.016,0.03,0.0,0.0,0.0,0.814,0.128,0.0
2009/01/01 13:00:00,0.0,0.0,0.107,0.097,0.012,0.611,0.125,0.062,0.03,0.0,1.103,0.0,0.919,1.228,0.0
2009/01/01 14:00:00,0.0,0.0,0.12,0.096,0.012,0.623,0.1,0.068,0.03,0.0,0.0,0.0,0.948,0.1,0.0
2009/01/01 15:00:00,0.0,0.0,0.134,0.097,0.012,0.732,0.093,0.075,0.03,0.0,1.159,1.346,1.08,1.252,1.346
2009/01/01 16:00:00,0.0,0.0,0.117,0.104,0.013,0.681,0.09,0.067,0.03,0.0,1.103,0.443,1.012,1.193,0.443
2009/01/01 17:00:00,0.0,0.0,0.121,0.125,0.015,0.852,0.101,0.07,0.03,0.0,0.0,0.0,1.214,0.101,0.0
2009/01/01 18:00:00,0.0,0.0,0.146,0.166,0.02,1.14,0.106,0.083,0.03,0.0,1.103,0.0,1.584,1.209,0.0
2009/01/01 19:00:00,0.0,0.0,0.194,0.208,0.025,1.197,0.084,0.144,0.03,0.0,8.529,16.661,1.798,8.613,16.661
2009/01/01 20:00:00,0.0,0.0,0.195,0.219,0.026,1.136,0.074,0.139,0.03,0.0,9.207,18.735,1.744,9.281,18.735
2009/01/01 21:00:00,0.0,0.0,0.162,0.187,0.022,1.134,0.066,0.122,0.03,0.0,0.0,0.0,1.657,0.066,0.0
2009/01/01 22:00:00,0.0,0.0,0.152,0.142,0.017,1.086,0.062,0.117,0.03,0.0,1.103,0.0,1.544,1.165,0.0
2009/01/01 23:00:00,0.0,0.0,0.152,0.122,0.015,0.932,0.051,0.084,0.03,0.0,0.0,0.0,1.334,0.051,0.0
2009/01/02 00:00:00,0.0,0.0,0.122,0.054,0.007,0.799,0.044,0.07,0.03,0.0,1.103,0.0,1.081,1.147,0.0
2009/01/02 01:00:00,0.0,0.0,0.098,0.027,0.003,0.66,0.032,0.057,0.03,0.0,0.0,0.0,0.875,0.032,0.0
2009/01/02 02:00:00,0.0,0.0,0.097,0.016,0.002,0.618,0.021,0.048,0.03,0.0,1.103,0.0,0.81,1.124,0.0
2009/01/02 03:00:00,0.0,0.0,0.097,0.011,0.001,0.607,0.017,0.043,0.03,0.0,0.0,0.0,0.789,0.017,0.0
2009/01/02 04:00:00,0.0,0.0,0.097,0.011,0.001,0.592,0.017,0.039,0.03,0.0,0.0,0.0,0.77,0.017,0.0
2009/01/02 05:00:00,0.0,0.0,0.088,0.012,0.001,0.563,0.025,0.035,0.03,0.0,1.103,0.0,0.729,1.128,0.0
2009/01/02 06:00:00,0.0,0.0,0.096,0.033,0.004,0.616,0.037,0.038,0.03,0.0,0.0,0.0,0.817,0.037,0.0
2009/01/02 07:00:00,0.0,0.0,0.148,0.077,0.009,0.758,0.052,0.097,0.03,0.0,23.9,46.737,1.119,23.952,46.737
2009/01/02 08:00:00,0.0,0.0,0.097,0.098,0.012,0.832,0.068,0.051,0.03,0.0,0.0,0.0,1.119,0.068,0.0
2009/01/02 09:00:00,0.0,0.0,0.097,0.104,0.012,0.694,0.099,0.043,0.03,0.0,0.0,0.0,0.98,0.099,0.0
2009/01/02 10:00:00,0.0,0.0,0.095,0.107,0.013,0.575,0.127,0.037,0.03,0.0,1.103,0.0,0.857,1.23,0.0
2009/01/02 11:00:00,0.0,0.0,0.097,0.104,0.012,0.576,0.132,0.037,0.03,0.0,0.0,0.0,0.856,0.132,0.0
2009/01/02 12:00:00,0.0,0.0,0.022,0.1,0.012,0.625,0.128,0.01,0.008,0.0,5.854,9.503,0.776,5.982,9.503
2009/01/02 13:00:00,0.0,0.0,0.09,0.097,0.012,0.611,0.125,0.035,0.03,0.0,0.0,0.0,0.874,0.125,0.0
2009/01/02 14:00:00,0.0,0.0,0.087,0.096,0.012,0.623,0.1,0.034,0.03,0.0,1.103,0.0,0.881,1.203,0.0
2009/01/02 15:00:00,0.0,0.0,0.099,0.097,0.012,1.106,0.093,0.052,0.03,0.0,2.343,3.126,1.396,2.436,3.126
2009/01/02 16:00:00,0.0,0.0,0.096,0.104,0.013,0.663,0.09,0.039,0.03,0.0,0.0,0.0,0.943,0.09,0.0
2009/01/02 17:00:00,0.0,0.0,0.097,0.125,0.015,0.852,0.101,0.046,0.03,0.0,1.103,0.0,1.166,1.204,0.0
2009/01/02 18:00:00,0.0,0.0,0.122,0.166,0.02,1.14,0.106,0.067,0.03,0.0,0.0,0.0,1.544,0.106,0.0
2009/01/02 19:00:00,0.0,0.0,0.15,0.208,0.025,1.197,0.084,0.08,0.03,0.0,1.103,0.0,1.69,1.186,0.0
2009/01/02 20:00:00,0.0,0.0,0.212,0.219,0.026,1.136,0.074,0.138,0.03,0.0,11.402,23.925,1.759,11.477,23.925
2009/01/02 21:00:00,0.0,0.0,0.163,0.187,0.022,1.134,0.066,0.095,0.03,0.0,0.79,0.0,1.631,0.857,0.0
2009/01/02 22:00:00,0.0,0.0,0.147,0.142,0.017,1.086,0.062,0.078,0.03,0.0,0.0,0.0,1.5,0.062,0.0
2009/01/02 23:00:00,0.0,0.0,0.108,0.122,0.015,0.932,0.051,0.06,0.03,0.0,1.103,0.0,1.266,1.154,0.0
2009/01/03 00:00:00,0.0,0.0,0.097,0.054,0.007,0.799,0.044,0.043,0.03,0.0,0.0,0.0,1.029,0.044,0.0
2009/01/03 01:00:00,0.0,0.0,0.074,0.027,0.003,0.66,0.032,0.03,0.03,0.0,1.103,0.0,0.824,1.135,0.0
2009/01/03 02:00:00,0.0,0.0,0.076,0.016,0.002,0.618,0.021,0.031,0.03,0.0,0.0,0.0,0.773,0.021,0.0
2009/01/03 03:00:00,0.0,0.0,0.094,0.011,0.001,0.607,0.017,0.037,0.03,0.0,1.103,0.0,0.78,1.12,0.0
2009/01/03 04:00:00,0.0,0.0,0.097,0.011,0.001,0.592,0.017,0.038,0.03,0.0,0.0,0.0,0.769,0.017,0.0
2009/01/03 05:00:00,0.0,0.0,0.053,0.012,0.001,0.563,0.025,0.023,0.03,0.0,1.103,0.0,0.682,1.128,0.0
2009/01/03 06:00:00,0.0,0.0,0.047,0.033,0.004,0.616,0.037,0.022,0.03,0.0,0.0,0.0,0.75,0.037,0.0
2009/01/03 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/03 08:00:00,0.0,0.0,0.126,0.098,0.012,0.832,0.068,0.078,0.03,0.0,8.239,17.94,1.175,8.307,17.94
2009/01/03 09:00:00,0.0,0.0,0.118,0.104,0.012,0.694,0.099,0.065,0.03,0.0,1.103,0.0,1.023,1.202,0.0
2009/01/03 10:00:00,0.0,0.0,0.144,0.107,0.013,0.575,0.127,0.085,0.03,0.0,0.0,0.0,0.954,0.127,0.0
2009/01/03 11:00:00,0.0,0.0,0.139,0.104,0.012,0.576,0.132,0.105,0.03,0.0,1.103,0.0,0.965,1.235,0.0
2009/01/03 12:00:00,0.0,0.0,0.097,0.1,0.012,0.625,0.128,0.044,0.03,0.0,0.0,0.0,0.907,0.128,0.0
2009/01/03 13:00:00,0.0,0.0,0.124,0.097,0.012,0.611,0.125,0.074,0.03,0.0,1.103,0.0,0.947,1.228,0.0
2009/01/03 14:00:00,0.0,0.0,0.134,0.096,0.012,0.623,0.1,0.086,0.03,0.0,4.349,8.752,0.979,4.45,8.752
2009/01/03 15:00:00,0.0,0.0,0.113,0.097,0.012,0.675,0.093,0.07,0.03,0.0,0.759,0.0,0.997,0.852,0.0
2009/01/03 16:00:00,0.0,0.0,0.112,0.104,0.013,0.663,0.09,0.069,0.03,0.0,0.344,0.0,0.991,0.434,0.0
2009/01/03 17:00:00,0.0,0.0,0.111,0.125,0.015,0.852,0.101,0.069,0.03,0.0,0.0,0.0,1.203,0.101,0.0
2009/01/03 18:00:00,0.0,0.0,0.128,0.166,0.02,1.14,0.106,0.079,0.03,0.0,1.103,0.0,1.562,1.209,0.0
2009/01/03 19:00:00,0.0,0.0,0.167,0.208,0.025,1.197,0.084,0.129,0.03,0.0,10.243,20.246,1.756,10.327,20.246
2009/01/03 20:00:00,0.0,0.0,0.17,0.219,0.026,1.633,0.074,0.135,0.03,0.0,2.411,3.605,2.212,2.486,3.605
2009/01/03 21:00:00,0.0,0.0,0.143,0.187,0.022,1.134,0.066,0.118,0.03,0.0,1.103,0.0,1.634,1.17,0.0
2009/01/03 22:00:00,0.0,0.0,0.133,0.142,0.017,1.086,0.062,0.111,0.03,0.0,0.0,0.0,1.519,0.062,0.0
2009/01/03 23:00:00,0.0,0.0,0.128,0.122,0.015,0.932,0.051,0.077,0.03,0.0,1.103,0.0,1.302,1.154,0.0
2009/01/04 00:00:00,0.0,0.0,0.099,0.054,0.007,0.799,0.044,0.061,0.03,0.0,0.0,0.0,1.05,0.044,0.0
2009/01/04 01:00:00,0.0,0.0,0.097,0.027,0.003,0.66,0.032,0.052,0.03,0.0,1.103,0.0,0.869,1.135,0.0
2009/01/04 02:00:00,0.0,0.0,0.096,0.016,0.002,0.618,0.021,0.043,0.03,0.0,0.0,0.0,0.805,0.021,0.0
2009/01/04 03:00:00,0.0,0.0,0.078,0.011,0.001,0.607,0.017,0.034,0.03,0.0,0.0,0.0,0.762,0.017,0.0
2009/01/04 04:00:00,0.0,0.0,0.061,0.011,0.001,0.592,0.017,0.029,0.03,0.0,1.103,0.0,0.724,1.12,0.0
2009/01/04 05:00:00,0.0,0.0,0.046,0.012,0.001,0.563,0.025,0.023,0.03,0.0,0.0,0.0,0.675,0.025,0.0
2009/01/04 06:00:00,0.0,0.0,0.049,0.033,0.004,0.616,0.037,0.024,0.03,0.0,1.103,0.0,0.755,1.14,0.0
2009/01/04 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,2.235,0.844,1.155,2.235
2009/01/04 08:00:00,0.0,0.0,0.148,0.098,0.012,0.832,0.068,0.108,0.028,0.0,18.02,34.688,1.226,18.088,34.688
2009/01/04 09:00:00,0.0,0.0,0.1,0.104,0.012,0.694,0.099,0.056,0.03,0.0,0.0,0.0,0.996,0.099,0.0
2009/01/04 10:00:00,0.0,0.0,0.114,0.107,0.013,0.575,0.127,0.068,0.03,0.0,0.619,0.0,0.906,0.746,0.0
2009/01/04 11:00:00,0.0,0.0,0.116,0.104,0.012,0.617,0.132,0.069,0.03,0.0,0.484,1.096,0.948,0.616,1.096
2009/01/04 12:00:00,0.0,0.0,0.067,0.1,0.012,0.625,0.128,0.03,0.03,0.0,1.103,0.0,0.863,1.23,0.0
2009/01/04 13:00:00,0.0,0.0,0.114,0.097,0.012,0.611,0.125,0.07,0.03,0.0,0.0,0.483,0.933,0.125,0.483
2009/01/04 14:00:00,0.0,0.0,0.121,0.096,0.012,0.623,0.1,0.074,0.03,0.0,1.15,1.406,0.954,1.25,1.406
2009/01/04 15:00:00,0.0,0.0,0.124,0.097,0.012,0.675,0.093,0.075,0.03,0.0,1.103,0.0,1.013,1.196,0.0
2009/01/04 16:00:00,0.0,0.0,0.115,0.104,0.013,0.699,0.09,0.071,0.03,0.0,1.103,0.865,1.032,1.193,0.865
2009/01/04 17:00:00,0.0,0.0,0.113,0.125,0.015,0.852,0.101,0.07,0.03,0.0,0.0,0.0,1.206,0.101,0.0
2009/01/04 18:00:00,0.0,0.0,0.131,0.166,0.02,1.14,0.106,0.08,0.03,0.0,1.103,0.0,1.567,1.209,0.0
2009/01/04 19:00:00,0.0,0.0,0.142,0.208,0.025,1.197,0.084,0.119,0.03,0.0,2.428,4.619,1.721,2.511,4.619
2009/01/04 20:00:00,0.0,0.0,0.139,0.219,0.026,1.136,0.074,0.116,0.03,0.0,0.0,0.41,1.665,0.074,0.41
2009/01/04 21:00:00,0.0,0.0,0.143,0.187,0.022,1.18,0.066,0.118,0.03,0.0,2.248,2.064,1.68,2.315,2.064
2009/01/04 22:00:00,0.0,0.0,0.136,0.142,0.017,1.086,0.062,0.102,0.03,0.0,0.0,0.0,1.513,0.062,0.0
2009/01/04 23:00:00,0.0,0.0,0.128,0.122,0.015,0.932,0.051,0.076,0.03,0.0,2.298,2.817,1.302,2.348,2.817
2009/01/05 00:00:00,0.0,0.0,0.103,0.054,0.007,0.799,0.044,0.062,0.03,0.0,1.343,3.34,1.054,1.387,3.34
2009/01/05 01:00:00,0.0,0.0,0.097,0.027,0.003,0.66,0.032,0.046,0.03,0.0,0.937,0.0,0.863,0.968,0.0
2009/01/05 02:00:00,0.0,0.0,0.085,0.016,0.002,0.618,0.021,0.036,0.03,0.0,0.0,0.0,0.787,0.021,0.0
2009/01/05 03:00:00,0.0,0.0,0.071,0.011,0.001,0.607,0.017,0.032,0.03,0.0,1.103,0.0,0.752,1.12,0.0
2009/01/05 04:00:00,0.0,0.0,0.059,0.011,0.001,0.592,0.017,0.028,0.03,0.0,0.0,0.0,0.721,0.017,0.0
2009/01/05 05:00:00,0.0,0.0,0.046,0.012,0.001,0.563,0.025,0.023,0.03,0.0,1.103,0.0,0.675,1.128,0.0
2009/01/05 06:00:00,0.0,0.0,0.052,0.033,0.004,0.616,0.037,0.025,0.03,0.0,1.182,2.842,0.759,1.219,2.842
