,,,,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,,,,,,,,,,,,,,,,,,,,,,,
Location,Vintage,Size,Stories,25 ACH50,20 ACH50,15 ACH50,10 ACH50,8 ACH50,7 ACH50,6 ACH50,5 ACH50,4 ACH50,3 ACH50,2 ACH50,1 ACH50,Check Sum,Source,,,From python code (EstimateACH50.py):,,,,,,,25,20,15,10,8,7,6,5,4,3,2,1
CR01,pre-1950,3500-4499,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,3500-4499,2,7.95797746645,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,pre-1950,3500-4499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,3500-4499,3+,8.23664374139,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,pre-1950,4500+,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,4500+,1,6.909031264,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,pre-1950,4500+,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,4500+,2,6.55968694777,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,pre-1950,4500+,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,4500+,3+,6.78938897121,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1950s,0-1499,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,0-1499,1,14.9656478983,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,1950s,0-1499,2,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,0-1499,2,14.2089334137,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,1950s,0-1499,3+,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,0-1499,3+,14.7064908097,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,1950s,1500-2499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,1500-2499,1,12.3360446291,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,1500-2499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,1500-2499,2,11.7122919044,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,1500-2499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,1500-2499,3+,12.1224238468,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,2500-3499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,2500-3499,1,10.1684870662,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,2500-3499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,2500-3499,2,9.65433348584,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,2500-3499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,2500-3499,3+,9.99240143851,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1950s,3500-4499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,3500-4499,1,8.3817894896,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1950s,3500-4499,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,3500-4499,2,7.95797746645,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1950s,3500-4499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,3500-4499,3+,8.23664374139,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1950s,4500+,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,4500+,1,6.909031264,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1950s,4500+,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,4500+,2,6.55968694777,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1950s,4500+,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1950s,4500+,3+,6.78938897121,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1960s,1500-2499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,0-1499,1,12.4629149997,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,0-1499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,0-1499,2,11.8327472739,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,0-1499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,0-1499,3+,12.2470972289,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,1500-2499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,1500-2499,1,10.2730651349,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,1500-2499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,1500-2499,2,9.75362372869,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,2500-3499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,1500-2499,3+,10.09516855,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1960s,2500-3499,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,2500-3499,1,8.46799222076,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1960s,2500-3499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,2500-3499,2,8.03982149187,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1960s,3500-4499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,2500-3499,3+,8.32135371734,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1960s,3500-4499,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,3500-4499,1,6.98008737503,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1960s,3500-4499,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,3500-4499,2,6.62715021813,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1960s,4500+,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,3500-4499,3+,6.85921461798,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1960s,4500+,2,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,4500+,1,5.75362122365,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1960s,4500+,3+,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,4500+,2,5.46269840171,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1960s,0-1499,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1960s,4500+,3+,5.65398693213,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1970s,0-1499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,0-1499,1,12.2283549911,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,0-1499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,0-1499,2,11.6100474238,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,0-1499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,0-1499,3+,12.0165990484,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,1500-2499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,1500-2499,1,10.0797194973,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,1500-2499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,1500-2499,2,9.57005430967,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,1500-2499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,1500-2499,3+,9.90517103961,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1970s,2500-3499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,2500-3499,1,8.30861920664,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1970s,2500-3499,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,2500-3499,2,7.88850692394,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1970s,2500-3499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,2500-3499,3+,8.16474053337,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1970s,3500-4499,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,3500-4499,1,6.84871767903,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1970s,3500-4499,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,3500-4499,2,6.50242302451,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1970s,3500-4499,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,3500-4499,3+,6.73011982435,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1970s,4500+,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,4500+,1,5.64533440281,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1970s,4500+,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,4500+,2,5.35988693391,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1970s,4500+,3+,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1970s,4500+,3+,5.5475752922,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1980s,0-1499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,0-1499,1,9.99172684029,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1980s,0-1499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,0-1499,2,9.48651086318,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1980s,0-1499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,0-1499,3+,9.81870213358,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,1980s,1500-2499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,1500-2499,1,8.23608767634,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1980s,1500-2499,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,1500-2499,2,7.81964283657,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1980s,1500-2499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,1500-2499,3+,8.09346501686,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1980s,2500-3499,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,2500-3499,1,6.78893061195,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1980s,2500-3499,2,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,2500-3499,2,6.44565899659,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1980s,2500-3499,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,2500-3499,3+,6.67136807778,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1980s,3500-4499,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,3500-4499,1,5.59605247845,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1980s,3500-4499,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,3500-4499,2,5.31309687266,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1980s,3500-4499,3+,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,3500-4499,3+,5.49914677292,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1980s,4500+,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,4500+,1,4.61277410707,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1980s,4500+,2,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,4500+,2,4.37953642804,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,1980s,4500+,3+,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1980s,4500+,3+,4.53289563363,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1990s,0-1499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,0-1499,1,7.69643653909,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1990s,0-1499,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,0-1499,2,7.30727831163,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,1990s,0-1499,3+,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,0-1499,3+,7.56315890888,8,,0,0,0,0,1,0,0,0,0,0,0,0
CR01,1990s,1500-2499,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,1500-2499,1,6.34410118936,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1990s,1500-2499,2,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,1500-2499,2,6.02332167521,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1990s,1500-2499,3+,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,1500-2499,3+,6.23424167606,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,1990s,2500-3499,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,2500-3499,1,5.22938371498,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1990s,2500-3499,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,2500-3499,2,4.96496813942,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1990s,2500-3499,3+,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,2500-3499,3+,5.13882753805,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,1990s,3500-4499,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,3500-4499,1,4.31053244931,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,1990s,3500-4499,2,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,3500-4499,2,4.09257714508,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,1990s,3500-4499,3+,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,3500-4499,3+,4.23588783335,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,1990s,4500+,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,4500+,1,3.55313188117,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,1990s,4500+,2,0,0,0,0,0,0,0,0,0,1,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,4500+,2,3.37347334728,3,,0,0,0,0,0,0,0,0,0,1,0,0
CR01,1990s,4500+,3+,0,0,0,0,0,0,0,0,0,1,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,1990s,4500+,3+,3.4916030172,3,,0,0,0,0,0,0,0,0,0,1,0,0
CR01,2000s,0-1499,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,0-1499,1,6.67091768625,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,2000s,0-1499,2,0,0,0,0,0,0,1,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,0-1499,2,6.33361320915,6,,0,0,0,0,0,0,1,0,0,0,0,0
CR01,2000s,0-1499,3+,0,0,0,0,0,1,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,0-1499,3+,6.55539875797,7,,0,0,0,0,0,1,0,0,0,0,0,0
CR01,2000s,1500-2499,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,1500-2499,1,5.49877551936,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,2000s,1500-2499,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,1500-2499,2,5.22073857026,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,2000s,1500-2499,3+,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,1500-2499,3+,5.40355433921,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,2000s,2500-3499,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,2500-3499,1,4.53258961277,5,,0,0,0,0,0,0,0,1,0,0,0,0
CR01,2000s,2500-3499,2,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,2500-3499,2,4.30340633678,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,2000s,2500-3499,3+,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,2500-3499,3+,4.45409967795,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,2000s,3500-4499,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,3500-4499,1,3.73617153955,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,2000s,3500-4499,2,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,3500-4499,2,3.54725789277,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,2000s,3500-4499,3+,0,0,0,0,0,0,0,0,1,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,3500-4499,3+,3.67147301494,4,,0,0,0,0,0,0,0,0,1,0,0,0
CR01,2000s,4500+,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,2000s,4500+,1,3.07969151533,3,,0,0,0,0,0,0,0,0,0,1,0,0
