,,,,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,Air Leakage,,,,,,,,,,,,,,,,,,,,,,,
Location,Vintage,Size,Stories,25 ACH50,20 ACH50,15 ACH50,10 ACH50,8 ACH50,7 ACH50,6 ACH50,5 ACH50,4 ACH50,3 ACH50,2 ACH50,1 ACH50,Check Sum,Source,,,From python code (EstimateACH50.py):,,,,,,,25,20,15,10,8,7,6,5,4,3,2,1
CR01,pre-1950,0-1499,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,0-1499,1,14.9656478983,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,pre-1950,0-1499,2,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,0-1499,2,14.2089334137,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,pre-1950,0-1499,3+,0,0,1,0,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,0-1499,3+,14.7064908097,15,,0,0,1,0,0,0,0,0,0,0,0,0
CR01,pre-1950,1500-2499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,1500-2499,1,12.3360446291,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,1500-2499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,1500-2499,2,11.7122919044,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,1500-2499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,1500-2499,3+,12.1224238468,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,2500-3499,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,2500-3499,1,10.1684870662,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,2500-3499,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,2500-3499,2,9.65433348584,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,2500-3499,3+,0,0,0,1,0,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,2500-3499,3+,9.99240143851,10,,0,0,0,1,0,0,0,0,0,0,0,0
CR01,pre-1950,3500-4499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Chan et al. [LBNL-5966E, August 2012; Eqn. 2 and Table 1],,,CR 1,< 1950s,3500-4499,1,8.3817894896,8,,0,0,0,0,1,0,0,0,0,0,0,0
