Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...																								
Location Region	CR02																												
Location Region	CR03																												
Location Region	CR04																												
Location Region	CR05																												
Location Region	CR06																												
Location Region	CR07																												
Location Region	CR08																												
Location Region	CR09																												
Location Region	CR10																												
Location Region	CR11																												
Location Heating Region	H1																												
Location Heating Region	H2																												
Location Heating Region	H3																												
Location Cooling Region	C1																												
Location Cooling Region	C2																												
Location Cooling Region	C3																												
Refrigerator	"EF 21.9, 100% Usage"	BuildResidentialHPXML	refrigerator_present=true	refrigerator_location=auto	refrigerator_rated_annual_kwh=348	refrigerator_usage_multiplier=1.0																							
Refrigerator	"EF 21.9, 105% Usage"	BuildResidentialHPXML	refrigerator_present=true	refrigerator_location=auto	refrigerator_rated_annual_kwh=348	refrigerator_usage_multiplier=1.05																							
Refrigeration Schedule	National Average	BuildResidentialHPXML	refrigerator_weekday_fractions=auto	refrigerator_weekend_fractions=auto	refrigerator_monthly_multipliers=auto																								
Cooking Range	None	BuildResidentialHPXML	cooking_range_oven_present=false	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=natural gas	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=0	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Gas, 80% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=natural gas	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=0.8	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Gas, 100% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=natural gas	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.0	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Gas, 120% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=natural gas	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.2	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Propane, 80% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=propane	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=0.8	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Propane, 100% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=propane	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.0	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Propane, 120% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=propane	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.2	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, 80% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=0.8	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, 100% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.0	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, 120% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=false	cooking_range_oven_usage_multiplier=1.2	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, Induction, 80% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=true	cooking_range_oven_usage_multiplier=0.8	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, Induction, 100% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=true	cooking_range_oven_usage_multiplier=1.0	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Cooking Range	"Electric, Induction, 120% Usage"	BuildResidentialHPXML	cooking_range_oven_present=true	cooking_range_oven_location=auto	cooking_range_oven_fuel_type=electricity	cooking_range_oven_is_induction=true	cooking_range_oven_usage_multiplier=1.2	cooking_range_oven_weekday_fractions=auto	cooking_range_oven_weekend_fractions=auto	cooking_range_oven_monthly_multipliers=auto																			
Dishwasher	None	BuildResidentialHPXML	dishwasher_present=false	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=0	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0	dishwasher_label_gas_rate=0	dishwasher_label_annual_gas_cost=0	dishwasher_label_usage=0	dishwasher_place_setting_capacity=0	dishwasher_usage_multiplier=0																
Dishwasher	"318 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=318	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=24	dishwasher_label_usage=4	dishwasher_place_setting_capacity=8	dishwasher_usage_multiplier=0.8																
Dishwasher	"318 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=318	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=24	dishwasher_label_usage=4	dishwasher_place_setting_capacity=8	dishwasher_usage_multiplier=1.0																
Dishwasher	"318 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=318	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=24	dishwasher_label_usage=4	dishwasher_place_setting_capacity=8	dishwasher_usage_multiplier=1.2																
Dishwasher	"290 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=290	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=23	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"290 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=290	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=23	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"290 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=290	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=23	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Dishwasher	"270 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=270	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=22	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"270 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=270	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=22	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"270 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=270	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=22	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Dishwasher	"255 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=255	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=21	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"255 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=255	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=21	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"255 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=255	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=21	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Dishwasher	"220 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=220	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=19	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"220 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=220	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=19	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"220 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=220	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=19	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Dishwasher	"199 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=199	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=18	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"199 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=199	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=18	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"199 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=199	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=18	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Dishwasher	"144 Rated kWh, 80% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=144	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=13	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=0.8																
Dishwasher	"144 Rated kWh, 100% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=144	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=13	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.0																
Dishwasher	"144 Rated kWh, 120% Usage"	BuildResidentialHPXML	dishwasher_present=true	dishwasher_location=auto	dishwasher_efficiency_type=RatedAnnualkWh	dishwasher_efficiency_kwh=144	dishwasher_efficiency_ef=0	dishwasher_label_electric_rate=0.12	dishwasher_label_gas_rate=1.09	dishwasher_label_annual_gas_cost=13	dishwasher_label_usage=4	dishwasher_place_setting_capacity=12	dishwasher_usage_multiplier=1.2																
Clothes Washer Presence	None	BuildResidentialHPXML	clothes_washer_present=false																										
Clothes Washer Presence	Yes	BuildResidentialHPXML	clothes_washer_present=true																										
Clothes Washer	None	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=0	clothes_washer_rated_annual_kwh=0	clothes_washer_label_electric_rate=0	clothes_washer_label_gas_rate=0	clothes_washer_label_annual_gas_cost=0	clothes_washer_label_usage=0	clothes_washer_capacity=0	clothes_washer_usage_multiplier=0																
Clothes Washer	"Standard, 80% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=0.95	clothes_washer_rated_annual_kwh=387	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=24	clothes_washer_label_usage=6	clothes_washer_capacity=3.5	clothes_washer_usage_multiplier=0.8																
Clothes Washer	"Standard, 100% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=0.95	clothes_washer_rated_annual_kwh=387	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=24	clothes_washer_label_usage=6	clothes_washer_capacity=3.5	clothes_washer_usage_multiplier=1.0																
Clothes Washer	"Standard, 120% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=0.95	clothes_washer_rated_annual_kwh=387	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=24	clothes_washer_label_usage=6	clothes_washer_capacity=3.5	clothes_washer_usage_multiplier=1.2																
Clothes Washer	"EnergyStar, 80% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.07	clothes_washer_rated_annual_kwh=123	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=9	clothes_washer_label_usage=6	clothes_washer_capacity=3.68	clothes_washer_usage_multiplier=0.8																
Clothes Washer	"EnergyStar, 100% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.07	clothes_washer_rated_annual_kwh=123	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=9	clothes_washer_label_usage=6	clothes_washer_capacity=3.68	clothes_washer_usage_multiplier=1.0																
Clothes Washer	"EnergyStar, 120% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.07	clothes_washer_rated_annual_kwh=123	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=9	clothes_washer_label_usage=6	clothes_washer_capacity=3.68	clothes_washer_usage_multiplier=1.2																
Clothes Washer	"EnergyStar More Efficient, 80% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.83	clothes_washer_rated_annual_kwh=90	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=8	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=0.8																
Clothes Washer	"EnergyStar More Efficient, 100% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.83	clothes_washer_rated_annual_kwh=90	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=8	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=1.0																
Clothes Washer	"EnergyStar More Efficient, 120% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.83	clothes_washer_rated_annual_kwh=90	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=8	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=1.2																
Clothes Washer	"EnergyStar Most Efficient, 80% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.92	clothes_washer_rated_annual_kwh=75	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=7	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=0.8																
Clothes Washer	"EnergyStar Most Efficient, 100% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.92	clothes_washer_rated_annual_kwh=75	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=7	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=1.0																
Clothes Washer	"EnergyStar Most Efficient, 120% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=2.92	clothes_washer_rated_annual_kwh=75	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=7	clothes_washer_label_usage=6	clothes_washer_capacity=4.5	clothes_washer_usage_multiplier=1.2																
Clothes Washer	"CEE Advanced Tier, 80% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=3.1	clothes_washer_rated_annual_kwh=120	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=14	clothes_washer_label_usage=6	clothes_washer_capacity=5.8	clothes_washer_usage_multiplier=0.8																
Clothes Washer	"CEE Advanced Tier, 100% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=3.1	clothes_washer_rated_annual_kwh=120	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=14	clothes_washer_label_usage=6	clothes_washer_capacity=5.8	clothes_washer_usage_multiplier=1.0																
Clothes Washer	"CEE Advanced Tier, 120% Usage"	BuildResidentialHPXML	clothes_washer_location=auto	clothes_washer_efficiency_type=IntegratedModifiedEnergyFactor	clothes_washer_efficiency_mef=0	clothes_washer_efficiency_imef=3.1	clothes_washer_rated_annual_kwh=120	clothes_washer_label_electric_rate=0.12	clothes_washer_label_gas_rate=1.09	clothes_washer_label_annual_gas_cost=14	clothes_washer_label_usage=6	clothes_washer_capacity=5.8	clothes_washer_usage_multiplier=1.2																
Clothes Dryer	None	BuildResidentialHPXML	clothes_dryer_present=false	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=3.01	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=0																		
Clothes Dryer	"Gas, 80% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=0.8																		
Clothes Dryer	"Gas, 100% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.0																		
Clothes Dryer	"Gas, 120% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.2																		
Clothes Dryer	"Gas, Premium, 80% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=3.03	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=0.8																		
Clothes Dryer	"Gas, Premium, 100% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=3.03	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.0																		
Clothes Dryer	"Gas, Premium, 120% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=natural gas	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=3.03	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.2																		
Clothes Dryer	"Propane, 80% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=propane	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=0.8																		
Clothes Dryer	"Propane, 100% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=propane	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.0																		
Clothes Dryer	"Propane, 120% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=propane	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.39	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.2																		
Clothes Dryer	"Electric, 80% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=electricity	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.70	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=0.8																		
Clothes Dryer	"Electric, 100% Usage"	BuildResidentialHPXML	clothes_dryer_present=true	clothes_dryer_location=auto	clothes_dryer_fuel_type=electricity	clothes_dryer_efficiency_type=CombinedEnergyFactor	clothes_dryer_efficiency_ef=0	clothes_dryer_efficiency_cef=2.70	clothes_dryer_control_type=timer	clothes_dryer_vented_flow_rate=auto	clothes_dryer_usage_multiplier=1.0																		
