zip_code,po_name,zip_type,state_abbr,state,reeds_ba,cambium_gea
98118,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98119,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98121,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98122,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98124,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98125,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98126,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98127,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98129,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98131,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98133,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98134,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98136,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98138,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98139,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98141,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98144,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98145,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98146,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98148,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98154,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98155,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98158,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98160,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98161,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98164,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98165,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98166,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98168,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98170,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98174,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98175,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98177,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98178,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98181,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98185,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98188,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98190,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98191,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98194,Seattle,Post Office or large volume customer,WA,Washington,p1,NWPPc
98195,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98198,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98199,Seattle,Zip Code Area,WA,Washington,p1,NWPPc
98201,Everett,Zip Code Area,WA,Washington,p1,NWPPc
98203,Everett,Zip Code Area,WA,Washington,p1,NWPPc
98204,Everett,Zip Code Area,WA,Washington,p1,NWPPc
98206,Everett,Post Office or large volume customer,WA,Washington,p1,NWPPc
98207,Everett,Post Office or large volume customer,WA,Washington,p1,NWPPc
98208,Everett,Zip Code Area,WA,Washington,p1,NWPPc
98213,Everett,Post Office or large volume customer,WA,Washington,p1,NWPPc
98220,Acme,Zip Code Area,WA,Washington,p1,NWPPc
98221,Anacortes,Zip Code Area,WA,Washington,p1,NWPPc
98222,Blakely Island,Zip Code Area,WA,Washington,p1,NWPPc
98223,Arlington,Zip Code Area,WA,Washington,p1,NWPPc
98224,Baring,Zip Code Area,WA,Washington,p1,NWPPc
98225,Bellingham,Zip Code Area,WA,Washington,p1,NWPPc
98226,Bellingham,Zip Code Area,WA,Washington,p1,NWPPc
98227,Bellingham,Post Office or large volume customer,WA,Washington,p1,NWPPc
98228,Bellingham,Post Office or large volume customer,WA,Washington,p1,NWPPc
98229,Bellingham,Zip Code Area,WA,Washington,p1,NWPPc
98230,Blaine,Zip Code Area,WA,Washington,p1,NWPPc
98231,Blaine,Post Office or large volume customer,WA,Washington,p1,NWPPc
98232,Bow,Zip Code Area,WA,Washington,p1,NWPPc
98233,Burlington,Zip Code Area,WA,Washington,p1,NWPPc
98235,Clearlake,Post Office or large volume customer,WA,Washington,p1,NWPPc
98236,Clinton,Zip Code Area,WA,Washington,p1,NWPPc
98237,Concrete,Zip Code Area,WA,Washington,p1,NWPPc
98238,Conway,Post Office or large volume customer,WA,Washington,p1,NWPPc
98239,Coupeville,Zip Code Area,WA,Washington,p1,NWPPc
98240,Custer,Zip Code Area,WA,Washington,p1,NWPPc
98241,Darrington,Zip Code Area,WA,Washington,p1,NWPPc
98243,Deer Harbor,Post Office or large volume customer,WA,Washington,p1,NWPPc
98244,Deming,Zip Code Area,WA,Washington,p1,NWPPc
98245,Eastsound,Zip Code Area,WA,Washington,p1,NWPPc
98247,Everson,Zip Code Area,WA,Washington,p1,NWPPc
98248,Ferndale,Zip Code Area,WA,Washington,p1,NWPPc
98249,Freeland,Zip Code Area,WA,Washington,p1,NWPPc
98250,Friday Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98251,Gold Bar,Zip Code Area,WA,Washington,p1,NWPPc
98252,Granite Falls,Zip Code Area,WA,Washington,p1,NWPPc
98253,Greenbank,Zip Code Area,WA,Washington,p1,NWPPc
98255,Hamilton,Zip Code Area,WA,Washington,p1,NWPPc
98256,Index,Post Office or large volume customer,WA,Washington,p1,NWPPc
98257,La Conner,Zip Code Area,WA,Washington,p1,NWPPc
98258,Lake Stevens,Zip Code Area,WA,Washington,p1,NWPPc
98259,North Lakewood,Post Office or large volume customer,WA,Washington,p1,NWPPc
98260,Langley,Zip Code Area,WA,Washington,p1,NWPPc
98261,Lopez Island,Zip Code Area,WA,Washington,p1,NWPPc
98262,Lummi Island,Zip Code Area,WA,Washington,p1,NWPPc
98263,Lyman,Post Office or large volume customer,WA,Washington,p1,NWPPc
98264,Lynden,Zip Code Area,WA,Washington,p1,NWPPc
98266,Maple Falls,Zip Code Area,WA,Washington,p1,NWPPc
98267,Marblemount,Zip Code Area,WA,Washington,p1,NWPPc
98270,Marysville,Zip Code Area,WA,Washington,p1,NWPPc
98271,Marysville,Zip Code Area,WA,Washington,p1,NWPPc
98272,Monroe,Zip Code Area,WA,Washington,p1,NWPPc
98273,Mount Vernon,Zip Code Area,WA,Washington,p1,NWPPc
98274,Mount Vernon,Zip Code Area,WA,Washington,p1,NWPPc
98275,Mukilteo,Zip Code Area,WA,Washington,p1,NWPPc
98276,Nooksack,Zip Code Area,WA,Washington,p1,NWPPc
98277,Oak Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98278,Oak Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98279,Olga,Zip Code Area,WA,Washington,p1,NWPPc
98280,Orcas,Post Office or large volume customer,WA,Washington,p1,NWPPc
98281,Point Roberts,Zip Code Area,WA,Washington,p1,NWPPc
98282,Camano Island,Zip Code Area,WA,Washington,p1,NWPPc
98283,Rockport,Zip Code Area,WA,Washington,p1,NWPPc
98284,Sedro Woolley,Zip Code Area,WA,Washington,p1,NWPPc
98286,Shaw Island,Zip Code Area,WA,Washington,p1,NWPPc
98287,Silvana,Post Office or large volume customer,WA,Washington,p1,NWPPc
98288,Skykomish,Zip Code Area,WA,Washington,p1,NWPPc
98290,Snohomish,Zip Code Area,WA,Washington,p1,NWPPc
98291,Snohomish,Post Office or large volume customer,WA,Washington,p1,NWPPc
98292,Stanwood,Zip Code Area,WA,Washington,p1,NWPPc
98293,Startup,Post Office or large volume customer,WA,Washington,p1,NWPPc
98294,Sultan,Zip Code Area,WA,Washington,p1,NWPPc
98295,Sumas,Zip Code Area,WA,Washington,p1,NWPPc
98296,Snohomish,Zip Code Area,WA,Washington,p1,NWPPc
98297,Waldron,Post Office or large volume customer,WA,Washington,p1,NWPPc
98303,Anderson Island,Zip Code Area,WA,Washington,p1,NWPPc
98304,Ashford,Zip Code Area,WA,Washington,p1,NWPPc
98310,Bremerton,Zip Code Area,WA,Washington,p1,NWPPc
98311,Bremerton,Zip Code Area,WA,Washington,p1,NWPPc
98312,Bremerton,Zip Code Area,WA,Washington,p1,NWPPc
98314,Bremerton,Zip Code Area,WA,Washington,p1,NWPPc
98315,Silverdale,Zip Code Area,WA,Washington,p1,NWPPc
98321,Buckley,Zip Code Area,WA,Washington,p1,NWPPc
98322,Burley,Post Office or large volume customer,WA,Washington,p1,NWPPc
98323,Carbonado,Zip Code Area,WA,Washington,p1,NWPPc
98327,Dupont,Zip Code Area,WA,Washington,p1,NWPPc
98328,Eatonville,Zip Code Area,WA,Washington,p1,NWPPc
98329,Gig Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98330,Elbe,Zip Code Area,WA,Washington,p1,NWPPc
98332,Gig Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98333,Fox Island,Zip Code Area,WA,Washington,p1,NWPPc
98335,Gig Harbor,Zip Code Area,WA,Washington,p1,NWPPc
98337,Bremerton,Zip Code Area,WA,Washington,p1,NWPPc
98338,Graham,Zip Code Area,WA,Washington,p1,NWPPc
98340,Hansville,Zip Code Area,WA,Washington,p1,NWPPc
98342,Indianola,Zip Code Area,WA,Washington,p1,NWPPc
98344,Kapowsin,Post Office or large volume customer,WA,Washington,p1,NWPPc
98345,Keyport,Zip Code Area,WA,Washington,p1,NWPPc
98346,Kingston,Zip Code Area,WA,Washington,p1,NWPPc
98348,La Grande,Post Office or large volume customer,WA,Washington,p1,NWPPc
98349,Lakebay,Zip Code Area,WA,Washington,p1,NWPPc
98351,Longbranch,Zip Code Area,WA,Washington,p1,NWPPc
98352,Sumner,Post Office or large volume customer,WA,Washington,p1,NWPPc
98353,Manchester,Post Office or large volume customer,WA,Washington,p1,NWPPc
98354,Milton,Zip Code Area,WA,Washington,p1,NWPPc
98359,Olalla,Zip Code Area,WA,Washington,p1,NWPPc
98360,Orting,Zip Code Area,WA,Washington,p1,NWPPc
98364,Port Gamble,Post Office or large volume customer,WA,Washington,p1,NWPPc
98366,Port Orchard,Zip Code Area,WA,Washington,p1,NWPPc
98367,Port Orchard,Zip Code Area,WA,Washington,p1,NWPPc
98370,Poulsbo,Zip Code Area,WA,Washington,p1,NWPPc
98371,Puyallup,Zip Code Area,WA,Washington,p1,NWPPc
98372,Puyallup,Zip Code Area,WA,Washington,p1,NWPPc
98373,Puyallup,Zip Code Area,WA,Washington,p1,NWPPc
98374,Puyallup,Zip Code Area,WA,Washington,p1,NWPPc
98375,Puyallup,Zip Code Area,WA,Washington,p1,NWPPc
98378,Retsil,Post Office or large volume customer,WA,Washington,p1,NWPPc
98380,Seabeck,Zip Code Area,WA,Washington,p1,NWPPc
98383,Silverdale,Zip Code Area,WA,Washington,p1,NWPPc
98384,South Colby,Post Office or large volume customer,WA,Washington,p1,NWPPc
98385,South Prairie,Zip Code Area,WA,Washington,p1,NWPPc
98386,Southworth,Post Office or large volume customer,WA,Washington,p1,NWPPc
98387,Spanaway,Zip Code Area,WA,Washington,p1,NWPPc
98388,Steilacoom,Zip Code Area,WA,Washington,p1,NWPPc
98390,Sumner,Zip Code Area,WA,Washington,p1,NWPPc
98391,Bonney Lake,Zip Code Area,WA,Washington,p1,NWPPc
98392,Suquamish,Zip Code Area,WA,Washington,p1,NWPPc
98393,Tracyton,Post Office or large volume customer,WA,Washington,p1,NWPPc
98394,Vaughn,Zip Code Area,WA,Washington,p1,NWPPc
98395,Wauna,Post Office or large volume customer,WA,Washington,p1,NWPPc
98396,Wilkeson,Zip Code Area,WA,Washington,p1,NWPPc
98397,Longmire,Post Office or large volume customer,WA,Washington,p1,NWPPc
98398,Paradise Inn,Post Office or large volume customer,WA,Washington,p1,NWPPc
98401,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98402,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98403,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98404,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98405,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98406,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98407,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98408,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98409,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98411,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98412,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98413,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98415,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98416,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98417,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98418,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98419,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98421,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98422,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98424,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98430,Camp Murray,Zip Code Area,WA,Washington,p1,NWPPc
98431,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98433,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98438,McChord AFB,Zip Code Area,WA,Washington,p1,NWPPc
98439,Lakewood,Zip Code Area,WA,Washington,p1,NWPPc
98443,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98444,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98445,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98446,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98447,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98448,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98464,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98465,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98466,Tacoma,Zip Code Area,WA,Washington,p1,NWPPc
98467,University Place,Zip Code Area,WA,Washington,p1,NWPPc
98471,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98481,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98490,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98493,Tacoma,Post Office or large volume customer,WA,Washington,p1,NWPPc
98496,Lakewood,Post Office or large volume customer,WA,Washington,p1,NWPPc
98497,Lakewood,Post Office or large volume customer,WA,Washington,p1,NWPPc
98498,Lakewood,Zip Code Area,WA,Washington,p1,NWPPc
98499,Lakewood,Zip Code Area,WA,Washington,p1,NWPPc
98501,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98502,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98503,Lacey,Zip Code Area,WA,Washington,p1,NWPPc
98504,Olympia,Post Office or large volume customer,WA,Washington,p1,NWPPc
98505,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98506,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98507,Olympia,Post Office or large volume customer,WA,Washington,p1,NWPPc
98508,Olympia,Post Office or large volume customer,WA,Washington,p1,NWPPc
98509,Lacey,Post Office or large volume customer,WA,Washington,p1,NWPPc
98511,Tumwater,Post Office or large volume customer,WA,Washington,p1,NWPPc
98512,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98513,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98516,Olympia,Zip Code Area,WA,Washington,p1,NWPPc
98530,Bucoda,Post Office or large volume customer,WA,Washington,p1,NWPPc
98540,East Olympia,Post Office or large volume customer,WA,Washington,p1,NWPPc
98556,Littlerock,Post Office or large volume customer,WA,Washington,p1,NWPPc
98558,McKenna,Post Office or large volume customer,WA,Washington,p1,NWPPc
98576,Rainier,Zip Code Area,WA,Washington,p1,NWPPc
98579,Rochester,Zip Code Area,WA,Washington,p1,NWPPc
98580,Roy,Zip Code Area,WA,Washington,p1,NWPPc
98589,Tenino,Zip Code Area,WA,Washington,p1,NWPPc
98597,Yelm,Zip Code Area,WA,Washington,p1,NWPPc
98599,Olympia,Post Office or large volume customer,WA,Washington,p1,NWPPc
98801,Wenatchee,Zip Code Area,WA,Washington,p1,NWPPc
98807,Wenatchee,Post Office or large volume customer,WA,Washington,p1,NWPPc
98811,Ardenvoir,Post Office or large volume customer,WA,Washington,p1,NWPPc
98815,Cashmere,Zip Code Area,WA,Washington,p1,NWPPc
98816,Chelan,Zip Code Area,WA,Washington,p1,NWPPc
98817,Chelan Falls,Zip Code Area,WA,Washington,p1,NWPPc
98821,Dryden,Post Office or large volume customer,WA,Washington,p1,NWPPc
98822,Entiat,Zip Code Area,WA,Washington,p1,NWPPc
98826,Leavenworth,Zip Code Area,WA,Washington,p1,NWPPc
98828,Malaga,Zip Code Area,WA,Washington,p1,NWPPc
98831,Manson,Zip Code Area,WA,Washington,p1,NWPPc
98836,Monitor,Post Office or large volume customer,WA,Washington,p1,NWPPc
98847,Peshastin,Zip Code Area,WA,Washington,p1,NWPPc
98852,Stehekin,Zip Code Area,WA,Washington,p1,NWPPc
98922,Cle Elum,Zip Code Area,WA,Washington,p1,NWPPc
98925,Easton,Post Office or large volume customer,WA,Washington,p1,NWPPc
98926,Ellensburg,Zip Code Area,WA,Washington,p1,NWPPc
98934,Kittitas,Zip Code Area,WA,Washington,p1,NWPPc
98940,Ronald,Zip Code Area,WA,Washington,p1,NWPPc
98941,Roslyn,Zip Code Area,WA,Washington,p1,NWPPc
98943,South Cle Elum,Zip Code Area,WA,Washington,p1,NWPPc
98946,Thorp,Zip Code Area,WA,Washington,p1,NWPPc
98950,Vantage,Post Office or large volume customer,WA,Washington,p1,NWPPc
98305,Beaver,Zip Code Area,WA,Washington,p2,NWPPc
98320,Brinnon,Zip Code Area,WA,Washington,p2,NWPPc
98324,Carlsborg,Post Office or large volume customer,WA,Washington,p2,NWPPc
98325,Chimacum,Zip Code Area,WA,Washington,p2,NWPPc
98326,Clallam Bay,Zip Code Area,WA,Washington,p2,NWPPc
98331,Forks,Zip Code Area,WA,Washington,p2,NWPPc
98336,Glenoma,Zip Code Area,WA,Washington,p2,NWPPc
98339,Port Hadlock,Zip Code Area,WA,Washington,p2,NWPPc
98343,Joyce,Post Office or large volume customer,WA,Washington,p2,NWPPc
98350,La Push,Post Office or large volume customer,WA,Washington,p2,NWPPc
98355,Mineral,Zip Code Area,WA,Washington,p2,NWPPc
98356,Morton,Zip Code Area,WA,Washington,p2,NWPPc
98357,Neah Bay,Post Office or large volume customer,WA,Washington,p2,NWPPc
98358,Nordland,Zip Code Area,WA,Washington,p2,NWPPc
98361,Packwood,Zip Code Area,WA,Washington,p2,NWPPc
98362,Port Angeles,Zip Code Area,WA,Washington,p2,NWPPc
98363,Port Angeles,Zip Code Area,WA,Washington,p2,NWPPc
98365,Port Ludlow,Zip Code Area,WA,Washington,p2,NWPPc
98368,Port Townsend,Zip Code Area,WA,Washington,p2,NWPPc
98376,Quilcene,Zip Code Area,WA,Washington,p2,NWPPc
98377,Randle,Zip Code Area,WA,Washington,p2,NWPPc
98381,Sekiu,Zip Code Area,WA,Washington,p2,NWPPc
98382,Sequim,Zip Code Area,WA,Washington,p2,NWPPc
98520,Aberdeen,Zip Code Area,WA,Washington,p2,NWPPc
98522,Adna,Post Office or large volume customer,WA,Washington,p2,NWPPc
98524,Allyn,Zip Code Area,WA,Washington,p2,NWPPc
98526,Amanda Park,Zip Code Area,WA,Washington,p2,NWPPc
98527,Bay Center,Post Office or large volume customer,WA,Washington,p2,NWPPc
98528,Belfair,Zip Code Area,WA,Washington,p2,NWPPc
98531,Centralia,Zip Code Area,WA,Washington,p2,NWPPc
98532,Chehalis,Zip Code Area,WA,Washington,p2,NWPPc
98533,Cinebar,Zip Code Area,WA,Washington,p2,NWPPc
98535,Copalis Beach,Zip Code Area,WA,Washington,p2,NWPPc
98536,Copalis Crossing,Zip Code Area,WA,Washington,p2,NWPPc
98537,Cosmopolis,Zip Code Area,WA,Washington,p2,NWPPc
98538,Curtis,Zip Code Area,WA,Washington,p2,NWPPc
98539,Doty,Zip Code Area,WA,Washington,p2,NWPPc
98541,Elma,Zip Code Area,WA,Washington,p2,NWPPc
98542,Ethel,Zip Code Area,WA,Washington,p2,NWPPc
98544,Galvin,Post Office or large volume customer,WA,Washington,p2,NWPPc
98546,Grapeview,Zip Code Area,WA,Washington,p2,NWPPc
98547,Grayland,Zip Code Area,WA,Washington,p2,NWPPc
98548,Hoodsport,Zip Code Area,WA,Washington,p2,NWPPc
98550,Hoquiam,Zip Code Area,WA,Washington,p2,NWPPc
98552,Humptulips,Zip Code Area,WA,Washington,p2,NWPPc
98554,Lebam,Post Office or large volume customer,WA,Washington,p2,NWPPc
98555,Lilliwaup,Zip Code Area,WA,Washington,p2,NWPPc
98557,McCleary,Zip Code Area,WA,Washington,p2,NWPPc
98559,Malone,Post Office or large volume customer,WA,Washington,p2,NWPPc
98560,Matlock,Zip Code Area,WA,Washington,p2,NWPPc
98561,Menlo,Post Office or large volume customer,WA,Washington,p2,NWPPc
98562,Moclips,Zip Code Area,WA,Washington,p2,NWPPc
98563,Montesano,Zip Code Area,WA,Washington,p2,NWPPc
98564,Mossyrock,Zip Code Area,WA,Washington,p2,NWPPc
98565,Napavine,Post Office or large volume customer,WA,Washington,p2,NWPPc
98566,Neilton,Post Office or large volume customer,WA,Washington,p2,NWPPc
98568,Oakville,Zip Code Area,WA,Washington,p2,NWPPc
98569,Ocean Shores,Zip Code Area,WA,Washington,p2,NWPPc
98570,Onalaska,Zip Code Area,WA,Washington,p2,NWPPc
98571,Pacific Beach,Zip Code Area,WA,Washington,p2,NWPPc
98572,Pe Ell,Zip Code Area,WA,Washington,p2,NWPPc
