Index,Month,State,Sample Count,Weight,Offset,Lead
0,Jan,AL,322,4770479685.057039,-22.830858127581905,30
1,Jan,AZ,386,6683098926.140461,6.560959849522874,0
2,Jan,AR,215,3582636447.758686,-1.3006567338785544,30
3,Jan,CA,1917,34799947923.171265,15.506115797747611,0
4,Jan,CO,353,5095475556.302463,3.4654758823922975,25
5,Jan,CT,250,4293334091.0490756,15.375498094717273,-17
6,Jan,DE,59,1178861846.1594372,26.487526426956947,0
7,Jan,DC,53,634409131.0906543,14.146763868590256,-30
8,Jan,FL,1065,17638867080.320923,23.73102554645618,0
9,Jan,GA,533,10018924398.838549,26.41337256574286,0
10,Jan,HI,59,857258587.5998942,-7.437751447952223,22
11,Jan,ID,106,1705272985.2992196,-15.081185758781544,30
12,Jan,IL,797,13603625760.265057,7.450403561030157,0
13,Jan,IN,427,7503702561.474615,10.697029211119116,0
14,Jan,IA,253,3977290898.4515333,6.058452733907529,0
15,Jan,KS,240,3514267206.500655,11.58475449042919,0
16,Jan,KY,314,4557957092.249637,26.968740221124563,0
17,Jan,LA,284,4168927922.9033165,-6.318394077885159,15
18,Jan,ME,90,1540082488.2779734,24.63318695692442,0
19,Jan,MD,403,6696012251.0296335,19.5817725824146,-15
20,Jan,MA,415,6935140779.008692,19.32260116643613,0
21,Jan,MI,714,12553483306.033571,25.32882195832451,-10
22,Jan,MN,415,6485604427.354405,-0.5916596205080396,0
23,Jan,MS,188,2775040490.279479,0.08751102591816107,12
24,Jan,MO,389,6226571400.794956,16.03022421999401,0
25,Jan,MT,72,908474341.489644,16.421464494303223,0
26,Jan,NV,194,3118012343.82333,-18.664198169354904,27
27,Jan,NH,102,1810890293.3642685,-28.9056526944006,30
28,Jan,NJ,567,9226406264.504179,19.47384747871331,0
29,Jan,NM,166,2359370915.6764345,-14.522447024125995,30
30,Jan,NY,1034,16433875470.544922,8.40306829019903,0
31,Jan,NC,574,9713522725.509409,4.498806594282655,0
32,Jan,OH,753,11655558048.949366,24.91094878661056,-7
33,Jan,OK,253,3398948138.1308637,6.526694681587401,0
34,Jan,OR,314,5134925064.998184,25.57025872355655,0
35,Jan,PA,836,15565754037.642654,3.020645673759077,0
36,Jan,SC,321,4495193243.112128,21.42763387839568,-5
37,Jan,TN,360,6526632027.194073,-0.48395003960547456,8
38,Jan,TX,1414,25611915019.355957,7.4510471094143895,0
39,Jan,UT,182,3145097461.4076686,19.237851542822682,0
40,Jan,VT,41,847602964.8727119,3.287739651899983,30
41,Jan,VA,535,8241744916.778457,-2.4228081898038454,0
42,Jan,WA,425,7224982816.163771,4.530889076451217,0
43,Jan,WI,447,7483215644.490423,-16.6487287611003,30
44,Jan,NE,137,2071211969.696039,4.482735144846174,0
45,Jan,ND,48,678965747.7387099,25.21877467617071,0
46,Jan,RI,70,1249513391.777745,-3.7978346870806945,0
47,Jan,SD,56,763845304.9753928,17.723491162965615,0
48,Jan,WV,122,2013734386.417349,31.626715734556797,0
49,Jan,WY,37,709554665.3658283,7.401799772876302,30
50,Jan,AK,42,527809194.88608015,-16.546936480796944,3
51,Feb,AL,272,4295975754.631793,-12.192432142501048,30
52,Feb,AZ,297,4819620788.284443,-18.783607285887115,30
53,Feb,AR,141,2123000006.4149928,1.0116987611297645,5
54,Feb,CA,1517,28189662542.430866,12.688518170096586,0
55,Feb,CO,289,4223311733.3730035,4.643418310141328,23
56,Feb,CT,164,2875217228.6055408,26.25451096849622,0
57,Feb,DE,41,593388637.26184,68.9475213109539,-50
58,Feb,DC,32,359958101.427902,17.519456883524754,0
59,Feb,FL,790,13457855221.613382,21.438604945801558,0
60,Feb,GA,429,8517525310.08934,27.295159388939396,0
61,Feb,HI,53,910129187.1172825,9.885566320107955,0
62,Feb,ID,99,1298985980.0633974,11.592815662627459,0
63,Feb,IL,612,10800651522.77236,-0.23631876467561597,0
64,Feb,IN,332,5660572088.96163,20.711442332960132,0
65,Feb,IA,199,2648402280.8375015,8.031198571008531,0
66,Feb,KS,183,2705247422.8888726,2.522016391889565,30
67,Feb,KY,245,3433812063.4742193,11.734475950059732,0
68,Feb,LA,237,3663390375.4709854,-13.402914671539634,30
69,Feb,ME,70,1117904077.3112333,2.2137513449102926,0
70,Feb,MD,285,4368150188.836962,8.646696253076811,0
71,Feb,MA,319,5470515179.128872,1.4261900598127113,0
72,Feb,MI,521,8897879964.490149,22.79111588216267,0
73,Feb,MN,354,5679666392.337878,2.1071209493742344,25
74,Feb,MS,161,2311973428.9336925,-15.903648029874262,30
75,Feb,MO,366,6086099759.58458,-0.43671225333605435,12
