Clg_sch,Htg_sch,ClgFlowFraction,HtgFlowFraction,Total Cooling Flow Rate (kg/s),Total Heating Flow Rate (kg/s),Occ
60,50,0.000489552,0,0.146865554,0,0.852526634
60,50,0.002818799,0,0.845639665,0,0.811109085
60,50,0,0,0,0,0.4079285
60,50,0.027811079,0,8.343323657,0,0.020639507
60,50,0.025590058,0,7.677017533,0,0.846704194
60,50,0,0,0,0,0.269641201
60,50,0,0,0,0,0.428375228
60,50,0,0,0,0,0.845019325
60,50,0,0,0,0,0.881482867
60,50,0,0,0,0,0.558102049
60,50,0,0,0,0,0.697412945
60,50,0.024132605,0,7.239781547,0,0.494422624
60,50,0.021796205,0,6.538861435,0,0.565019481
60,50,0,0,0,0,0.110106825
60,50,0,0,0,0,0.994063543
60,50,0,0,0,0,0.753900494
60,50,0,0,0,0,0.613251922
60,50,0,0,0,0,0.526881214
60,50,0,0,0,0,0.68303744
60,50,0,0,0,0,0.708470197
60,50,0,0,0,0,0.29113909
60,50,0,0,0,0,0.732851378
60,50,0,0,0,0,0.414377216
60,50,0,0,0,0,0.338944975
60,50,0.039622197,0,11.88665897,0,0.643640492
60,50,0.110208489,0.090053064,33.0625467,2.701591928,0.586270613
60,50,0.076969839,0.086301398,23.0909517,2.589041942,0.084389412
60,50,0.031476727,0,9.443017974,0,0.937728434
60,50,0.111424083,0.111020915,33.42722497,3.330627459,0.706389952
60,50,0.110425458,0.097437476,33.12763738,2.923124294,0.204725894
60,50,0.03544272,0.02269765,10.63281586,0.680929491,0.781930739
60,50,0.108408607,0.07834166,32.52258221,2.350249795,0.208910083
60,50,0.116471031,0.062179895,34.94130941,1.865396845,0.591452771
60,50,0.118615817,0.058206171,35.58474498,1.74618513,0.255178345
60,50,0.119889334,0.05629421,35.96680016,1.688826286,0.855459394
60,50,0.120476791,0.054091,36.14303733,1.622729997,0.309740953
60,50,0.121595911,0.042911549,36.47877344,1.287346473,0.744554594
60,50,0.121916775,0.040927345,36.57503263,1.227820364,0.879543499
60,50,0.127884273,0.039789315,38.36528175,1.193679457,0.641267535
60,50,0.134797236,0.038733232,40.43917072,1.16199697,0.237017411
60,50,0.140274633,0.037696991,42.08239005,1.130909744,0.581158296
60,50,0.145331903,0.037113437,43.59957085,1.11340311,0.378635114
60,50,0.151526121,0.035917292,45.45783635,1.077518765,0.227149264
60,50,0.159474477,0.034537933,47.84234321,1.03613798,0.590800067
60,50,0.172950051,0.032910749,51.8850152,0.987322467,0.858756002
60,50,0.186787166,0.031279312,56.0361497,0.938379363,0.331856408
60,50,0.201816149,0.030704312,60.54484482,0.921129359,0.928423735
60,50,0.216169113,0.03035907,64.85073392,0.910772114,0.148144466
60,50,0.217980549,0.031262254,65.39416455,0.937867628,0.936576572
60,50,0.223008472,0.031111228,66.90254152,0.933336835,0.430915781
60,50,0.227170795,0.030670442,68.15123842,0.920113273,0.625369079
60,50,0.231339228,0.030235827,69.4017684,0.907074809,0.707351727
60,50,0.224716217,0.029651712,67.41486523,0.889551372,0.360774674
60,50,0.21476843,0.029780549,64.43052913,0.893416467,0.94443543
60,50,0.205179003,0.029861067,61.55370098,0.895832015,0.031339011
60,50,0.195430383,0.029924619,58.62911504,0.897738581,0.664450038
60,50,0.195654648,0.029496991,58.69639445,0.884909741,0.197245066
60,50,0.195830912,0.029192716,58.74927367,0.875781493,0.117041295
60,50,0.195991967,0.029012723,58.79759023,0.870381701,0.167227284
60,50,0.196140048,0.028964366,58.84201444,0.868930977,0.843969715
60,50,0.142010308,0.02357632,42.60309237,0.707289606,0.748661984
60,50,0.115161262,0.02573474,34.5483786,0.772042211,0.317614503
60,50,0.106085275,0.031193393,31.82558238,0.935801791,0.392659644
60,50,0.099645185,0.038810822,29.89355557,1.16432467,0.180768747
60,50,0.109782748,0.053851587,32.9348244,1.615547625,0.164924311
60,50,0.110495198,0.057925516,33.14855945,1.737765485,0.421723804
60,50,0.109693788,0.061686731,32.9081365,1.850601927,0.189352444
60,50,0.108526389,0.065583246,32.55791656,1.967497383,0.567467677
60,50,0.106110042,0.078151437,31.83301248,2.344543124,0.488502131
60,50,0.106573685,0.081148873,31.97210552,2.434466177,0.468503374
60,50,0.107301532,0.084105291,32.19045967,2.523158716,0.126004313
60,50,0.108304495,0.086366519,32.49134855,2.590995559,0.477742073
60,50,0.10051775,0.085780506,30.15532486,2.573415181,0.166622985
60,50,0.102697836,0.090284176,30.80935074,2.708525268,0.582888237
60,50,0.092961924,0.070040015,27.88857707,2.101200444,0.330128266
60,50,0.092871719,0.099780084,27.86151558,2.993402517,0.467143768
60,50,0.093817973,0.092238751,28.1453919,2.767162538,0.876561361
60,50,0.094623477,0.070630781,28.38704312,2.118923432,0.355283582
60,50,0.09533542,0.098932315,28.600626,2.967969438,0.010939105
60,50,0.094317548,0.093329802,28.2952645,2.799894071,0.413371511
60,50,0.088182613,0.09614429,26.45478398,2.884328688,0.415295874
60,50,0.081078933,0.130368118,24.32367981,3.911043543,0.438002552
60,50,0.04245688,0.126702501,12.73706407,3.801075019,0.226344956
60,50,0.066434903,0.103129619,19.93047099,3.093888569,0.500148055
60,50,0.018701935,0.034738079,5.610580408,1.042142359,0.873590188
60,50,0,0.02915452,0,0.874635591,0.034865214
60,50,0.017907584,0,5.372275212,0,0.666136187
60,50,0.013773733,0.037504359,4.132119783,1.125130766,0.827893592
60,50,0.000462933,0.004305164,0.138879933,0.12915493,0.131182453
60,50,0.003283789,0,0.985136585,0,0.954007578
60,50,0,0,0,0,0.126259277
60,50,0,0,0,0,0.161292228
60,50,0.002411803,0,0.723540854,0,0.895751707
60,50,0.002132468,0,0.639740306,0,0.560809191
60,50,0.001686,0,0.505799987,0,0.496250445
60,50,0.002115504,0,0.634651306,0,0.858260978
60,50,0.001996001,0,0.598800214,0,0.048513708
60,50,0.002016139,0,0.604841765,0,0.327629819
60,50,0.00587058,0,1.761174006,0,0.960748674
60,50,0.005301843,0,1.590552907,0,0.814768602
60,50,0.004818852,0,1.445655712,0,0.994842457
60,50,0.006483224,0,1.944967146,0,0.690094673
60,50,0.004783601,0,1.435080273,0,0.757439811
60,50,0.004394714,0,1.318414264,0,0.794454322
