Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012093	0.014767	0.004535	0.032092	0.062324	0.008023	0.311133	0.013738	0.541294	0.000000	0.000000
AL, 00200	0.080440	0.126063	0.000000	0.000000	0.141070	0.031816	0.171935	0.011737	0.436939	0.000000	0.000000
AL, 00301	0.238973	0.000000	0.087955	0.018919	0.123138	0.056092	0.104147	0.018583	0.352193	0.000000	0.000000
AL, 00302	0.110409	0.000000	0.059840	0.022756	0.135694	0.196377	0.104147	0.010814	0.359962	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.009147	0.004925	0.031663	0.000000	0.699935	0.007667	0.246662	0.000000	0.000000
AL, 00500	0.029100	0.000000	0.067900	0.067900	0.096999	0.000000	0.252190	0.003800	0.482112	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.021875	0.082895	0.000000	0.513778	0.000000	0.381452	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.011461	0.024915	0.000000	0.000997	0.544093	0.000000	0.418535	0.000000	0.000000
AL, 00800	0.018382	0.000000	0.014093	0.017157	0.036458	0.000000	0.491157	0.008209	0.414545	0.000000	0.000000
AL, 00900	0.000000	0.035421	0.036528	0.000000	0.024352	0.000000	0.427883	0.000000	0.475816	0.000000	0.000000
AL, 01000	0.000000	0.017645	0.000000	0.006951	0.017824	0.006951	0.712247	0.002720	0.235661	0.000000	0.000000
AL, 01100	0.000000	0.008141	0.000000	0.000000	0.032905	0.005088	0.937597	0.001769	0.014500	0.000000	0.000000
AL, 01200	0.067333	0.032950	0.092762	0.000000	0.064468	0.131084	0.155275	0.031165	0.424963	0.000000	0.000000
AL, 01301	0.058204	0.020494	0.000000	0.019675	0.144280	0.027053	0.100299	0.000000	0.629995	0.000000	0.000000
AL, 01302	0.015191	0.000000	0.042419	0.012898	0.084552	0.114647	0.100299	0.129999	0.499996	0.000000	0.000000
AL, 01303	0.058647	0.000000	0.017730	0.024209	0.037507	0.131614	0.100299	0.039169	0.590826	0.000000	0.000000
AL, 01304	0.013844	0.000000	0.063068	0.074349	0.075887	0.042558	0.100299	0.000000	0.629995	0.000000	0.000000
AL, 01305	0.012821	0.053117	0.065480	0.012821	0.078302	0.047164	0.100299	0.002302	0.627693	0.000000	0.000000
AL, 01400	0.005784	0.000000	0.007850	0.026856	0.000000	0.000826	0.781306	0.000000	0.177377	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.211948	0.178036	0.249697	0.000000	0.360319	0.000000	0.000000
AL, 01600	0.071875	0.014827	0.076399	0.059561	0.101781	0.105048	0.192618	0.024459	0.353432	0.000000	0.000000
AL, 01700	0.006271	0.007107	0.027593	0.007107	0.008362	0.015051	0.742089	0.000000	0.186418	0.000000	0.000000
AL, 01800	0.002805	0.006545	0.000000	0.000000	0.031090	0.023376	0.681457	0.018519	0.236208	0.000000	0.000000
AL, 01900	0.093681	0.073889	0.058935	0.043102	0.063773	0.038924	0.278058	0.011297	0.338342	0.000000	0.000000
AL, 02000	0.062753	0.034967	0.013425	0.048704	0.036216	0.039962	0.168558	0.022883	0.572534	0.000000	0.000000
AL, 02100	0.008826	0.007582	0.018106	0.023537	0.032137	0.002490	0.385434	0.000000	0.521888	0.000000	0.000000
AL, 02200	0.000000	0.005781	0.000000	0.005781	0.033753	0.002611	0.751007	0.000000	0.201067	0.000000	0.000000
AL, 02300	0.000000	0.012497	0.010852	0.021376	0.028282	0.000000	0.491054	0.017314	0.418625	0.000000	0.000000
AL, 02400	0.059977	0.021073	0.048225	0.023910	0.167774	0.008510	0.321839	0.002511	0.346181	0.000000	0.000000
AL, 02500	0.015044	0.004946	0.052756	0.033797	0.019371	0.016898	0.374257	0.008574	0.474358	0.000000	0.000000
AL, 02600	0.071407	0.004849	0.100057	0.036585	0.078900	0.063913	0.206709	0.010721	0.426859	0.000000	0.000000
AL, 02701	0.045634	0.045634	0.037414	0.002834	0.015306	0.018424	0.288726	0.262266	0.283763	0.000000	0.000000
AL, 02702	0.046619	0.006308	0.050312	0.005385	0.041696	0.014924	0.288726	0.000000	0.546029	0.000000	0.000000
AL, 02703	0.029857	0.000000	0.000000	0.018275	0.044014	0.073099	0.288726	0.000000	0.546029	0.000000	0.000000
AR, 00100	0.092291	0.040229	0.065313	0.019878	0.128734	0.023191	0.081461	0.042081	0.506822	0.000000	0.000000
AR, 00200	0.127288	0.017928	0.105774	0.049839	0.048047	0.138403	0.087593	0.011554	0.413574	0.000000	0.000000
AR, 00300	0.000000	0.066911	0.017689	0.043069	0.000000	0.016920	0.367877	0.021737	0.465796	0.000000	0.000000
AR, 00400	0.002395	0.012490	0.004277	0.019163	0.008042	0.002395	0.532375	0.000000	0.418862	0.000000	0.000000
AR, 00500	0.074538	0.068569	0.007716	0.207019	0.041054	0.012666	0.161099	0.007304	0.420035	0.000000	0.000000
AR, 00600	0.000000	0.041554	0.000000	0.045575	0.222515	0.068363	0.261031	0.000000	0.360962	0.000000	0.000000
AR, 00700	0.000000	0.038497	0.000000	0.057745	0.000000	0.000000	0.576011	0.000000	0.327748	0.000000	0.000000
AR, 00800	0.067541	0.028818	0.000000	0.036923	0.017110	0.018912	0.415540	0.007213	0.407944	0.000000	0.000000
AR, 00900	0.156955	0.026983	0.058346	0.027407	0.044784	0.009889	0.121499	0.014044	0.540092	0.000000	0.000000
AR, 01000	0.069068	0.023023	0.050394	0.005116	0.032232	0.144532	0.121499	0.018285	0.535851	0.000000	0.000000
AR, 01100	0.148339	0.024036	0.044811	0.031076	0.078290	0.010130	0.237791	0.009241	0.416285	0.000000	0.000000
AR, 01200	0.141716	0.041058	0.015893	0.020529	0.083440	0.000000	0.260401	0.000000	0.436964	0.000000	0.000000
AR, 01300	0.137021	0.108614	0.000000	0.068511	0.000000	0.000000	0.313514	0.000000	0.372340	0.000000	0.000000
AR, 01400	0.019561	0.112723	0.000000	0.044426	0.070949	0.020224	0.133251	0.017063	0.581803	0.000000	0.000000
AR, 01500	0.018458	0.007223	0.009630	0.002408	0.015248	0.000000	0.521328	0.012845	0.412860	0.000000	0.000000
AR, 01600	0.060495	0.009960	0.014755	0.016968	0.021764	0.019919	0.342254	0.000000	0.513885	0.000000	0.000000
AR, 01700	0.017645	0.003324	0.004518	0.002216	0.007416	0.000000	0.717963	0.000000	0.246917	0.000000	0.000000
AR, 01800	0.028271	0.024567	0.000000	0.000000	0.003120	0.000000	0.683770	0.000000	0.260272	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.018950	0.036769	0.000000	0.000000	0.648111	0.000000	0.296170	0.000000	0.000000
AR, 02000	0.014711	0.000000	0.038738	0.004413	0.035306	0.009807	0.591690	0.000000	0.305335	0.000000	0.000000
AZ, 00100	0.224649	0.000000	0.125464	0.026280	0.033909	0.100032	0.102789	0.002756	0.384121	0.000000	0.000000
AZ, 00101	0.125927	0.000000	0.108253	0.075114	0.117090	0.083951	0.102789	0.033282	0.353594	0.000000	0.000000
AZ, 00102	0.330518	0.015413	0.000000	0.051376	0.000000	0.113027	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00103	0.121360	0.000000	0.147810	0.029562	0.057568	0.154034	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00104	0.000000	0.000000	0.188754	0.160790	0.083891	0.076900	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00105	0.031325	0.023494	0.086143	0.019578	0.142267	0.207527	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00106	0.172474	0.000000	0.015357	0.000000	0.170111	0.152391	0.102789	0.038431	0.348445	0.000000	0.000000
AZ, 00107	0.164288	0.000000	0.103702	0.060586	0.088091	0.093667	0.102789	0.006268	0.380609	0.000000	0.000000
AZ, 00108	0.098485	0.000000	0.064911	0.020704	0.109677	0.216556	0.102789	0.080676	0.306201	0.000000	0.000000
AZ, 00109	0.088939	0.002557	0.061661	0.003126	0.034666	0.319385	0.102789	0.083727	0.303150	0.000000	0.000000
AZ, 00110	0.005448	0.007265	0.065381	0.000000	0.030148	0.402092	0.102789	0.020956	0.365921	0.000000	0.000000
AZ, 00111	0.000000	0.102067	0.000000	0.000000	0.000000	0.408267	0.102789	0.021847	0.365030	0.000000	0.000000
AZ, 00112	0.077529	0.009785	0.112529	0.065109	0.060969	0.184413	0.102789	0.040972	0.345905	0.000000	0.000000
AZ, 00113	0.240892	0.000000	0.035688	0.076729	0.000000	0.157026	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00114	0.053518	0.000000	0.150998	0.143352	0.000000	0.162466	0.102789	0.080043	0.306833	0.000000	0.000000
AZ, 00115	0.061077	0.000000	0.185946	0.084151	0.073293	0.105867	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00116	0.007000	0.007701	0.079105	0.116208	0.104307	0.196013	0.102789	0.044571	0.342306	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.114586	0.000000	0.395747	0.102789	0.022847	0.364030	0.000000	0.000000
AZ, 00118	0.045388	0.000000	0.078190	0.053398	0.090777	0.242580	0.102789	0.049920	0.336957	0.000000	0.000000
AZ, 00119	0.045733	0.069638	0.175655	0.049890	0.055087	0.114331	0.102789	0.049757	0.337120	0.000000	0.000000
AZ, 00120	0.178867	0.000000	0.017511	0.000000	0.152600	0.161356	0.102789	0.014813	0.372064	0.000000	0.000000
AZ, 00121	0.301340	0.116648	0.000000	0.000000	0.000000	0.092346	0.102789	0.002372	0.384505	0.000000	0.000000
AZ, 00122	0.218212	0.038715	0.073910	0.000000	0.179497	0.000000	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00123	0.046781	0.000000	0.127583	0.204134	0.089308	0.042528	0.102789	0.065407	0.321470	0.000000	0.000000
AZ, 00124	0.215664	0.000000	0.096088	0.000000	0.083276	0.115306	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.510334	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00126	0.114011	0.000000	0.184589	0.000000	0.116725	0.095009	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00127	0.080927	0.000000	0.019819	0.000000	0.041289	0.368299	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00128	0.000000	0.000000	0.000000	0.510334	0.000000	0.000000	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00129	0.172819	0.000000	0.089364	0.022895	0.116690	0.108566	0.102789	0.007229	0.379648	0.000000	0.000000
AZ, 00130	0.179973	0.000000	0.138061	0.000000	0.000000	0.192300	0.102789	0.020260	0.366617	0.000000	0.000000
AZ, 00131	0.131908	0.000000	0.233543	0.000000	0.036761	0.108122	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00132	0.000000	0.000000	0.029873	0.000000	0.000000	0.480461	0.102789	0.010560	0.376316	0.000000	0.000000
AZ, 00133	0.177313	0.014900	0.009685	0.020860	0.072266	0.215309	0.102789	0.000000	0.386877	0.000000	0.000000
AZ, 00134	0.091598	0.418735	0.000000	0.000000	0.000000	0.000000	0.102789	0.013330	0.373547	0.000000	0.000000
AZ, 00201	0.144955	0.028991	0.247538	0.017841	0.031221	0.028991	0.219298	0.004563	0.276602	0.000000	0.000000
AZ, 00202	0.193191	0.000000	0.107635	0.000000	0.067617	0.131094	0.219298	0.003050	0.278116	0.000000	0.000000
AZ, 00203	0.155653	0.076921	0.008145	0.000000	0.146603	0.112215	0.219298	0.005326	0.275840	0.000000	0.000000
AZ, 00204	0.059340	0.000000	0.088471	0.065814	0.118680	0.167231	0.219298	0.036560	0.244605	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.499536	0.000000	0.000000	0.219298	0.003755	0.277410	0.000000	0.000000
AZ, 00206	0.071362	0.041033	0.000000	0.073146	0.000000	0.313994	0.219298	0.000000	0.281166	0.000000	0.000000
AZ, 00207	0.044001	0.040118	0.104825	0.093178	0.066001	0.151414	0.219298	0.027298	0.253868	0.000000	0.000000
AZ, 00208	0.000000	0.016651	0.000000	0.000000	0.000000	0.482885	0.219298	0.052925	0.228240	0.000000	0.000000
AZ, 00209	0.163641	0.146416	0.189479	0.000000	0.000000	0.000000	0.219298	0.122383	0.158782	0.000000	0.000000
AZ, 00300	0.000000	0.015642	0.000000	0.002158	0.013484	0.011866	0.655096	0.021524	0.280230	0.000000	0.000000
AZ, 00400	0.160483	0.029310	0.033634	0.003844	0.144146	0.050932	0.271538	0.047950	0.258164	0.000000	0.000000
AZ, 00500	0.008211	0.015737	0.022921	0.046184	0.013342	0.024290	0.466511	0.032631	0.370172	0.000000	0.000000
AZ, 00600	0.000000	0.005616	0.000000	0.018017	0.027845	0.006084	0.653134	0.022333	0.266971	0.000000	0.000000
AZ, 00700	0.029865	0.000000	0.000000	0.016615	0.039750	0.000000	0.618767	0.006944	0.288058	0.000000	0.000000
AZ, 00800	0.000000	0.004770	0.000000	0.090321	0.032757	0.006043	0.469407	0.016982	0.379720	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.043096	0.000000	0.000000	0.482325	0.013802	0.460777	0.000000	0.000000
AZ, 00805	0.007183	0.007183	0.007183	0.007183	0.007183	0.007183	0.482325	0.007753	0.466826	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.004837	0.000000	0.038259	0.482325	0.027490	0.447089	0.000000	0.000000
AZ, 00900	0.007075	0.000000	0.004201	0.006854	0.030068	0.005969	0.873586	0.004165	0.068083	0.000000	0.000000
CA, 00101	0.041183	0.074396	0.115579	0.057125	0.000000	0.344079	0.029803	0.051317	0.286518	0.000000	0.000000
CA, 00102	0.033825	0.008600	0.085423	0.044145	0.009746	0.450623	0.029803	0.258344	0.079490	0.000000	0.000000
CA, 00103	0.262800	0.000000	0.000000	0.000000	0.000000	0.369562	0.029803	0.120191	0.217643	0.000000	0.000000
CA, 00104	0.076829	0.031520	0.141838	0.066979	0.147748	0.167448	0.029803	0.019585	0.318250	0.000000	0.000000
