Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
AL, 01303	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01303	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01303	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01304	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 01304	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01304	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 01304	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01304	Single-Family Detached	2050s	0.984962	0.000000	0.000000	0.015038	0.000000	0.000000	South
AL, 01305	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 01305	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01305	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01305	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01305	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01400	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01400	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01400	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 01400	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01400	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01500	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01500	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01500	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 01500	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01500	Single-Family Detached	2050s	0.987966	0.000000	0.000000	0.000000	0.012034	0.000000	South
AL, 01600	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 01600	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01600	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01600	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01700	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01700	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01700	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 01700	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01700	Single-Family Detached	2050s	0.932059	0.000000	0.000000	0.000000	0.067941	0.000000	South
AL, 01800	Mobile Home	2050s	0.992908	0.000000	0.000000	0.007092	0.000000	0.000000	South
AL, 01800	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01800	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 01800	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01800	Single-Family Detached	2050s	0.950400	0.000000	0.000000	0.043200	0.006400	0.000000	South
AL, 01900	Mobile Home	2050s	0.996101	0.000000	0.000000	0.003899	0.000000	0.000000	South
AL, 01900	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01900	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01900	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01900	Single-Family Detached	2050s	0.995616	0.000000	0.000000	0.004384	0.000000	0.000000	South
AL, 02000	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 02000	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02000	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02000	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02000	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02100	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02100	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02100	Multi-Family with 5+ Units	2050s	0.937500	0.000000	0.000000	0.000000	0.062500	0.000000	South
AL, 02100	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02100	Single-Family Detached	2050s	0.994866	0.000000	0.000000	0.005134	0.000000	0.000000	South
AL, 02200	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 02200	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Single-Family Detached	2050s	0.933248	0.000000	0.000000	0.000000	0.066752	0.000000	South
AL, 02300	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02300	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02300	Multi-Family with 5+ Units	2050s	0.993436	0.000000	0.000000	0.003938	0.002626	0.000000	South
AL, 02300	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02300	Single-Family Detached	2050s	0.989890	0.000000	0.000000	0.010110	0.000000	0.000000	South
AL, 02400	Mobile Home	2050s	0.958610	0.000000	0.000000	0.041391	0.000000	0.000000	South
AL, 02400	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Single-Family Detached	2050s	0.986775	0.000000	0.000000	0.000000	0.013225	0.000000	South
AL, 02500	Mobile Home	2050s	0.987835	0.000000	0.000000	0.000000	0.012165	0.000000	South
AL, 02500	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Single-Family Detached	2050s	0.998534	0.000000	0.000000	0.001466	0.000000	0.000000	South
AL, 02600	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Single-Family Detached	2050s	0.987169	0.000000	0.000000	0.012831	0.000000	0.000000	South
AL, 02701	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 02701	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02701	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02701	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02701	Single-Family Detached	2050s	0.986789	0.000000	0.000000	0.005423	0.007789	0.000000	South
AL, 02702	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 02702	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02702	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02702	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02702	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Mobile Home	2050s	0.980102	0.000000	0.000000	0.014440	0.005458	0.000000	South
AL, 02703	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Single-Family Detached	2050s	0.993730	0.000000	0.000000	0.000000	0.006271	0.000000	South
AR, 00100	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 00100	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00100	Multi-Family with 5+ Units	2050s	0.984710	0.000000	0.000000	0.015291	0.000000	0.000000	South
AR, 00100	Single-Family Attached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00100	Single-Family Detached	2050s	0.980918	0.000000	0.000000	0.000000	0.019082	0.000000	South
AR, 00200	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 00200	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00200	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00200	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00200	Single-Family Detached	2050s	0.948066	0.000000	0.000000	0.000000	0.051934	0.000000	South
AR, 00300	Mobile Home	2050s	0.904565	0.000000	0.000000	0.000000	0.095436	0.000000	South
AR, 00300	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00300	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 00300	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00300	Single-Family Detached	2050s	0.913334	0.000000	0.000000	0.036667	0.050000	0.000000	South
AR, 00400	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00400	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00400	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 00400	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00400	Single-Family Detached	2050s	0.907653	0.000000	0.000000	0.000000	0.092346	0.000000	South
AR, 00500	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 00500	Multi-Family with 2 - 4 Units	2050s	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00500	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00500	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00500	Single-Family Detached	2050s	0.993181	0.000000	0.000000	0.000000	0.006819	0.000000	South
AR, 00600	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 00600	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00600	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 00600	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00600	Single-Family Detached	2050s	0.990990	0.000000	0.000000	0.009009	0.000000	0.000000	South
AR, 00700	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00700	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00700	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 00700	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00700	Single-Family Detached	2050s	1.000001	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00800	Mobile Home	2050s	0.963362	0.000000	0.000000	0.000000	0.036638	0.000000	South
AR, 00800	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 00800	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 00800	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00800	Single-Family Detached	2050s	0.994342	0.000000	0.000000	0.000000	0.005658	0.000000	South
AR, 00900	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 00900	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 00900	Single-Family Detached	2050s	0.988541	0.000000	0.000000	0.004848	0.006611	0.000000	South
AR, 01000	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 01000	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01000	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01000	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01000	Single-Family Detached	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01100	Mobile Home	2050s	0.950138	0.000000	0.000000	0.000000	0.049861	0.000000	South
AR, 01100	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01100	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01100	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01100	Single-Family Detached	2050s	0.992336	0.000000	0.000000	0.000000	0.007664	0.000000	South
AR, 01200	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01200	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01200	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 01200	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01200	Single-Family Detached	2050s	0.990382	0.000000	0.000000	0.000000	0.009619	0.000000	South
AR, 01300	Mobile Home	2050s	0.916961	0.000000	0.000000	0.000000	0.083039	0.000000	South
AR, 01300	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01300	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 01300	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01300	Single-Family Detached	2050s	0.972520	0.000000	0.000000	0.000000	0.027480	0.000000	South
AR, 01400	Mobile Home	2050s	0.975560	0.000000	0.000000	0.000000	0.024440	0.000000	South
AR, 01400	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01400	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01400	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01400	Single-Family Detached	2050s	0.948912	0.000000	0.000000	0.030274	0.020814	0.000000	South
AR, 01500	Mobile Home	2050s	0.992095	0.000000	0.000000	0.000000	0.007905	0.000000	South
AR, 01500	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01500	Multi-Family with 5+ Units	2050s	0.996757	0.000000	0.000000	0.003242	0.000000	0.000000	South
AR, 01500	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01500	Single-Family Detached	2050s	0.851851	0.000000	0.000000	0.000000	0.148148	0.000000	South
AR, 01600	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
AR, 01600	Single-Family Detached	2050s	0.950407	0.000000	0.000000	0.034959	0.014634	0.000000	South
AR, 01700	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01700	Multi-Family with 2 - 4 Units	2050s	0.996739	0.000000	0.000000	0.003262	0.000000	0.000000	South
AR, 01700	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01700	Single-Family Attached	2050s	0.937571	0.000000	0.000000	0.036322	0.026107	0.000000	South
