panel_bin,panel_value,count,fraction
100,100.0,12650,1.0
101-124,110.0,47,0.35877862595419846
101-124,115.0,4,0.030534351145038167
101-124,120.0,80,0.6106870229007634
125,125.0,2337,1.0
126-199,130.0,16,0.01263823064770932
126-199,140.0,22,0.017377567140600316
126-199,145.0,2,0.001579778830963665
126-199,150.0,1005,0.7938388625592417
126-199,160.0,14,0.011058451816745656
126-199,170.0,8,0.00631911532385466
126-199,175.0,157,0.1240126382306477
126-199,180.0,40,0.0315955766192733
126-199,190.0,1,0.0007898894154818325
126-199,195.0,1,0.0007898894154818325
200,200.0,11476,1.0
201+,205.0,2,0.002285714285714286
201+,210.0,7,0.008
201+,220.0,162,0.18514285714285714
201+,225.0,52,0.05942857142857143
201+,230.0,27,0.030857142857142857
201+,235.0,2,0.002285714285714286
201+,240.0,137,0.15657142857142858
201+,250.0,130,0.14857142857142858
201+,255.0,3,0.0034285714285714284
201+,260.0,1,0.001142857142857143
201+,265.0,2,0.002285714285714286
201+,270.0,1,0.001142857142857143
201+,275.0,7,0.008
201+,280.0,5,0.005714285714285714
201+,285.0,2,0.002285714285714286
201+,290.0,1,0.001142857142857143
201+,300.0,90,0.10285714285714286
201+,310.0,2,0.002285714285714286
201+,320.0,2,0.002285714285714286
201+,325.0,2,0.002285714285714286
201+,335.0,2,0.002285714285714286
201+,340.0,2,0.002285714285714286
201+,350.0,4,0.004571428571428572
201+,360.0,3,0.0034285714285714284
201+,365.0,3,0.0034285714285714284
201+,370.0,1,0.001142857142857143
201+,375.0,1,0.001142857142857143
201+,380.0,1,0.001142857142857143
201+,385.0,1,0.001142857142857143
201+,390.0,2,0.002285714285714286
201+,400.0,105,0.12
201+,405.0,2,0.002285714285714286
201+,410.0,6,0.006857142857142857
201+,415.0,2,0.002285714285714286
201+,420.0,1,0.001142857142857143
201+,430.0,1,0.001142857142857143
201+,435.0,1,0.001142857142857143
201+,440.0,3,0.0034285714285714284
201+,445.0,3,0.0034285714285714284
201+,450.0,2,0.002285714285714286
201+,460.0,1,0.001142857142857143
201+,465.0,4,0.004571428571428572
201+,470.0,1,0.001142857142857143
201+,475.0,2,0.002285714285714286
201+,490.0,3,0.0034285714285714284
201+,500.0,1,0.001142857142857143
201+,505.0,3,0.0034285714285714284
201+,515.0,1,0.001142857142857143
201+,520.0,1,0.001142857142857143
201+,530.0,2,0.002285714285714286
201+,535.0,1,0.001142857142857143
201+,580.0,1,0.001142857142857143
201+,590.0,2,0.002285714285714286
201+,600.0,20,0.022857142857142857
201+,610.0,3,0.0034285714285714284
201+,630.0,1,0.001142857142857143
201+,640.0,1,0.001142857142857143
201+,650.0,2,0.002285714285714286
201+,660.0,1,0.001142857142857143
201+,670.0,2,0.002285714285714286
201+,720.0,2,0.002285714285714286
201+,800.0,8,0.009142857142857144
201+,1000.0,25,0.02857142857142857
201+,2000.0,4,0.004571428571428572
<100,30.0,17,0.03483606557377049
<100,40.0,2,0.004098360655737705
<100,50.0,79,0.16188524590163936
<100,55.0,2,0.004098360655737705
<100,60.0,145,0.29713114754098363
<100,70.0,31,0.06352459016393443
<100,75.0,2,0.004098360655737705
<100,80.0,13,0.02663934426229508
<100,90.0,197,0.4036885245901639
