,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
9006,1204.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
37204,2464.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
17992,1399.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
17390,1561.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
34352,1992.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19608,1302.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
7168,1975.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25282,1387.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
21352,1050.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
30517,1500.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
13522,3279.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
13293,4334.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
28291,2200.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
24884,1542.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
5897,1470.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
11922,2680.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
11759,2147.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
8485,2117.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
33443,2352.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25521,1586.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
27346,1798.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
11929,2858.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
35688,2574.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33192,2400.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22498,1146.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35207,2016.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
12176,2011.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
17256,1746.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
33469,2118.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
6641,2326.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
21892,1448.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
30187,3650.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
18266,3818.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
10846,2102.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
10427,5487.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
5423,1664.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
36619,2195.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
17772,1979.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30287,1450.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
3394,1716.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
17304,1834.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
10812,1392.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
34905,2302.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34707,2490.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24684,1156.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
30090,1200.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
5197,3087.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
15509,2260.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
34117,2912.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14846,1763.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
27875,856.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
18170,3700.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26776,812.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
6880,1199.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23167,1740.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
33347,2318.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16729,1871.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
35882,2583.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34182,1504.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19709,2931.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
37404,2080.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15529,4604.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,400.0
18332,1880.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
19549,1415.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
11022,2832.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
35269,3678.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
22993,1415.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
30797,2400.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
8976,1209.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
21853,2122.0,True,True,False,False,False,True,False,False,False,False,False,False,lt_100,90.0
18370,3284.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
31404,2000.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9833,2224.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,175.0
25556,800.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
8323,1799.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
11119,1984.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16852,2024.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
13140,1560.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
26052,1342.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
18546,2742.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32422,1800.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
11919,3698.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
34474,2538.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14494,4129.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
14675,1962.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
31242,2755.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
17197,3156.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
23675,1709.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
34808,1814.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12270,1463.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
5989,2410.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29827,2300.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
31338,4518.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
12400,2985.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
31462,2448.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25804,750.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
34944,2421.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28311,1650.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
22858,1605.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
16997,1480.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
36272,2862.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
17191,1234.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
6689,1843.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,250.0
15931,1652.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
10935,2216.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
8432,1551.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
12153,1432.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
9182,2421.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
29570,2250.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
20833,3150.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
20729,1455.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
16742,3000.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32079,3474.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
3286,1900.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
36556,1764.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
21960,2616.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
37072,1656.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
34343,3350.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
10781,1458.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32178,1436.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19027,3483.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
24692,1253.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
31106,2010.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16889,1602.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
3303,1359.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,300.0
20191,1459.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
16547,2430.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
14276,1318.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
5619,2105.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
16310,2519.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
27078,750.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
36550,2108.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20530,2457.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
11896,1467.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
18109,3418.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
30576,1950.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33615,1928.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28555,2335.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
10665,2338.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
33522,1820.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32064,3053.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19364,2062.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
22201,1625.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
5251,950.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
13709,2068.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27151,1381.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26039,1260.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
31858,2880.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
24755,1984.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
17898,2291.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
26356,1659.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
7317,1074.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
36017,3814.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
14657,3300.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
6284,2276.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
26075,1621.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
16930,8712.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
20048,3651.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
12972,1932.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33222,2117.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24411,972.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
28081,1507.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12184,1624.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
34833,2424.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
11009,1672.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
9775,1520.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
15255,5182.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30141,2050.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
33497,2108.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24299,1164.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28626,1276.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
24529,924.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
11703,2567.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30893,2450.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,250.0
13173,3334.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26781,1316.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19612,1547.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
31806,2350.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25695,1991.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,250.0
9441,1090.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
26647,1500.0,True,True,False,False,False,False,False,True,False,False,False,False,101-124,110.0
37427,1163.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
15894,2514.0,True,True,False,False,False,False,False,False,False,False,False,True,101-124,120.0
33146,2159.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14261,2155.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
19718,1251.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
15108,1155.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
35082,1908.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14274,1338.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,140.0
14608,2000.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
14814,1466.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
12989,1789.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,220.0
8477,1231.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,150.0
8865,1282.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
35745,1980.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
4872,1419.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
10257,2071.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
8783,1294.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29421,964.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
9797,2006.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7245,3046.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
26488,1056.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
19197,2444.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
27088,926.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
19145,2102.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
11772,1763.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25561,1886.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
27537,1120.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23745,1327.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,435.0
31424,1753.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20622,2000.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
28585,2153.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
23658,1953.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19402,2055.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
31118,1869.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26335,1404.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
17944,2307.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
19338,2400.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
10456,2262.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
23059,2103.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
20806,2436.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
9506,2482.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14470,3090.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,1000.0
23406,930.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
27515,1789.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
9277,1580.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
18470,2086.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
10445,2267.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
21253,1728.0,True,True,False,False,True,False,False,False,False,False,False,False,lt_100,50.0
14126,2428.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
16553,5250.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
34199,2048.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35865,1816.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32902,1393.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22262,3381.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
4417,1741.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34817,1947.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15764,1822.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
36142,2272.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
18337,1918.0,True,True,True,False,False,False,False,False,False,False,False,False,201+,240.0
31516,2480.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33453,2058.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
6320,1470.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
6733,1946.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
23105,1695.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
33156,1445.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23955,2010.0,True,True,False,True,False,False,False,False,False,False,False,False,lt_100,60.0
35547,2422.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
17132,2320.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
34876,2269.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26725,1260.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
36883,1740.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35940,1952.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19191,1383.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
10106,2230.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
29811,1450.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
36792,2089.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
11833,1500.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
8845,2400.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
21789,1523.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27256,1882.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
25866,1180.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
25092,1264.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
12980,2776.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
35093,2241.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
30830,1850.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
25924,2056.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
3708,1594.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
37149,2218.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
23726,1362.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35212,1664.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36978,1992.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22686,1982.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
21894,750.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
13324,1559.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
18414,5223.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
7220,1465.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36801,1632.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
21016,2707.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26452,2072.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
12884,1575.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
4835,2030.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,150.0
14380,7800.0,True,True,False,False,False,False,False,True,False,False,False,False,201+,350.0
6410,1210.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
4236,1164.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
16896,2066.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
26853,1170.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
19566,1398.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
32022,1825.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8356,1240.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
15602,1981.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
10053,2519.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
22044,1570.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
6195,1283.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
18722,1417.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19635,1629.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
33460,2247.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10688,1392.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
30799,1200.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
30792,2700.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
16172,6288.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
9148,2184.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
5154,1740.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
19496,2121.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,150.0
17180,1200.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,150.0
12384,3406.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25783,2263.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
6114,1300.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
21058,1430.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
24786,1334.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
20774,1724.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
9470,2452.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
37501,3210.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9398,1288.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
13405,4324.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,220.0
5158,1872.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
35710,2663.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13210,1895.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
6580,728.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
33488,1908.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27086,1453.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32883,2180.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17484,3139.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
20769,2027.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
23906,1596.0,True,True,False,False,False,False,False,True,False,False,False,False,lt_100,90.0
15731,2460.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
5844,3217.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
15306,1638.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
34737,1678.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
10903,3983.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
33377,1538.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33783,2116.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17151,1660.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,240.0
23814,2030.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
15392,2661.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
6859,820.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,150.0
4771,1386.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
34466,1958.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35521,2340.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26082,1269.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
5863,1056.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35504,2124.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
15457,94526.0,True,True,False,False,False,False,True,False,False,False,False,False,lt_100,90.0
9218,2333.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
13375,2900.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
19678,1372.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
12676,2119.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
10407,1611.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
17707,2864.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
37061,2144.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,150.0
3371,2202.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
24484,1430.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
6671,1621.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
8662,1018.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
10485,2103.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
35974,3067.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
31091,2534.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
33304,2996.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
11940,2441.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
3360,1088.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
6231,1545.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
33461,2192.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25311,1012.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
