Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G13,9.1467949884375e-05,0.0,1.48411902690448e-06,4.39495474087415e-07,2.69701656724965e-07,4.46028731577735e-06,8.971371016115699e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G15,1.99704807419514e-07,1.5044938162287e-09,5.6254903997162406e-09,4.2851886054582e-07,7.23464781590658e-08,1.9035065264589e-08,1.9623807101017199e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G16,9.659178397619099e-06,0.0,1.1913880990352e-06,0.0,0.0,1.21474352564999e-06,1.9553096982285002e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G17,2.111712632105156e-05,0.0,1.344219078605818e-05,3.07215779239362e-07,0.0,6.4863104578087e-06,1.1004743571833641e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G18,1.959607954655778e-05,0.0,1.6710715950780758e-05,8.77594581675532e-07,0.0,2.517443940184366e-06,1.034364804549194e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G19,3.7754687832648605e-06,4.898830514351401e-07,1.145714447278991e-05,7.2583585173891e-07,0.0,9.016869367503591e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G20,9.897837981749199e-06,0.0,3.3982670743606403e-06,5.9987238931257e-08,0.0,2.90984109167396e-06,1.7649829411566198e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G21,9.05342601108475e-05,4.1372998605372e-07,6.5623527443504e-06,1.87238300333595e-07,5.1265640963666e-07,3.7998037165477e-06,1.6646451941344501e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G22,0.000197820258489148,0.0,6.05882058206021e-06,6.328927648243209e-07,0.0,3.00822210509504e-06,9.17469592792207e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G23,7.310627389748801e-07,1.06713140439262e-05,0.0,0.0,7.5648507206048e-08,3.5692200130151e-06,3.2457206275508997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G24,6.35473178021407e-06,1.095642833950181e-06,1.025919535349687e-06,0.0,6.57385957547264e-07,3.7251853782534602e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G25,0.0,1.7259498486825e-07,1.2899227463689e-06,4.2694615966324e-07,2.1801521352121e-07,3.4337355955784e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G26,1.569260811756958e-05,1.90084034832116e-07,6.83266676861019e-05,9.424130350861141e-07,2.32617074114821e-07,9.785177401440921e-06,1.4855201999923e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G27,1.77930251377724e-06,4.2628734655648e-08,8.305169168766e-06,0.0,7.8859838176624e-08,9.1116221392674e-06,1.17439863965816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G28,9.33154264886755e-05,1.0731782083500999e-08,3.50782270311497e-06,1.22526647257668e-06,2.38943358329476e-07,7.1351734356070696e-06,4.74838537095947e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G29,3.550975816721779e-05,1.137115751419624e-06,1.2872106961678309e-06,4.130103333299823e-08,0.0,6.150378132728649e-06,8.152794616365581e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G30,5.20402180225733e-06,3.07015553293365e-08,6.76396931856627e-06,7.685001881044201e-09,2.7366506610154203e-07,5.14774446365144e-06,5.705525600633881e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G31,2.89199590400952e-06,0.0,3.83136489488214e-06,0.0,0.0,8.760432205047601e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G32,6.2862737887266e-06,0.0,3.3347615407124e-06,4.6489946519874e-08,3.8820195329128e-07,2.3195994443054e-06,6.2079690270454e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G33,6.227680722848801e-07,3.2661910720138e-06,9.2033791515124e-07,0.0,9.9076680635208e-08,6.5065068137002e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G34,9.573468494978431e-07,1.3473730900125302e-06,6.940771973035951e-06,0.0,3.36843908518488e-07,3.1379725609659e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G35,2.0569993499567502e-05,3.8476615070676004e-07,1.3011689069931e-05,3.1824824058216e-07,8.405624181453e-07,8.8974406216085e-06,3.2402326329804996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G36,4.573849645398656e-06,7.72568417122338e-06,1.740285574047818e-05,2.449268667068598e-07,7.900398659134736e-07,3.219657652957516e-05,1.9776713554549678e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G37,0.0001279025341613277,2.16740569828928e-06,9.00034037210439e-07,1.070987002393543e-06,1.020897149224412e-06,8.114011121908e-06,1.060028954310363e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G38,1.0996693672997399e-05,6.6236077133409e-08,7.9951290083411e-06,0.0,1.1922508645233302e-07,7.6785467273083e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G39,2.893921102981075e-05,7.53033287837075e-07,1.2064869477016149e-05,1.438940316656125e-07,3.10810856479645e-07,5.9372463607878e-06,8.30827763296175e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G40,6.69606225985315e-05,7.916153120328e-08,4.94089932663449e-06,3.7238295285524e-07,1.488347012204e-07,7.6232273834118e-06,6.291933548737e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G41,2.16753811932746e-05,3.1519573625548997e-07,1.2989298661289401e-06,6.250958080213e-07,2.4284454140624e-07,4.06045199371929e-06,2.12974513101585e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G42,1.73549984867506e-05,9.6688311525253e-06,1.57218781255785e-05,6.44324947497753e-07,1.84503879963335e-06,2.33497445320578e-05,5.38225002166235e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G44,2.989185133308e-08,8.060742773919999e-08,2.552566551164e-07,3.3586348468240002e-09,1.141936565728e-08,2.097470398872e-07,7.89277573936e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G45,0.000116048061715026,1.13172310210996e-06,1.01738827742961e-06,1.38546679731275e-06,0.0,2.4431043701698e-06,2.6326033712937004e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G46,5.42722308648438e-06,0.0,3.40912136139976e-06,1.2754233380486562e-07,0.0,3.8255635220253e-06,2.55084112595656e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G47,8.99860988578499e-05,3.02737418480525e-07,3.86093926529096e-06,2.1475910522906702e-07,1.6031932956396e-08,3.61997167763357e-06,7.81553143164655e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G48,0.00044254272864162136,3.03899278488094e-07,1.3888504473080515e-05,3.1373900008194e-06,8.797872907244629e-07,3.3549692525916624e-05,9.2032492405716e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G49,1.1910614347189599e-06,0.0,3.2208974526405204e-06,0.0,2.2563028655293596e-06,9.142635324052e-07,5.03265513207194e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G50,6.217429567579999e-08,1.56543129028e-06,1.884377938425e-07,0.0,6.217429567579999e-08,3.980216255078e-06,6.8212552153e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G51,4.903433501568707e-05,5.544218024296238e-07,2.68211562596524e-07,2.6921034937801583e-07,6.68183883645049e-08,1.912387220191031e-06,2.018140969915789e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G53,2.266349905512775e-05,0.0,8.477446254041999e-07,6.9069877768305e-08,5.384391300994e-07,6.0393616153571e-06,3.14923974702675e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G54,3.38025378371094e-05,1.3052118153640003e-07,3.7632765360844e-06,0.0,2.037995530446e-07,1.3786092647573e-06,6.759277085161e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G55,1.7580880475971998e-06,3.8407135002684004e-08,4.53335974192026e-06,0.0,0.0,8.2848537543353e-06,2.3572225763771398e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,2010s,G56,1.7941717728088e-06,0.0,7.740557053936e-06,0.0,0.0,1.9140520771306e-06,2.1062115461303e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G01,2.7407969319454498e-06,0.0,3.2737322845259904e-07,1.9033315764275197e-07,1.97946519822474e-07,8.5269387357797e-07,1.75106433283308e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G02,3.67075122490667e-08,3.2411322318361e-07,1.77670694414767e-07,0.0,2.902511041282e-10,2.44959689182096e-08,6.64665496219384e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G04,6.2141841560702794e-06,0.0,2.2937167353919e-06,8.86578907123377e-07,8.7844493733919e-07,4.4735643845378197e-07,9.76050411171888e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G05,2.9747556450640203e-06,0.0,1.43443244402577e-06,4.52471154576658e-07,4.7172527292974397e-07,4.1396291787048605e-07,5.198605688124591e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G06,8.75235497472971e-06,3.117495476877043e-07,1.2883055321556804e-05,7.739187277804796e-06,1.823735648124062e-06,1.0131845937545226e-06,1.2703813753080445e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G08,2.43396693714174e-06,5.36905309000138e-08,2.06708535589335e-06,1.5301766966059599e-06,6.35337586035711e-07,6.800798347143579e-07,9.7537750339289e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G09,6.217476811999201e-07,5.756902057302e-08,1.23197816976828e-06,2.7633167525238e-07,0.0,1.5773922932064e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G10,1.94883800602e-07,2.563393749365e-07,4.1094992655659997e-07,2.3775102845659998e-09,4.4668496394839995e-09,1.0504262882339998e-07,2.708920869757e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G12,1.1227391140118798e-05,0.0,1.908050059700253e-07,3.645384411833619e-06,7.632217230510733e-07,6.627973202580191e-07,5.021186156233268e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G13,6.0772482038232e-06,0.0,1.8475809211758e-06,1.9172995010289e-06,4.9965826767654e-07,4.1831919013233003e-07,2.5563993347051997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G15,1.1174788509074401e-07,9.10061596201402e-10,1.835289857822523e-08,2.879582830343901e-07,8.4559776182668e-09,8.60764427246399e-09,4.47445262854475e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G16,7.253097646027221e-07,5.89812236464087e-07,7.17337900222879e-07,2.709944521193026e-07,3.50698596126515e-07,3.02876472216968e-07,6.37634360373634e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G17,3.0038165453305602e-06,0.0,7.735174522036799e-06,9.73066215847184e-07,9.025544879320321e-07,8.24991040898104e-07,2.18586902864232e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G18,3.4804670935556e-06,2.36409206035002e-07,3.0076529368555604e-06,1.063842491e-06,8.405664205163929e-07,6.960944825536111e-07,1.31338802411387e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G19,1.7784160132579401e-06,0.0,4.86661247519048e-06,5.76783732139286e-07,0.0,5.887997245615099e-07,6.60898220548412e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G20,9.354714582678e-07,0.0,2.5473640095992997e-06,4.7493336919860003e-07,0.0,2.0148633792670499e-07,4.60540398966525e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G21,1.99209280819626e-06,0.0,1.04132385300951e-06,2.89759476391749e-07,9.1455117583599e-07,3.16924378321698e-07,6.700707157725e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G22,4.97343427821909e-06,0.0,1.51830707154291e-06,2.91982246834293e-07,2.82249989769519e-07,2.91982246834293e-07,2.91982246834293e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G23,2.89607261223e-07,1.326585423723e-06,2.3355375230845001e-07,4.110553783399e-07,0.0,0.0,5.044746670432001e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G24,1.02031245725304e-06,1.3003991438382e-07,4.30132060357482e-07,1.16035580054562e-06,5.0015279971776e-07,1.42043562931326e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G25,6.071260443418e-07,3.2419395225343e-07,2.9825848186116e-06,1.07867953115575e-06,2.7703860357203503e-07,4.53871876564835e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G26,1.366536353690877e-06,5.308025930291231e-07,1.004009090656877e-05,2.23614947292e-06,5.759778945400001e-07,1.2535989469399998e-06,9.373752244691231e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G27,1.42371896503456e-06,0.0,1.68934121155602e-06,5.737402964124e-07,3.18743565764124e-07,1.07310511177414e-06,1.38122316166508e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G28,1.69858550739183e-06,0.0,2.9918240671501604e-07,6.369680669466001e-07,0.0,1.3607990480534e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G29,3.240590964448164e-06,0.0,2.592474652200714e-06,1.5598798521016322e-06,6.37133361899898e-07,7.140290594702244e-07,6.591039642004591e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G30,0.0,8.9562749346252e-07,2.23907037564168e-07,1.3807619258958e-06,0.0,1.6793044237166399e-07,6.157445175e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G31,7.43812597575388e-07,0.0,2.487642948837242e-06,5.61991631848563e-07,2.396734908162758e-07,6.03313468518783e-07,2.479378581503198e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G32,3.4425933394038996e-07,0.0,1.24793726154039e-06,8.4988649895961e-07,0.0,7.8533807555961e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G33,0.0,5.072932030790399e-07,0.0,8.7254077692096e-07,7.000615294209601e-07,6.797724505790399e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G34,2.5726147703133003e-07,2.0859041279019e-07,2.8020648979905003e-06,6.396773941962001e-07,2.6421455494414497e-07,2.1554349070300502e-07,4.24133903493195e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G35,3.2914377489045e-07,0.0,1.0567219222534652e-06,6.8426875756161e-07,0.0,9.5278128363015e-08,9.9608751193146e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G36,5.779929607219199e-07,3.12117223115736e-06,8.469126534585601e-06,2.38498920740232e-06,1.028220044826792e-06,8.03107356379272e-07,6.87507057025056e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G37,7.18578936724392e-06,2.2616254486674001e-07,6.373657577294279e-07,3.0017855280103196e-06,3.49522990197372e-07,8.53248481538688e-07,7.0932709777266e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G38,0.0,0.0,3.3966785399002497e-06,0.0,2.7065184420386497e-07,3.5184727242393996e-07,1.4885849347194498e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G39,3.24875512757034e-06,2.3136524341645496e-07,7.34585188302387e-06,1.61956390998375e-06,9.061818578270189e-07,6.94095730249365e-07,3.6632914278405296e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G40,1.5476896098552419e-06,4.5272536939396316e-07,1.47399010462404e-06,3.263836045370334e-07,2.000412700881318e-07,4.1061144777498666e-07,1.284475463766744e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G41,2.53395350720289e-06,2.25797256403709e-07,2.40014212969239e-06,2.1492598611191e-06,0.0,4.0141805909276e-07,3.26151771176899e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G42,1.97202623951995e-06,4.170847204277e-06,4.5258011650399e-06,2.3664373049108e-06,5.916093262277e-07,7.0007055124554e-07,2.16923904407395e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G44,5.10125341726e-08,5.053776514354e-07,7.394840972413999e-07,3.895612796728e-09,1.1288732094392e-08,3.352500166792e-08,3.27572724634e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G45,6.5571068693844e-06,4.2737150163582e-07,6.5937325171662e-07,2.1979108390554e-07,4.0295016928530004e-07,5.0063549868738e-07,3.0526574713236e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,<1940,G46,6.077308354656e-07,1.6699353760089e-07,1.3007759772661501e-06,8.007822124995e-09,5.7717981901965004e-08,8.3687731903545e-07,1.0194565258993501e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
