SiteID,All Screens except SEEM Run
10002,0
10005,1
10011,1
10016,0
10021,0
10030,0
10040,0
10044,0
10052,0
10055,1
10062,0
10068,1
10079,1
10082,1
10083,1
10087,1
10096,1
10100,0
10134,0
10141,1
10144,1
10150,1
10172,0
10174,1
10176,0
10178,0
10186,0
10191,1
10192,0
10211,0
10229,1
10230,0
10231,1
10235,0
10244,1
10245,0
10254,0
10259,0
10265,1
10268,1
10282,1
10288,1
10289,0
10292,1
10298,0
10299,0
10305,1
10306,1
10309,0
10313,1
10318,1
10319,1
10322,1
10325,1
10332,1
10334,1
10335,0
10337,1
10338,0
10348,1
10352,1
10369,0
10384,0
10388,0
10398,0
10401,1
10408,0
10411,0
10413,1
10421,1
10425,1
10430,0
10435,1
10459,1
10462,0
10466,0
10476,1
10486,1
10490,1
10491,1
10493,1
10496,0
10510,0
10514,0
10516,1
10518,1
10525,0
10537,1
10540,1
10551,0
10552,0
10557,1
10561,0
10565,1
10567,0
10579,0
10580,1
10585,0
10595,0
10605,1
10612,1
10627,1
10629,0
10630,1
10636,1
10637,1
10638,1
10649,0
10657,0
10658,0
10661,0
10664,1
10681,1
10688,0
10690,0
10695,1
10696,0
10697,0
10699,0
10701,1
10705,0
10709,0
10710,1
10713,1
10715,1
10728,1
10733,1
10738,0
10741,0
10752,0
10764,1
10786,0
10795,0
10801,1
10807,1
10809,1
10811,0
10822,0
10823,1
10840,1
10843,1
10848,1
10852,1
10866,0
10887,1
10895,0
10911,1
10915,1
10927,0
10946,0
10948,1
10951,1
10965,0
10978,1
10986,0
10990,1
10995,0
11003,1
11006,0
11014,1
11021,0
11030,0
11032,1
11035,0
11041,1
11047,0
11048,1
11051,0
11054,1
11055,0
11061,0
11084,0
11086,1
11089,1
11094,0
11110,0
11118,1
11119,0
11138,1
11145,0
11154,1
11163,0
11178,1
11187,0
11194,0
11210,1
11217,1
11219,1
11221,0
11222,1
11233,0
11236,1
11246,1
11273,0
11282,1
11283,0
11284,0
11289,0
11302,0
11315,0
11317,1
11323,1
11327,1
11332,1
11339,1
11341,1
11342,1
11346,0
11347,1
11349,1
11352,0
11375,0
11377,0
11409,0
11411,1
11414,0
11416,0
11417,0
11418,0
11420,1
11437,1
11439,0
11452,1
11467,0
11472,1
11475,0
11476,0
11478,1
11494,1
11496,0
11499,1
11503,0
11504,1
11512,0
11516,1
11520,1
11531,1
11533,0
11535,1
11536,1
11539,0
11544,1
11549,1
11552,1
11555,1
11574,1
11585,1
11602,1
11633,1
11636,1
11639,1
11645,1
11653,1
11670,0
11675,1
11677,1
11679,0
11684,1
11702,0
11705,0
11713,0
11717,0
11725,1
11729,0
11732,1
11734,1
11739,1
11749,1
11752,1
11753,1
11762,0
11766,0
11769,0
11772,1
11774,0
11775,1
11779,0
11780,0
11788,1
11794,0
11802,0
11808,1
11815,1
11825,1
11827,1
11835,1
11836,1
11838,1
11842,0
11844,0
11860,1
11871,0
11872,1
11873,0
11880,1
11894,1
11896,0
11900,1
11904,1
11908,1
11910,1
11914,0
11925,1
11933,1
11943,1
11953,1
11954,0
11958,1
11967,0
11971,0
11978,1
11980,1
11988,1
11992,0
11993,0
12016,0
12018,1
12022,1
12029,0
12033,0
12035,0
12039,1
12049,1
12054,1
12060,1
12062,1
12063,1
12064,0
12086,0
12092,1
12101,0
12103,0
12105,1
12107,1
12108,0
12111,1
12114,1
12131,1
12142,1
12144,0
12145,1
12146,1
12148,0
12153,1
12163,0
12169,0
12176,0
12183,1
12186,0
12190,0
12197,1
12199,0
12203,0
12207,1
12213,0
12214,0
12215,1
12226,0
12229,0
12230,0
12232,0
12242,0
12247,1
12255,1
12263,0
12264,1
12266,1
12270,0
12271,0
12274,1
12278,0
12295,0
12303,1
12305,0
12307,1
12315,1
12320,0
12321,0
12339,0
12341,1
12348,1
12358,0
12370,1
12372,0
12376,0
12377,1
12398,1
12399,1
12404,1
12407,0
12408,1
12414,1
12427,1
12434,1
12456,0
12458,1
12460,0
12478,1
12482,1
12483,1
12486,1
12489,0
12494,1
12496,1
12499,1
12504,0
12505,0
12507,1
12510,1
12514,0
12524,0
12556,1
12561,1
12564,1
12569,1
12572,1
12582,1
12600,0
12614,0
12620,1
12621,0
12630,0
12640,0
12643,1
12648,1
12656,1
12657,0
12661,1
12669,1
12670,1
12675,1
12678,0
12679,1
12690,0
12693,1
12724,1
12730,0
12737,1
12738,0
12739,0
12743,1
12745,1
12753,1
12755,0
12759,0
12771,0
12773,0
12777,0
12782,1
12814,1
12818,1
12825,0
12833,0
12845,1
12853,1
12856,1
12889,0
12895,1
12897,1
12898,1
12902,1
12906,1
12908,1
12939,1
12944,1
12955,1
12956,0
12975,0
12977,1
12992,0
12994,1
13004,0
13011,0
13017,1
13019,1
13023,0
13041,0
13046,0
13051,0
13055,0
13094,0
13113,1
13127,1
13129,1
13131,0
13141,1
13154,1
13165,1
13166,0
13169,0
13188,1
13191,1
13222,0
13232,1
13242,0
13246,0
13248,1
13250,0
13261,0
13265,1
13273,0
13275,1
13292,0
13293,1
13303,0
13310,0
13315,1
13319,0
13323,0
13327,1
13328,1
13336,0
13347,1
13359,0
13365,0
13400,0
13401,0
13420,1
13426,0
13427,1
13435,0
13445,1
13451,0
13453,0
13455,1
13462,1
13474,1
13490,0
13494,0
13495,1
13505,0
13507,1
13514,1
13554,0
13621,1
13643,1
13655,0
13656,1
13672,0
13678,0
13691,1
13713,0
13746,0
13752,1
13756,1
13785,1
13803,1
13817,0
13829,0
13863,1
13867,1
13871,1
13880,1
13895,0
13898,0
13903,1
13912,1
13948,0
13956,1
13970,1
13974,1
13975,0
14000,0
14012,0
14015,0
14017,1
14037,1
14046,1
14051,1
14052,0
14073,1
14078,1
14102,0
14117,0
14122,1
14129,0
14140,1
14143,1
14150,0
14153,0
14162,1
14174,1
14181,1
14210,0
14211,1
14222,1
14264,1
14273,0
14277,0
14284,0
14285,1
14300,0
14329,0
14331,1
14423,0
14457,0
14508,1
14542,1
14545,1
14560,0
14577,0
14646,0
14674,1
20007,0
20016,0
20020,1
20028,1
20034,0
20038,0
20042,1
20043,1
20051,1
20058,0
20065,1
20066,1
20076,1
20078,1
20080,1
20081,1
20085,1
20088,0
20089,0
20095,1
20100,1
20106,0
20108,0
20109,0
20111,1
20117,0
20125,1
20152,1
20154,1
20155,0
20156,1
20163,1
20166,1
20168,1
20180,1
20182,0
20184,1
20185,1
20188,0
20200,0
20206,1
20215,1
20230,1
20244,1
20245,0
20250,0
20264,1
20265,1
20266,1
20274,0
20287,1
20288,1
20290,1
20294,0
20297,1
20303,1
20305,1
20311,0
20324,1
20325,1
20338,1
20340,0
20344,1
20351,0
20357,1
20360,0
20363,0
20371,1
20374,1
20381,0
20384,1
20390,1
20392,0
20395,0
20408,1
20411,0
20414,1
20426,1
20430,0
20433,0
20440,1
20445,1
20446,0
20448,1
20457,0
20458,1
20466,1
20469,0
20472,0
20477,0
20485,1
20491,1
20505,1
20516,0
20540,1
20547,1
20553,0
20559,0
20565,1
20574,0
20586,1
20593,1
20595,1
20601,1
20603,0
20606,1
20612,1
20613,0
20618,1
20619,1
