SiteID,All Screens except SEEM Run
20626,1
20632,1
20635,0
20646,0
20650,0
20671,0
20685,0
20688,0
20702,1
20707,0
20712,1
20716,1
20746,1
20748,1
20753,1
20758,0
20770,0
20775,0
20777,1
20778,1
20779,1
20783,0
20792,1
20807,0
20808,1
20809,0
20814,1
20817,1
20819,0
20825,0
20839,0
20853,1
20859,0
20861,1
20863,1
20878,0
20894,0
20895,0
20902,1
20905,0
20920,0
20930,1
20936,1
20941,0
20946,1
20958,1
20965,0
20968,1
20970,0
20974,1
20976,1
20995,0
20998,1
21002,1
21003,0
21006,0
21012,1
21016,0
21018,0
21021,1
21026,1
21038,1
21045,0
21049,1
21070,1
21085,0
21089,0
21091,1
21103,1
21107,1
21109,1
21112,0
21122,1
21132,1
21137,0
21143,0
21155,0
21160,1
21176,0
21180,0
21188,0
21201,1
21203,1
21214,1
21218,1
21219,0
21225,1
21228,0
21231,1
21233,0
21238,1
21242,0
21252,1
21258,1
21259,1
21263,1
21264,1
21277,1
21291,0
21293,1
21294,1
21295,1
21296,0
21298,1
21305,1
21316,1
21319,1
21320,1
21326,1
21334,1
21343,1
21345,0
21350,1
21353,1
21355,0
21366,1
21367,0
21372,0
21374,1
21376,1
21384,0
21390,1
21391,0
21394,1
21401,1
21403,0
21405,1
21408,0
21411,1
21414,0
21417,1
21419,0
21427,1
21431,0
21436,0
21437,1
21438,1
21452,0
21456,0
21459,1
21460,1
21463,0
21464,1
21469,1
21471,1
21483,0
21484,1
21486,1
21487,0
21494,0
21499,1
21501,0
21503,1
21504,1
21524,1
21531,1
21532,1
21537,1
21546,1
21566,1
21578,1
21588,0
21598,1
21601,0
21605,1
21612,0
21615,0
21623,1
21638,0
21647,1
21654,1
21668,1
21672,0
21678,1
21680,0
21684,1
21689,1
21692,1
21700,1
21701,1
21703,1
21707,1
21708,0
21710,0
21719,1
21720,1
21722,0
21733,0
21741,1
21746,0
21748,1
21753,1
21768,0
21777,1
21781,1
21783,1
21787,1
21791,1
21796,0
21799,0
21816,1
21818,1
21828,1
21831,1
21856,0
21862,1
21877,0
21881,1
21883,0
21888,1
21889,1
21896,1
21898,1
21899,0
21905,0
21906,1
21914,1
21922,0
21934,1
21936,0
21950,1
21951,1
21961,1
21967,1
21974,1
21977,1
21978,1
21979,1
21981,0
21988,0
22000,1
22005,1
22015,1
22019,1
22021,0
22023,1
22024,1
22039,0
22041,1
22047,1
22052,0
22053,1
22059,1
22061,1
22077,1
22084,1
22086,0
22087,1
22095,1
22096,1
22108,1
22109,1
22123,1
22124,1
22125,0
22127,1
22129,0
22131,1
22138,1
22144,0
22153,1
22159,1
22172,1
22175,0
22176,1
22177,1
22179,0
22180,1
22181,1
22186,1
22187,1
22191,0
22198,1
22200,0
22203,0
22205,1
22212,1
22214,1
22215,0
22222,1
22225,1
22226,1
22228,1
22232,0
22233,1
22240,1
22245,0
22246,1
22250,1
22273,0
22280,1
22284,1
22288,1
22289,1
22291,0
22293,0
22295,0
22302,1
22306,1
22312,0
22319,1
22322,0
22333,1
22352,1
22369,0
22375,0
22398,1
22404,1
22411,1
22413,0
22425,0
22432,1
22439,1
22445,1
22458,1
22460,1
22474,1
22475,1
22479,1
22493,1
22509,1
22514,0
22515,1
22519,0
22521,1
22530,1
22533,0
22546,0
22557,1
22559,1
22566,1
22570,1
22571,1
22576,1
22577,0
22580,0
22583,0
22590,1
22597,0
22598,1
22602,1
22607,1
22612,0
22615,0
22618,1
22620,0
22625,1
22627,1
22632,1
22641,1
22649,1
22652,1
22663,0
22671,1
22673,1
22679,1
22681,0
22683,1
22688,1
22693,1
22694,1
22699,0
22701,0
22702,1
22703,0
22705,1
22721,1
22724,0
22728,0
22733,0
22739,0
22743,0
22751,1
22756,1
22767,0
22774,0
22785,0
22787,1
22822,0
22832,0
22833,1
22845,1
22854,0
22855,0
22869,0
22872,0
22878,0
22880,0
22890,0
22891,0
22897,0
22902,1
22903,0
22904,1
22909,0
22919,0
22935,1
22938,0
22944,1
22950,1
22953,1
22955,0
22957,1
22960,1
22965,0
22966,1
22969,0
22977,1
22982,0
22985,0
22993,0
22994,0
23003,0
23017,0
23021,0
23028,1
23029,1
23034,1
23049,1
23084,1
23110,1
23111,0
23112,1
23113,1
23119,1
23122,1
23123,0
23138,1
23145,1
23151,0
23155,1
23178,0
23183,0
23185,1
23188,1
23192,1
23196,1
23211,1
23213,0
23233,0
23235,1
23241,1
23260,1
23262,0
23267,1
23274,1
23278,0
23282,0
23283,0
23284,1
23287,1
23294,1
23300,1
23314,1
23318,1
23335,0
23345,1
23355,0
23358,0
23366,1
23368,0
23379,1
23380,1
23381,0
23384,0
23387,1
23390,1
23391,0
23392,1
23400,1
23403,1
23408,0
23414,1
23424,1
23427,1
23428,1
23439,1
23440,1
23444,1
23446,1
23449,0
23465,0
23480,0
23482,1
23486,0
23489,1
23501,0
23502,0
23504,0
23511,0
23526,1
23538,0
23539,1
23544,1
23545,0
23546,1
23547,0
23554,1
23556,0
23559,1
23564,1
23566,1
23581,0
23602,1
23607,0
23611,0
23618,0
23619,1
23621,1
23624,0
23627,1
23631,1
23640,1
23645,1
23666,1
23667,0
23674,0
23676,1
23696,0
23704,1
23705,0
23710,1
23714,0
23720,1
23721,0
23724,1
23734,1
23742,1
23744,1
23746,1
23756,0
23762,0
23763,1
23765,1
23788,1
23791,1
23813,1
23824,0
23830,1
23835,0
23840,0
23846,0
23847,0
23857,1
23859,0
23860,1
23870,0
23879,0
23882,1
23886,1
23889,0
23905,1
23909,1
23910,1
23913,0
23914,0
23926,0
23931,1
23932,0
23933,0
23936,1
23939,1
23946,1
23948,1
23952,1
23960,1
23965,1
23966,0
23972,1
23973,1
23986,1
23994,0
23995,1
24016,0
24027,1
24033,0
24040,0
24048,0
24083,1
24093,0
24119,1
24120,0
24151,1
24153,1
24158,1
24171,1
24184,1
24196,1
24202,1
24203,0
24205,1
24207,1
24209,1
24221,1
24224,0
24227,1
24232,1
24242,0
24245,1
24246,1
24247,1
24249,0
24259,1
24266,0
24288,1
24296,0
24310,1
24311,0
24312,1
24317,0
24332,0
24341,1
24342,1
24347,0
24349,1
24351,1
24363,1
24366,1
24373,0
24375,1
24378,0
24398,1
24400,1
24401,1
24402,1
24408,1
24410,0
24417,1
24418,1
24419,1
24436,0
24445,0
24451,0
24456,1
24462,1
24467,1
24479,1
24488,1
24495,1
24499,1
24500,1
24510,1
24521,1
24522,0
24524,1
24533,1
24536,1
24540,1
24547,1
24550,1
24551,1
24553,1
24559,1
24563,1
24572,0
24594,1
24607,0
24614,0
24622,0
24623,1
24647,0
24655,1
24662,1
24671,1
24672,1
24684,1
24686,1
24689,0
24696,1
24699,1
24706,0
24713,1
24733,1
24740,1
24765,1
24770,1
24781,1
24785,0
24790,1
24795,0
24807,0
24808,0
24816,0
24822,1
24826,1
24827,1
24833,1
24844,0
24850,1
24863,1
24866,1
