"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",39.0812715688878,4.17485695460268,9.36110434294082,8.34807337532524e-21
"income",0.00533010773200395,1.20241213941406e-05,443.284590806057,0
"vintage1950s",2.06201895106357,3.19580231837333,0.645227315597277,0.518784141886131
"vintage1960s",1.89189861895214,3.30059731615748,0.57319886000352,0.566513760858871
"vintage1970s",-1.32063770532113,3.07906157156779,-0.42890915774987,0.667991991120501
"vintage1980s",2.22059388575027,3.62645113484809,0.612332498957907,0.540321793763388
"vintage1990s",-16.9738257500864,3.50346920279792,-4.84486226867097,1.2724415112084e-06
"vintage2000s",-34.1815240360265,3.30321730734363,-10.3479489405783,4.64898058420961e-25
"size1500-2499",0.161750114584774,2.24025699223218,0.0722015889898448,0.942441895679938
"size2500-3499",-14.5710551689403,2.99065150518752,-4.87220097148253,1.10846607155471e-06
"size3500+",-37.402922890504,3.75786855657344,-9.953228093909,2.62307415793328e-23
"sizeBlank",-14.3143697859744,4.09056904626468,-3.49935904371192,0.000466960975677537
"heatingfuelFuel Oil",7.56393517429215,4.68871387505494,1.61322174392728,0.106705410603514
"heatingfuelNatural Gas",-0.165260877087988,2.31277452013689,-0.0714556804604567,0.943035506943164
"heatingfuelNone",-64.3170101536352,18.1776892304229,-3.53823906539187,0.000403329791220712
"heatingfuelOther Fuel",-10.1255884653741,5.72313836140377,-1.76923705595866,0.0768630816898345
"heatingfuelPropane",7.12818089569854,4.36778968638357,1.63198812386054,0.102691038392921
"actypeNone",6.58038099682058,3.37418739129494,1.95021207589042,0.0511588667977199
"actypeRoom",-12.961745529606,2.73861240550821,-4.7329609343534,2.22137348535562e-06
"metro3Inside MSA, but not in central city - rural",0.626186433916636,3.05946418480462,0.20467192818491,0.837829651436342
"metro3Inside MSA, but not in central city - urban",-7.5494577603242,2.48067503980986,-3.04330782515667,0.00234167387553416
"metro3Outside MSA, rural",10.52058373606,3.15018543602163,3.33967125101894,0.000839657274989712
"metro3Outside MSA, urban",5.66931121506579,3.62683645525842,1.56315601351311,0.118024998657562
"divisionMiddle Atlantic",-0.120576479737357,3.70758262649872,-0.0325215893708145,0.974056285863798
"divisionMountain - Pacific",-0.734819433239772,3.08186569420536,-0.238433308311068,0.811546440192706
"divisionNew England",11.2605520477448,5.22454718961835,2.15531636313297,0.0311439236666037
"divisionSouth Atlantic - East South Central",7.71503605093001,3.00591182138956,2.56662088223318,0.0102736266001752
"divisionWest North Central",0.950628182979501,3.91080513275384,0.243077358935066,0.807946903266649
"divisionWest South Central",-1.74171784725873,3.49209681943804,-0.49875989622161,0.617951696374418
