"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",40862.081412849,1425.2666975331,28.6697791252503,1.6415598141812e-178
"vintage1950s",1335.69783889496,1525.75199908144,0.875435745585848,0.381343420794495
"vintage1960s",1014.24614226112,1562.40568088448,0.649156716895035,0.516241738845971
"vintage1970s",5813.18844992495,1448.36848144019,4.01361153906401,5.993265559573e-05
"vintage1980s",18911.3005319533,1683.7976503838,11.2313379981512,3.24469490094512e-29
"vintage1990s",21073.7976269866,1618.99891671113,13.0165606718232,1.23471428649609e-38
"vintage2000s",18180.3919153735,1534.83991278415,11.8451388734053,2.66367800597633e-32
"size1500-2499",20735.6228558542,1023.96539859184,20.2503159622092,1.30495895024018e-90
"size2500-3499",48629.8181017494,1348.27145316039,36.0682694777522,2.79855241034444e-279
"size3500+",77341.7591151986,1674.35752999745,46.1919021054699,0
"heatingfuelFuel Oil",29140.007761146,1956.59882365642,14.8931949712053,5.36599813417636e-50
"heatingfuelNatural Gas",15900.1999904185,991.627913157291,16.0344417290484,1.23169957731374e-57
"heatingfuelNone",16948.0029724295,9000.7779853701,1.88294867398983,0.0597163765302879
"heatingfuelOther Fuel",182.879932798868,2654.922776841,0.0688833341572631,0.945082914333918
"heatingfuelPropane",2546.79902494014,1960.19579347901,1.29925746877561,0.193864935135571
"actypeNone",-6017.54467763763,1478.54921110227,-4.06989813558625,4.71464131806333e-05
"actypeRoom",-11883.9794131124,1269.60703750574,-9.36036038084636,8.4476605676278e-21
