Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/03 20:00:00,0.0,0.0,0.145,0.219,0.026,1.633,0.074,0.106,0.022,0.0,2.411,3.605,2.15,2.486,3.605
2009/01/03 21:00:00,0.0,0.0,0.118,0.187,0.022,1.134,0.066,0.091,0.022,0.0,1.103,0.0,1.575,1.17,0.0
2009/01/03 22:00:00,0.0,0.0,0.11,0.142,0.017,1.086,0.062,0.087,0.022,0.0,0.0,0.0,1.464,0.062,0.0
2009/01/03 23:00:00,0.0,0.0,0.107,0.122,0.015,0.932,0.051,0.065,0.022,0.0,1.103,0.0,1.262,1.154,0.0
2009/01/04 00:00:00,0.0,0.0,0.087,0.054,0.007,0.799,0.044,0.051,0.022,0.0,0.0,0.0,1.02,0.044,0.0
2009/01/04 01:00:00,0.0,0.0,0.074,0.027,0.003,0.66,0.032,0.043,0.022,0.0,1.103,0.0,0.83,1.135,0.0
2009/01/04 02:00:00,0.0,0.0,0.073,0.016,0.002,0.618,0.021,0.038,0.022,0.0,0.0,0.0,0.769,0.021,0.0
2009/01/04 03:00:00,0.0,0.0,0.073,0.011,0.001,0.607,0.017,0.033,0.022,0.0,0.0,0.0,0.748,0.017,0.0
2009/01/04 04:00:00,0.0,0.0,0.073,0.011,0.001,0.592,0.017,0.03,0.022,0.0,1.103,0.0,0.73,1.12,0.0
2009/01/04 05:00:00,0.0,0.0,0.065,0.012,0.001,0.563,0.025,0.027,0.022,0.0,0.0,0.0,0.69,0.025,0.0
2009/01/04 06:00:00,0.0,0.0,0.073,0.033,0.004,0.616,0.037,0.031,0.022,0.0,1.103,0.0,0.778,1.14,0.0
2009/01/04 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,2.235,0.844,1.155,2.235
2009/01/04 08:00:00,0.0,0.0,0.157,0.098,0.012,0.832,0.068,0.116,0.022,0.0,18.007,34.688,1.237,18.074,34.688
2009/01/04 09:00:00,0.0,0.0,0.073,0.104,0.012,0.694,0.099,0.04,0.022,0.0,0.0,0.0,0.946,0.099,0.0
2009/01/04 10:00:00,0.0,0.0,0.075,0.107,0.013,0.575,0.127,0.043,0.022,0.0,0.557,0.0,0.836,0.684,0.0
2009/01/04 11:00:00,0.0,0.0,0.084,0.104,0.012,0.617,0.132,0.05,0.022,0.0,0.546,1.096,0.889,0.678,1.096
2009/01/04 12:00:00,0.0,0.0,0.025,0.1,0.012,0.625,0.128,0.012,0.022,0.0,1.103,0.0,0.796,1.23,0.0
2009/01/04 13:00:00,0.0,0.0,0.085,0.097,0.012,0.611,0.125,0.052,0.022,0.0,0.0,0.483,0.879,0.125,0.483
2009/01/04 14:00:00,0.0,0.0,0.089,0.096,0.012,0.623,0.1,0.053,0.022,0.0,1.15,1.406,0.894,1.25,1.406
2009/01/04 15:00:00,0.0,0.0,0.087,0.097,0.012,0.675,0.093,0.052,0.022,0.0,1.103,0.0,0.945,1.196,0.0
2009/01/04 16:00:00,0.0,0.0,0.08,0.104,0.013,0.699,0.09,0.048,0.022,0.0,1.103,0.865,0.966,1.193,0.865
2009/01/04 17:00:00,0.0,0.0,0.082,0.125,0.015,0.852,0.101,0.05,0.022,0.0,0.0,0.0,1.148,0.101,0.0
2009/01/04 18:00:00,0.0,0.0,0.103,0.166,0.02,1.14,0.106,0.061,0.022,0.0,1.103,0.0,1.512,1.209,0.0
2009/01/04 19:00:00,0.0,0.0,0.114,0.208,0.025,1.197,0.084,0.091,0.022,0.0,2.428,4.619,1.658,2.511,4.619
2009/01/04 20:00:00,0.0,0.0,0.112,0.219,0.026,1.136,0.074,0.089,0.022,0.0,0.0,0.41,1.604,0.074,0.41
2009/01/04 21:00:00,0.0,0.0,0.12,0.187,0.022,1.18,0.066,0.094,0.022,0.0,2.248,2.064,1.625,2.315,2.064
2009/01/04 22:00:00,0.0,0.0,0.108,0.142,0.017,1.086,0.062,0.086,0.022,0.0,0.0,0.0,1.461,0.062,0.0
2009/01/04 23:00:00,0.0,0.0,0.104,0.122,0.015,0.932,0.051,0.068,0.022,0.0,2.298,2.817,1.262,2.349,2.817
2009/01/05 00:00:00,0.0,0.0,0.09,0.054,0.007,0.799,0.044,0.053,0.022,0.0,1.333,3.34,1.025,1.377,3.34
2009/01/05 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.041,0.022,0.0,0.945,0.0,0.827,0.977,0.0
2009/01/05 02:00:00,0.0,0.0,0.073,0.016,0.002,0.618,0.021,0.035,0.022,0.0,0.0,0.0,0.766,0.021,0.0
2009/01/05 03:00:00,0.0,0.0,0.073,0.011,0.001,0.607,0.017,0.033,0.022,0.0,1.103,0.0,0.748,1.12,0.0
2009/01/05 04:00:00,0.0,0.0,0.073,0.011,0.001,0.592,0.017,0.031,0.022,0.0,0.0,0.0,0.731,0.017,0.0
2009/01/05 05:00:00,0.0,0.0,0.07,0.012,0.001,0.563,0.025,0.028,0.022,0.0,1.103,0.0,0.697,1.128,0.0
2009/01/05 06:00:00,0.0,0.0,0.073,0.033,0.004,0.616,0.037,0.033,0.022,0.0,1.182,2.842,0.781,1.219,2.842
2009/01/05 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.055,0.844,1.155,0.055
2009/01/05 08:00:00,0.0,0.0,0.076,0.098,0.012,0.832,0.068,0.047,0.022,0.0,0.0,0.0,1.087,0.068,0.0
2009/01/05 09:00:00,0.0,0.0,0.073,0.104,0.012,0.694,0.099,0.037,0.022,0.0,1.103,0.474,0.943,1.202,0.474
2009/01/05 10:00:00,0.0,0.0,0.073,0.107,0.013,0.651,0.127,0.033,0.022,0.0,1.181,3.009,0.898,1.308,3.009
2009/01/05 11:00:00,0.0,0.0,0.073,0.104,0.012,0.576,0.132,0.038,0.022,0.0,1.103,0.628,0.826,1.235,0.628
2009/01/05 12:00:00,0.0,0.0,0.002,0.1,0.012,0.625,0.128,0.0,0.002,0.0,4.047,6.763,0.741,4.174,6.763
2009/01/05 13:00:00,0.0,0.0,0.071,0.097,0.012,0.611,0.125,0.037,0.022,0.0,1.17,1.029,0.85,1.296,1.029
2009/01/05 14:00:00,0.0,0.0,0.073,0.096,0.012,0.623,0.1,0.035,0.022,0.0,1.187,1.579,0.861,1.287,1.579
2009/01/05 15:00:00,0.0,0.0,0.073,0.097,0.012,0.675,0.093,0.033,0.022,0.0,1.192,1.454,0.912,1.284,1.454
2009/01/05 16:00:00,0.0,0.0,0.073,0.104,0.013,0.663,0.09,0.031,0.022,0.0,1.198,1.406,0.906,1.289,1.406
2009/01/05 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.041,0.022,0.0,0.0,0.002,1.129,0.101,0.002
2009/01/05 18:00:00,0.0,0.0,0.096,0.166,0.02,1.14,0.106,0.057,0.022,0.0,1.103,0.0,1.501,1.209,0.0
2009/01/05 19:00:00,0.0,0.0,0.105,0.208,0.025,1.197,0.084,0.072,0.022,0.0,2.488,3.551,1.63,2.571,3.551
2009/01/05 20:00:00,0.0,0.0,0.104,0.219,0.026,1.136,0.074,0.067,0.022,0.0,0.0,0.0,1.574,0.074,0.0
2009/01/05 21:00:00,0.0,0.0,0.107,0.187,0.022,1.134,0.066,0.065,0.022,0.0,0.095,0.0,1.537,0.162,0.0
2009/01/05 22:00:00,0.0,0.0,0.1,0.142,0.017,1.086,0.062,0.062,0.022,0.0,3.569,4.576,1.429,3.63,4.576
2009/01/05 23:00:00,0.0,0.0,0.081,0.122,0.015,0.932,0.051,0.048,0.022,0.0,0.0,0.0,1.22,0.051,0.0
2009/01/06 00:00:00,0.0,0.0,0.073,0.054,0.007,0.799,0.044,0.042,0.022,0.0,1.152,0.859,0.997,1.196,0.859
2009/01/06 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.034,0.022,0.0,1.177,1.193,0.82,1.209,1.193
2009/01/06 02:00:00,0.0,0.0,0.072,0.016,0.002,0.618,0.021,0.029,0.022,0.0,0.0,0.435,0.759,0.021,0.435
2009/01/06 03:00:00,0.0,0.0,0.06,0.011,0.001,0.607,0.017,0.025,0.022,0.0,1.103,0.0,0.727,1.12,0.0
2009/01/06 04:00:00,0.0,0.0,0.034,0.011,0.001,0.592,0.017,0.016,0.022,0.0,0.0,0.0,0.677,0.017,0.0
2009/01/06 05:00:00,0.0,0.0,0.03,0.012,0.001,0.563,0.025,0.015,0.022,0.0,1.103,0.0,0.644,1.128,0.0
2009/01/06 06:00:00,0.0,0.0,0.039,0.033,0.004,0.616,0.037,0.018,0.022,0.0,0.0,0.0,0.731,0.037,0.0
2009/01/06 07:00:00,0.0,0.0,0.058,0.077,0.009,0.758,0.052,0.047,0.006,0.0,14.663,27.674,0.956,14.714,27.674
2009/01/06 08:00:00,0.0,0.0,0.068,0.098,0.012,0.832,0.068,0.031,0.021,0.0,1.255,2.144,1.06,1.322,2.144
2009/01/06 09:00:00,0.0,0.0,0.069,0.104,0.012,0.694,0.099,0.029,0.022,0.0,0.0,0.004,0.931,0.099,0.004
2009/01/06 10:00:00,0.0,0.0,0.059,0.107,0.013,0.575,0.127,0.024,0.022,0.0,1.103,1.619,0.801,1.23,1.619
2009/01/06 11:00:00,0.0,0.0,0.043,0.104,0.012,0.576,0.132,0.019,0.022,0.0,1.103,0.0,0.777,1.235,0.0
2009/01/06 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,1.147,0.711,0.737,1.275,0.711
2009/01/06 13:00:00,0.0,0.0,0.014,0.097,0.012,0.611,0.125,0.006,0.012,0.0,0.022,0.754,0.752,0.147,0.754
2009/01/06 14:00:00,0.0,0.0,0.04,0.096,0.012,0.623,0.1,0.019,0.022,0.0,1.081,1.024,0.812,1.182,1.024
2009/01/06 15:00:00,0.0,0.0,0.049,0.097,0.012,0.778,0.093,0.022,0.022,0.0,1.472,2.435,0.981,1.565,2.435
2009/01/06 16:00:00,0.0,0.0,0.063,0.104,0.013,0.663,0.09,0.026,0.022,0.0,0.764,0.064,0.89,0.854,0.064
2009/01/06 17:00:00,0.0,0.0,0.073,0.125,0.015,0.852,0.101,0.035,0.022,0.0,1.205,1.505,1.123,1.306,1.505
2009/01/06 18:00:00,0.0,0.0,0.076,0.166,0.02,1.14,0.106,0.044,0.022,0.0,0.0,0.0,1.469,0.106,0.0
2009/01/06 19:00:00,0.0,0.0,0.1,0.208,0.025,1.197,0.084,0.056,0.022,0.0,1.103,1.221,1.609,1.187,1.221
2009/01/06 20:00:00,0.0,0.0,0.107,0.219,0.026,1.136,0.074,0.063,0.022,0.0,2.294,1.973,1.573,2.368,1.973
2009/01/06 21:00:00,0.0,0.0,0.109,0.187,0.022,1.134,0.066,0.06,0.022,0.0,0.0,0.0,1.535,0.066,0.0
2009/01/06 22:00:00,0.0,0.0,0.105,0.142,0.017,1.086,0.062,0.059,0.022,0.0,1.136,0.52,1.43,1.198,0.52
2009/01/06 23:00:00,0.0,0.0,0.089,0.122,0.015,0.932,0.051,0.051,0.022,0.0,0.0,0.0,1.231,0.051,0.0
2009/01/07 00:00:00,0.0,0.0,0.083,0.054,0.007,0.799,0.044,0.048,0.022,0.0,1.104,0.087,1.013,1.148,0.087
2009/01/07 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.038,0.022,0.0,0.0,0.0,0.824,0.032,0.0
2009/01/07 02:00:00,0.0,0.0,0.07,0.016,0.002,0.618,0.021,0.028,0.022,0.0,1.103,0.0,0.756,1.124,0.0
2009/01/07 03:00:00,0.0,0.0,0.071,0.011,0.001,0.607,0.017,0.03,0.022,0.0,0.0,0.072,0.743,0.017,0.072
2009/01/07 04:00:00,0.0,0.0,0.073,0.011,0.001,0.592,0.017,0.03,0.022,0.0,1.103,0.0,0.73,1.12,0.0
2009/01/07 05:00:00,0.0,0.0,0.073,0.012,0.001,0.563,0.025,0.029,0.022,0.0,0.0,0.0,0.7,0.025,0.0
2009/01/07 06:00:00,0.0,0.0,0.119,0.033,0.004,0.616,0.037,0.072,0.022,0.0,11.182,22.147,0.866,11.218,22.147
2009/01/07 07:00:00,0.0,0.0,0.014,0.077,0.009,0.758,0.052,0.006,0.013,0.0,1.962,2.282,0.878,2.014,2.282
2009/01/07 08:00:00,0.0,0.0,0.085,0.098,0.012,0.832,0.068,0.048,0.022,0.0,0.0,0.0,1.096,0.068,0.0
2009/01/07 09:00:00,0.0,0.0,0.078,0.104,0.012,0.749,0.099,0.043,0.022,0.0,2.415,3.516,1.009,2.514,3.516
2009/01/07 10:00:00,0.0,0.0,0.073,0.107,0.013,0.635,0.127,0.033,0.022,0.0,1.159,1.461,0.883,1.286,1.461
2009/01/07 11:00:00,0.0,0.0,0.073,0.104,0.012,0.597,0.132,0.032,0.022,0.0,0.0,0.49,0.84,0.132,0.49
2009/01/07 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,2.25,2.118,0.737,2.377,2.118
2009/01/07 13:00:00,0.0,0.0,0.052,0.097,0.012,0.654,0.125,0.022,0.019,0.0,1.25,3.107,0.855,1.376,3.107
2009/01/07 14:00:00,0.0,0.0,0.07,0.096,0.012,0.623,0.1,0.029,0.022,0.0,1.2,1.578,0.852,1.301,1.578
2009/01/07 15:00:00,0.0,0.0,0.073,0.097,0.012,0.675,0.093,0.029,0.022,0.0,1.103,0.0,0.908,1.196,0.0
2009/01/07 16:00:00,0.0,0.0,0.073,0.104,0.013,0.663,0.09,0.031,0.022,0.0,1.193,1.558,0.906,1.283,1.558
2009/01/07 17:00:00,0.0,0.0,0.081,0.125,0.015,1.048,0.101,0.045,0.022,0.0,1.176,1.417,1.337,1.277,1.417
2009/01/07 18:00:00,0.0,0.0,0.114,0.166,0.02,1.461,0.106,0.071,0.022,0.0,2.398,2.763,1.854,2.504,2.763
2009/01/07 19:00:00,0.0,0.0,0.115,0.208,0.025,1.197,0.084,0.063,0.022,0.0,0.0,0.0,1.63,0.084,0.0
2009/01/07 20:00:00,0.0,0.0,0.113,0.219,0.026,1.136,0.074,0.082,0.022,0.0,2.521,4.421,1.598,2.595,4.421
2009/01/07 21:00:00,0.0,0.0,0.108,0.187,0.022,1.134,0.066,0.083,0.022,0.0,1.103,1.224,1.557,1.169,1.224
2009/01/07 22:00:00,0.0,0.0,0.142,0.142,0.017,1.086,0.062,0.09,0.022,0.0,10.68,19.522,1.499,10.741,19.522
2009/01/07 23:00:00,0.0,0.0,0.11,0.122,0.015,0.932,0.051,0.061,0.022,0.0,0.0,0.0,1.262,0.051,0.0
2009/01/08 00:00:00,0.0,0.0,0.102,0.054,0.007,0.799,0.044,0.066,0.022,0.0,5.88,11.989,1.05,5.924,11.989
2009/01/08 01:00:00,0.0,0.0,0.073,0.027,0.003,0.66,0.032,0.04,0.022,0.0,1.103,0.0,0.826,1.135,0.0
2009/01/08 02:00:00,0.0,0.0,0.073,0.016,0.002,0.618,0.021,0.036,0.022,0.0,0.0,0.0,0.767,0.021,0.0
2009/01/08 03:00:00,0.0,0.0,0.073,0.011,0.001,0.607,0.017,0.031,0.022,0.0,1.103,0.0,0.746,1.121,0.0
2009/01/08 04:00:00,0.0,0.0,0.069,0.011,0.001,0.592,0.017,0.028,0.022,0.0,0.0,0.0,0.723,0.017,0.0
2009/01/08 05:00:00,0.0,0.0,0.063,0.012,0.001,0.563,0.025,0.026,0.022,0.0,1.103,0.0,0.688,1.128,0.0
2009/01/08 06:00:00,0.0,0.0,0.07,0.033,0.004,0.616,0.037,0.028,0.022,0.0,0.0,0.0,0.773,0.037,0.0
2009/01/08 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/08 08:00:00,0.0,0.0,0.102,0.098,0.012,0.832,0.068,0.069,0.018,0.0,11.39,28.029,1.131,11.457,28.029
2009/01/08 09:00:00,0.0,0.0,0.093,0.104,0.012,0.694,0.099,0.052,0.022,0.0,2.895,0.0,0.978,2.994,0.0
2009/01/08 10:00:00,0.0,0.0,0.078,0.107,0.013,0.575,0.127,0.045,0.022,0.0,0.0,0.0,0.84,0.127,0.0
2009/01/08 11:00:00,0.0,0.0,0.088,0.104,0.012,0.576,0.132,0.051,0.022,0.0,1.103,0.0,0.854,1.235,0.0
2009/01/08 12:00:00,0.0,0.0,0.028,0.1,0.012,0.625,0.128,0.014,0.022,0.0,0.0,0.0,0.801,0.128,0.0
2009/01/08 13:00:00,0.0,0.0,0.091,0.097,0.012,0.611,0.125,0.054,0.022,0.0,1.103,0.0,0.887,1.228,0.0
2009/01/08 14:00:00,0.0,0.0,0.091,0.096,0.012,0.623,0.1,0.054,0.022,0.0,0.0,0.0,0.897,0.1,0.0
2009/01/08 15:00:00,0.0,0.0,0.091,0.097,0.012,0.732,0.093,0.054,0.022,0.0,1.16,1.346,1.009,1.252,1.346
2009/01/08 16:00:00,0.0,0.0,0.078,0.104,0.013,0.681,0.09,0.047,0.022,0.0,1.103,0.443,0.946,1.193,0.443
2009/01/08 17:00:00,0.0,0.0,0.084,0.125,0.015,0.852,0.101,0.051,0.022,0.0,0.0,0.0,1.151,0.101,0.0
