Dependency=Vintage	Dependency=Heating Fuel	Dependency=Location EPW	Dependency=Location Census Tract	Dependency=County	Option=owner 0-30	Option=owner 30-50	Option=owner 50-80	Option=owner 80-100	Option=owner 100+	Option=renter 0-30	Option=renter 30-50	Option=renter 50-80	Option=renter 80-100	Option=renter 100+	Count
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500030976400	3.0	0.139508849627	0.30766048704	0.391426757994	0.0190797157768	0.136898308913	0.00398858905344	0.000911018145848	5.87443898115e-05	5.49895752966e-05	0.00041253948531	0.776254392923
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500060945800	6.0	0.187194190721	0.222861756069	0.126955484179	0.020764780725	0.389240690882	0.0407059615483	0.00360322510983	0.00718131033649	0.000138689061903	0.00135391136725	0.159540410786
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500060974700	6.0	0.0308414023363	0.0165948229685	0.198056305624	0.00424752949963	0.180258339719	0.0676523184348	0.0822719707219	0.330996304292	0.0	0.0890810064033	0.0466939880308
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500170964100	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500170964200	17.0	0.295277889872	0.159755197949	0.0724692804537	0.00677953490124	0.194264242588	0.00135982553497	0.0	0.270094028701	0.0	0.0	0.0225267418474
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310940300	31.0	0.233164053469	0.0838788713633	0.172532836624	0.0985939827371	0.411830255807	0.0	0.0	0.0	0.0	0.0	3.92184714557
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310940500	31.0	0.242059407921	0.0433866991851	0.0723425749537	0.00304720342133	0.10516503764	0.356609086965	0.0311663592326	0.0606802779454	0.0101744267885	0.0753689259467	0.640278133684
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943500	31.0	0.0844026501972	0.055647336029	0.0296675368125	0.00748328340615	0.0611449306809	0.316634074413	0.0119037749957	0.116503043534	0.0267739195935	0.289839450338	0.0032056516635
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943600	31.0	0.467391634438	0.104296727882	0.16661432206	0.0422547238544	0.166230259109	0.0268978431118	1.46656296709e-08	0.0263094586449	4.87920796053e-07	4.52831305261e-06	0.012763273026
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943700	31.0	0.573285340706	0.100670814504	0.105124375221	0.0378417895027	0.183077680066	0.0	0.0	0.0	0.0	0.0	0.737701987498
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943800	31.0	0.16409717874	0.0260036922365	0.0573714235123	0.0201190841049	0.109728897627	0.525634687934	5.53677162773e-06	0.0914787583944	0.00368214832289	0.00187859235649	3.99693761135
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943901	31.0	0.445942931379	0.0739838642707	0.173359318431	0.0251281410675	0.281585744852	0.0	0.0	0.0	0.0	0.0	2.22618833683
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310943902	31.0	0.306953192322	0.232315559064	0.124703243426	0.0643577950311	0.271670210157	0.0	0.0	0.0	0.0	0.0	1.30128627522
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310944000	31.0	0.29151656183	0.0485737920799	0.065271252235	0.0118110537268	0.121267591188	0.367420664358	0.0125658814168	0.0721759185294	0.0032700593248	0.00612722531096	0.00157656797751
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945200	31.0	0.0371553239823	3.69644313544e-07	0.0918498661745	0.000177700916356	0.0196679691224	0.0540218038159	0.00935374884559	0.0807208262752	0.104928925045	0.602123466179	4.23868194596
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945300	31.0	0.0	0.0	0.0	0.0	0.0	0.625577213472	0.000838142647128	0.301993585023	0.0461550168484	0.0254360420095	2.95999846977
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945400	31.0	0.0626741529582	0.0107535791582	0.0293948786275	0.0151459765814	0.0399775654284	0.628068603554	0.0090199616968	0.0464820146235	0.0297272083642	0.128756059008	10.8167198676
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945500	31.0	0.068299674823	0.040187980664	0.0591492949	0.0421206553131	0.418242775704	0.16607624853	0.00020744944623	0.0528000101074	0.0257983532627	0.127117557249	12.1339187699
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945600	31.0	0.71185025126	2.83123459521e-06	0.151266497352	0.00522395860965	0.131656461544	0.0	0.0	0.0	0.0	0.0	0.0485693601889
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310945700	31.0	0.478695892242	0.0328777940942	0.0443129034037	0.0281832453747	0.415930164886	0.0	0.0	0.0	0.0	0.0	0.115616208248
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500310973100	31.0	0.0039036963274	0.0130694184629	0.0537279248735	0.0480716318406	0.881227328496	0.0	0.0	0.0	0.0	0.0	0.374539877161
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500450942900	45.0	0.271938567722	0.204945503528	0.0892208530015	0.0163225968709	0.159110691496	0.171776985185	0.023822654588	0.0502144710064	0.00274462102142	0.00990305558085	2.14880042524
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500450943000	45.0	0.186513337868	0.176847209408	0.145430677018	0.0223474735548	0.413275558603	0.0381372121709	0.00459229191691	0.011944936169	5.01766455925e-06	0.000906285627131	0.00176539345213
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500450943100	45.0	0.198854910623	0.267330549824	0.112096435231	0.0185306388372	0.239760205611	0.113711863128	0.00718981644374	0.0245007216692	0.00604581119352	0.0119790474386	0.846135973728
1950s	Electricity	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	G3500450943201	45.0	0.294477040857	0.14393561135	0.0989069413017	0.00971816706433	0.338370855337	0.108172655798	0.00200057667284	0.00289014413109	0.000951510978025	0.000576496509975	0.00629011197892
1950s	Electricity	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	G3500170964200	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1950s	Electricity	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	G3500230970000	23.0	0.437263209951	0.113479671601	0.196239496759	0.0177068403088	0.131962015601	0.00155474491714	0.0	0.0185264635692	2.46270165404e-05	0.0832429302757	0.859162482738
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500060945800	6.0	0.187194190721	0.222861756069	0.126955484179	0.020764780725	0.389240690882	0.0407059615483	0.00360322510983	0.00718131033649	0.000138689061903	0.00135391136725	0.0224538355922
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500060974700	6.0	0.0308414023363	0.0165948229685	0.198056305624	0.00424752949963	0.180258339719	0.0676523184348	0.0822719707219	0.330996304292	0.0	0.0890810064033	0.0673262153002
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500070950500	7.0	0.111855420725	0.0158997469927	0.0549639644819	0.0340735942738	0.202742073421	0.437471561466	0.000352482833744	0.142138236384	0.00021890638145	0.000284013039857	10.1143758524
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500070950600	7.0	0.124268847518	0.0263261492915	0.0261198077612	0.0463564451449	0.343133413474	0.16181920586	0.00207366042593	0.204024104031	0.0130513062845	0.0528270602096	23.1955579809
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500070950700	7.0	0.0860560275921	0.00615052888284	0.0229224202379	0.0126319986406	0.0689448586141	0.225363554462	0.000941894128884	0.0590817173077	0.00234422574116	0.515562774392	8.98495089629
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500210000100	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500310943800	31.0	0.16409717874	0.0260036922365	0.0573714235123	0.0201190841049	0.109728897627	0.525634687934	5.53677162773e-06	0.0914787583944	0.00368214832289	0.00187859235649	0.300273170658
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500330955200	33.0	0.630502203318	0.0369252231063	0.0105891264892	0.0176199735621	0.156367140041	0.103566633442	0.000470240341372	0.00813801794601	0.000837095886258	0.0349843458684	3.14139783678
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500390000100	39.0	0.673264731129	0.0233182389441	0.0025878889934	0.00329445566219	0.297534685271	0.0	0.0	0.0	0.0	0.0	0.0702263666297
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500390000200	39.0	0.284555458432	0.0623346137089	0.0348336929117	0.0643040583891	0.405970453574	0.097631661707	0.0110283232095	0.0335042696258	3.4220479144e-05	0.00580324796263	1.09330249958
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500390000300	39.0	0.0266605680562	0.0270611748694	0.0659253816655	0.160990512788	0.719362362621	0.0	0.0	0.0	0.0	0.0	0.328058513191
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500390000400	39.0	0.460070862881	0.0633930493026	0.0192930656778	0.0367541540602	0.420488868078	0.0	0.0	0.0	0.0	0.0	0.0837094050922
1950s	Electricity	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	G3500390000500	39.0	0.231221669591	0.00409484026275	0.0224764670626	0.0500131741634	0.542309115091	0.0301223769575	0.00253276539105	0.0517245553737	0.00703166096723	0.0584733751393	3.07991476501
