Dependency=Vintage	Dependency=Heating Fuel	Dependency=Location EPW	Dependency=Location Census Tract	Dependency=County	Option=owner 0-30	Option=owner 30-50	Option=owner 50-80	Option=owner 80-100	Option=owner 100+	Option=renter 0-30	Option=renter 30-50	Option=renter 50-80	Option=renter 80-100	Option=renter 100+	Count
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300110012300	11.0	0.003417849234	0.354179793583	0.257559791106	0.181191588523	0.185553887898	0.0	0.0041020069886	0.013995082667	0.0	0.0	0.00337093725015
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300110200100	11.0	7.88922651026e-06	0.67902868846	0.284013763391	0.0369253406063	2.43183158012e-05	0.0	0.0	0.0	0.0	0.0	0.0020206971517
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300110200200	11.0	0.000299362407387	0.61348807765	0.292351451056	0.0468115660501	0.0470495428374	0.0	0.0	0.0	0.0	0.0	0.50335987001
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300110200300	11.0	0.00392198294357	0.484653908989	0.200728477346	0.0529411422586	0.111220951552	0.00658022421706	0.0130956220396	0.0	0.0	0.126857690653	0.947490633723
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150062000	15.0	0.479924764638	0.225935698377	0.00623931257843	0.0030229212614	0.284877303145	0.0	0.0	0.0	0.0	0.0	0.000509922937682
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150062500	15.0	0.0867559290452	0.0211820737725	0.0477166694598	0.0129362142655	0.831409113457	0.0	0.0	0.0	0.0	0.0	0.326281830553
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150063001	15.0	0.0331810257767	0.0371475851174	0.00797162310127	0.00843333250155	0.0248826184126	0.0865342359374	0.0530104385764	0.60826332905	0.139790763081	0.000785048445364	0.625623108157
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150063002	15.0	0.0	0.0	0.0	0.0	0.0	0.419162410426	0.0948016422752	0.000262131302695	0.0175616716809	0.468212144315	0.789685895121
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150064000	15.0	0.185042662277	0.0856520054721	0.000491558287936	0.000286419034351	0.518271883326	0.0	0.0291141032668	0.136977863179	0.0424214717223	0.00174203343457	0.404357025865
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150065001	15.0	0.0239556494117	0.0194221158923	0.292959414731	0.130860806996	0.263127374695	0.00382987209772	0.0634437810118	0.0832388452619	0.118059898028	0.00110224187476	3.06413587957
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150065005	15.0	0.00313668589947	0.0195257264226	0.0858564970934	0.0416924824032	0.117490693863	0.0380450286839	0.112024584684	0.261909198223	0.184274061948	0.13604504078	5.51148037278
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150065006	15.0	0.0107864880391	0.0116077657453	0.00843344451438	0.00224439772199	0.919719415256	0.0393147609948	0.00789372772875	0.0	0.0	0.0	1.16109536762
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150065007	15.0	7.81384644837e-05	4.84196685879e-05	0.000112490029792	6.73301572819e-05	0.99969362168	0.0	0.0	0.0	0.0	0.0	0.506242355168
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150065008	15.0	0.0155093536126	0.00596339819294	0.0425879463343	0.0156675731043	0.183891480782	0.380721936405	0.172050842897	0.0194364427889	0.118194090549	0.0459769353331	5.3928820905
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150066000	15.0	0.0416290129476	0.0196440910555	0.0710485349569	0.0300424025882	0.780639726998	0.014482318459	0.0425139129952	4.94065645841e-324	4.94065645841e-324	1.48219693752e-323	2.9830949856
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150067000	15.0	0.00136290750692	0.012293954623	0.0206849908574	0.00924801270155	0.310852783397	4.71339528792e-07	0.0168591632191	0.37697677081	0.131141174001	0.120579771545	0.533452107563
1950s	Electricity	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	G3300150069100	15.0	0.0437043738431	0.0215606565981	0.0131210706124	0.00533510097236	0.916278797974	0.0	0.0	0.0	0.0	0.0	0.167697563104
