S,h
1026,0.698284
1027,0.698284
3704,0.099566
3778,0.807467
3853,0.237224
9715,0.567226
10062,0.632284
10952,0.390534
10953,0.390534
11027,0.217613
11471,0.417877
11472,0.417877
11476,0.123515
11481,0.405808
11486,0.227418
11487,0.227418
11491,0.562512
11545,0.210635
11550,0.408259
11555,0.421082
11560,0.422402
11565,0.405997
11619,0.694701
11624,0.068829
11629,0.221384
11634,0.517632
11639,0.427871
12226,0.257967
14280,0.275127
14957,0.024137
14966,0.406562
15031,0.386762
15040,0.188950
15049,0.350745
15114,0.283047
15189,0.297945
16559,0.632849
17158,0.395248
17778,0.315105
17783,0.194230
17788,0.409014
17813,0.457477
17814,0.457477
18141,0.686404
18146,0.354705
18147,0.354705
19397,0.212898
19402,0.101829
19471,0.508203
19476,0.315670
22199,0.043937
22272,0.066189
22521,0.383934
22526,0.050915
25504,0.588535
25570,0.367151
25575,0.381482
25580,0.026589
25585,0.072600
25800,0.134641
27733,0.386385
27734,0.386385
27738,0.366774
28457,0.425042
28531,0.125212
28605,0.293419
29388,0.353762
29389,0.353762
29393,0.130304
29467,0.481426
29468,0.481426
29542,0.372808
29616,0.381671
30005,0.421460
31355,0.164624
32279,0.502546
32505,0.149915
32733,0.363002
32807,0.640581
33548,0.549312
33622,0.285687
33670,0.197247
33696,0.077692
33712,0.397322
33713,0.397322
33717,0.403734
33722,0.076749
33727,0.228738
33732,0.425420
33733,0.425420
33745,0.241373
33771,0.537809
33772,0.537809
34259,0.207618
34333,0.303225
34407,0.250801
35553,0.175184
35568,0.196493
35627,0.451443
35867,0.198755
35868,0.198755
35941,0.640769
38585,0.529512
38590,0.517632
42989,0.269847
43897,0.264756
43898,0.228927
44196,0.125024
44379,0.299076
44578,0.880822
44583,0.538186
44894,0.683575
44899,0.527249
44968,0.384311
44973,0.405997
45436,0.247030
45437,0.247030
45441,0.342259
45510,0.510277
45515,0.568923
45594,0.286630
45595,0.286630
45599,0.819913
45604,0.561192
47391,0.427117
47466,0.425231
47540,0.574392
47614,0.142749
48073,0.575900
48089,0.399397
