S,h
614,0.213157
2756,0.599763
3570,0.291387
3644,0.361122
3719,0.270249
6469,0.419795
6470,0.419795
6546,0.523904
6547,0.523904
10702,0.054326
10706,0.689253
10711,0.338799
10732,0.213552
10737,0.669893
10742,0.271632
10743,0.271632
10747,0.078032
10752,0.077835
10776,0.384038
10781,0.067957
10786,0.588898
10850,0.623074
10855,0.325958
10860,0.598380
12100,0.780324
12175,0.434808
12233,0.372185
12249,0.523706
12307,0.403200
12308,0.403200
12317,0.417029
12318,0.417029
13389,0.024694
13804,0.371000
13879,0.633347
13953,0.514421
14027,0.359147
15022,0.116555
15096,0.454959
15171,0.258001
16610,0.499802
18129,0.618333
18203,0.070130
19930,0.263730
20004,0.455354
20005,0.455354
21194,0.298696
22273,0.402410
22278,0.095417
22283,0.134137
22288,0.223825
22347,0.248716
22352,0.093836
22357,0.828131
22362,0.837416
23529,0.353813
23561,0.247333
23562,0.247333
23603,0.567167
23635,0.448834
24348,0.451403
24423,0.371592
25217,0.369024
25278,0.696563
25292,0.393915
25293,0.393915
26944,0.127420
27265,0.362307
28449,0.330502
28507,0.363493
28517,0.436981
28581,0.400040
28655,0.045437
29808,0.148360
29813,0.378902
29818,0.128408
29882,0.384235
29887,0.736863
29892,0.132951
29946,0.605097
30021,0.284670
30095,0.262149
30169,0.182734
32259,0.827143
32544,0.532596
32552,0.475701
32717,0.060846
32792,0.382062
33683,0.363888
35795,0.719478
35870,0.410707
38455,0.189056
38529,0.470367
38638,0.541881
38713,0.379692
38714,0.379692
41576,0.485381
42495,0.720071
44177,0.192414
44182,0.026669
45119,0.390952
46699,0.360925
46700,0.360925
47354,0.179376
47359,0.372580
47364,0.398262
47429,0.553339
47434,0.319637
47435,0.319637
47439,0.556895
48066,0.567760
48071,0.417621
48599,0.229356
48725,0.678190
48730,0.086330
48735,0.088107
49465,0.730936
50071,0.445476
52908,0.437377
53936,0.112406
55144,0.450415
55145,0.450415
55149,0.376926
55201,0.115765
55218,0.370605
55223,0.254445
57992,0.578823
58339,0.166140
61249,0.440735
64482,0.170486
65673,0.231727
65674,0.231727
66020,0.020150
66955,0.583169
66960,0.396681
66964,0.766298
66969,0.253062
68354,0.444093
69653,0.292770
73954,0.448834
76173,0.548992
76178,0.214540
78067,0.290794
78141,0.142631
78579,0.602331
78584,0.466812
78589,0.163967
78590,0.163967
78653,0.016199
78658,0.027460
78663,0.377716
79561,0.201501
79566,0.009680
79729,0.064994
79803,0.289806
80224,0.453576
80299,0.479652
81381,0.530028
81455,0.024694
82830,0.471750
82905,0.563216
84674,0.437772
85579,0.029633
85979,0.342157
86246,0.056104
86633,0.371197
86638,0.309957
86707,0.349862
86712,0.400040
86781,0.507902
86782,0.507902
86786,0.406361
87020,0.754445
87055,0.031411
87094,0.689648
87129,0.105689
87137,0.599170
87168,0.709798
87212,0.519755
90201,0.224615
90428,0.637298
97518,0.658435
97523,0.442908
97524,0.442908
97592,0.347294
97597,0.431648
97602,0.238443
97607,0.378704
98653,0.333465
99048,0.130976
99791,0.565389
99865,0.217108
100036,0.477677
100050,0.197353
100567,0.112999
100642,0.837811
101883,0.053931
103187,0.603121
103228,0.638483
104969,0.406361
104970,0.406361
105628,0.479652
105717,0.121098
105902,0.523311
106100,0.320624
106174,0.112801
107922,0.421968
107997,0.759384
108585,0.263730
108687,0.440537
109869,0.285263
110642,0.302845
110716,0.435599
110722,0.708416
110790,0.272224
111702,0.199526
111776,0.647768
113084,0.223627
114534,0.286843
114539,0.575069
114544,0.103319
117188,0.443303
117264,0.395496
117338,0.349467
117757,0.167918
119971,0.643619
119972,0.643619
120045,0.358356
120519,0.358356
120722,0.270644
120723,0.270644
120813,0.568155
122835,0.251482
124438,0.380680
124439,0.380680
124443,0.189056
124512,0.180363
124517,0.403991
125873,0.383643
125878,0.623667
126489,0.230146
128721,0.333465
129739,0.667720
129814,0.227578
129888,0.177400
129962,0.405176
129971,0.759384
132294,0.503951
132368,0.535164
132442,0.538325
132931,0.061636
134443,0.355788
138903,0.386211
139635,0.508495
139636,0.508495
140002,0.517977
140007,0.273015
140590,0.255235
140595,0.422363
140596,0.422363
140597,0.422363
140814,0.207033
140889,0.345121
144612,0.133939
144617,0.441328
144618,0.441328
144692,0.487949
144697,0.203477
146230,0.362900
146231,0.362900
146304,0.057290
146714,0.197550
147614,0.267088
147738,0.739826
147812,0.636902
150847,0.266891
150921,0.226590
152731,0.509285
152732,0.509285
152779,0.458712
152784,0.205255
152789,0.118925
153261,0.071711
154636,0.710391
154641,0.701106
154871,0.665152
154876,0.124654
154881,0.413670
156122,0.634532
158899,0.426116
158904,0.234887
158909,0.556697
158914,0.725800
158951,0.261557
159463,0.423548
159537,0.404781
159538,0.404781
162146,0.428092
162147,0.428092
162221,0.371395
162540,0.569933
162541,0.569933
163998,0.454563
164003,0.077440
164072,0.378704
164077,0.737060
165201,0.609048
166256,0.322600
166331,0.044251
168781,0.233900
168856,0.075859
169051,0.213750
170506,0.112604
170587,0.387001
170753,0.217305
170754,0.217305
172298,0.185895
172372,0.104109
173483,0.415448
173488,0.200119
173493,0.398459
173494,0.398459
173498,0.558080
174940,0.172857
175014,0.349269
175424,0.584156
175586,0.028250
175661,0.662584
178936,0.067365
181040,0.360727
181869,0.306203
181991,0.180166
181996,0.310352
182001,0.616950
182006,0.471355
182154,0.774397
182228,0.371000
182302,0.410115
182303,0.410115
182377,0.255038
182655,0.201501
184133,0.080996
184841,0.049190
186542,0.445476
186616,0.294548
189606,0.536942
189680,0.780719
190174,0.486567
190647,0.625642
190968,0.631569
190969,0.631569
196771,0.507112
198224,0.396681
198298,0.672264
198312,0.320032
198313,0.320032
198560,0.063216
198565,0.582181
198570,0.058080
198634,0.505729
198639,0.431055
198644,0.238246
198649,0.556895
198708,0.194982
198713,0.090281
198718,0.288424
198723,0.016199
198783,0.388582
198788,0.569933
198793,0.816871
198798,0.334453
199478,0.276571
199483,0.641249
199811,0.544251
199876,0.098578
199885,0.013631
199960,0.390755
200034,0.426314
201011,0.474121
203565,0.448242
203570,0.186685
203575,1.000000
204399,0.535757
205123,0.404583
205522,0.246938
207847,0.129395
207921,0.612801
214193,0.431450
214198,0.308376
214929,0.380877
215004,0.332082
215129,0.447847
215163,0.341565
215164,0.341565
215203,0.209008
215238,0.711379
215277,0.510865
215793,0.426709
216476,0.251482
