S,h
2424,0.463402
2789,0.645440
3377,0.229798
3378,0.229798
5334,0.334833
6518,0.216820
6592,0.181865
7099,0.176501
9120,0.063506
9125,0.664994
9392,0.372210
9397,0.191729
9402,0.476553
9403,0.476553
9407,0.446098
9412,0.512545
10908,0.539194
11237,0.208860
12107,0.233777
12108,0.233777
12181,0.242949
15161,0.681260
17793,0.306454
17794,0.306454
20915,0.250043
22493,0.154525
22498,0.051047
22568,0.416508
22573,0.322547
22795,0.152449
23920,1.000000
23994,0.300225
24096,0.234124
24170,0.160235
25051,0.425333
25056,0.683163
25061,0.037377
25126,0.211109
25131,0.481052
25136,0.125108
25200,0.489704
25205,0.441772
25210,0.018342
25327,0.590933
25332,0.376017
27093,0.199689
27167,0.335352
27168,0.335352
27169,0.335352
27241,0.223914
27316,0.342966
27317,0.342966
29232,0.346427
29306,0.368403
32725,0.513930
35163,0.309223
35164,0.309223
35168,0.330680
35173,0.412182
35178,0.543001
35183,0.309396
36883,0.382073
36888,0.469285
36893,0.149680
36898,0.012978
36957,0.343831
36962,0.535041
36967,0.089635
36972,0.288458
38106,0.357155
38278,0.689393
39317,0.469458
39322,0.198823
39452,0.593701
40015,0.476034
42443,0.179443
42444,0.179443
42448,0.247448
42453,0.282921
42458,0.038588
42463,0.293476
43939,0.314414
45783,0.416162
45788,0.279460
45793,0.343831
45798,0.502163
46766,0.172521
46771,0.369268
46841,0.548711
46842,0.136529
46915,0.509777
46989,0.346427
47276,0.322028
47351,0.197612
48177,0.366672
48550,0.501125
48624,0.425160
48698,0.289150
48699,0.289150
48772,0.280498
49798,0.444021
51161,0.451808
51162,0.451808
51166,0.332064
52493,0.146219
52567,0.334660
52568,0.334660
52665,0.584011
52739,0.554075
56407,0.146565
56481,0.325316
57942,0.389687
58105,0.020592
58806,0.213878
58807,0.213878
58852,0.251255
58881,0.306627
58926,0.167157
59582,0.266136
59583,0.266136
59587,0.422564
59592,0.552345
59597,0.434331
59945,0.607025
63037,0.345042
63038,0.345042
64029,0.379823
64104,0.569649
66738,0.042568
66812,0.044644
68339,0.404568
70378,0.373248
70382,0.075619
70387,0.143970
70392,0.417546
70452,0.276172
70457,0.364942
70462,0.268732
70467,0.325662
71279,0.453020
71353,0.585395
71428,0.093096
71477,0.481917
73306,0.371518
73380,0.365461
73894,0.680741
74645,0.427756
77505,0.045164
78328,0.363039
78329,0.363039
78333,0.231355
78403,0.549922
78408,0.384669
80619,0.234470
80624,0.504586
80629,0.047240
80634,0.473784
81609,0.187230
81610,0.187230
81683,0.460633
82775,0.285863
82776,0.285863
82780,0.053296
82849,0.118533
82854,0.356809
85892,0.410452
87279,0.175636
87797,0.048105
88964,0.250389
88965,0.250389
88969,0.210244
89039,0.412182
89044,0.099152
89765,0.198996
89839,0.239488
90559,0.534002
91311,0.433985
91906,0.481744
93256,0.023533
94720,0.209379
94794,0.474996
95222,0.558228
95297,0.206437
96106,0.173732
103081,0.430351
103379,0.478110
103384,0.328777
103385,0.328777
103454,0.279460
103459,0.678491
104207,0.450424
105908,0.306281
108010,0.345562
108084,0.449213
108656,0.031320
109107,0.373767
109193,0.393148
109257,0.440215
109331,0.082367
109405,0.229971
109480,0.368749
110584,0.051393
110658,0.362173
111499,0.426371
111500,0.426371
111792,0.328257
111797,0.204015
111823,0.790448
113509,0.165254
113514,0.194151
113519,0.050355
113524,0.476726
113529,0.620869
113534,0.207821
113795,0.442637
114948,0.378785
116014,0.125108
119972,0.048105
120255,0.160927
120256,0.160927
120257,0.160927
120939,0.243814
121533,0.311473
121534,0.311473
124198,0.207302
124590,0.353694
124591,0.353694
124664,0.112476
126424,0.159716
126499,0.372383
127508,0.224952
127513,0.462883
127518,0.509777
127523,0.158678
128157,0.366845
129093,0.636269
129266,0.584357
129340,0.608583
129914,0.360443
130442,0.261810
130517,0.172002
131582,0.328604
131591,0.375151
131666,0.170445
133264,0.397820
133269,0.132722
133786,0.245717
134543,0.203668
134617,0.551306
136223,0.557882
136795,0.217166
136869,0.379823
137647,0.280152
137722,0.275307
140433,0.133241
140508,0.717598
142434,0.497318
142508,0.497837
143416,0.347465
143417,0.347465
145472,0.099152
145477,0.049836
145546,0.338813
145547,0.338813
145551,0.207475
146067,0.202630
146068,0.202630
146142,0.432947
146216,0.681260
148812,0.315972
149086,0.072850
150354,0.300225
150916,0.341928
150990,0.253158
151631,0.559266
151711,0.431043
151769,0.736114
151774,0.164215
151843,0.211801
151844,0.211801
151848,0.034262
152309,0.313722
154593,0.477764
157477,0.342793
158995,0.501125
161798,0.434331
163323,0.041530
163328,0.358193
163333,0.131165
163338,0.163350
163343,0.289496
163348,0.506835
163397,0.106593
163402,0.530369
163407,0.369787
163408,0.369787
163412,0.437619
163417,0.562208
163422,0.316837
163423,0.316837
164016,0.183423
164021,0.558055
164022,0.558055
164026,0.187922
164090,0.597854
164095,0.187230
164100,0.522063
164789,0.100883
169158,0.494722
169233,0.125800
169262,0.078906
172350,0.674511
172355,0.112476
172360,0.387956
172425,0.118187
172426,0.118187
172430,0.241910
172431,0.241910
172434,0.478976
176792,0.408202
177784,0.506143
177982,0.214916
178056,0.482956
179471,0.302648
179822,0.456480
180640,0.791140
180743,0.669666
180817,0.022841
180891,0.230144
180938,0.075619
180943,0.074926
180948,0.512199
182694,0.491088
182919,0.223914
183550,0.554767
184248,0.190690
184323,0.118706
185323,0.599585
185328,0.322547
185333,0.317529
185334,0.317529
185338,0.222703
185397,0.267866
185402,0.459768
185407,0.345042
185412,0.214051
189929,0.458903
189930,0.458903
190698,0.262502
190772,0.399204
192726,0.017650
192801,0.326181
194287,0.378958
194297,0.021457
194371,0.427756
196737,0.398685
196811,0.076311
198378,0.055719
198382,0.390898
198387,0.051393
198452,0.049316
198457,0.436754
198458,0.436754
198462,0.291919
198463,0.291919
199201,0.040491
199269,0.269424
199270,0.269424
199275,0.630386
202122,0.536944
202196,0.336563
206703,0.261637
206739,0.488147
207153,0.476899
213970,0.394878
214944,0.351099
219215,0.436581
219289,0.322201
219290,0.322201
219363,0.184115
219438,0.593701
219582,0.538155
220016,0.017477
220021,0.346081
220090,0.578474
220095,0.347638
220339,0.469631
220344,0.192075
220349,0.633155
220354,0.616543
221037,0.397301
223000,0.443848
223075,0.376536
223149,0.086347
223150,0.086347
224404,0.119571
228326,0.650112
228412,0.390033
228486,0.196055
228487,0.196055
229749,0.209206
230149,0.485897
230198,0.454577
231646,0.308704
231720,0.440561
231795,0.314760
232328,0.221665
232844,0.409240
233113,0.164734
233114,0.164734
234605,0.136875
236921,0.424295
237153,0.475169
238054,0.202457
240049,0.366499
240237,0.222530
240311,0.439176
241428,0.017996
243885,0.100017
243959,0.072850
244033,0.515487
244219,0.211455
245699,0.492992
249664,0.179616
249738,0.573110
249935,0.201938
249940,0.611698
250009,0.309050
250014,0.242429
250083,0.364077
250088,0.491608
250158,0.507354
250159,0.507354
250163,0.379823
250373,0.496972
250480,0.613947
250485,0.044298
250554,0.256792
250559,0.111438
250629,0.219069
250634,0.666897
251537,0.370652
251611,0.414778
251691,0.381381
251692,0.381381
256187,0.340716
261187,0.278422
261325,0.074753
261713,0.534349
261787,0.422737
262573,0.100017
262648,0.014189
262722,0.279633
262741,0.237065
265063,0.307147
265957,0.857415
265962,0.334314
265967,0.343485
265972,0.525004
266031,0.479841
266036,0.056930
266041,0.020592
266046,0.449386
266106,0.556498
266111,0.353348
266115,0.530888
266120,0.203149
266910,0.161101
266911,0.161101
266915,0.081156
268486,0.385188
268694,0.250216
269697,0.284132
269698,0.284132
269819,0.714137
270053,0.160408
270134,0.437619
271418,0.087039
271453,0.425506
271527,0.238796
271587,0.121474
271601,0.649766
271661,0.278595
271662,0.278595
271969,0.467901
272276,0.367538
274363,0.386399
274429,0.201938
274434,0.059872
274504,0.085828
274509,0.202803
274510,0.202803
274520,0.251774
275643,0.283094
275648,0.196401
279618,0.287766
279914,0.047413
280115,0.060045
