Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
MN, 02200	0.031436	0.0443389	0.0494079	0.0521729	0.0404921	0.0394903	0.0559997	0.0431368	0.643525	2872	49911	0.000361894
MN, 02300	0.0197251	0.0191424	0.0293049	0.0320983	0.0409583	0.0212503	0.0462024	0.0487044	0.742614	3657	58352	0.000430978
MN, 02400	0.0275603	0.0155162	0.0200734	0.0269816	0.034812	0.0309782	0.0287719	0.0405266	0.77478	3878	55297	0.000410538
MN, 02500	0.00845824	0.0452279	0.026063	0.0262771	0.0466351	0.0799327	0.0277914	0.0731569	0.666458	2503	65380	0.000465756
MN, 02600	0.0300658	0.0338314	0.0321777	0.0364814	0.0374776	0.012114	0.0496513	0.0253038	0.742897	3851	50190	0.000371037
MO, 00100	0.022791	0.0482613	0.0162741	0.0149527	0.00820043	0.00255245	0.0722652	0.00785648	0.806846	5973	55241	0.000412504
MO, 00200	0.0371531	0.0446512	0.0370539	0.0181501	0.0175748	0.0166624	0.0550255	0.0254696	0.748259	3023	50413	0.000375886
MO, 00300	0.0308009	0.0486216	0.0206555	0.0111069	0.00802347	0.00431013	0.110571	0.0103609	0.755549	4906	60323	0.000447987
MO, 00400	0.0288611	0.0249883	0.0203281	0.008533	0.0014302	0.00245866	0.136512	0.0173231	0.759565	3586	62229	0.000456448
MO, 00500	0.0459784	0.0667394	0.0352522	0.0214371	0.00977349	0.0117558	0.0702892	0.0197314	0.719043	3451	65074	0.000480763
MO, 00600	0.0861293	0.0629252	0.0631839	0.0544662	0.0366945	0.0308224	0.0455545	0.043679	0.576545	2697	77314	0.00055005
MO, 00700	0.0287833	0.0427676	0.0211177	0.0109247	0.0125542	0.00462262	0.0831075	0.0166614	0.779461	5093	60139	0.000448139
MO, 00800	0.0279047	0.0583895	0.0248809	0.0117338	0.00762531	0.0019885	0.0823829	0.0386196	0.746475	4154	60850	0.00045009
MO, 00901	0.0187081	0.0261408	0.0304899	0.0343098	0.0150263	0.0144511	0.0188232	0.0267161	0.815335	1911	43457	0.000315332
MO, 00902	0.0172743	0.0407827	0.065759	0.0712892	0.0309892	0.0288576	0.0167112	0.0678505	0.660486	2047	49727	0.00036176
MO, 00903	0.00921223	0.0512269	0.055381	0.0710719	0.0472019	0.0266466	0.00947051	0.075183	0.654606	2293	46460	0.00033882
MO, 01001	0.038245	0.0481939	0.080226	0.0618372	0.0697984	0.126276	0.0100842	0.0262876	0.539052	4475	96091	0.000708064
MO, 01002	0.0141314	0.0388822	0.0497525	0.0419761	0.00964947	0.0246839	0.017242	0.0657736	0.737909	2264	59796	0.000445594
MO, 01003	0.0248532	0.0359012	0.0369703	0.0215145	0.014987	0.00926603	0.0166939	0.074766	0.765048	2441	53313	0.000385293
MO, 01004	0.019384	0.0284004	0.0265132	0.0301943	0.0174969	0.0179162	0.0024696	0.0923303	0.765295	1767	42922	0.0003054
MO, 01005	0.0219751	0.0569719	0.0552967	0.0556345	0.0271697	0.0321672	0.00337862	0.0425846	0.704822	3132	71035	0.000523739
MO, 01100	0.0249245	0.0443729	0.0156835	0.0133078	0.00122811	0.00712704	0.0514395	0.0478357	0.794081	2926	49670	0.000363126
MO, 01200	0.0130699	0.0414719	0.00933327	0.0111597	0.00447394	0.00077079	0.140049	0.00908192	0.770589	3994	59679	0.000444498
MO, 01300	0.0182422	0.0256076	0.00751957	0.00841027	0.0106542	0.00489885	0.211284	0.0151762	0.698207	2818	58381	0.000431616
MO, 01400	0.0247575	0.0433563	0.0332633	0.0651183	0.0371641	0.0070528	0.106373	0.0255399	0.657375	3899	89468	0.000660861
MO, 01500	0.032582	0.0464531	0.0239697	0.0181202	0.00954595	0.00455386	0.140541	0.0153002	0.708934	2742	52483	0.000387898
MO, 01600	0.022266	0.0274504	0.034385	0.0273618	0.00917228	0.00144009	0.0934731	0.0331221	0.751329	1902	45136	0.000330006
MO, 01701	0.00443389	0.015315	0.0408777	0.0473023	0.0178487	0.0282773	0.0235041	0.0697206	0.75272	2060	44205	0.000320564
MO, 01702	0.0056476	0.0213562	0.0178591	0.0231888	0.0137076	0.00860231	0.0314171	0.0725212	0.8057	2432	53474	0.000377531
MO, 01703	0.0206736	0.0408877	0.034827	0.0545818	0.0271407	0.0170513	0.0307806	0.076987	0.69707	2625	56594	0.000409473
MO, 01801	0.0115004	0.0429694	0.0715355	0.0437275	0.0184155	0.0161228	0.00338356	0.0438199	0.748525	1661	54085	0.000400583
MO, 01802	0.0107894	0.0503506	0.0500418	0.0512224	0.00844625	0.0283721	0.00279725	0.0410869	0.756893	1979	55054	0.000414306
MO, 01803	0.0408768	0.0439968	0.0715047	0.0419234	0.0124803	0.0228081	0.00225118	0.0230845	0.741074	2403	50640	0.000397574
MO, 01804	0.00346937	0.0402086	0.0745012	0.105024	0.0276346	0.0350948	0.00413115	0.0815602	0.628377	2182	49865	0.00036811
MO, 01805	0.0414868	0.0888468	0.0607948	0.043776	0.0435509	0.0530454	0.000206402	0.032818	0.635475	2453	53294	0.000399946
MO, 01806	0.00558196	0.0324334	0.0615675	0.0640369	0.0143388	0.0272873	0.000830031	0.08043	0.713494	1995	48191	0.000355184
MO, 01807	0.0131554	0.0549057	0.0512041	0.0382689	0.0183982	0.0344296	0.00305491	0.0236686	0.762915	3392	72670	0.000539561
MO, 01808	0.00279994	0.022627	0.0589738	0.0592713	0.0210871	0.0310269	0.00099748	0.0499265	0.75329	2412	57144	0.00041667
MO, 01901	0.146116	0.112078	0.063043	0.0366786	0.068948	0.199625	0.00199001	0.0272098	0.344311	3255	76884	0.000570842
MO, 01902	0.156666	0.171477	0.0538643	0.0238529	0.0184054	0.048567	0.00360497	0.0322145	0.491348	4146	99862	0.000746858
MO, 02001	0.0147978	0.027252	0.0230337	0.0251094	0.00756629	0.000468708	0.13539	0.0214043	0.744978	1884	44804	0.000330832
MO, 02002	0.0182586	0.014295	0.017284	0.0108512	0.00617284	0.00604288	0.0799653	0.00736409	0.839766	1842	46170	0.000335997
MO, 02100	0.0273807	0.0265277	0.0324815	0.0194821	0.0061244	0.000784742	0.155925	0.0103722	0.720922	2612	58618	0.000431106
MO, 02200	0.0328581	0.0412653	0.0499002	0.028024	0.0065506	0.0125407	0.0871895	0.0264651	0.715207	2899	57094	0.000419477
MO, 02300	0.0566332	0.0477732	0.00960988	0.00175622	0.00483454	0.00301912	0.113207	0.00738007	0.755787	3512	50677	0.000377959
MO, 02400	0.020804	0.0327564	0.019075	0.00614535	0.00699104	0.00439759	0.170641	0.00661517	0.732574	3046	53211	0.000395104
MO, 02500	0.0212478	0.0204718	0.00944346	0.00609202	0.00594344	0.00721467	0.165921	0.00703307	0.756633	3487	60571	0.000450008
MO, 02601	0.0197873	0.0212824	0.0140968	0.0178498	0.00828413	0.00527866	0.0811936	0.0240591	0.808168	3314	65547	0.000477828
MO, 02602	0.035485	0.0272097	0.0483918	0.0722982	0.0603279	0.032982	0.0310409	0.0241618	0.668103	2248	58729	0.000421866
MO, 02603	0.0249244	0.0261276	0.0333471	0.0530116	0.0688428	0.0402743	0.0214006	0.0353754	0.696696	2174	58176	0.00042486
MO, 02700	0.0129584	0.0354441	0.0498102	0.0409618	0.0279782	0.00835826	0.170031	0.0244589	0.629999	3853	79562	0.000584369
MO, 02800	0.029024	0.0272363	0.0279198	0.0113309	0.0120407	0.0117516	0.0903713	0.0176273	0.772698	3891	76075	0.000568492
MS, 00100	0.00714626	0.0190418	0.0438602	0.0286446	0.00829264	0.00978144	0.0462571	0.0156771	0.821299	3306	67168	0.000480588
MS, 00200	0.0211085	0.0204233	0.0188927	0.00551036	0.00460655	0.00723053	0.192644	0.00946092	0.720123	3582	68598	0.000506764
MS, 00300	0.0283586	0.0390368	0.0416043	0.0187501	0.0123899	0.00299535	0.201972	0.00828584	0.646607	2930	51413	0.000379849
MS, 00400	0.0319452	0.0252403	0.0353721	0.020964	0.0194144	0.0101617	0.172823	0.0105044	0.673575	3820	67115	0.000488252
MS, 00500	0.0337862	0.0199572	0.0261989	0.0220972	0.0114458	0.0209624	0.166986	0.00979216	0.688775	3375	61682	0.000454315
MS, 00600	0.0424888	0.0435427	0.0509939	0.0260668	0.0112503	0.00664232	0.158239	0.0135052	0.647271	4287	81598	0.000603855
MS, 00700	0.0369498	0.0359253	0.0316737	0.0115938	0.00375645	0.00153673	0.177304	0.00563467	0.695625	3418	58566	0.000433589
MS, 00800	0.0420709	0.0405944	0.0521764	0.0178523	0.0146309	0.00774688	0.0956472	0.0074209	0.72186	3819	52150	0.000390989
MS, 00900	0.0129635	0.0264604	0.0318406	0.0170914	0.000324668	0.00387282	0.0839034	0.00890517	0.814638	2042	43121	0.000310668
MS, 01000	0.0190141	0.037681	0.1349	0.0482082	0.00698921	0.0155629	0.0345988	0.0152374	0.687808	2248	46071	0.000339899
MS, 01100	0.0383629	0.0491617	0.11617	0.0495455	0.0244239	0.035781	0.00779819	0.0227142	0.656042	2887	57321	0.0004381
MS, 01200	0.0229496	0.0260051	0.0408872	0.0231694	0.00894682	0.0134092	0.206063	0.00481414	0.653756	2357	45491	0.000333053
MS, 01300	0.0114096	0.0240717	0.0384541	0.0308431	0.00452806	0.00507859	0.160602	0.0133227	0.71169	3151	72658	0.000526738
MS, 01400	0.0095641	0.0174177	0.013261	0.00667648	0.00275887	0.000275887	0.266323	0.0058856	0.677837	2828	54370	0.000401348
MS, 01500	0.0318909	0.0386327	0.0463403	0.0124799	0.0090143	0.013351	0.168677	0.00935517	0.670258	2778	52805	0.000391807
MS, 01600	0.0124375	0.0161676	0.0172069	0.011352	0.009689	0.00610904	0.256903	0.00614368	0.663991	4404	86593	0.000636268
MS, 01700	0.0129532	0.021503	0.0249983	0.00536289	0.00200466	0.00310123	0.23852	0.00747036	0.684086	2427	58364	0.000430527
MS, 01800	0.0270338	0.0348185	0.054174	0.0456321	0.0227563	0.01359	0.149623	0.0073463	0.645026	3328	75276	0.000557275
MS, 01900	0.0283264	0.0222354	0.0224276	0.0183176	0.00487877	0.00399172	0.185807	0.00943229	0.704583	2377	67640	0.000486436
MS, 02000	0.0340177	0.0427136	0.0640759	0.0509888	0.029195	0.0370818	0.0908865	0.0287527	0.622288	4030	92687	0.000673627
MS, 02100	0.0149225	0.0344972	0.0597222	0.038586	0.0141659	0.0135542	0.0845286	0.0122825	0.727741	2644	62121	0.000458924
MT, 00100	0.0221063	0.0348015	0.0197802	0.0170283	0.0110988	0.00738905	0.119304	0.0446536	0.723838	2842	65773	0.000481926
MT, 00200	0.0333357	0.0531109	0.0269207	0.0250993	0.024719	0.0218468	0.105031	0.0307337	0.679203	4172	99923	0.000725824
MT, 00300	0.0327542	0.0416091	0.0192789	0.0196525	0.0181705	0.018706	0.0903543	0.0235008	0.735974	3853	80295	0.000588121
MT, 00400	0.0175789	0.0371531	0.0281037	0.0344832	0.0247875	0.0235087	0.103646	0.0290733	0.701665	4482	71165	0.000523167
MT, 00500	0.0367289	0.062347	0.0333187	0.0276808	0.017285	0.013256	0.0822585	0.0764693	0.650656	3617	72722	0.00050735
MT, 00600	0.0209115	0.0235566	0.0247061	0.0102757	0.0122561	0.0190558	0.154441	0.0170339	0.717764	4845	72209	0.000511577
MT, 00700	0.0582413	0.0606117	0.0439565	0.0270725	0.0258666	0.0303786	0.0708627	0.0681804	0.61483	1565	48093	0.000351085
NC, 00100	0.0256557	0.0347435	0.0319006	0.0320871	0.0228711	0.0108238	0.145883	0.0116161	0.684419	5313	85829	0.000632312
NC, 00200	0.0170983	0.0176647	0.0195089	0.00943173	0.00636246	0.00557209	0.251047	0.00893116	0.664383	3956	75914	0.000561337
NC, 00300	0.011016	0.0150698	0.028934	0.00803219	0.0104735	0.00513879	0.18138	0.0116791	0.728277	2967	66358	0.000491378
NC, 00400	0.0127359	0.0286045	0.0196726	0.0040091	0.00622809	0.00205117	0.223801	0.0115238	0.691374	2662	53628	0.000391396
NC, 00500	0.0226937	0.0158747	0.0226576	0.00521341	0.00818992	0.00620558	0.255204	0.0128261	0.651135	2523	55434	0.000402251
NC, 00600	0.0274687	0.0193534	0.0206623	0.0112942	0.0100413	0.00323491	0.215786	0.0106397	0.68152	3937	53479	0.000396861
NC, 00700	0.0155078	0.0230602	0.0142637	0.0101633	0.00720193	0.00371487	0.173933	0.00718441	0.744971	2741	57068	0.000417293
NC, 00800	0.030953	0.0165269	0.0286319	0.0150725	0.00909345	0.00210075	0.170645	0.0103862	0.71659	3655	68071	0.000504301
NC, 00900	0.0392004	0.0419196	0.049548	0.0126846	0.00673183	0.00774601	0.208172	0.0177556	0.616242	3073	68035	0.000503604
NC, 01000	0.0561525	0.0427775	0.0397204	0.0112395	0.00966596	0.00672122	0.188194	0.0120937	0.633435	2376	44486	0.000329277
NC, 01100	0.0183621	0.0198337	0.0114548	0.0112824	0.0139605	0.00479934	0.172843	0.0263699	0.721095	2851	75427	0.000527504
NC, 01201	0.0386191	0.0809307	0.0955076	0.0894769	0.0537764	0.110536	0.00880418	0.0818498	0.440499	3019	62016	0.000430356
NC, 01202	0.00867767	0.0364288	0.0878396	0.153679	0.05789	0.0902857	0.00885239	0.144929	0.411418	2916	68682	0.000485169
NC, 01203	0.00990162	0.0105336	0.0211305	0.0384478	0.0520572	0.0260391	0.0368677	0.124402	0.68062	1632	47467	0.000329023
NC, 01204	0.0105592	0.00974698	0.0374041	0.0192503	0.0311294	0.00903627	0.0873167	0.0628071	0.73275	1653	49246	0.000341236
NC, 01205	0.00552142	0.0145018	0.0316246	0.0435053	0.0389077	0.00713273	0.0659992	0.0274137	0.765393	1905	46546	0.000331891
NC, 01206	0.00346584	0.00734835	0.0345827	0.107971	0.0660215	0.0302078	0.0154353	0.174523	0.560444	2452	52801	0.000368823
NC, 01207	0.0102658	0.0262484	0.0619085	0.127111	0.0427712	0.0485926	0.0113638	0.101054	0.570684	3145	57375	0.000414577
NC, 01208	0.000780048	0.0111526	0.0227479	0.0399722	0.0243291	0.0142306	0.0209559	0.101048	0.764784	2229	47433	0.000310423
NC, 01301	0.0156581	0.0337212	0.0876002	0.14828	0.0659943	0.0536462	0.00628394	0.113977	0.474838	2870	77340	0.000540883
NC, 01302	0.0427029	0.0311031	0.0629556	0.0459903	0.0197418	0.0445254	0.0257205	0.0597363	0.667524	2460	58708	0.000421168
NC, 01400	0.0194338	0.0299748	0.0667994	0.0815808	0.0428677	0.0278631	0.0804649	0.0650312	0.585984	3146	58249	0.00042393
NC, 01500	0.0358874	0.0276735	0.029066	0.0092715	0.0147181	0.00830205	0.153103	0.0248533	0.697125	2704	56733	0.000407536
NC, 01600	0.0293169	0.0346228	0.0461543	0.0336748	0.0222282	0.00800838	0.116518	0.0325287	0.676948	4200	70676	0.000512035
NC, 01701	0.0199906	0.0518785	0.110128	0.100235	0.0355197	0.0344396	0.00795241	0.0826237	0.557232	3250	63880	0.000476401
NC, 01702	0.0258241	0.0620445	0.152928	0.121314	0.0596581	0.0291354	0.0160568	0.04103	0.492009	2199	54058	0.000394016
NC, 01703	0.00979942	0.0150684	0.0335296	0.0241293	0.0134917	0.00906097	0.0655024	0.024748	0.80467	2105	50105	0.000363508
NC, 01704	0.0259611	0.0338191	0.0626482	0.0634936	0.0279339	0.0257456	0.0434177	0.044744	0.672237	3104	60321	0.000444032
NC, 01801	0.0202891	0.0574822	0.0954646	0.11079	0.0268514	0.0234456	0.0226149	0.030714	0.612348	2422	48154	0.000359832
NC, 01802	0.0161403	0.0465424	0.0845624	0.103433	0.0449423	0.0378113	0.0231147	0.0524732	0.59098	2699	57496	0.000418397
NC, 01803	0.00577196	0.0182441	0.0429859	0.0483528	0.0131979	0.0108351	0.0740228	0.0314251	0.755164	3379	59252	0.000428996
NC, 01900	0.00686297	0.00789137	0.00451235	0.00671606	0.00633828	0.00572964	0.232564	0.0134111	0.715974	2445	47647	0.000349524
NC, 02000	0.0231607	0.0264615	0.021657	0.0114978	0.00344752	0.00357588	0.224364	0.0121947	0.673641	2558	54532	0.000404136
NC, 02100	0.0158527	0.0219991	0.0233241	0.00965852	0.00320886	0.00381551	0.260764	0.0120532	0.649324	3001	62639	0.000461958
NC, 02201	0.036645	0.0619932	0.0862272	0.0538223	0.0365986	0.0417982	0.0775302	0.0262303	0.579155	3008	64620	0.000444168
NC, 02202	0.0127373	0.0187842	0.0261861	0.0130592	0.01311	0.00394654	0.208743	0.0285743	0.674859	2599	59039	0.000426483
NC, 02300	0.0179359	0.023164	0.01425	0.00686284	0.00447241	0.00203572	0.207273	0.0080966	0.715909	3460	64842	0.000479907
NC, 02400	0.0160355	0.0229098	0.0180832	0.00510584	0.00917456	0.00577066	0.171431	0.00743272	0.744056	3544	75208	0.000550807
NC, 02500	0.017908	0.0388353	0.0232727	0.00970559	0.00636241	0.0100814	0.164555	0.0367361	0.692544	3564	77172	0.000562345
NC, 02600	0.0235837	0.0259363	0.0247089	0.00941011	0.0101845	0.00919093	0.171881	0.0156933	0.709412	3671	68437	0.000507929
NC, 02700	0.0163068	0.0183299	0.0126966	0.00767379	0.00463916	0.00298232	0.210506	0.0144407	0.712425	2928	57338	0.000412663
NC, 02800	0.0279302	0.0262317	0.0506199	0.0293964	0.0144587	0.0147345	0.134251	0.0307174	0.67166	3219	68886	0.000511021
NC, 02900	0.0138546	0.0249191	0.0403042	0.0279961	0.0166446	0.0071744	0.10135	0.0286657	0.739091	3576	62723	0.000445661
NC, 03001	0.0121196	0.0218554	0.0194938	0.0107606	0.00238382	0.000846589	0.182128	0.0103819	0.74003	2748	44886	0.000330088
NC, 03002	0.0247901	0.0442056	0.080495	0.0408516	0.0194363	0.0280191	0.0337687	0.0281441	0.70029	2766	48003	0.000347098
NC, 03101	0.0330444	0.045028	0.0903961	0.0873874	0.0938297	0.200153	0.00526942	0.0624681	0.382424	3074	58830	0.000400455
NC, 03102	0.0167853	0.0284823	0.0782143	0.0899698	0.0290672	0.0139585	0.0233551	0.033746	0.686422	2462	51295	0.000370143
NC, 03103	0.0125711	0.0238645	0.0910271	0.198458	0.0759006	0.0298615	0.0174965	0.0432982	0.507522	2011	48524	0.000350431
NC, 03104	0.00587015	0.0300919	0.0623184	0.0721761	0.0605396	0.0596946	0.00412096	0.101527	0.603661	3327	67460	0.000489626
NC, 03105	0.0200763	0.0417431	0.0807731	0.118942	0.118737	0.0901284	0.00348015	0.103319	0.422801	2584	53446	0.000374243
NC, 03106	0.00484663	0.0113965	0.0366671	0.071631	0.0414828	0.0243415	0.0163051	0.074093	0.719236	2905	64581	0.00045484
NC, 03107	0.00338356	0.00338356	0.0247472	0.109258	0.0724909	0.0197112	0.0234685	0.0544517	0.689106	2356	50834	0.000357555
NC, 03108	0.00443225	0.0155427	0.0334307	0.0518355	0.0684912	0.0343251	0.0304891	0.111502	0.649951	2423	50313	0.000350416
NC, 03200	0.0192415	0.0236923	0.0375353	0.0520045	0.0199015	0.0132	0.0308169	0.0326784	0.77093	2736	59091	0.000426526
NC, 03300	0.0119001	0.01244	0.00932483	0.00309443	0.000913792	0.00284522	0.129717	0.00446512	0.8253	2517	48151	0.00034342
NC, 03400	0.0260054	0.0211385	0.0213332	0.0251294	0.0074139	0.00838727	0.176311	0.0144222	0.699859	2933	61641	0.000453939
NC, 03500	0.030994	0.0264498	0.0134989	0.0211572	0.0152898	0.00423678	0.148341	0.0180965	0.721936	3314	74821	0.00054838
NC, 03600	0.0297223	0.0211501	0.0336159	0.0190351	0.00685777	0.00519139	0.210492	0.0148051	0.659131	2923	62411	0.000460231
NC, 03700	0.018794	0.0304576	0.0272465	0.00900348	0.0147644	0.0103571	0.161323	0.0212809	0.706773	2937	63531	0.000460417
NC, 03800	0.0271668	0.0265687	0.0130431	0.00387821	0.00455352	0.00302925	0.209751	0.0252566	0.686752	4087	51828	0.00036995
NC, 03900	0.0129234	0.0258096	0.0108005	0.00418987	0.00683414	0.00240219	0.330869	0.00493473	0.601236	2988	53701	0.000395387
NC, 04000	0.043951	0.0349212	0.036506	0.00703953	0.0163641	0.012052	0.246457	0.0199945	0.582714	2374	54265	0.000399367
NC, 04100	0.036209	0.0172228	0.0209848	0.00681858	0.00897388	0.00811176	0.251621	0.0147736	0.635284	2234	51037	0.000369776
NC, 04200	0.0298927	0.0235186	0.100385	0.0830142	0.0387358	0.0148141	0.124887	0.0916683	0.493084	3012	79384	0.000576087
NC, 04300	0.0132355	0.0372248	0.0310525	0.0158656	0.01752	0.0116235	0.122768	0.0632928	0.687418	2134	47146	0.000344898
NC, 04400	0.0177309	0.0249423	0.0233358	0.0227765	0.0236214	0.0239189	0.213021	0.0302378	0.620416	6009	84034	0.000614792
NC, 04500	0.0226839	0.0422776	0.0297521	0.0229798	0.0456638	0.0193142	0.118926	0.116	0.582402	2362	60836	0.000439212
NC, 04600	0.00510719	0.00770756	0.0170427	0.0213829	0.0232536	0.00649156	0.150559	0.0224679	0.745987	2570	53454	0.000377845
NC, 04700	0.0454467	0.0505386	0.07937	0.0729964	0.0514508	0.0403547	0.0292702	0.0688974	0.561675	3683	86607	0.000620098
NC, 04800	0.0135843	0.015632	0.0327522	0.0276273	0.0149494	0.00387163	0.217225	0.0300555	0.644302	4991	89368	0.000613492
NC, 04900	0.0133815	0.0242552	0.0115558	0.00272846	0.00308958	0.00142442	0.352713	0.00308958	0.587762	2785	49845	0.000367929
NC, 05001	0.0360979	0.0541737	0.112933	0.0968916	0.0650227	0.0168445	0.0341886	0.0194854	0.564362	3275	56042	0.000412308
NC, 05002	0.0178404	0.0238177	0.0391714	0.0321447	0.0250268	0.00440308	0.177857	0.0734606	0.606278	2364	43833	0.000321433
NC, 05003	0.0195926	0.0242647	0.0489816	0.0385824	0.036494	0.00529647	0.0636653	0.0103346	0.752788	2670	46446	0.000342796
NC, 05100	0.0351205	0.0210135	0.0248342	0.00818709	0.00573096	0.00468133	0.356684	0.0105592	0.533189	3940	47636	0.000351895
NC, 05200	0.0341312	0.0219291	0.025183	0.00495007	0.0083078	0.00387698	0.239403	0.00737318	0.654845	3201	57777	0.000420288
NC, 05300	0.0146113	0.0236564	0.0305088	0.0121656	0.00759029	0.00497586	0.114993	0.00898185	0.782517	2360	47429	0.000348525
NC, 05400	0	0.000729233	0.00227609	0.00453009	0.00185623	0.000596646	0.0281528	0.0346496	0.927209	2699	45253	0.000312515
ND, 00100	0.0185127	0.0349844	0.0342078	0.0537138	0.0991286	0.0375401	0.100655	0.0484942	0.572764	5721	110735	0.00075901
ND, 00200	0.0184629	0.0390598	0.039044	0.0375107	0.0302709	0.0113022	0.0837628	0.0187	0.721887	4633	63262	0.000468804
ND, 00300	0.016096	0.0462101	0.0393562	0.0430002	0.0580728	0.04238	0.0933352	0.0673769	0.594173	2656	64488	0.000452912
ND, 00400	0.0288854	0.0390389	0.0387542	0.0627052	0.102181	0.0620979	0.0476172	0.0600102	0.55871	3118	52691	0.000381599
ND, 00500	0.0248025	0.0236057	0.040043	0.0717941	0.19809	0.101323	0.0235569	0.0883535	0.428432	2515	81887	0.000565999
NE, 00100	0.0287053	0.0323002	0.0156508	0.0163226	0.0133086	0.00971367	0.0631298	0.0238212	0.797048	3287	55077	0.000410417
NE, 00200	0.0257358	0.0321791	0.0269107	0.0236211	0.0146921	0.01442	0.0473658	0.0185506	0.796525	5609	80860	0.000598712
NE, 00300	0.0203202	0.0364112	0.0221126	0.0269661	0.0159501	0.0235022	0.0653711	0.0349612	0.754405	3077	49655	0.000364536
NE, 00400	0.0260947	0.0269138	0.0139426	0.0222662	0.0178092	0.0138664	0.102608	0.0199996	0.7565	3188	52501	0.000388783
NE, 00500	0.0254143	0.0500368	0.0298637	0.0163836	0.0239814	0.0154974	0.0659678	0.0306932	0.742162	3315	53041	0.000390411
NE, 00600	0.0189398	0.0239013	0.0234098	0.0166357	0.0213361	0.00952366	0.0312591	0.0152379	0.839757	4868	65101	0.000484334
NE, 00701	0.0191568	0.0247622	0.023495	0.0202521	0.00884823	0.0252776	0.0342332	0.036703	0.807272	2656	46563	0.000342894
NE, 00702	0.00770356	0.0122504	0.0394301	0.070418	0.0489437	0.020649	0.00731259	0.0508985	0.742394	2578	69059	0.000493568
NE, 00801	0.0395105	0.0448531	0.0687832	0.0863636	0.0811469	0.049007	0.025986	0.0577343	0.546615	2383	71500	0.000515065
NE, 00802	0.0206715	0.0202352	0.0459739	0.0516452	0.0484236	0.0340778	0.00360744	0.0979379	0.677427	2248	59599	0.000425115
NE, 00901	0.0050908	0.0164323	0.0524159	0.0955523	0.0637703	0.0463842	0.0125014	0.0457527	0.6621	2851	77591	0.000547337
NE, 00902	0.00734782	0.0133496	0.0677139	0.0814911	0.0507379	0.0276968	0.00330969	0.0368341	0.711519	2438	63148	0.000458151
NE, 00903	0.0237962	0.0307913	0.0703588	0.0370998	0.0293966	0.0457471	0.0184963	0.0407047	0.703609	1589	46604	0.000346814
NE, 00904	0.0385781	0.0327702	0.0554084	0.0657736	0.052568	0.103483	0.00320071	0.0473748	0.600844	1735	47177	0.000351797
NH, 00100	0.050304	0.06186	0.0450159	0.0230314	0.0186023	0.0138108	0.0837639	0.0766908	0.626921	5581	74507	0.000548359
NH, 00200	0.0367792	0.04212	0.0531981	0.0156142	0.0142849	0.00601714	0.0729054	0.0273337	0.731747	3851	85755	0.000627839
NH, 00300	0.0632655	0.0699187	0.0462147	0.0341016	0.043082	0.0260312	0.0928619	0.0428582	0.581666	2770	67035	0.00049025
NH, 00400	0.0504039	0.0645598	0.048546	0.0277262	0.0426696	0.0244548	0.0595113	0.0442649	0.637863	2703	49520	0.000365595
NH, 00500	0.0629636	0.0631696	0.039114	0.0150412	0.0246909	0.0169643	0.0714801	0.0192479	0.687328	3563	58240	0.000430331
NH, 00600	0.038148	0.030801	0.0288012	0.0184328	0.0330182	0.00967286	0.0361265	0.0645147	0.740485	2475	46005	0.00033821
NH, 00700	0.0399003	0.0197674	0.0310631	0.0262126	0.0619269	0.0198007	0.0325581	0.078505	0.690266	2447	60200	0.000444714
NH, 00800	0.116574	0.141713	0.0875518	0.0611993	0.118819	0.0577409	0.00453029	0.0549095	0.356962	2130	49445	0.000367479
NH, 00900	0.0693324	0.044694	0.0751191	0.0598616	0.0905562	0.0295085	0.0194806	0.0641387	0.547309	2223	55645	0.000402676
NH, 01000	0.0436996	0.04181	0.0431226	0.0343758	0.0379515	0.0228343	0.0532837	0.0717616	0.651161	3889	88376	0.000644121
NJ, 00101	0.080034	0.0562665	0.0512703	0.0563454	0.0420187	0.132754	0.00258479	0.117955	0.460771	3103	63448	0.000467648
NJ, 00102	0.0324128	0.0322445	0.0383534	0.0356271	0.0167281	0.0255465	0.0534155	0.0488548	0.716817	2961	59421	0.00045027
NJ, 00301	0.114386	0.065671	0.0556117	0.0622007	0.0700198	0.181002	0.00305293	0.0388755	0.409181	1746	45530	0.000338863
NJ, 00302	0.261586	0.0757619	0.0312284	0.0563738	0.0447776	0.0603817	0.00872767	0.0387151	0.422448	2224	49154	0.000363433
NJ, 00303	0.165708	0.0791427	0.0400603	0.0539106	0.0986037	0.274378	0.00296565	0.0715442	0.213687	2782	62381	0.000462768
NJ, 00304	0.302843	0.100535	0.0334753	0.0259977	0.0271063	0.0306495	0.00276063	0.0511477	0.425485	2004	46004	0.00034725
NJ, 00305	0.0357405	0.0291229	0.0257353	0.0210347	0.0151261	0.0340599	0.00296744	0.0618435	0.77437	2142	38080	0.00028035
NJ, 00306	0.0418182	0.0262484	0.0312676	0.0374136	0.0112932	0.0284251	0.00299616	0.093726	0.726812	2070	39050	0.000290843
