Dependency=Heating Fuel	Dependency=Location Region	Option=Electric Standard	Option=Electric Premium	Option=Electric Tankless	Option=Gas Standard	Option=Gas Premium	Option=Gas Tankless	Option=Oil Standard	Option=Oil Premium	Option=FIXME Oil Indirect	Option=Propane Standard	Option=Propane Premium	Option=Propane Tankless	Option=Other Fuel	resstock_probability
Electricity	CR02	0.780000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060000	0.000000	0.010000	0.000000	0.021144
Electricity	CR03	0.790000	0.000000	0.040000	0.130000	0.000000	0.040000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019200
Electricity	CR04	0.910000	0.000000	0.000000	0.080000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010000	0.000000	0.000000	0.000000	0.052937
Electricity	CR05	0.750000	0.000000	0.000000	0.170000	0.000000	0.010000	0.000000	0.000000	0.000000	0.070000	0.000000	0.000000	0.000000	0.014115
Electricity	CR06	0.910000	0.000000	0.020000	0.030000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040000	0.000000	0.000000	0.000000	0.013874
Electricity	CR07	0.880000	0.000000	0.000000	0.050000	0.000000	0.000000	0.020000	0.000000	0.010000	0.010000	0.000000	0.030000	0.000000	0.051490
Electricity	CR08	0.870000	0.000000	0.010000	0.110000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	0.000000	0.051275
Electricity	CR09	0.850000	0.000000	0.010000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	0.000000	0.114478
Electricity	CR10	0.750000	0.000000	0.000000	0.210000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	0.010000	0.014882
Electricity	CR11	0.290000	0.000000	0.010000	0.680000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	0.000000	0.041292
Fuel Oil	CR02	0.820000	0.000000	0.000000	0.180000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002664
Fuel Oil	CR03	0.260000	0.000000	0.000000	0.050000	0.000000	0.010000	0.410000	0.000000	0.250000	0.020000	0.000000	0.000000	0.000000	0.002419
Fuel Oil	CR04	0.880000	0.000000	0.060000	0.000000	0.000000	0.000000	0.060000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006670
Fuel Oil	CR05	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001778
Fuel Oil	CR06	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001748
Fuel Oil	CR07	0.320000	0.000000	0.000000	0.070000	0.000000	0.000000	0.430000	0.000000	0.150000	0.030000	0.000000	0.000000	0.000000	0.006487
Fuel Oil	CR08	0.750000	0.000000	0.000000	0.040000	0.000000	0.000000	0.090000	0.000000	0.000000	0.130000	0.000000	0.000000	0.000000	0.006460
Fuel Oil	CR09	0.830000	0.000000	0.000000	0.170000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014569
Fuel Oil	CR10	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001875
Fuel Oil	CR11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.530000	0.470000	0.000000	0.000000	0.000000	0.005203
Natural Gas	CR02	0.160000	0.000000	0.000000	0.830000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025114
Natural Gas	CR03	0.060000	0.000000	0.000000	0.900000	0.000000	0.030000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022804
Natural Gas	CR04	0.110000	0.000000	0.010000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062874
Natural Gas	CR05	0.130000	0.000000	0.000000	0.860000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016764
Natural Gas	CR06	0.250000	0.000000	0.010000	0.740000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016478
Natural Gas	CR07	0.050000	0.000000	0.000000	0.930000	0.000000	0.020000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061156
Natural Gas	CR08	0.170000	0.000000	0.000000	0.820000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060297
Natural Gas	CR09	0.160000	0.000000	0.000000	0.830000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137341
Natural Gas	CR10	0.060000	0.000000	0.010000	0.910000	0.000000	0.010000	0.000000	0.000000	0.000000	0.010000	0.000000	0.000000	0.000000	0.017676
Natural Gas	CR11	0.020000	0.000000	0.000000	0.940000	0.000000	0.030000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048553
None	CR02	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000522
None	CR03	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000474
None	CR04	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001307
None	CR05	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000349
None	CR06	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000343
None	CR07	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001271
None	CR08	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001254
None	CR09	0.690000	0.000000	0.040000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.002855
None	CR10	0.510000	0.000000	0.000000	0.490000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000367
None	CR11	0.040000	0.000000	0.010000	0.920000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010000	0.001009
Other Fuel	CR02	0.620000	0.000000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000000	0.000000	0.270000	0.000000	0.000000	0.070000	0.001479
Other Fuel	CR03	0.490000	0.000000	0.020000	0.030000	0.000000	0.000000	0.160000	0.000000	0.100000	0.040000	0.000000	0.020000	0.150000	0.001343
Other Fuel	CR04	0.820000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.070000	0.003666
Other Fuel	CR05	0.670000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000	0.230000	0.050000	0.000977
Other Fuel	CR06	0.900000	0.000000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000961
Other Fuel	CR07	0.720000	0.000000	0.000000	0.060000	0.000000	0.000000	0.050000	0.000000	0.030000	0.060000	0.000000	0.000000	0.080000	0.003566
Other Fuel	CR08	0.870000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.030000	0.003516
Other Fuel	CR09	0.930000	0.000000	0.020000	0.020000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.020000	0.000000	0.008088
Other Fuel	CR10	0.800000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090000	0.000000	0.000000	0.000000	0.001031
Other Fuel	CR11	0.320000	0.000000	0.000000	0.360000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320000	0.000000	0.000000	0.000000	0.002860
Propane	CR02	0.560000	0.000000	0.010000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.420000	0.000000	0.000000	0.000000	0.002544
Propane	CR03	0.120000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090000	0.000000	0.000000	0.730000	0.000000	0.060000	0.000000	0.002310
Propane	CR04	0.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.020000	0.000000	0.006370
Propane	CR05	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.680000	0.000000	0.000000	0.000000	0.001698
Propane	CR06	0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.400000	0.000000	0.000000	0.000000	0.001669
Propane	CR07	0.330000	0.000000	0.000000	0.030000	0.000000	0.000000	0.000000	0.000000	0.000000	0.650000	0.000000	0.000000	0.000000	0.006258
Propane	CR08	0.620000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	0.340000	0.000000	0.030000	0.000000	0.006170
Propane	CR09	0.670000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.310000	0.000000	0.020000	0.000000	0.013914
Propane	CR10	0.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.700000	0.000000	0.000000	0.000000	0.001791
Propane	CR11	0.250000	0.000000	0.000000	0.030000	0.000000	0.000000	0.000000	0.000000	0.000000	0.690000	0.000000	0.000000	0.030000	0.004969
