Dependency=CEC Climate Zone	Dependency=County	Option=North-Central	Option=Northern	Option=South-Central	Option=Southern	Option=Void	source_count	source_weight	sampling_probability
3	AK, Bethel Census Area	0	0	0	0	1	1	1	0
4	AK, Bethel Census Area	0	0	0	0	1	1	1	0
5	AK, Bethel Census Area	0	0	0	0	1	1	1	0
6	AK, Bethel Census Area	0	0	0	0	1	1	1	0
7	AK, Bethel Census Area	0	0	0	0	1	1	1	0
8	AK, Bethel Census Area	0	0	0	0	1	1	1	0
9	AK, Bethel Census Area	0	0	0	0	1	1	1	0
None	AK, Bethel Census Area	0	1	0	0	0	1	1	4.46533e-05
1	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
10	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
11	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
12	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
13	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
14	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
15	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
16	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
2	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
3	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
4	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
5	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
6	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
7	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
8	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
9	AK, Bristol Bay Borough	0	0	0	0	1	1	1	0
None	AK, Bristol Bay Borough	0	1	0	0	0	1	1	6.78079e-06
1	AK, Denali Borough	0	0	0	0	1	1	1	0
10	AK, Denali Borough	0	0	0	0	1	1	1	0
11	AK, Denali Borough	0	0	0	0	1	1	1	0
12	AK, Denali Borough	0	0	0	0	1	1	1	0
13	AK, Denali Borough	0	0	0	0	1	1	1	0
14	AK, Denali Borough	0	0	0	0	1	1	1	0
15	AK, Denali Borough	0	0	0	0	1	1	1	0
16	AK, Denali Borough	0	0	0	0	1	1	1	0
2	AK, Denali Borough	0	0	0	0	1	1	1	0
3	AK, Denali Borough	0	0	0	0	1	1	1	0
4	AK, Denali Borough	0	0	0	0	1	1	1	0
5	AK, Denali Borough	0	0	0	0	1	1	1	0
6	AK, Denali Borough	0	0	0	0	1	1	1	0
7	AK, Denali Borough	0	0	0	0	1	1	1	0
8	AK, Denali Borough	0	0	0	0	1	1	1	0
9	AK, Denali Borough	0	0	0	0	1	1	1	0
None	AK, Denali Borough	0	1	0	0	0	1	1	1.27634e-05
1	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
10	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
11	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
12	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
13	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
14	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
15	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
16	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
2	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
3	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
4	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
5	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
6	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
7	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
8	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
9	AK, Dillingham Census Area	0	0	0	0	1	1	1	0
None	AK, Dillingham Census Area	0	1	0	0	0	1	1	1.82313e-05
1	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
10	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
11	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
12	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
13	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
14	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
15	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
16	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
2	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
3	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
4	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
5	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
6	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
7	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
8	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
9	AK, Fairbanks North Star Borough	0	0	0	0	1	1	1	0
None	AK, Fairbanks North Star Borough	0	1	0	0	0	1	1	0.000310842
1	AK, Haines Borough	0	0	0	0	1	1	1	0
10	AK, Haines Borough	0	0	0	0	1	1	1	0
11	AK, Haines Borough	0	0	0	0	1	1	1	0
12	AK, Haines Borough	0	0	0	0	1	1	1	0
13	AK, Haines Borough	0	0	0	0	1	1	1	0
14	AK, Haines Borough	0	0	0	0	1	1	1	0
15	AK, Haines Borough	0	0	0	0	1	1	1	0
16	AK, Haines Borough	0	0	0	0	1	1	1	0
2	AK, Haines Borough	0	0	0	0	1	1	1	0
3	AK, Haines Borough	0	0	0	0	1	1	1	0
4	AK, Haines Borough	0	0	0	0	1	1	1	0
5	AK, Haines Borough	0	0	0	0	1	1	1	0
6	AK, Haines Borough	0	0	0	0	1	1	1	0
7	AK, Haines Borough	0	0	0	0	1	1	1	0
8	AK, Haines Borough	0	0	0	0	1	1	1	0
9	AK, Haines Borough	0	0	0	0	1	1	1	0
None	AK, Haines Borough	0	1	0	0	0	1	1	1.2107e-05
1	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
10	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
11	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
12	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
13	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
14	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
15	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
16	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
2	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
3	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
4	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
5	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
6	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
7	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
8	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
9	AK, Hoonah-Angoon Census Area	0	0	0	0	1	1	1	0
None	AK, Hoonah-Angoon Census Area	0	1	0	0	0	1	1	1.2286e-05
1	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
10	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
11	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
12	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
13	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
14	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
15	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
16	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
2	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
3	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
4	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
5	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
6	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
7	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
8	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
9	AK, Juneau City and Borough	0	0	0	0	1	1	1	0
None	AK, Juneau City and Borough	0	1	0	0	0	1	1	9.89369e-05
1	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
10	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
11	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
12	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
13	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
14	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
15	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
16	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
2	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
3	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
4	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
5	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
6	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
7	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
8	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
9	AK, Kenai Peninsula Borough	0	0	0	0	1	1	1	0
None	AK, Kenai Peninsula Borough	0	1	0	0	0	1	1	0.000229398
1	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
10	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
11	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
12	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
13	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
14	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
15	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
16	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
2	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
3	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
4	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
5	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
6	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
7	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
8	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
9	AK, Ketchikan Gateway Borough	0	0	0	0	1	1	1	0
None	AK, Ketchikan Gateway Borough	0	1	0	0	0	1	1	4.66524e-05
1	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
10	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
11	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
12	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
13	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
14	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
15	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
16	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
2	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
3	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
4	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
5	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
6	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
7	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
8	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
9	AK, Kodiak Island Borough	0	0	0	0	1	1	1	0
None	AK, Kodiak Island Borough	0	1	0	0	0	1	1	3.97e-05
1	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
10	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
11	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
12	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
13	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
14	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
15	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
16	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
2	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
3	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
4	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
5	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
6	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
7	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
8	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
9	AK, Kusilvak Census Area	0	0	0	0	1	1	1	0
None	AK, Kusilvak Census Area	0	1	0	0	0	1	1	1.67841e-05
1	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
10	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
11	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
12	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
13	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
14	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
15	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
16	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
2	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
3	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
4	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
5	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
6	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
7	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
8	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
9	AK, Lake and Peninsula Borough	0	0	0	0	1	1	1	0
None	AK, Lake and Peninsula Borough	0	1	0	0	0	1	1	1.08239e-05
1	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
10	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
11	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
12	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
13	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
14	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
15	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
16	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
2	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
3	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
4	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
5	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
6	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
7	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
8	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
9	AK, Matanuska-Susitna Borough	0	0	0	0	1	1	1	0
None	AK, Matanuska-Susitna Borough	0	1	0	0	0	1	1	0.000308955
1	AK, Nome Census Area	0	0	0	0	1	1	1	0
10	AK, Nome Census Area	0	0	0	0	1	1	1	0
11	AK, Nome Census Area	0	0	0	0	1	1	1	0
12	AK, Nome Census Area	0	0	0	0	1	1	1	0
13	AK, Nome Census Area	0	0	0	0	1	1	1	0
14	AK, Nome Census Area	0	0	0	0	1	1	1	0
15	AK, Nome Census Area	0	0	0	0	1	1	1	0
16	AK, Nome Census Area	0	0	0	0	1	1	1	0
2	AK, Nome Census Area	0	0	0	0	1	1	1	0
3	AK, Nome Census Area	0	0	0	0	1	1	1	0
4	AK, Nome Census Area	0	0	0	0	1	1	1	0
5	AK, Nome Census Area	0	0	0	0	1	1	1	0
6	AK, Nome Census Area	0	0	0	0	1	1	1	0
7	AK, Nome Census Area	0	0	0	0	1	1	1	0
8	AK, Nome Census Area	0	0	0	0	1	1	1	0
9	AK, Nome Census Area	0	0	0	0	1	1	1	0
None	AK, Nome Census Area	0	1	0	0	0	1	1	3.02338e-05
1	AK, North Slope Borough	0	0	0	0	1	1	1	0
10	AK, North Slope Borough	0	0	0	0	1	1	1	0
11	AK, North Slope Borough	0	0	0	0	1	1	1	0
12	AK, North Slope Borough	0	0	0	0	1	1	1	0
13	AK, North Slope Borough	0	0	0	0	1	1	1	0
14	AK, North Slope Borough	0	0	0	0	1	1	1	0
15	AK, North Slope Borough	0	0	0	0	1	1	1	0
16	AK, North Slope Borough	0	0	0	0	1	1	1	0
2	AK, North Slope Borough	0	0	0	0	1	1	1	0
3	AK, North Slope Borough	0	0	0	0	1	1	1	0
4	AK, North Slope Borough	0	0	0	0	1	1	1	0
5	AK, North Slope Borough	0	0	0	0	1	1	1	0
6	AK, North Slope Borough	0	0	0	0	1	1	1	0
7	AK, North Slope Borough	0	0	0	0	1	1	1	0
8	AK, North Slope Borough	0	0	0	0	1	1	1	0
9	AK, North Slope Borough	0	0	0	0	1	1	1	0
None	AK, North Slope Borough	0	1	0	0	0	1	1	1.9022e-05
1	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
10	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
11	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
12	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
13	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
14	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
15	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
16	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
2	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
3	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
4	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
5	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
6	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
7	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
8	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
9	AK, Northwest Arctic Borough	0	0	0	0	1	1	1	0
None	AK, Northwest Arctic Borough	0	1	0	0	0	1	1	2.03051e-05
1	AK, Petersburg Borough	0	0	0	0	1	1	1	0
10	AK, Petersburg Borough	0	0	0	0	1	1	1	0
11	AK, Petersburg Borough	0	0	0	0	1	1	1	0
12	AK, Petersburg Borough	0	0	0	0	1	1	1	0
13	AK, Petersburg Borough	0	0	0	0	1	1	1	0
14	AK, Petersburg Borough	0	0	0	0	1	1	1	0
15	AK, Petersburg Borough	0	0	0	0	1	1	1	0
16	AK, Petersburg Borough	0	0	0	0	1	1	1	0
2	AK, Petersburg Borough	0	0	0	0	1	1	1	0
3	AK, Petersburg Borough	0	0	0	0	1	1	1	0
4	AK, Petersburg Borough	0	0	0	0	1	1	1	0
5	AK, Petersburg Borough	0	0	0	0	1	1	1	0
6	AK, Petersburg Borough	0	0	0	0	1	1	1	0
7	AK, Petersburg Borough	0	0	0	0	1	1	1	0
8	AK, Petersburg Borough	0	0	0	0	1	1	1	0
9	AK, Petersburg Borough	0	0	0	0	1	1	1	0
None	AK, Petersburg Borough	0	1	0	0	0	1	1	1.31588e-05
1	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
10	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
11	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
12	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
13	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
14	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
15	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
16	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
2	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
3	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
4	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
5	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
6	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
7	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
8	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
9	AK, Prince of Wales-Hyder Census Area	0	0	0	0	1	1	1	0
None	AK, Prince of Wales-Hyder Census Area	0	1	0	0	0	1	1	2.50568e-05
1	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
10	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
11	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
12	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
13	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
14	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
15	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
16	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
2	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
3	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
4	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
5	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
6	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
7	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
8	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
9	AK, Sitka City and Borough	0	0	0	0	1	1	1	0
None	AK, Sitka City and Borough	0	1	0	0	0	1	1	3.06739e-05
1	AK, Skagway Municipality	0	0	0	0	1	1	1	0
10	AK, Skagway Municipality	0	0	0	0	1	1	1	0
11	AK, Skagway Municipality	0	0	0	0	1	1	1	0
12	AK, Skagway Municipality	0	0	0	0	1	1	1	0
13	AK, Skagway Municipality	0	0	0	0	1	1	1	0
14	AK, Skagway Municipality	0	0	0	0	1	1	1	0
15	AK, Skagway Municipality	0	0	0	0	1	1	1	0
16	AK, Skagway Municipality	0	0	0	0	1	1	1	0
2	AK, Skagway Municipality	0	0	0	0	1	1	1	0
3	AK, Skagway Municipality	0	0	0	0	1	1	1	0
4	AK, Skagway Municipality	0	0	0	0	1	1	1	0
5	AK, Skagway Municipality	0	0	0	0	1	1	1	0
6	AK, Skagway Municipality	0	0	0	0	1	1	1	0
7	AK, Skagway Municipality	0	0	0	0	1	1	1	0
8	AK, Skagway Municipality	0	0	0	0	1	1	1	0
9	AK, Skagway Municipality	0	0	0	0	1	1	1	0
None	AK, Skagway Municipality	0	1	0	0	0	1	1	4.7667e-06
1	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
10	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
11	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
12	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
13	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
14	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
15	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
16	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
2	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
3	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
4	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
5	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
6	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
7	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
8	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
9	AK, Southeast Fairbanks Census Area	0	0	0	0	1	1	1	0
None	AK, Southeast Fairbanks Census Area	0	1	0	0	0	1	1	2.91e-05
1	AK, Valdez-Cordova Census Area	0	0	0	0	1	1	1	0
10	AK, Valdez-Cordova Census Area	0	0	0	0	1	1	1	0
