Location,Vintage,Electricity,Fuel Oil,Natural Gas,None,Other Fuel,Propane/LPG
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,pre-1950,0.284697072850539,0,0.429847690980024,0,5.86733670503679E-02,0.22678143307281
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,1950s,0.217172422012486,0,0.6557505933246,0,9.93199440318241E-02,2.77565580081292E-02
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,1960s,0.308057359361509,0,0.525635648462916,0,8.03840673307324E-02,8.59222451331224E-02
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,1970s,0.542890240095781,0,0.229434842981182,0,4.28735200680245E-02,0.184801098134912
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,1980s,0.499337733456711,0,0.260072782407289,0,0.09627310883443,0.144315874501359
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,1990s,0.629796013716661,0,0.221101388026493,0,0.026525393864871,0.122576973784056
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,2000s,0.552772319446667,0,0.285330845558645,0,0.052217285666098,0.109679336063677
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,pre-1950,0.284697072850539,0,0.429847690980024,0,5.86733670503679E-02,0.22678143307281
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,1950s,0.217172422012486,0,0.6557505933246,0,9.93199440318241E-02,2.77565580081292E-02
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,1960s,0.308057359361509,0,0.525635648462916,0,8.03840673307324E-02,8.59222451331224E-02
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,1970s,0.542890240095781,0,0.229434842981182,0,4.28735200680245E-02,0.184801098134912
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,1980s,0.499337733456711,0,0.260072782407289,0,0.09627310883443,0.144315874501359
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,1990s,0.629796013716661,0,0.221101388026493,0,0.026525393864871,0.122576973784056
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,2000s,0.552772319446667,0,0.285330845558645,0,0.052217285666098,0.109679336063677
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,pre-1950,0.284697072850539,0,0.429847690980024,0,5.86733670503679E-02,0.22678143307281
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1950s,0.217172422012486,0,0.6557505933246,0,9.93199440318241E-02,2.77565580081292E-02
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1960s,0.308057359361509,0,0.525635648462916,0,8.03840673307324E-02,8.59222451331224E-02
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1970s,0.542890240095781,0,0.229434842981182,0,4.28735200680245E-02,0.184801098134912
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1980s,0.499337733456711,0,0.260072782407289,0,0.09627310883443,0.144315874501359
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1990s,0.629796013716661,0,0.221101388026493,0,0.026525393864871,0.122576973784056
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,2000s,0.552772319446667,0,0.285330845558645,0,0.052217285666098,0.109679336063677
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,pre-1950,0.284697072850539,0,0.429847690980024,0,5.86733670503679E-02,0.22678143307281
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,1950s,0.217172422012486,0,0.6557505933246,0,9.93199440318241E-02,2.77565580081292E-02
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,1960s,0.308057359361509,0,0.525635648462916,0,8.03840673307324E-02,8.59222451331224E-02
