Dependency=Location Heating Region	Dependency=Vintage	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Count	Weight
H1	<1950	0.363752164001	0.444418504243	0.142311090709	0.049518241047	266	631991.348616
H1	1950s	0.40629242408	0.429600807555	0.145845688348	0.0182610800165	93	275072.496382
H1	1960s	0.339697870433	0.449308958122	0.162515908793	0.0484772626517	125	386115.281643
H1	1970s	0.331594730967	0.445996440373	0.184004888681	0.038403939979	144	461017.32921
H1	1980s	0.292728942883	0.451625307765	0.196338013032	0.0593077363206	86	289644.176724
H1	1990s	0.270796925375	0.421328914791	0.191704521579	0.116169638254	105	380467.480203
H1	2000s	0.16498778475	0.495998862276	0.263840921104	0.075172431869	106	384716.507222
H2	<1950	0.337723314845	0.408379834022	0.154912917087	0.0989839340455	42	131568.517258
H2	1950s	0.389993158131	0.408131438596	0.164136544193	0.0377388590793	24	55389.2149702
H2	1960s	0.314737512	0.412019203128	0.176540759647	0.0967025252247	14	80548.5287193
H2	1970s	0.309487853252	0.411987535931	0.201353311381	0.0771712994352	34	95472.3401158
H2	1980s	0.266698719789	0.407239817718	0.209726391845	0.116335070649	15	61447.7294094
H2	1990s	0.232908431278	0.358657108769	0.193315761551	0.215118698402	50	85501.2306456
H2	2000s	0.146385341696	0.43555517382	0.274461467418	0.143598017067	41	83809.128882
H3	<1950	0.157856490752	0.524605547401	0.247007029119	0.0705309327277	27	62056.8941268
H3	1950s	0.183171125817	0.526826080441	0.262981738263	0.0270210554788	16	25999.4786473
H3	1960s	0.143274152473	0.515470704569	0.274147702948	0.0671074400095	19	39010.1596381
H3	1970s	0.137777817314	0.504065482677	0.305783993135	0.0523727068744	24	47280.4206744
H3	1980s	0.117039283165	0.491165830797	0.3139670606	0.0778278254374	19	30869.8538662
H3	1990s	0.105579081787	0.446826892426	0.298937373665	0.148656652122	23	41583.3191512
H3	2000s	0.058586725109	0.479084365614	0.374716910093	0.0876119991844	26	46166.7338959
