Dependency=Heating Fuel	Option=Electric, 100% Usage	Option=Gas, 100% Usage	Option=Propane, 100% Usage	Option=None	Count	Weight
Electricity	0.890128214909	0.0563666571827	0.0527283719216	0.000776755986236	495	1225790.36
Fuel Oil	0.993771911383	0.0	0.0	0.00622808861657	58	154545.81
Natural Gas	0.633385325728	0.344626884672	0.0214437221015	0.000544067498849	638	1958286.43
Propane	0.59931001288	0.116620851996	0.284069135125	0.0	20	48969.03
Wood	0.778460839765	0.117622019543	0.103917140692	0.0	134	341933.34
