Dependency=Geometry Is Multifamily Low Rise	Dependency=Location EPW	Option=None	Option=Back	Option=Left	Option=Right	Option=LeftRight	Option=LeftBack	Option=RightBack	Count
True	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_ID_Mountain.Home.AFB.726815_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_MT_Missoula.Intl.AP.727730_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	0	0	0.2	0.2	0.2	0.2	0.2	1000
True	None	1	0	0	0	0	0	0	1000
False	USA_OR_Portland.Intl.AP.726980_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_ID_Mountain.Home.AFB.726815_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_MT_Missoula.Intl.AP.727730_TMY3.epw	1	0	0	0	0	0	0	1000
False	USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	1	0	0	0	0	0	0	1000
False	None	1	0	0	0	0	0	0	1000
