Dependency=Heating Fuel	Option=Electric, 100% Usage	Option=Gas, 100% Usage	Option=None	Count	Weight
Electricity	0.971029809698	0.0111155140753	0.017854676227	488	1225790.36
Fuel Oil	0.909330314423	0.0782135083442	0.0124561772331	57	154545.81
Natural Gas	0.921568672158	0.0725099519788	0.00592137586328	626	1958286.43
Propane	0.957524378163	0.0	0.0424756218369	20	48969.03
Wood	0.955455171252	0.00803600312189	0.0365088256261	130	343125.8
