Time,Cooling:Electricity  [kWh],ExteriorLights:Electricity  [kWh],Fans:Electricity  [kWh],Heating:Electricity  [kWh],InteriorEquipment:Electricity  [kWh],InteriorLights:Electricity  [kWh],Pumps:Electricity  [kWh],WaterSystems:Electricity  [kWh],Electricity:Facility  [kWh],Heating:Gas  [kBtu],InteriorEquipment:Gas  [kBtu],WaterSystems:Gas  [kBtu],Gas:Facility  [kBtu],WaterSystems:Water  [gal],Water:Facility  [gal]
2012/01/01 01:00:00,0.0,0.03,0.274,0.0,0.324,0.154,0.0,0.0,0.782,29.081,0.039,0.0,29.121,0.123,0.123
2012/01/01 02:00:00,0.0,0.018,0.249,0.0,0.298,0.092,0.0,0.0,0.658,26.452,0.025,0.0,26.477,0.0,0.0
2012/01/01 03:00:00,0.0,0.012,0.25,0.0,0.288,0.062,0.0,0.0,0.611,26.533,0.021,1.47,28.024,0.0,0.0
2012/01/01 04:00:00,0.0,0.012,0.25,0.0,0.277,0.062,0.0,0.0,0.601,26.597,0.021,0.0,26.618,0.0,0.0
2012/01/01 05:00:00,0.0,0.012,0.251,0.0,0.271,0.062,0.0,0.0,0.596,26.677,0.03,0.0,26.707,0.0,0.0
2012/01/01 06:00:00,0.0,0.014,0.249,0.0,0.296,0.07,0.0,0.0,0.629,26.506,0.044,1.47,28.021,0.0,0.0
2012/01/01 07:00:00,0.0,0.036,0.259,0.0,0.397,0.181,0.0,0.0,0.873,27.536,0.063,0.0,27.599,0.0,0.0
2012/01/01 08:00:00,0.0,0.08,0.231,0.0,0.457,0.408,0.0,0.0,1.176,24.531,0.083,0.0,24.614,0.378,0.378
2012/01/01 09:00:00,0.0,0.073,0.222,0.0,0.452,0.373,0.0,0.0,1.119,23.612,0.123,3.408,27.143,3.6,3.6
2012/01/01 10:00:00,0.0,0.034,0.205,0.0,0.459,0.171,0.0,0.0,0.868,21.856,0.157,10.205,32.217,16.086,16.086
2012/01/01 11:00:00,0.0,0.026,0.199,0.0,0.473,0.131,0.0,0.0,0.828,21.167,0.163,7.249,28.579,8.692,8.692
2012/01/01 12:00:00,0.0,0.026,0.189,0.0,0.488,0.129,0.0,0.0,0.832,20.19,0.158,0.0,20.348,0.322,0.322
2012/01/01 13:00:00,0.0,0.026,0.194,0.0,0.486,0.13,0.0,0.0,0.835,20.695,0.155,1.66,22.511,1.523,1.523
2012/01/01 14:00:00,0.0,0.026,0.204,0.0,0.5,0.13,0.0,0.0,0.86,21.844,0.124,1.471,23.439,0.886,0.886
2012/01/01 15:00:00,0.0,0.027,0.205,0.0,0.493,0.135,0.0,0.0,0.859,21.88,0.114,11.4,33.394,18.524,18.524
2012/01/01 16:00:00,0.0,0.032,0.235,0.0,0.504,0.16,0.0,0.0,0.931,25.099,0.111,1.47,26.68,1.294,1.294
2012/01/01 17:00:00,0.0,0.049,0.235,0.0,0.528,0.251,0.0,0.0,1.064,25.098,0.122,1.6,26.821,1.129,1.129
2012/01/01 18:00:00,0.0,0.089,0.267,0.0,0.686,0.452,0.0,0.0,1.494,28.567,0.129,1.555,30.251,1.69,1.69
2012/01/01 19:00:00,0.0,0.14,0.259,0.0,0.666,0.711,0.0,0.0,1.776,27.683,0.102,0.0,27.786,0.76,0.76
2012/01/01 20:00:00,0.0,0.166,0.259,0.0,0.603,0.841,0.0,0.0,1.868,27.613,0.091,3.154,30.858,2.494,2.494
2012/01/01 21:00:00,0.0,0.143,0.257,0.0,0.587,0.728,0.0,0.0,1.715,27.343,0.081,7.851,35.276,10.993,10.993
2012/01/01 22:00:00,0.0,0.117,0.27,0.0,0.567,0.592,0.0,0.0,1.546,28.766,0.076,0.0,28.842,0.0,0.0
2012/01/01 23:00:00,0.0,0.088,0.28,0.0,0.489,0.447,0.0,0.0,1.304,29.853,0.063,0.0,29.916,0.009,0.009
2012/01/02 00:00:00,0.0,0.061,0.292,0.0,0.401,0.31,0.0,0.0,1.065,31.089,0.054,1.484,32.627,0.342,0.342
2012/01/02 01:00:00,0.0,0.03,0.305,0.0,0.324,0.154,0.0,0.0,0.814,32.426,0.039,0.0,32.465,0.0,0.0
2012/01/02 02:00:00,0.0,0.018,0.312,0.0,0.298,0.092,0.0,0.0,0.722,33.188,0.025,0.0,33.212,0.0,0.0
2012/01/02 03:00:00,0.0,0.012,0.316,0.0,0.288,0.062,0.0,0.0,0.678,33.544,0.021,1.47,35.035,0.0,0.0
2012/01/02 04:00:00,0.0,0.012,0.319,0.0,0.277,0.062,0.0,0.0,0.67,33.819,0.021,0.0,33.839,0.0,0.0
2012/01/02 05:00:00,0.0,0.012,0.321,0.0,0.271,0.062,0.0,0.0,0.665,33.993,0.03,0.0,34.024,0.0,0.0
2012/01/02 06:00:00,0.0,0.014,0.299,0.0,0.296,0.07,0.0,0.0,0.679,31.634,0.044,19.204,50.882,28.295,28.295
2012/01/02 07:00:00,0.0,0.036,0.327,0.0,0.397,0.181,0.0,0.0,0.941,34.65,0.063,4.203,38.916,5.998,5.998
2012/01/02 08:00:00,0.0,0.08,0.302,0.0,0.457,0.408,0.0,0.0,1.247,31.994,0.083,5.417,37.494,7.792,7.792
2012/01/02 09:00:00,0.0,0.073,0.298,0.0,0.452,0.373,0.0,0.0,1.195,31.542,0.123,2.928,34.592,3.463,3.463
2012/01/02 10:00:00,0.0,0.034,0.301,0.0,0.459,0.171,0.0,0.0,0.964,31.92,0.157,0.0,32.077,0.0,0.0
2012/01/02 11:00:00,0.0,0.026,0.312,0.0,0.473,0.131,0.0,0.0,0.941,33.033,0.163,1.47,34.667,0.909,0.909
2012/01/02 12:00:00,0.0,0.026,0.282,0.0,0.744,0.129,0.0,0.0,1.181,29.862,0.158,3.062,33.082,2.393,2.393
