occupants,cooking_range,plug_loads,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,clothes_washer,clothes_dryer,dishwasher,baths,showers,sinks,ceiling_fan,clothes_dryer_exhaust,clothes_washer_power,dishwasher_power,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,vacancy
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0.193559062,0,0,0,0,5.04E-02,0.447477226,0.115384615,0.193559062,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0.193559046,0,0,0,0,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0.093608657,0,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0.374435539,0.213490097,0.880970789,0,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0,0,0,0,0,1.52E-02,0.936905442,0,0,0,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0,0,0,0,0,0,0.992840095,0,0,0,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0,0,0,0,0,7.76E-02,0.964872769,0,0,0,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0,0,0,0,2.08E-02,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0,0,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,0,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0,0,0.461460889,0,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
1,0.166666667,0.693114784,0.354518108,0.354518108,0.354518108,0,0,0,0,0,0,0,0.601297523,0,0,0,1,0.300502774,0.180124224,0.300502774,0.300502774,0
0.88,0.28,0.786778944,0.448633526,0.448633526,0.448633526,0,0,0,0,0,0,0.090978645,0.657232176,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.41,0.306666667,0.805511776,0.476771435,0.476771435,0.476771435,0,0,0,0,0,0,0,0.475444553,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.32,0.805511776,0.490087694,0.490087694,0.490087694,0,0,0,0,0,0,0.200548369,0.321624256,0,0,0,1,0.369849568,0.254658385,0.369849568,0.369849568,0
0.24,0.28,0.805511776,0.476762548,0.476762548,0.476762548,0,0,0,0,0,0,0.133918196,0.33560792,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.333333333,0.824244608,0.458300918,0.458300918,0.458300918,0,0,0,0,0,0,0,0.349591583,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.24,0.38,0.84297744,0.444975771,0.444975771,0.444975771,0,0,0,0,0,0,5.11E-02,0.33560792,0,0,0,1,0.369849568,0.260869565,0.369849568,0.369849568,0
0.24,0.306666667,0.84297744,0.441054651,0.441054651,0.441054651,0,0,0,0,0,0,0,0.391542573,0,0,0,1,0.369849568,0.236024845,0.369849568,0.369849568,0
0.24,0.38,0.824244608,0.447927144,0.447927144,0.447927144,0,0,0,0,0,0,0,0.433493563,0,0,0,1,0.369849568,0.304347826,0.369849568,0.369849568,0
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0,0,0,0,0,0.082040041,0.447477226,0,0,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0,0,0,0,0,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0,5.95E-02,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0,0,0.880970789,0,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0,0,0,0,0,1.33E-02,0.936905442,0,0,0,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0,0,0,0,0,0,0.992840095,0,0,0,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0,0,0,0,0,0,0.964872769,0,0,0,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0,0,0,0,0,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0.293938289,0,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,3.79E-03,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,3.45E-02,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0,0,0.461460889,0,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
1,0.166666667,0.693114784,0.354518108,0.354518108,0.354518108,0,0,0,0,0,0,0,0.601297523,0,0,0,1,0.300502774,0.180124224,0.300502774,0.300502774,0
0.88,0.28,0.786778944,0.448633526,0.448633526,0.448633526,0,0,0,0,0,0,0,0.657232176,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.41,0.306666667,0.805511776,0.476771435,0.476771435,0.476771435,0,0,0,0,0,0,0,0.475444553,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.32,0.805511776,0.490087694,0.490087694,0.490087694,0,0,0,0,0,0.756165331,0,0.321624256,0,0,0,1,0.369849568,0.254658385,0.369849568,0.369849568,0
0.24,0.28,0.805511776,0.476762548,0.476762548,0.476762548,0,0,0,0,0,0.548801466,0,0.33560792,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.333333333,0.824244608,0.458300918,0.458300918,0.458300918,0,0,0,0,0,0,6.24E-02,0.349591583,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.24,0.38,0.84297744,0.444975771,0.444975771,0.444975771,0,0,0,0,0,0,0,0.33560792,0,0,0,1,0.369849568,0.260869565,0.369849568,0.369849568,0
0.24,0.306666667,0.84297744,0.441054651,0.441054651,0.441054651,0,0,0,0,0,0,7.02E-03,0.391542573,0,0,0,1,0.369849568,0.236024845,0.369849568,0.369849568,0
0.24,0.38,0.824244608,0.447927144,0.447927144,0.447927144,0,0,0,0,0,0,1.92E-03,0.433493563,0,0,0,1,0.369849568,0.304347826,0.369849568,0.369849568,0
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0,0,0,0,0,0,0.447477226,0,0,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0,0,0,0,4.71E-03,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0,3.17E-02,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0,0.124047237,0.880970789,0,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0,0,1,0,0,0,0.936905442,0,0,1,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0,0,0,0,0,0,0.992840095,0,0,0,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0,0,0,0,0,0,0.964872769,0,0,0,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0,0,0,0,4.76E-02,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0,6.14E-02,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,0,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,6.39E-02,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0,6.61E-02,0.461460889,0,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
1,0.166666667,0.693114784,0.354518108,0.354518108,0.354518108,0,0,0,0,0,0,0,0.601297523,0,0,0,1,0.300502774,0.180124224,0.300502774,0.300502774,0
0.88,0.28,0.786778944,0.448633526,0.448633526,0.448633526,0,0,0,0,0,0,0.094050214,0.657232176,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.41,0.306666667,0.805511776,0.476771435,0.476771435,0.476771435,0,0,0,0,0,0.508567667,0.253249237,0.475444553,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.32,0.805511776,0.490087694,0.490087694,0.490087694,0,0,0,0,0,0,0.249849543,0.321624256,0,0,0,1,0.369849568,0.254658385,0.369849568,0.369849568,0
0.24,0.28,0.805511776,0.476762548,0.476762548,0.476762548,0,0,0,0,0,0,3.84E-03,0.33560792,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.333333333,0.824244608,0.458300918,0.458300918,0.458300918,0,0,0,0,0,0,0.573732077,0.349591583,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.24,0.38,0.84297744,0.444975771,0.444975771,0.444975771,0,0,0,0,0,0,0,0.33560792,0,0,0,1,0.369849568,0.260869565,0.369849568,0.369849568,0
0.24,0.306666667,0.84297744,0.441054651,0.441054651,0.441054651,0,0,0,0,0,0,0,0.391542573,0,0,0,1,0.369849568,0.236024845,0.369849568,0.369849568,0
0.24,0.38,0.824244608,0.447927144,0.447927144,0.447927144,0,0,0,0,0,0,0.086208028,0.433493563,0,0,0,1,0.369849568,0.304347826,0.369849568,0.369849568,0
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0,0,0,0,0,6.28E-02,0.447477226,0,0,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0,0,0,0,0,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0,6.72E-02,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0,7.23E-03,0.880970789,0,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0,0,0,0,0,0.272114021,0.936905442,0,0,0,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0,0,0,0,0,0,0.992840095,0,0,0,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0,0,0,0,0,0,0.964872769,0,0,0,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0,0,0,0,0.138799255,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0,0,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,2.75E-02,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0,0,0.461460889,1,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0.699756583,0,0,0,0,0,0.503411879,0.788461538,0.699756583,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
1,0.166666667,0.693114784,0.354518108,0.354518108,0.354518108,0,0,0.699756599,0,0,0,1,0.601297523,0,0,0,1,0.300502774,0.180124224,0.300502774,0.300502774,0
0.88,0.28,0.786778944,0.448633526,0.448633526,0.448633526,0,0,0,0,0,0,1.34E-02,0.657232176,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.41,0.306666667,0.805511776,0.476771435,0.476771435,0.476771435,0,0,0,0,0,0,0,0.475444553,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.32,0.805511776,0.490087694,0.490087694,0.490087694,0,0,0,0,0,0,0,0.321624256,0.98076923,0,0,1,0.369849568,0.254658385,0.369849568,0.369849568,0
0.24,0.28,0.805511776,0.476762548,0.476762548,0.476762548,0,0.640548843,0,0,1,0,0,0.33560792,0.365384616,0.640548843,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.333333333,0.824244608,0.458300918,0.458300918,0.458300918,0,0,0.640548864,0,0,0,0,0.349591583,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.24,0.38,0.84297744,0.444975771,0.444975771,0.444975771,0,0,0,0,0,0,0.217768526,0.33560792,0,0,0,1,0.369849568,0.260869565,0.369849568,0.369849568,0
0.24,0.306666667,0.84297744,0.441054651,0.441054651,0.441054651,0,0,0,0,0,0,7.23E-02,0.391542573,0,0,0,1,0.369849568,0.236024845,0.369849568,0.369849568,0
0.24,0.38,0.824244608,0.447927144,0.447927144,0.447927144,0,0,0,0,0,0,1.51E-02,0.433493563,0,0,0,1,0.369849568,0.304347826,0.369849568,0.369849568,0
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0,0,0,0,0,0,0.447477226,0,0,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0,0,0,0,0,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0,0.19999936,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0,5.15E-02,0.880970789,0.461538461,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0.288955005,0,0,0,0,1.73E-02,0.936905442,0.461538461,0.288955005,0,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0.106684355,0.288954984,0,0,0,5.86E-02,0.992840095,0.461538461,0.106684355,0,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0.409362539,0.106684356,0,0,0,0,0.964872769,0,0.409362539,0,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0.409362433,0,0,0,6.01E-02,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0,0,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,0,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,0.280998204,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0,0,0.461460889,0,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0,0,0,0,1,0,0.503411879,0,0,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
1,0.166666667,0.693114784,0.354518108,0.354518108,0.354518108,0,0,0,0,0,0,2.27E-02,0.601297523,0,0,0,1,0.300502774,0.180124224,0.300502774,0.300502774,0
0.88,0.28,0.786778944,0.448633526,0.448633526,0.448633526,0,0,0,0,0,0,0,0.657232176,0,0,0,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.41,0.306666667,0.805511776,0.476771435,0.476771435,0.476771435,0,0,0,0,0,0,9.28E-03,0.475444553,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.32,0.805511776,0.490087694,0.490087694,0.490087694,0,0,0,0,0,0,0.238991008,0.321624256,0,0,0,1,0.369849568,0.254658385,0.369849568,0.369849568,0
0.24,0.28,0.805511776,0.476762548,0.476762548,0.476762548,0,0,0,0,0,0,0,0.33560792,0,0,0,1,0.381407367,0.273291925,0.381407367,0.381407367,0
0.24,0.333333333,0.824244608,0.458300918,0.458300918,0.458300918,0,0,0,0.253078419,0,0,0,0.349591583,0,0,0.253078419,1,0.381407367,0.285714286,0.381407367,0.381407367,0
0.24,0.38,0.84297744,0.444975771,0.444975771,0.444975771,0,0,0,0.711147061,0,0,6.45E-02,0.33560792,0,0,0.711147061,1,0.369849568,0.260869565,0.369849568,0.369849568,0
0.24,0.306666667,0.84297744,0.441054651,0.441054651,0.441054651,0,0,0,0,0,0,0.231971535,0.391542573,0,0,0,1,0.369849568,0.236024845,0.369849568,0.369849568,0
0.24,0.38,0.824244608,0.447927144,0.447927144,0.447927144,0,0,0,0,0,0,0,0.433493563,0,0,0,1,0.369849568,0.304347826,0.369849568,0.369849568,0
0.24,0.293333333,0.861710272,0.489859618,0.489859618,0.489859618,0,0,0,0,0,0,0.090266373,0.447477226,0,0,0,1,0.381407367,0.366459627,0.381407367,0.381407367,0
0.29,0.613333333,0.899175936,0.601585319,0.601585319,0.601585319,0.028806512,0,0,0,0,0,6.58E-03,0.545362869,0,0,0,1,0.520100955,0.683229814,0.520100955,0.520100955,0
0.55,1,0.974107263,0.797807348,0.797807348,0.797807348,0.345678142,0,0,0,0,0,0.218480797,0.741134156,0,0,0,1,0.658794544,1,0.658794544,0.658794544,0
0.9,0.78,0.992840095,0.97864564,0.97864564,0.97864564,0.592593115,0,0,0,0,0,0.55716977,0.880970789,0,0,0,1,0.762814735,0.714285714,0.762814735,0.762814735,0
0.9,0.4,0.936641599,0.990804618,0.990804618,0.990804618,0.68312837,0,0,0,0,0,0.138141404,0.936905442,0,0,0,1,0.878392725,0.434782609,0.878392725,0.878392725,0
0.9,0.233333333,0.880443104,0.822578453,0.822578453,0.822578453,1,0,0,0.395222894,0,0,0,0.992840095,0,0,0.395222894,1,0.93618172,0.273291925,0.93618172,0.93618172,0
1,0.166666667,0.84297744,0.620620744,0.620620744,0.620620744,0.67901265,0,0,0.875159534,0,0.693758647,0,0.964872769,0,0,0.875159534,1,0.993970715,0.118012422,0.993970715,0.993970715,0
1,0.106666667,0.74931328,0.536431278,0.536431278,0.536431278,0.131688926,0,0,0,0,0,0.113188702,0.825036136,0,0,0,1,0.866834926,0.080745342,0.866834926,0.866834926,0
1,0.073333333,0.674381952,0.249225449,0.249225449,0.249225449,0.065844463,0,0,0,0,0,8.80E-03,0.699183166,0,0,0,1,0.751256936,0.043478261,0.751256936,0.751256936,0
1,0.046666667,0.65564912,0.123751072,0.123751072,0.123751072,0,0,0,0,0,0,0,0.559346533,0,0,0,1,0.508543156,0.02484472,0.508543156,0.508543156,0
1,0.046666667,0.618183456,0.074250643,0.074250643,0.074250643,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.265829377,0.00621118,0.265829377,0.265829377,0
1,0.026666667,0.599450624,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0,0,0.517395543,0,0,0,1,0.219598181,0.00621118,0.219598181,0.219598181,0
1,0.026666667,0.580717792,0.049500429,0.049500429,0.049500429,0,0,0,0,0,0.186610143,0,0.503411879,0,0,0,1,0.173366985,0.01242236,0.173366985,0.173366985,0
1,0.046666667,0.599450624,0.055033338,0.055033338,0.055033338,0,0,0,0,0,0.693643235,0,0.461460889,0,0,0,1,0.184924784,0.043478261,0.184924784,0.184924784,0
1,0.073333333,0.618183456,0.151005022,0.151005022,0.151005022,0,0,0,0,0,0,1.81E-03,0.503411879,0,0,0,1,0.208040382,0.074534161,0.208040382,0.208040382,0
