Dependency=Location	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
FL_West.Palm.Beach.Intl.AP.722030	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
GA_Athens-Ben.Epps.AP.723110	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Athens-Ben.Epps.AP.723110	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Athens-Ben.Epps.AP.723110	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Athens-Ben.Epps.AP.723110	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Athens-Ben.Epps.AP.723110	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Athens-Ben.Epps.AP.723110	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Athens-Ben.Epps.AP.723110	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
GA_Augusta-Bush-Field.722180	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Augusta-Bush-Field.722180	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Augusta-Bush-Field.722180	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Augusta-Bush-Field.722180	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Augusta-Bush-Field.722180	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Augusta-Bush-Field.722180	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Augusta-Bush-Field.722180	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
GA_Columbus.Metro.AP.722255	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Columbus.Metro.AP.722255	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Columbus.Metro.AP.722255	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Columbus.Metro.AP.722255	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Columbus.Metro.AP.722255	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Columbus.Metro.AP.722255	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Columbus.Metro.AP.722255	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
GA_Savannah.Intl.AP.722070	<1950	0.300000	0.000000	0.480000	0.000000	0.000000	0.220000
GA_Savannah.Intl.AP.722070	1950s	0.460000	0.000000	0.490000	0.000000	0.040000	0.000000
GA_Savannah.Intl.AP.722070	1960s	0.450000	0.000000	0.480000	0.000000	0.000000	0.070000
GA_Savannah.Intl.AP.722070	1970s	0.380000	0.030000	0.550000	0.000000	0.040000	0.000000
GA_Savannah.Intl.AP.722070	1980s	0.370000	0.000000	0.560000	0.000000	0.010000	0.060000
GA_Savannah.Intl.AP.722070	1990s	0.360000	0.000000	0.620000	0.000000	0.010000	0.020000
GA_Savannah.Intl.AP.722070	2000s	0.490000	0.000000	0.500000	0.000000	0.000000	0.010000
IA_Des.Moines.Intl.AP.725460	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
IA_Des.Moines.Intl.AP.725460	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
IA_Des.Moines.Intl.AP.725460	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
IA_Des.Moines.Intl.AP.725460	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
IA_Des.Moines.Intl.AP.725460	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
IA_Des.Moines.Intl.AP.725460	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
IA_Des.Moines.Intl.AP.725460	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
IA_Mason.City.Muni.AP.725485	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
IA_Mason.City.Muni.AP.725485	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
IA_Mason.City.Muni.AP.725485	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
IA_Mason.City.Muni.AP.725485	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
IA_Mason.City.Muni.AP.725485	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
IA_Mason.City.Muni.AP.725485	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
IA_Mason.City.Muni.AP.725485	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
IA_Sioux.City-Sioux.Gateway.AP.725570	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
IA_Sioux.City-Sioux.Gateway.AP.725570	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
IA_Sioux.City-Sioux.Gateway.AP.725570	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
IA_Sioux.City-Sioux.Gateway.AP.725570	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
IA_Sioux.City-Sioux.Gateway.AP.725570	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
IA_Sioux.City-Sioux.Gateway.AP.725570	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
IA_Sioux.City-Sioux.Gateway.AP.725570	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
IA_Waterloo.Muni.AP.725480	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
IA_Waterloo.Muni.AP.725480	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
IA_Waterloo.Muni.AP.725480	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
IA_Waterloo.Muni.AP.725480	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
IA_Waterloo.Muni.AP.725480	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
IA_Waterloo.Muni.AP.725480	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
IA_Waterloo.Muni.AP.725480	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
ID_Boise.Air.Terminal.726810	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
ID_Boise.Air.Terminal.726810	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
ID_Boise.Air.Terminal.726810	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
ID_Boise.Air.Terminal.726810	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
ID_Boise.Air.Terminal.726810	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
ID_Boise.Air.Terminal.726810	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
ID_Boise.Air.Terminal.726810	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
ID_Pocatello.Muni.AP.725780	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
ID_Pocatello.Muni.AP.725780	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
ID_Pocatello.Muni.AP.725780	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
ID_Pocatello.Muni.AP.725780	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
ID_Pocatello.Muni.AP.725780	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
ID_Pocatello.Muni.AP.725780	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
ID_Pocatello.Muni.AP.725780	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
IL_Chicago-OHare.Intl.AP.725300	<1950	0.020000	0.000000	0.960000	0.000000	0.020000	0.000000
IL_Chicago-OHare.Intl.AP.725300	1950s	0.020000	0.000000	0.910000	0.000000	0.020000	0.050000
IL_Chicago-OHare.Intl.AP.725300	1960s	0.180000	0.000000	0.820000	0.000000	0.000000	0.000000
IL_Chicago-OHare.Intl.AP.725300	1970s	0.070000	0.000000	0.750000	0.000000	0.000000	0.180000
IL_Chicago-OHare.Intl.AP.725300	1980s	0.150000	0.000000	0.790000	0.000000	0.000000	0.050000
IL_Chicago-OHare.Intl.AP.725300	1990s	0.050000	0.000000	0.950000	0.000000	0.000000	0.000000
IL_Chicago-OHare.Intl.AP.725300	2000s	0.030000	0.000000	0.870000	0.000000	0.000000	0.090000
IL_Moline-Quad.City.Intl.AP.725440	<1950	0.020000	0.000000	0.960000	0.000000	0.020000	0.000000
IL_Moline-Quad.City.Intl.AP.725440	1950s	0.020000	0.000000	0.910000	0.000000	0.020000	0.050000
IL_Moline-Quad.City.Intl.AP.725440	1960s	0.180000	0.000000	0.820000	0.000000	0.000000	0.000000
IL_Moline-Quad.City.Intl.AP.725440	1970s	0.070000	0.000000	0.750000	0.000000	0.000000	0.180000
IL_Moline-Quad.City.Intl.AP.725440	1980s	0.150000	0.000000	0.790000	0.000000	0.000000	0.050000
IL_Moline-Quad.City.Intl.AP.725440	1990s	0.050000	0.000000	0.950000	0.000000	0.000000	0.000000
IL_Moline-Quad.City.Intl.AP.725440	2000s	0.030000	0.000000	0.870000	0.000000	0.000000	0.090000
IL_Peoria-Greater.Peoria.AP.725320	<1950	0.020000	0.000000	0.960000	0.000000	0.020000	0.000000
IL_Peoria-Greater.Peoria.AP.725320	1950s	0.020000	0.000000	0.910000	0.000000	0.020000	0.050000
IL_Peoria-Greater.Peoria.AP.725320	1960s	0.180000	0.000000	0.820000	0.000000	0.000000	0.000000
IL_Peoria-Greater.Peoria.AP.725320	1970s	0.070000	0.000000	0.750000	0.000000	0.000000	0.180000
IL_Peoria-Greater.Peoria.AP.725320	1980s	0.150000	0.000000	0.790000	0.000000	0.000000	0.050000
IL_Peoria-Greater.Peoria.AP.725320	1990s	0.050000	0.000000	0.950000	0.000000	0.000000	0.000000
IL_Peoria-Greater.Peoria.AP.725320	2000s	0.030000	0.000000	0.870000	0.000000	0.000000	0.090000
IL_Rockford-Greater.Rockford.AP.725430	<1950	0.020000	0.000000	0.960000	0.000000	0.020000	0.000000
IL_Rockford-Greater.Rockford.AP.725430	1950s	0.020000	0.000000	0.910000	0.000000	0.020000	0.050000
IL_Rockford-Greater.Rockford.AP.725430	1960s	0.180000	0.000000	0.820000	0.000000	0.000000	0.000000
IL_Rockford-Greater.Rockford.AP.725430	1970s	0.070000	0.000000	0.750000	0.000000	0.000000	0.180000
IL_Rockford-Greater.Rockford.AP.725430	1980s	0.150000	0.000000	0.790000	0.000000	0.000000	0.050000
IL_Rockford-Greater.Rockford.AP.725430	1990s	0.050000	0.000000	0.950000	0.000000	0.000000	0.000000
IL_Rockford-Greater.Rockford.AP.725430	2000s	0.030000	0.000000	0.870000	0.000000	0.000000	0.090000
IL_Springfield-Capital.AP.724390	<1950	0.020000	0.000000	0.960000	0.000000	0.020000	0.000000
IL_Springfield-Capital.AP.724390	1950s	0.020000	0.000000	0.910000	0.000000	0.020000	0.050000
IL_Springfield-Capital.AP.724390	1960s	0.180000	0.000000	0.820000	0.000000	0.000000	0.000000
IL_Springfield-Capital.AP.724390	1970s	0.070000	0.000000	0.750000	0.000000	0.000000	0.180000
IL_Springfield-Capital.AP.724390	1980s	0.150000	0.000000	0.790000	0.000000	0.000000	0.050000
IL_Springfield-Capital.AP.724390	1990s	0.050000	0.000000	0.950000	0.000000	0.000000	0.000000
IL_Springfield-Capital.AP.724390	2000s	0.030000	0.000000	0.870000	0.000000	0.000000	0.090000
IN_Evansville.Rgnl.AP.724320	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
IN_Evansville.Rgnl.AP.724320	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
IN_Evansville.Rgnl.AP.724320	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
IN_Evansville.Rgnl.AP.724320	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
IN_Evansville.Rgnl.AP.724320	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
IN_Evansville.Rgnl.AP.724320	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
IN_Evansville.Rgnl.AP.724320	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
IN_Fort.Wayne.Intl.AP.725330	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
IN_Fort.Wayne.Intl.AP.725330	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
IN_Fort.Wayne.Intl.AP.725330	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
IN_Fort.Wayne.Intl.AP.725330	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
IN_Fort.Wayne.Intl.AP.725330	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
IN_Fort.Wayne.Intl.AP.725330	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
IN_Fort.Wayne.Intl.AP.725330	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
IN_Indianapolis.Intl.AP.724380	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
IN_Indianapolis.Intl.AP.724380	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
IN_Indianapolis.Intl.AP.724380	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
IN_Indianapolis.Intl.AP.724380	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
IN_Indianapolis.Intl.AP.724380	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
IN_Indianapolis.Intl.AP.724380	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
IN_Indianapolis.Intl.AP.724380	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
IN_South.Bend-Michiana.Rgnl.AP.725350	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
IN_South.Bend-Michiana.Rgnl.AP.725350	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
IN_South.Bend-Michiana.Rgnl.AP.725350	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
IN_South.Bend-Michiana.Rgnl.AP.725350	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
IN_South.Bend-Michiana.Rgnl.AP.725350	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
IN_South.Bend-Michiana.Rgnl.AP.725350	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
IN_South.Bend-Michiana.Rgnl.AP.725350	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
KS_Dodge.City.Rgnl.AP.724510	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
KS_Dodge.City.Rgnl.AP.724510	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
KS_Dodge.City.Rgnl.AP.724510	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
KS_Dodge.City.Rgnl.AP.724510	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
KS_Dodge.City.Rgnl.AP.724510	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
KS_Dodge.City.Rgnl.AP.724510	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
KS_Dodge.City.Rgnl.AP.724510	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
KS_Goodland-Renner.Field.724650	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
KS_Goodland-Renner.Field.724650	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
KS_Goodland-Renner.Field.724650	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
KS_Goodland-Renner.Field.724650	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
KS_Goodland-Renner.Field.724650	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
KS_Goodland-Renner.Field.724650	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
KS_Goodland-Renner.Field.724650	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
KS_Topeka-Phillip.Billard.Muni.AP.724560	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
KS_Topeka-Phillip.Billard.Muni.AP.724560	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
KS_Topeka-Phillip.Billard.Muni.AP.724560	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
KS_Topeka-Phillip.Billard.Muni.AP.724560	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
KS_Wichita-Mid.Continent.AP.724500	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
KS_Wichita-Mid.Continent.AP.724500	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
KS_Wichita-Mid.Continent.AP.724500	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
KS_Wichita-Mid.Continent.AP.724500	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
KS_Wichita-Mid.Continent.AP.724500	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
KS_Wichita-Mid.Continent.AP.724500	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
KS_Wichita-Mid.Continent.AP.724500	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
KY_Cincinnati-Northern.Kentucky.AP.724210	<1950	0.280000	0.000000	0.430000	0.000000	0.060000	0.230000
KY_Cincinnati-Northern.Kentucky.AP.724210	1950s	0.220000	0.000000	0.660000	0.000000	0.100000	0.030000
KY_Cincinnati-Northern.Kentucky.AP.724210	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
KY_Cincinnati-Northern.Kentucky.AP.724210	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
KY_Cincinnati-Northern.Kentucky.AP.724210	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
KY_Cincinnati-Northern.Kentucky.AP.724210	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
KY_Cincinnati-Northern.Kentucky.AP.724210	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
KY_Lexington-Bluegrass.AP.724220	<1950	0.280000	0.000000	0.430000	0.000000	0.060000	0.230000
KY_Lexington-Bluegrass.AP.724220	1950s	0.220000	0.000000	0.660000	0.000000	0.100000	0.030000
KY_Lexington-Bluegrass.AP.724220	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
KY_Lexington-Bluegrass.AP.724220	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
KY_Lexington-Bluegrass.AP.724220	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
KY_Lexington-Bluegrass.AP.724220	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
KY_Lexington-Bluegrass.AP.724220	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
KY_Louisville-Standiford.Field.724230	<1950	0.280000	0.000000	0.430000	0.000000	0.060000	0.230000
KY_Louisville-Standiford.Field.724230	1950s	0.220000	0.000000	0.660000	0.000000	0.100000	0.030000
KY_Louisville-Standiford.Field.724230	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
KY_Louisville-Standiford.Field.724230	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
KY_Louisville-Standiford.Field.724230	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
KY_Louisville-Standiford.Field.724230	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
KY_Louisville-Standiford.Field.724230	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
LA_Baton.Rouge-Ryan.AP.722317	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
LA_Baton.Rouge-Ryan.AP.722317	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
LA_Baton.Rouge-Ryan.AP.722317	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
LA_Baton.Rouge-Ryan.AP.722317	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
LA_Baton.Rouge-Ryan.AP.722317	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
LA_Baton.Rouge-Ryan.AP.722317	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
LA_Baton.Rouge-Ryan.AP.722317	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
LA_Lake.Charles.Rgnl.AP.722400	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
LA_Lake.Charles.Rgnl.AP.722400	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
LA_Lake.Charles.Rgnl.AP.722400	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
LA_Lake.Charles.Rgnl.AP.722400	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
LA_Lake.Charles.Rgnl.AP.722400	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
LA_Lake.Charles.Rgnl.AP.722400	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
LA_Lake.Charles.Rgnl.AP.722400	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
LA_New.Orleans.Intl.AP.722310	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
LA_New.Orleans.Intl.AP.722310	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
LA_New.Orleans.Intl.AP.722310	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
LA_New.Orleans.Intl.AP.722310	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
LA_New.Orleans.Intl.AP.722310	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
LA_New.Orleans.Intl.AP.722310	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
LA_New.Orleans.Intl.AP.722310	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
LA_Shreveport.Rgnl.AP.722480	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
LA_Shreveport.Rgnl.AP.722480	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
LA_Shreveport.Rgnl.AP.722480	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
LA_Shreveport.Rgnl.AP.722480	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
LA_Shreveport.Rgnl.AP.722480	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
LA_Shreveport.Rgnl.AP.722480	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
LA_Shreveport.Rgnl.AP.722480	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
MA_Boston-Logan.Intl.AP.725090	<1950	0.030000	0.560000	0.390000	0.000000	0.010000	0.010000
MA_Boston-Logan.Intl.AP.725090	1950s	0.050000	0.510000	0.450000	0.000000	0.000000	0.000000
MA_Boston-Logan.Intl.AP.725090	1960s	0.030000	0.200000	0.700000	0.000000	0.070000	0.000000
MA_Boston-Logan.Intl.AP.725090	1970s	0.130000	0.480000	0.390000	0.000000	0.000000	0.000000
MA_Boston-Logan.Intl.AP.725090	1980s	0.140000	0.340000	0.480000	0.000000	0.040000	0.000000
MA_Boston-Logan.Intl.AP.725090	1990s	0.100000	0.400000	0.430000	0.000000	0.000000	0.070000
MA_Boston-Logan.Intl.AP.725090	2000s	0.050000	0.570000	0.170000	0.000000	0.140000	0.080000
MA_Worcester.Rgnl.AP.725095	<1950	0.030000	0.560000	0.390000	0.000000	0.010000	0.010000
MA_Worcester.Rgnl.AP.725095	1950s	0.050000	0.510000	0.450000	0.000000	0.000000	0.000000
MA_Worcester.Rgnl.AP.725095	1960s	0.030000	0.200000	0.700000	0.000000	0.070000	0.000000
MA_Worcester.Rgnl.AP.725095	1970s	0.130000	0.480000	0.390000	0.000000	0.000000	0.000000
MA_Worcester.Rgnl.AP.725095	1980s	0.140000	0.340000	0.480000	0.000000	0.040000	0.000000
MA_Worcester.Rgnl.AP.725095	1990s	0.100000	0.400000	0.430000	0.000000	0.000000	0.070000
MA_Worcester.Rgnl.AP.725095	2000s	0.050000	0.570000	0.170000	0.000000	0.140000	0.080000
MD_Baltimore-Washington.Intl.AP.724060	<1950	0.110000	0.380000	0.400000	0.000000	0.110000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	1950s	0.160000	0.200000	0.390000	0.000000	0.060000	0.190000
MD_Baltimore-Washington.Intl.AP.724060	1960s	0.510000	0.170000	0.270000	0.000000	0.050000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	1970s	0.490000	0.130000	0.390000	0.000000	0.000000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	1980s	0.820000	0.040000	0.090000	0.000000	0.040000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	1990s	0.310000	0.040000	0.620000	0.000000	0.040000	0.000000
MD_Baltimore-Washington.Intl.AP.724060	2000s	0.470000	0.000000	0.270000	0.000000	0.000000	0.250000
ME_Caribou.Muni.AP.727120	<1950	0.000000	0.680000	0.200000	0.000000	0.100000	0.020000
ME_Caribou.Muni.AP.727120	1950s	0.020000	0.780000	0.120000	0.000000	0.080000	0.000000
ME_Caribou.Muni.AP.727120	1960s	0.000000	0.730000	0.130000	0.000000	0.100000	0.040000
ME_Caribou.Muni.AP.727120	1970s	0.020000	0.490000	0.150000	0.000000	0.280000	0.060000
