Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
AR, 00600	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 00600	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00600	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 00600	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00600	Single-Family Detached	2040s	0.741666	0.000000	0.155676	0.009009	0.000000	0.093648	South
AR, 00700	Mobile Home	2040s	0.973818	0.000000	0.026182	0.000000	0.000000	0.000000	South
AR, 00700	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00700	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 00700	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00700	Single-Family Detached	2040s	0.817128	0.000000	0.144575	0.000000	0.000000	0.038298	South
AR, 00800	Mobile Home	2040s	0.934267	0.000000	0.029095	0.000000	0.036638	0.000000	South
AR, 00800	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00800	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 00800	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00800	Single-Family Detached	2040s	0.876336	0.000000	0.109986	0.000000	0.005658	0.008020	South
AR, 00900	Mobile Home	2040s	0.958082	0.000000	0.041918	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 2 - 4 Units	2040s	0.932675	0.000000	0.067325	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 5+ Units	2040s	0.983328	0.000000	0.016672	0.000000	0.000000	0.000000	South
AR, 00900	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00900	Single-Family Detached	2040s	0.733653	0.000000	0.239656	0.004848	0.006611	0.015231	South
AR, 01000	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 01000	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01000	Multi-Family with 5+ Units	2040s	0.978083	0.000000	0.021917	0.000000	0.000000	0.000000	South
AR, 01000	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01000	Single-Family Detached	2040s	0.663204	0.000000	0.336796	0.000000	0.000000	0.000000	South
AR, 01100	Mobile Home	2040s	0.927700	0.000000	0.022438	0.000000	0.049861	0.000000	South
AR, 01100	Multi-Family with 2 - 4 Units	2040s	0.947851	0.000000	0.052149	0.000000	0.000000	0.000000	South
AR, 01100	Multi-Family with 5+ Units	2040s	0.972341	0.000000	0.027659	0.000000	0.000000	0.000000	South
AR, 01100	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01100	Single-Family Detached	2040s	0.838784	0.000000	0.144561	0.000000	0.007664	0.008990	South
AR, 01200	Mobile Home	2040s	0.914961	0.000000	0.053150	0.000000	0.000000	0.031890	South
AR, 01200	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01200	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 01200	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01200	Single-Family Detached	2040s	0.878083	0.000000	0.098866	0.000000	0.009619	0.013433	South
AR, 01300	Mobile Home	2040s	0.881661	0.000000	0.000000	0.000000	0.083039	0.035300	South
AR, 01300	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01300	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 01300	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01300	Single-Family Detached	2040s	0.928002	0.000000	0.032936	0.000000	0.027480	0.011582	South
AR, 01400	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 01400	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01400	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01400	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01400	Single-Family Detached	2040s	0.771636	0.000000	0.159395	0.030274	0.020814	0.017881	South
AR, 01500	Mobile Home	2040s	0.936601	0.000000	0.000000	0.000000	0.007905	0.055494	South
AR, 01500	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01500	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 01500	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01500	Single-Family Detached	2040s	0.803051	0.000000	0.013600	0.000000	0.148148	0.035200	South
AR, 01600	Mobile Home	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01600	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 01600	Single-Family Detached	2040s	0.859529	0.000000	0.060146	0.034959	0.014634	0.030732	South
AR, 01700	Mobile Home	2040s	0.960625	0.000000	0.005625	0.000000	0.000000	0.033750	South
AR, 01700	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 01700	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01700	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
