Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
AL, 00100	Mobile Home	2040s	0.942590	0.000000	0.027968	0.000000	0.021912	0.007530	South
AL, 00100	Multi-Family with 2 - 4 Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 00100	Multi-Family with 5+ Units	2040s	0.987005	0.000000	0.012995	0.000000	0.000000	0.000000	South
AL, 00100	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00100	Single-Family Detached	2040s	0.844099	0.000000	0.145622	0.000000	0.000000	0.010279	South
AL, 00200	Mobile Home	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 00200	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00200	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00200	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00200	Single-Family Detached	2040s	0.933238	0.000000	0.044016	0.017043	0.000000	0.005702	South
AL, 00301	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00301	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00301	Multi-Family with 5+ Units	2040s	0.981587	0.000000	0.018413	0.000000	0.000000	0.000000	South
AL, 00301	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00301	Single-Family Detached	2040s	0.881256	0.000000	0.107186	0.011558	0.000000	0.000000	South
AL, 00302	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00302	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00302	Multi-Family with 5+ Units	2040s	0.963020	0.000000	0.023557	0.000000	0.013423	0.000000	South
AL, 00302	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00302	Single-Family Detached	2040s	0.878712	0.000000	0.121288	0.000000	0.000000	0.000000	South
AL, 00400	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00400	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00400	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00400	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00400	Single-Family Detached	2040s	0.868167	0.000000	0.048617	0.003215	0.070740	0.009260	South
AL, 00500	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00500	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00500	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00500	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00500	Single-Family Detached	2040s	0.895951	0.000000	0.077409	0.000000	0.026108	0.000532	South
AL, 00600	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00600	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00600	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00600	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00600	Single-Family Detached	2040s	0.886039	0.000000	0.078296	0.000000	0.028401	0.007265	South
AL, 00700	Mobile Home	2040s	0.918780	0.000000	0.000000	0.043573	0.000000	0.037647	South
AL, 00700	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00700	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00700	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00700	Single-Family Detached	2040s	0.862659	0.000000	0.051100	0.000000	0.026854	0.059386	South
AL, 00800	Mobile Home	2040s	0.739745	0.000000	0.000000	0.000000	0.136170	0.124085	South
AL, 00800	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00800	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00800	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00800	Single-Family Detached	2040s	0.808240	0.000000	0.152970	0.012651	0.014851	0.011287	South
AL, 00900	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 00900	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 00900	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 00900	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 00900	Single-Family Detached	2040s	0.898470	0.000000	0.068058	0.000000	0.000000	0.033471	South
AL, 01000	Mobile Home	2040s	0.908000	0.000000	0.000000	0.043478	0.000000	0.048522	South
AL, 01000	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01000	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01000	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01000	Single-Family Detached	2040s	0.864554	0.000000	0.019832	0.000000	0.020986	0.094627	South
AL, 01100	Mobile Home	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01100	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01100	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01100	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01100	Single-Family Detached	2040s	0.851235	0.000000	0.073193	0.000000	0.021084	0.054488	South
AL, 01200	Mobile Home	2040s	0.804653	0.000000	0.000000	0.175510	0.000000	0.019837	South
AL, 01200	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01200	Multi-Family with 5+ Units	2040s	0.917099	0.000000	0.058731	0.024169	0.000000	0.000000	South
AL, 01200	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01200	Single-Family Detached	2040s	0.740310	0.000000	0.256769	0.000000	0.000000	0.002920	South
AL, 01301	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01301	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01301	Multi-Family with 5+ Units	2040s	0.672143	0.000000	0.327857	0.000000	0.000000	0.000000	South
AL, 01301	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01301	Single-Family Detached	2040s	0.856341	0.000000	0.117926	0.005423	0.007789	0.012522	South
AL, 01302	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01302	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01302	Multi-Family with 5+ Units	2040s	0.821005	0.000000	0.178995	0.000000	0.000000	0.000000	South
AL, 01302	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01302	Single-Family Detached	2040s	0.856341	0.000000	0.117926	0.005423	0.007789	0.012522	South
AL, 01303	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01303	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01303	Multi-Family with 5+ Units	2040s	0.940750	0.000000	0.059250	0.000000	0.000000	0.000000	South
AL, 01303	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01303	Single-Family Detached	2040s	0.612223	0.000000	0.387777	0.000000	0.000000	0.000000	South
AL, 01304	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01304	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01304	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01304	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01304	Single-Family Detached	2040s	0.779112	0.000000	0.195699	0.015038	0.000000	0.010150	South
AL, 01305	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01305	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01305	Multi-Family with 5+ Units	2040s	0.955101	0.000000	0.044899	0.000000	0.000000	0.000000	South
AL, 01305	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01305	Single-Family Detached	2040s	0.580807	0.000000	0.411602	0.000000	0.000000	0.007592	South
AL, 01400	Mobile Home	2040s	0.971001	0.000000	0.000000	0.000000	0.000000	0.028999	South
AL, 01400	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01400	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01400	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01400	Single-Family Detached	2040s	0.872560	0.000000	0.063360	0.000000	0.000000	0.064080	South
AL, 01500	Mobile Home	2040s	0.941726	0.000000	0.058274	0.000000	0.000000	0.000000	South
AL, 01500	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01500	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01500	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01500	Single-Family Detached	2040s	0.775475	0.000000	0.170902	0.000000	0.012034	0.041589	South
AL, 01600	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 01600	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01600	Multi-Family with 5+ Units	2040s	0.961401	0.000000	0.030573	0.000000	0.000000	0.008025	South
AL, 01600	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01600	Single-Family Detached	2040s	0.824983	0.000000	0.175017	0.000000	0.000000	0.000000	South
AL, 01700	Mobile Home	2040s	0.913166	0.000000	0.056985	0.000000	0.000000	0.029849	South
AL, 01700	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01700	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01700	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01700	Single-Family Detached	2040s	0.932059	0.000000	0.000000	0.000000	0.067941	0.000000	South
AL, 01800	Mobile Home	2040s	0.992908	0.000000	0.000000	0.007092	0.000000	0.000000	South
AL, 01800	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 01800	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 01800	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01800	Single-Family Detached	2040s	0.915840	0.000000	0.008640	0.043200	0.006400	0.025920	South
AL, 01900	Mobile Home	2040s	0.971891	0.000000	0.000000	0.003899	0.000000	0.024210	South
AL, 01900	Multi-Family with 2 - 4 Units	2040s	0.988834	0.000000	0.011166	0.000000	0.000000	0.000000	South
AL, 01900	Multi-Family with 5+ Units	2040s	0.980930	0.000000	0.019070	0.000000	0.000000	0.000000	South
AL, 01900	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 01900	Single-Family Detached	2040s	0.937336	0.000000	0.058280	0.004384	0.000000	0.000000	South
AL, 02000	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 02000	Multi-Family with 2 - 4 Units	2040s	0.804552	0.000000	0.195448	0.000000	0.000000	0.000000	South
AL, 02000	Multi-Family with 5+ Units	2040s	0.938033	0.000000	0.043156	0.000000	0.000000	0.018811	South
AL, 02000	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02000	Single-Family Detached	2040s	0.788921	0.000000	0.211079	0.000000	0.000000	0.000000	South
AL, 02100	Mobile Home	2040s	0.997655	0.000000	0.000000	0.000000	0.000000	0.002345	South
AL, 02100	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02100	Multi-Family with 5+ Units	2040s	0.937500	0.000000	0.000000	0.000000	0.062500	0.000000	South
AL, 02100	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02100	Single-Family Detached	2040s	0.813586	0.000000	0.151635	0.005134	0.000000	0.029644	South
AL, 02200	Mobile Home	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02200	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 02200	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02200	Single-Family Detached	2040s	0.878486	0.000000	0.025648	0.000000	0.066752	0.029114	South
AL, 02300	Mobile Home	2040s	0.918462	0.000000	0.000000	0.000000	0.000000	0.081538	South
AL, 02300	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02300	Multi-Family with 5+ Units	2040s	0.955829	0.000000	0.036324	0.003938	0.002626	0.001283	South
AL, 02300	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02300	Single-Family Detached	2040s	0.865809	0.000000	0.083382	0.010110	0.000000	0.040699	South
AL, 02400	Mobile Home	2040s	0.899603	0.000000	0.000000	0.041391	0.000000	0.059007	South
AL, 02400	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02400	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02400	Single-Family Detached	2040s	0.919966	0.000000	0.049300	0.000000	0.013225	0.017508	South
AL, 02500	Mobile Home	2040s	0.948419	0.000000	0.000000	0.000000	0.012165	0.039416	South
AL, 02500	Multi-Family with 2 - 4 Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02500	Single-Family Detached	2040s	0.949203	0.000000	0.049331	0.001466	0.000000	0.000000	South
AL, 02600	Mobile Home	2040s	0.991202	0.000000	0.000000	0.000000	0.000000	0.008798	South
AL, 02600	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02600	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02600	Single-Family Detached	2040s	0.940437	0.000000	0.044521	0.012831	0.000000	0.002211	South
AL, 02701	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 02701	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02701	Multi-Family with 5+ Units	2040s	0.965922	0.000000	0.034078	0.000000	0.000000	0.000000	South
AL, 02701	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02701	Single-Family Detached	2040s	0.856341	0.000000	0.117926	0.005423	0.007789	0.012522	South
AL, 02702	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 02702	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02702	Multi-Family with 5+ Units	2040s	0.962124	0.000000	0.037876	0.000000	0.000000	0.000000	South
AL, 02702	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02702	Single-Family Detached	2040s	0.892000	0.000000	0.108000	0.000000	0.000000	0.000000	South
AL, 02703	Mobile Home	2040s	0.949218	0.000000	0.006017	0.014440	0.005458	0.024866	South
AL, 02703	Multi-Family with 2 - 4 Units	2040s	0.920846	0.000000	0.066304	0.000000	0.000000	0.012850	South
AL, 02703	Multi-Family with 5+ Units	2040s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Single-Family Attached	2040s	0.909533	0.000000	0.086064	0.000000	0.000000	0.004403	South
AL, 02703	Single-Family Detached	2040s	0.913457	0.000000	0.080273	0.000000	0.006271	0.000000	South
AR, 00100	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 00100	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00100	Multi-Family with 5+ Units	2040s	0.954985	0.000000	0.012385	0.015291	0.000000	0.017339	South
AR, 00100	Single-Family Attached	2040s	0.902298	0.000000	0.097702	0.000000	0.000000	0.000000	South
AR, 00100	Single-Family Detached	2040s	0.629359	0.000000	0.337199	0.000000	0.019082	0.014361	South
AR, 00200	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 00200	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00200	Multi-Family with 5+ Units	2040s	0.988923	0.000000	0.011077	0.000000	0.000000	0.000000	South
AR, 00200	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00200	Single-Family Detached	2040s	0.628166	0.000000	0.299785	0.000000	0.051934	0.020114	South
AR, 00300	Mobile Home	2040s	0.870955	0.000000	0.033610	0.000000	0.095436	0.000000	South
AR, 00300	Multi-Family with 2 - 4 Units	2040s	0.950909	0.000000	0.049091	0.000000	0.000000	0.000000	South
AR, 00300	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 00300	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00300	Single-Family Detached	2040s	0.763934	0.000000	0.058050	0.036667	0.050000	0.091350	South
AR, 00400	Mobile Home	2040s	0.977567	0.000000	0.012819	0.000000	0.000000	0.009614	South
AR, 00400	Multi-Family with 2 - 4 Units	2040s	0.938852	0.000000	0.055304	0.003262	0.000000	0.002583	South
AR, 00400	Multi-Family with 5+ Units	2040s	0.980729	0.000000	0.014880	0.003242	0.000000	0.001149	South
AR, 00400	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00400	Single-Family Detached	2040s	0.768385	0.000000	0.100183	0.000000	0.092346	0.039085	South
AR, 00500	Mobile Home	2040s	0.929620	0.000000	0.022567	0.000000	0.024440	0.023373	South
AR, 00500	Multi-Family with 2 - 4 Units	2040s	0.953788	0.000000	0.039937	0.000000	0.000000	0.006276	South
AR, 00500	Multi-Family with 5+ Units	2040s	0.978030	0.000000	0.021970	0.000000	0.000000	0.000000	South
AR, 00500	Single-Family Attached	2040s	0.820500	0.000000	0.117071	0.036322	0.026107	0.000000	South
AR, 00500	Single-Family Detached	2040s	0.906649	0.000000	0.066833	0.000000	0.006819	0.019700	South
