Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
2A	Multi-Family with 5+ Units	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.273746	0.726254
2A	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.273746	0.726254
2A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Ducted Heating	<1940	0.913242	0.000000	0.024712	0.062046
2A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	<1940	0.219372	0.000000	0.157263	0.623365
2A	Single-Family Attached	None	<1940	0.219372	0.000000	0.157263	0.623365
2A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Ducted Heating	<1940	0.913242	0.000000	0.024712	0.062046
2A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	<1940	0.219372	0.000000	0.157263	0.623365
2A	Single-Family Detached	None	<1940	0.219372	0.000000	0.157263	0.623365
2B	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 2 - 4 Units	None	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	1940-59	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 5+ Units	None	1940-59	0.333333	0.000000	0.333333	0.333333
2B	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	1940-59	0.600475	0.000000	0.399525	0.000000
2B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	1940-59	0.000000	0.000000	0.578355	0.421645
2B	Single-Family Attached	None	1940-59	0.000000	0.000000	0.578355	0.421645
2B	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	1940-59	0.600475	0.000000	0.399525	0.000000
2B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	1940-59	0.000000	0.000000	0.578355	0.421645
2B	Single-Family Detached	None	1940-59	0.000000	0.000000	0.578355	0.421645
2B	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	1960-79	0.788764	0.000000	0.000000	0.211236
2B	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	1960-79	0.266057	0.000000	0.000000	0.733943
2B	Mobile Home	None	1960-79	0.266057	0.000000	0.000000	0.733943
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	1960-79	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	1960-79	0.763121	0.000000	0.110439	0.126439
2B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	1960-79	0.265455	0.000000	0.386205	0.348341
2B	Single-Family Attached	None	1960-79	0.265455	0.000000	0.386205	0.348341
2B	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	1960-79	0.763121	0.000000	0.110439	0.126439
2B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	1960-79	0.265455	0.000000	0.386205	0.348341
2B	Single-Family Detached	None	1960-79	0.265455	0.000000	0.386205	0.348341
2B	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	1980-99	0.850472	0.000000	0.000000	0.149528
2B	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	1980-99	0.179763	0.000000	0.000000	0.820237
2B	Mobile Home	None	1980-99	0.179763	0.000000	0.000000	0.820237
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.355810	0.000000	0.161047	0.483142
2B	Multi-Family with 2 - 4 Units	None	1980-99	0.355810	0.000000	0.161047	0.483142
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	1980-99	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.355810	0.000000	0.161047	0.483142
2B	Multi-Family with 5+ Units	None	1980-99	0.355810	0.000000	0.161047	0.483142
2B	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	1980-99	0.938156	0.000000	0.033080	0.028764
2B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	1980-99	0.800729	0.000000	0.199271	0.000000
2B	Single-Family Attached	None	1980-99	0.800729	0.000000	0.199271	0.000000
2B	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	1980-99	0.938156	0.000000	0.033080	0.028764
2B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	1980-99	0.800729	0.000000	0.199271	0.000000
2B	Single-Family Detached	None	1980-99	0.800729	0.000000	0.199271	0.000000
2B	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	2000-09	0.000000	0.000000	0.000000	1.000000
2B	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	2000-09	0.500000	0.000000	0.000000	0.500000
2B	Mobile Home	None	2000-09	0.500000	0.000000	0.000000	0.500000
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	2000-09	0.946238	0.000000	0.053762	0.000000
2B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	None	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	2000-09	0.946238	0.000000	0.053762	0.000000
2B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	None	2000-09	1.000000	0.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000
2B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	2010s	0.500000	0.000000	0.000000	0.500000
2B	Mobile Home	None	2010s	0.500000	0.000000	0.000000	0.500000
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	2010s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	2010s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	2010s	0.946238	0.000000	0.053762	0.000000
2B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	None	2010s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	2010s	0.946238	0.000000	0.053762	0.000000
2B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	None	2010s	1.000000	0.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 2 - 4 Units	None	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Multi-Family with 5+ Units	None	<1940	0.333333	0.000000	0.333333	0.333333
2B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000
2B	Single-Family Attached	None	<1940	0.000000	0.000000	0.000000	1.000000
2B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
2B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000
2B	Single-Family Detached	None	<1940	0.000000	0.000000	0.000000	1.000000
3A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	1940-59	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
3A	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.619845	0.000000	0.110288	0.269867
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.128759	0.871241
3A	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.128759	0.871241
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.619845	0.000000	0.110288	0.269867
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.128759	0.871241
3A	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.128759	0.871241
3A	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	1940-59	0.928460	0.000000	0.025929	0.045611
3A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	1940-59	0.040348	0.000000	0.252933	0.706720
3A	Single-Family Attached	None	1940-59	0.040348	0.000000	0.252933	0.706720
3A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	1940-59	0.928460	0.000000	0.025929	0.045611
3A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	1940-59	0.040348	0.000000	0.252933	0.706720
3A	Single-Family Detached	None	1940-59	0.040348	0.000000	0.252933	0.706720
3A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	1960-79	0.000000	0.000000	0.000000	1.000000
3A	Mobile Home	None	1960-79	0.000000	0.000000	0.000000	1.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.944233	0.000000	0.028117	0.027650
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.556057	0.000000	0.000000	0.443943
3A	Multi-Family with 2 - 4 Units	None	1960-79	0.556057	0.000000	0.000000	0.443943
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.944233	0.000000	0.028117	0.027650
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.556057	0.000000	0.000000	0.443943
3A	Multi-Family with 5+ Units	None	1960-79	0.556057	0.000000	0.000000	0.443943
3A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	1960-79	0.925065	0.000000	0.013102	0.061833
3A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	1960-79	0.321724	0.000000	0.017938	0.660338
3A	Single-Family Attached	None	1960-79	0.321724	0.000000	0.017938	0.660338
3A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	1960-79	0.925065	0.000000	0.013102	0.061833
3A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	1960-79	0.321724	0.000000	0.017938	0.660338
3A	Single-Family Detached	None	1960-79	0.321724	0.000000	0.017938	0.660338
3A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	1980-99	0.755141	0.000000	0.071261	0.173599
3A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.578888	0.421112
3A	Mobile Home	None	1980-99	0.000000	0.000000	0.578888	0.421112
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.958902	0.000000	0.019864	0.021234
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.574163	0.000000	0.000000	0.425837
3A	Multi-Family with 2 - 4 Units	None	1980-99	0.574163	0.000000	0.000000	0.425837
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.958902	0.000000	0.019864	0.021234
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.574163	0.000000	0.000000	0.425837
3A	Multi-Family with 5+ Units	None	1980-99	0.574163	0.000000	0.000000	0.425837
3A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	1980-99	0.949293	0.000000	0.002506	0.048201
3A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	1980-99	0.424571	0.000000	0.029861	0.545568
3A	Single-Family Attached	None	1980-99	0.424571	0.000000	0.029861	0.545568
3A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	1980-99	0.949293	0.000000	0.002506	0.048201
3A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	1980-99	0.424571	0.000000	0.029861	0.545568
3A	Single-Family Detached	None	1980-99	0.424571	0.000000	0.029861	0.545568
3A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
