Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.013472	0.016452	0.005052	0.035753	0.069434	0.008938	0.272018	0.014329	0.564552	0.000000	0.000000
AL, 00200	0.029717	0.046571	0.000000	0.000000	0.052116	0.011754	0.162790	0.018234	0.678818	0.000000	0.000000
AL, 00301	0.108628	0.000000	0.039981	0.008600	0.055974	0.025497	0.093604	0.033465	0.634251	0.000000	0.000000
AL, 00302	0.050188	0.000000	0.027201	0.010344	0.061681	0.089265	0.093604	0.019475	0.648241	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.009193	0.004950	0.031823	0.000000	0.623972	0.009950	0.320112	0.000000	0.000000
AL, 00500	0.014085	0.000000	0.032865	0.032865	0.046950	0.000000	0.224640	0.005072	0.643522	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.024731	0.093717	0.000000	0.473362	0.000000	0.408191	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.004430	0.009631	0.000000	0.000385	0.508250	0.000000	0.477304	0.000000	0.000000
AL, 00800	0.011880	0.000000	0.009108	0.011088	0.023561	0.000000	0.461667	0.009373	0.473323	0.000000	0.000000
AL, 00900	0.000000	0.040736	0.042009	0.000000	0.028006	0.000000	0.380181	0.000000	0.509068	0.000000	0.000000
AL, 01000	0.000000	0.020906	0.000000	0.008236	0.021117	0.008236	0.687468	0.002899	0.251139	0.000000	0.000000
AL, 01100	0.000000	0.008709	0.000000	0.000000	0.035198	0.005443	0.950651	0.000000	0.000000	0.000000	0.000000
AL, 01200	0.021896	0.010715	0.030165	0.000000	0.020964	0.042627	0.149053	0.049507	0.675072	0.000000	0.000000
AL, 01301	0.060489	0.021299	0.000000	0.020447	0.149944	0.028115	0.084115	0.000000	0.635592	0.000000	0.000000
AL, 01302	0.015787	0.000000	0.044084	0.013404	0.087871	0.119147	0.084115	0.131154	0.504438	0.000000	0.000000
AL, 01303	0.060949	0.000000	0.018426	0.025159	0.038979	0.136780	0.084115	0.039517	0.596075	0.000000	0.000000
AL, 01304	0.014388	0.000000	0.065544	0.077267	0.078866	0.044229	0.084115	0.000000	0.635592	0.000000	0.000000
AL, 01305	0.013325	0.055202	0.068051	0.013325	0.081375	0.049016	0.084115	0.002323	0.633269	0.000000	0.000000
AL, 01400	0.006449	0.000000	0.008753	0.029944	0.000000	0.000921	0.831516	0.000000	0.122416	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.098051	0.082363	0.245478	0.000000	0.574108	0.000000	0.000000
AL, 01600	0.034714	0.007161	0.036899	0.028766	0.049158	0.050736	0.190859	0.038945	0.562762	0.000000	0.000000
AL, 01700	0.004921	0.005577	0.021652	0.005577	0.006561	0.011810	0.789934	0.000000	0.153967	0.000000	0.000000
AL, 01800	0.003303	0.007707	0.000000	0.000000	0.036608	0.027525	0.647425	0.020169	0.257263	0.000000	0.000000
AL, 01900	0.051457	0.040586	0.032372	0.023675	0.035029	0.021380	0.271091	0.016944	0.507467	0.000000	0.000000
AL, 02000	0.066673	0.037151	0.014263	0.051746	0.038478	0.042458	0.143310	0.023287	0.582633	0.000000	0.000000
AL, 02100	0.009524	0.008181	0.019536	0.025396	0.034676	0.002686	0.360598	0.000000	0.539404	0.000000	0.000000
AL, 02200	0.000000	0.007068	0.000000	0.007068	0.041271	0.003192	0.729737	0.000000	0.211663	0.000000	0.000000
AL, 02300	0.000000	0.014245	0.012370	0.024366	0.032238	0.000000	0.439484	0.018957	0.458340	0.000000	0.000000
AL, 02400	0.029395	0.010328	0.023635	0.011718	0.082227	0.004171	0.315252	0.003768	0.519505	0.000000	0.000000
AL, 02500	0.012571	0.004133	0.044083	0.028241	0.016187	0.014120	0.346490	0.009484	0.524692	0.000000	0.000000
AL, 02600	0.025171	0.001709	0.035271	0.012896	0.027813	0.022530	0.208389	0.016323	0.649897	0.000000	0.000000
