Dependency=Location	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F
TX_Lufkin-Angelina.Co.AP.722446	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Midland.Intl.AP.722650	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Port.Arthur-Jefferson.Co.AP.722410	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_San.Angelo-Mathis.AP.722630	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_San.Antonio.Intl.AP.722530	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Victoria.Rgnl.AP.722550	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Waco.Rgnl.AP.722560	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Wichita.Falls.Muni.AP.723510	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
UT_Cedar.City.Muni.AP.724755	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
UT_Salt.Lake.City.Intl.AP.725720	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
VA_Norfolk.Intl.AP.723080	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
VA_Richmond.Intl.AP.724010	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
VA_Sterling-Washington.Dulles.Intl.AP.724030	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
VT_Burlington.Intl.AP.726170	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WA_Olympia.AP.727920	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
WA_Quillayute.State.AP.727970	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
WA_Seattle-Tacoma.Intl.AP.727930	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
WA_Spokane.Intl.AP.727850	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WA_Yakima.Air.Terminal-McAllister.Field.727810	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
WI_Eau.Claire.County.AP.726435	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WI_La.Crosse.Muni.AP.726430	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WI_Madison-Dane.County.Rgnl.AP.726410	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WI_Milwaukee-Mitchell.Intl.AP.726400	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WV_Charleston-Yeager.AP.724140	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
WV_Elkins-Randolph.County.AP.724170	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
WV_Huntington-Tri.State.Walker.Long.Field.724250	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
WY_Casper-Natrona.County.Intl.AP.725690	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WY_Cheyenne.Muni.AP.725640	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WY_Lander-Hunt.Field.725760	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
WY_Sheridan.County.AP.726660	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
