Dependency=Location	Dependency=Cooling Setpoint Has Offset	Option=Day Setup	Option=Day Setup +1h	Option=Day Setup +2h	Option=Day Setup -1h	Option=Day Setup -2h	Option=Night Setup	Option=Night Setup +1h	Option=Night Setup +2h	Option=Night Setup -1h	Option=Night Setup -2h	Option=Day and Night Setup	Option=Day and Night Setup +1h	Option=Day and Night Setup +2h	Option=Day and Night Setup -1h	Option=Day and Night Setup -2h	Option=Night Setback	Option=Night Setback +1h	Option=Night Setback +2h	Option=Night Setback -1h	Option=Night Setback -2h	Option=Day Setup and Night Setback	Option=Day Setup and Night Setback +1h	Option=Day Setup and Night Setback +2h	Option=Day Setup and Night Setback -1h	Option=Day Setup and Night Setback -2h	Option=None
MN_St.Cloud.Muni.AP.726550	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MO_Columbia.Rgnl.AP.724450	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
MO_Kansas.City.Intl.AP.724460	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
MO_Springfield.Rgnl.AP.724400	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
MO_St.Louis-Lambert.Intl.AP.724340	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
MS_Jackson.Intl.AP.722350	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
MS_Meridian-Key.Field.722340	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
MT_Billings-Logan.Intl.AP.726770	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Cut.Bank.Muni.AP.727796	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Glasgow.Intl.AP.727680	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Great.Falls.Intl.AP.727750	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Helena.Rgnl.AP.727720	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Lewistown.Muni.AP.726776	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Miles.City.Muni.AP.742300	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MT_Missoula.Intl.AP.727730	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NC_Asheville.Rgnl.AP.723150	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
NC_Cape.Hatteras.723040	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
NC_Charlotte-Douglas.Intl.AP.723140	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
NC_Raleigh-Durham.Intl.AP.723060	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
NC_Wilmington.Intl.AP.723013	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
ND_Bismarck.Muni.AP.727640	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
ND_Fargo-Hector.Intl.AP.727530	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
ND_Minot.Intl.AP.727676	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NE_North.Platte.Rgnl.AP.725620	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NE_Omaha-Eppley.Airfield.725500	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NE_Scottsbluff-W.B.Heilig.Field.725660	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NH_Concord.Muni.AP.726050	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NJ_Atlantic.City.Intl.AP.724070	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NJ_Newark.Intl.AP.725020	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NM_Albuquerque.Intl.AP.723650	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NM_Tucumcari.AP.723676	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
NV_Elko.Muni.AP.725825	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NV_Ely-Yelland.Field.724860	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
NV_Reno-Tahoe.Intl.AP.724880	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NV_Tonopah.AP.724855	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NV_Winnemucca.Muni.AP.725830	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NY_Albany.County.AP.725180	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NY_Binghamton-Edwin.A.Link.Field.725150	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NY_Massena.AP.726223	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
NY_Rochester-Greater.Rochester.Intl.AP.725290	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
NY_Syracuse-Hancock.Intl.AP.725190	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
OH_Akron.Canton.Rgnl.AP.725210	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Cleveland-Hopkins.Intl.AP.725240	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Columbus-Port.Columbus.Intl.AP.724280	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Dayton.Intl.AP.724290	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Mansfield-Lahm.Muni.AP.725246	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Toledo.Express.AP.725360	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OH_Youngstown.Rgnl.AP.725250	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
OK_Tulsa.Intl.AP.723560	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
OR_Astoria.Rgnl.AP.727910	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
OR_Burns.Muni.AP.726830	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OR_Eugene-Mahlon.Sweet.AP.726930	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
OR_Medford-Rogue.Valley.Intl.AP.725970	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
OR_North.Bend.Muni.AP.726917	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OR_Portland.Intl.AP.726980	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
OR_Redmond-Roberts.Field.726835	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
OR_Salem-McNary.Field.726940	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
PA_Bradford.Rgnl.AP.725266	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
PA_Erie.Intl.AP.725260	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
PA_Harrisburg-Capital.City.AP.725118	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
PA_Philadelphia.Intl.AP.724080	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
PA_Pittsburgh.Intl.AP.725200	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
PA_Williamsport.Rgnl.AP.725140	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
RI_Providence-T.F.Green.State.AP.725070	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
SC_Charleston.Intl.AP.722080	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
SC_Columbia.Metro.AP.723100	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
SC_Greer.Greenville-Spartanburg.AP.723120	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
SD_Huron.Rgnl.AP.726540	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
SD_Pierre.Muni.AP.726686	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
SD_Rapid.City.Rgnl.AP.726620	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
SD_Sioux.Falls-Foss.Field.726510	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
TN_Bristol-TriCities.Rgnl.AP.723183	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TN_Chattanooga-Lovell.Field.AP.723240	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TN_Knoxville-McGhee.Tyson.AP.723260	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TN_Memphis.Intl.AP.723340	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TN_Nashville.Intl.AP.723270	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
