Dependency=Location	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F
CA_Santa.Maria.Public.AP.723940	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
CO_Alamosa.Muni.AP.724620	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
CO_Boulder-Broomfield-Jefferson.County.AP.724699	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
CO_Colorado.Springs-Peterson.Field.724660	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
CO_Eagle.County.Rgnl.AP.724675	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
CO_Grand.Junction-Walker.Field.724760	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
CO_Pueblo.Mem.AP.724640	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
CT_Bridgeport-Sikorsky.Mem.AP.725040	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
CT_Hartford-Bradley.Intl.AP.725080	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
DE_Wilmington-New.Castle.County.AP.724089	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
FL_Daytona.Beach.Intl.AP.722056	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_Jacksonville.Intl.AP.722060	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_Key.West.Intl.AP.722010	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_Miami.Intl.AP.722020	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_Orlando.Intl.AP.722050	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_Tallahassee.Rgnl.AP.722140	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
FL_West.Palm.Beach.Intl.AP.722030	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
GA_Athens-Ben.Epps.AP.723110	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
GA_Augusta-Bush-Field.722180	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
GA_Columbus.Metro.AP.722255	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
GA_Savannah.Intl.AP.722070	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
IA_Des.Moines.Intl.AP.725460	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IA_Mason.City.Muni.AP.725485	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
IA_Sioux.City-Sioux.Gateway.AP.725570	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IA_Waterloo.Muni.AP.725480	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
ID_Boise.Air.Terminal.726810	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
ID_Pocatello.Muni.AP.725780	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
IL_Chicago-OHare.Intl.AP.725300	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IL_Moline-Quad.City.Intl.AP.725440	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IL_Peoria-Greater.Peoria.AP.725320	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IL_Rockford-Greater.Rockford.AP.725430	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IL_Springfield-Capital.AP.724390	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IN_Evansville.Rgnl.AP.724320	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
IN_Fort.Wayne.Intl.AP.725330	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IN_Indianapolis.Intl.AP.724380	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
IN_South.Bend-Michiana.Rgnl.AP.725350	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
KS_Dodge.City.Rgnl.AP.724510	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
KS_Goodland-Renner.Field.724650	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
KS_Topeka-Phillip.Billard.Muni.AP.724560	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
KS_Wichita-Mid.Continent.AP.724500	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
KY_Cincinnati-Northern.Kentucky.AP.724210	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
KY_Lexington-Bluegrass.AP.724220	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
KY_Louisville-Standiford.Field.724230	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
LA_Baton.Rouge-Ryan.AP.722317	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
LA_Lake.Charles.Rgnl.AP.722400	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
LA_New.Orleans.Intl.AP.722310	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
LA_Shreveport.Rgnl.AP.722480	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
MA_Boston-Logan.Intl.AP.725090	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MA_Worcester.Rgnl.AP.725095	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MD_Baltimore-Washington.Intl.AP.724060	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
ME_Caribou.Muni.AP.727120	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
ME_Portland.Intl.Jetport.726060	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MI_Alpena.County.Rgnl.AP.726390	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MI_Detroit.Metro.AP.725370	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MI_Flint-Bishop.Intl.AP.726370	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MI_Houghton-Lake.Roscommon.County.AP.726380	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MI_Lansing-Capital.City.AP.725390	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
MI_Muskegon.County.AP.726360	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MI_Sault.Ste.Marie-Sanderson.Field.727340	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MI_Traverse.City-Cherry.Capital.AP.726387	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MN_Duluth.Intl.AP.727450	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MN_International.Falls.Intl.AP.727470	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MN_Minneapolis-St.Paul.Intl.AP.726580	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MN_Rochester.Intl.AP.726440	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MN_St.Cloud.Muni.AP.726550	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MO_Columbia.Rgnl.AP.724450	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
MO_Kansas.City.Intl.AP.724460	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
MO_Springfield.Rgnl.AP.724400	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
MO_St.Louis-Lambert.Intl.AP.724340	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
MS_Jackson.Intl.AP.722350	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
MS_Meridian-Key.Field.722340	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
MT_Billings-Logan.Intl.AP.726770	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Cut.Bank.Muni.AP.727796	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Glasgow.Intl.AP.727680	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Great.Falls.Intl.AP.727750	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Helena.Rgnl.AP.727720	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Kalispell-Glacier.Park.Intl.AP.727790	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Lewistown.Muni.AP.726776	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Miles.City.Muni.AP.742300	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
MT_Missoula.Intl.AP.727730	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NC_Asheville.Rgnl.AP.723150	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
NC_Cape.Hatteras.723040	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
NC_Charlotte-Douglas.Intl.AP.723140	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
NC_Raleigh-Durham.Intl.AP.723060	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
NC_Wilmington.Intl.AP.723013	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
ND_Bismarck.Muni.AP.727640	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
ND_Fargo-Hector.Intl.AP.727530	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
ND_Minot.Intl.AP.727676	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NE_North.Platte.Rgnl.AP.725620	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NE_Omaha-Eppley.Airfield.725500	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NE_Scottsbluff-W.B.Heilig.Field.725660	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NH_Concord.Muni.AP.726050	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NJ_Atlantic.City.Intl.AP.724070	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NJ_Newark.Intl.AP.725020	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NM_Albuquerque.Intl.AP.723650	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NM_Tucumcari.AP.723676	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
NV_Elko.Muni.AP.725825	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NV_Ely-Yelland.Field.724860	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NV_Las.Vegas-McCarran.Intl.AP.723860	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
NV_Reno-Tahoe.Intl.AP.724880	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NV_Tonopah.AP.724855	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NV_Winnemucca.Muni.AP.725830	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NY_Albany.County.AP.725180	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NY_Binghamton-Edwin.A.Link.Field.725150	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NY_Massena.AP.726223	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
NY_New.York-J.F.Kennedy.Intl.AP.744860	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
NY_Rochester-Greater.Rochester.Intl.AP.725290	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
NY_Syracuse-Hancock.Intl.AP.725190	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
OH_Akron.Canton.Rgnl.AP.725210	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Cleveland-Hopkins.Intl.AP.725240	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Columbus-Port.Columbus.Intl.AP.724280	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Dayton.Intl.AP.724290	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Mansfield-Lahm.Muni.AP.725246	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Toledo.Express.AP.725360	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OH_Youngstown.Rgnl.AP.725250	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
OK_Tulsa.Intl.AP.723560	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
OR_Astoria.Rgnl.AP.727910	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
OR_Burns.Muni.AP.726830	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OR_Eugene-Mahlon.Sweet.AP.726930	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
OR_Medford-Rogue.Valley.Intl.AP.725970	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
OR_North.Bend.Muni.AP.726917	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OR_Portland.Intl.AP.726980	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
OR_Redmond-Roberts.Field.726835	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
OR_Salem-McNary.Field.726940	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
PA_Bradford.Rgnl.AP.725266	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
PA_Erie.Intl.AP.725260	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
PA_Harrisburg-Capital.City.AP.725118	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
PA_Philadelphia.Intl.AP.724080	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
PA_Pittsburgh.Intl.AP.725200	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
PA_Williamsport.Rgnl.AP.725140	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
RI_Providence-T.F.Green.State.AP.725070	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
SC_Charleston.Intl.AP.722080	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
SC_Columbia.Metro.AP.723100	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
SC_Greer.Greenville-Spartanburg.AP.723120	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
SD_Huron.Rgnl.AP.726540	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
SD_Pierre.Muni.AP.726686	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
SD_Rapid.City.Rgnl.AP.726620	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
SD_Sioux.Falls-Foss.Field.726510	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
TN_Bristol-TriCities.Rgnl.AP.723183	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TN_Chattanooga-Lovell.Field.AP.723240	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TN_Knoxville-McGhee.Tyson.AP.723260	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TN_Memphis.Intl.AP.723340	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TN_Nashville.Intl.AP.723270	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TX_Abilene.Rgnl.AP.722660	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Amarillo.Intl.AP.723630	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
TX_Austin-Mueller.Muni.AP.722540	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Brownsville-South.Padre.Island.AP.722500	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Corpus.Christi.Intl.AP.722510	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Dallas-Fort.Worth.Intl.AP.722590	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_El.Paso.Intl.AP.722700	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Houston-Bush.Intercontinental.AP.722430	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Lubbock.Intl.AP.722670	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
