Dependency=Location	Dependency=Geometry Building Type RECS	Option=Pier and Beam	Option=Unheated Basement	Option=Heated Basement	Option=Crawl	Option=Slab
MT_Cut.Bank.Muni.AP.727796	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Glasgow.Intl.AP.727680	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Great.Falls.Intl.AP.727750	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Helena.Rgnl.AP.727720	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Lewistown.Muni.AP.726776	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Miles.City.Muni.AP.742300	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
MT_Missoula.Intl.AP.727730	Mobile Home	0.000000	0.980000	0.000000	0.020000	0.000000
NC_Asheville.Rgnl.AP.723150	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
NC_Cape.Hatteras.723040	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
NC_Charlotte-Douglas.Intl.AP.723140	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
NC_Raleigh-Durham.Intl.AP.723060	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
NC_Wilmington.Intl.AP.723013	Mobile Home	0.000000	0.170000	0.000000	0.550000	0.280000
ND_Bismarck.Muni.AP.727640	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.030000
ND_Fargo-Hector.Intl.AP.727530	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.030000
ND_Minot.Intl.AP.727676	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.030000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.020000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.020000
NE_North.Platte.Rgnl.AP.725620	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.020000
NE_Omaha-Eppley.Airfield.725500	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.020000
NE_Scottsbluff-W.B.Heilig.Field.725660	Mobile Home	0.000000	0.940000	0.000000	0.030000	0.020000
NH_Concord.Muni.AP.726050	Mobile Home	0.000000	0.800000	0.000000	0.160000	0.030000
NJ_Atlantic.City.Intl.AP.724070	Mobile Home	0.000000	0.400000	0.000000	0.510000	0.090000
NJ_Newark.Intl.AP.725020	Mobile Home	0.000000	0.400000	0.000000	0.510000	0.090000
NM_Albuquerque.Intl.AP.723650	Mobile Home	0.000000	0.020000	0.000000	0.030000	0.950000
NM_Tucumcari.AP.723676	Mobile Home	0.000000	0.020000	0.000000	0.030000	0.950000
NV_Elko.Muni.AP.725825	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NV_Ely-Yelland.Field.724860	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NV_Las.Vegas-McCarran.Intl.AP.723860	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NV_Reno-Tahoe.Intl.AP.724880	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NV_Tonopah.AP.724855	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NV_Winnemucca.Muni.AP.725830	Mobile Home	0.000000	0.010000	0.000000	0.460000	0.530000
NY_Albany.County.AP.725180	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_Binghamton-Edwin.A.Link.Field.725150	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_Massena.AP.726223	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_New.York-J.F.Kennedy.Intl.AP.744860	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_Rochester-Greater.Rochester.Intl.AP.725290	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
NY_Syracuse-Hancock.Intl.AP.725190	Mobile Home	0.000000	0.810000	0.000000	0.040000	0.150000
OH_Akron.Canton.Rgnl.AP.725210	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Cleveland-Hopkins.Intl.AP.725240	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Columbus-Port.Columbus.Intl.AP.724280	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Dayton.Intl.AP.724290	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Mansfield-Lahm.Muni.AP.725246	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Toledo.Express.AP.725360	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OH_Youngstown.Rgnl.AP.725250	Mobile Home	0.000000	0.760000	0.000000	0.110000	0.140000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	Mobile Home	0.000000	0.030000	0.000000	0.010000	0.960000
OK_Tulsa.Intl.AP.723560	Mobile Home	0.000000	0.030000	0.000000	0.010000	0.960000
OR_Astoria.Rgnl.AP.727910	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Burns.Muni.AP.726830	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Eugene-Mahlon.Sweet.AP.726930	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Medford-Rogue.Valley.Intl.AP.725970	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_North.Bend.Muni.AP.726917	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Portland.Intl.AP.726980	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Redmond-Roberts.Field.726835	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
OR_Salem-McNary.Field.726940	Mobile Home	0.000000	0.230000	0.000000	0.720000	0.050000
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Bradford.Rgnl.AP.725266	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Erie.Intl.AP.725260	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Harrisburg-Capital.City.AP.725118	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Philadelphia.Intl.AP.724080	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Pittsburgh.Intl.AP.725200	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
PA_Williamsport.Rgnl.AP.725140	Mobile Home	0.000000	0.920000	0.000000	0.040000	0.040000
RI_Providence-T.F.Green.State.AP.725070	Mobile Home	0.000000	0.970000	0.000000	0.010000	0.020000
SC_Charleston.Intl.AP.722080	Mobile Home	0.000000	0.090000	0.000000	0.620000	0.290000
SC_Columbia.Metro.AP.723100	Mobile Home	0.000000	0.090000	0.000000	0.620000	0.290000
SC_Greer.Greenville-Spartanburg.AP.723120	Mobile Home	0.000000	0.090000	0.000000	0.620000	0.290000
SD_Huron.Rgnl.AP.726540	Mobile Home	0.000000	0.890000	0.000000	0.040000	0.070000
SD_Pierre.Muni.AP.726686	Mobile Home	0.000000	0.890000	0.000000	0.040000	0.070000
SD_Rapid.City.Rgnl.AP.726620	Mobile Home	0.000000	0.890000	0.000000	0.040000	0.070000
SD_Sioux.Falls-Foss.Field.726510	Mobile Home	0.000000	0.890000	0.000000	0.040000	0.070000
TN_Bristol-TriCities.Rgnl.AP.723183	Mobile Home	0.000000	0.280000	0.000000	0.440000	0.280000
TN_Chattanooga-Lovell.Field.AP.723240	Mobile Home	0.000000	0.280000	0.000000	0.440000	0.280000
TN_Knoxville-McGhee.Tyson.AP.723260	Mobile Home	0.000000	0.280000	0.000000	0.440000	0.280000
TN_Memphis.Intl.AP.723340	Mobile Home	0.000000	0.280000	0.000000	0.440000	0.280000
TN_Nashville.Intl.AP.723270	Mobile Home	0.000000	0.280000	0.000000	0.440000	0.280000
TX_Abilene.Rgnl.AP.722660	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Amarillo.Intl.AP.723630	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Austin-Mueller.Muni.AP.722540	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Brownsville-South.Padre.Island.AP.722500	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Corpus.Christi.Intl.AP.722510	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Dallas-Fort.Worth.Intl.AP.722590	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_El.Paso.Intl.AP.722700	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Houston-Bush.Intercontinental.AP.722430	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Lubbock.Intl.AP.722670	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Lufkin-Angelina.Co.AP.722446	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Midland.Intl.AP.722650	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Port.Arthur-Jefferson.Co.AP.722410	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_San.Angelo-Mathis.AP.722630	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_San.Antonio.Intl.AP.722530	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Victoria.Rgnl.AP.722550	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Waco.Rgnl.AP.722560	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
TX_Wichita.Falls.Muni.AP.723510	Mobile Home	0.000000	0.020000	0.000000	0.000000	0.980000
UT_Cedar.City.Muni.AP.724755	Mobile Home	0.000000	0.950000	0.000000	0.030000	0.020000
UT_Salt.Lake.City.Intl.AP.725720	Mobile Home	0.000000	0.950000	0.000000	0.030000	0.020000
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	0.000000	0.470000	0.000000	0.250000	0.280000
VA_Norfolk.Intl.AP.723080	Mobile Home	0.000000	0.470000	0.000000	0.250000	0.280000
VA_Richmond.Intl.AP.724010	Mobile Home	0.000000	0.470000	0.000000	0.250000	0.280000
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	0.000000	0.470000	0.000000	0.250000	0.280000
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	0.000000	0.470000	0.000000	0.250000	0.280000
VT_Burlington.Intl.AP.726170	Mobile Home	0.000000	0.860000	0.000000	0.060000	0.080000
WA_Olympia.AP.727920	Mobile Home	0.000000	0.620000	0.000000	0.350000	0.030000
WA_Quillayute.State.AP.727970	Mobile Home	0.000000	0.620000	0.000000	0.350000	0.030000
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	0.000000	0.620000	0.000000	0.350000	0.030000
WA_Spokane.Intl.AP.727850	Mobile Home	0.000000	0.620000	0.000000	0.350000	0.030000
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	0.000000	0.620000	0.000000	0.350000	0.030000
WI_Eau.Claire.County.AP.726435	Mobile Home	0.000000	0.900000	0.000000	0.010000	0.090000
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	0.000000	0.900000	0.000000	0.010000	0.090000
WI_La.Crosse.Muni.AP.726430	Mobile Home	0.000000	0.900000	0.000000	0.010000	0.090000
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	0.000000	0.900000	0.000000	0.010000	0.090000
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	0.000000	0.900000	0.000000	0.010000	0.090000
WV_Charleston-Yeager.AP.724140	Mobile Home	0.000000	0.530000	0.000000	0.330000	0.140000
WV_Elkins-Randolph.County.AP.724170	Mobile Home	0.000000	0.530000	0.000000	0.330000	0.140000
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	0.000000	0.530000	0.000000	0.330000	0.140000
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	0.000000	0.900000	0.000000	0.090000	0.010000
WY_Cheyenne.Muni.AP.725640	Mobile Home	0.000000	0.900000	0.000000	0.090000	0.010000
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	0.000000	0.900000	0.000000	0.090000	0.010000
WY_Lander-Hunt.Field.725760	Mobile Home	0.000000	0.900000	0.000000	0.090000	0.010000
WY_Sheridan.County.AP.726660	Mobile Home	0.000000	0.900000	0.000000	0.090000	0.010000
