Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
CO, 00823	Single-Family Detached	2030s	0.265120	0.000000	0.706713	0.000000	0.000000	0.028167	West
CO, 00824	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 00824	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 00824	Multi-Family with 5+ Units	2030s	0.521801	0.000000	0.478199	0.000000	0.000000	0.000000	West
CO, 00824	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 00824	Single-Family Detached	2030s	0.358261	0.000000	0.593028	0.000000	0.012841	0.035869	West
CO, 00900	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 00900	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 00900	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 00900	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 00900	Single-Family Detached	2030s	0.187478	0.000000	0.401608	0.000000	0.216667	0.194247	West
CO, 01001	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 01001	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 01001	Multi-Family with 5+ Units	2030s	0.484590	0.000000	0.515410	0.000000	0.000000	0.000000	West
CO, 01001	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 01001	Single-Family Detached	2030s	0.302795	0.000000	0.681349	0.000000	0.015856	0.000000	West
CO, 01002	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 01002	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 01002	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 01002	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 01002	Single-Family Detached	2030s	0.245065	0.000000	0.337843	0.000000	0.115830	0.301261	West
CO, 04101	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04101	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04101	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 04101	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04101	Single-Family Detached	2030s	0.331663	0.000000	0.604191	0.000000	0.008909	0.055237	West
CO, 04102	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04102	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04102	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 04102	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04102	Single-Family Detached	2030s	0.297562	0.000000	0.702438	0.000000	0.000000	0.000000	West
CO, 04103	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04103	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04103	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 04103	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04103	Single-Family Detached	2030s	0.294993	0.000000	0.634151	0.000952	0.026887	0.043017	West
CO, 04104	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04104	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04104	Multi-Family with 5+ Units	2030s	0.662128	0.000000	0.337872	0.000000	0.000000	0.000000	West
CO, 04104	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04104	Single-Family Detached	2030s	0.308233	0.000000	0.691767	0.000000	0.000000	0.000000	West
CO, 04105	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04105	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04105	Multi-Family with 5+ Units	2030s	0.595632	0.000000	0.377041	0.007126	0.010393	0.009808	West
CO, 04105	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04105	Single-Family Detached	2030s	0.455252	0.000000	0.544748	0.000000	0.000000	0.000000	West
CO, 04106	Mobile Home	2030s	0.289985	0.000000	0.566595	0.000000	0.010694	0.132726	West
CO, 04106	Multi-Family with 2 - 4 Units	2030s	0.510183	0.000000	0.460187	0.029630	0.000000	0.000000	West
CO, 04106	Multi-Family with 5+ Units	2030s	0.462694	0.000000	0.537306	0.000000	0.000000	0.000000	West
CO, 04106	Single-Family Attached	2030s	0.373054	0.000000	0.610223	0.000000	0.010470	0.006252	West
CO, 04106	Single-Family Detached	2030s	0.284993	0.000000	0.687052	0.005773	0.018893	0.003290	West
CT, 00100	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00100	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00100	Multi-Family with 5+ Units	2030s	0.400714	0.000000	0.556480	0.000000	0.000000	0.042806	Northeast
CT, 00100	Single-Family Attached	2030s	0.149997	0.000000	0.814358	0.000000	0.000000	0.035646	Northeast
CT, 00100	Single-Family Detached	2030s	0.357318	0.000716	0.156781	0.000000	0.075843	0.409341	Northeast
CT, 00101	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00101	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00101	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00101	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00101	Single-Family Detached	2030s	0.287621	0.001588	0.549966	0.000000	0.000000	0.160826	Northeast
CT, 00102	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00102	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00102	Multi-Family with 5+ Units	2030s	0.383375	0.000136	0.586687	0.000000	0.000000	0.029802	Northeast
CT, 00102	Single-Family Attached	2030s	0.217989	0.000000	0.663587	0.000000	0.075916	0.042507	Northeast
CT, 00102	Single-Family Detached	2030s	0.281766	0.000118	0.494173	0.000000	0.057336	0.166609	Northeast
CT, 00103	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00103	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00103	Multi-Family with 5+ Units	2030s	0.330791	0.000000	0.669209	0.000000	0.000000	0.000000	Northeast
CT, 00103	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00103	Single-Family Detached	2030s	0.177295	0.001062	0.512816	0.062407	0.017831	0.228588	Northeast
CT, 00104	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00104	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00104	Multi-Family with 5+ Units	2030s	0.615182	0.000630	0.371834	0.000000	0.000000	0.012353	Northeast
CT, 00104	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00104	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00105	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00105	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00105	Multi-Family with 5+ Units	2030s	0.290926	0.000000	0.673621	0.000000	0.000000	0.035453	Northeast
CT, 00105	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00105	Single-Family Detached	2030s	0.131595	0.001024	0.545913	0.000000	0.000000	0.321469	Northeast
CT, 00300	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00300	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00300	Multi-Family with 5+ Units	2030s	0.509883	0.000000	0.490117	0.000000	0.000000	0.000000	Northeast
CT, 00300	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00300	Single-Family Detached	2030s	0.150928	0.000653	0.423478	0.000000	0.000000	0.424940	Northeast
CT, 00301	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00301	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00301	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00301	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00301	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00302	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00302	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00302	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00302	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00302	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00303	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00303	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00303	Multi-Family with 5+ Units	2030s	0.501720	0.000000	0.498280	0.000000	0.000000	0.000000	Northeast
CT, 00303	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00303	Single-Family Detached	2030s	0.118530	0.000718	0.725723	0.000000	0.030588	0.124440	Northeast
CT, 00304	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00304	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00304	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00304	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00304	Single-Family Detached	2030s	0.104111	0.000189	0.542130	0.000000	0.000000	0.353569	Northeast
CT, 00305	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00305	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00305	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00305	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00305	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00306	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00306	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00306	Multi-Family with 5+ Units	2030s	0.297913	0.000000	0.702087	0.000000	0.000000	0.000000	Northeast
CT, 00306	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00306	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00500	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00500	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00500	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00500	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00500	Single-Family Detached	2030s	0.170796	0.001119	0.209298	0.023091	0.017762	0.577934	Northeast
CT, 00700	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00700	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00700	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00700	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00700	Single-Family Detached	2030s	0.184938	0.001100	0.192784	0.000000	0.005894	0.615284	Northeast
CT, 00900	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00900	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00900	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00900	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00900	Single-Family Detached	2030s	0.125134	0.000344	0.223698	0.078385	0.000000	0.572438	Northeast
CT, 00901	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00901	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00901	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00901	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00901	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00902	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00902	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00902	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00902	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00902	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00903	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00903	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00903	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00903	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00903	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00904	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00904	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00904	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00904	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00904	Single-Family Detached	2030s	0.097900	0.000000	0.779485	0.000000	0.000000	0.122615	Northeast
CT, 00905	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00905	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00905	Multi-Family with 5+ Units	2030s	0.694262	0.000000	0.276864	0.012195	0.011179	0.005501	Northeast
CT, 00905	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00905	Single-Family Detached	2030s	0.179377	0.000920	0.410736	0.013089	0.044412	0.351465	Northeast
CT, 00906	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 00906	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 00906	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 00906	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 00906	Single-Family Detached	2030s	0.086295	0.000000	0.430486	0.057751	0.060790	0.364678	Northeast
CT, 01100	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 01100	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 01100	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 01100	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 01100	Single-Family Detached	2030s	0.222743	0.002152	0.273137	0.000000	0.062857	0.439111	Northeast
CT, 01101	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 01101	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 01101	Multi-Family with 5+ Units	2030s	0.506903	0.000000	0.493097	0.000000	0.000000	0.000000	Northeast
CT, 01101	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 01101	Single-Family Detached	2030s	0.170743	0.001334	0.268499	0.020367	0.040733	0.498326	Northeast
CT, 01300	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 01300	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 01300	Multi-Family with 5+ Units	2030s	0.355903	0.000282	0.562976	0.000000	0.000000	0.080839	Northeast
CT, 01300	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 01300	Single-Family Detached	2030s	0.169585	0.001024	0.217193	0.000000	0.086683	0.525515	Northeast
CT, 01500	Mobile Home	2030s	0.088478	0.000000	0.154586	0.000000	0.096244	0.660693	Northeast
CT, 01500	Multi-Family with 2 - 4 Units	2030s	0.267560	0.000335	0.628238	0.006822	0.007391	0.089656	Northeast
CT, 01500	Multi-Family with 5+ Units	2030s	0.438554	0.000162	0.526590	0.001524	0.003302	0.029868	Northeast
CT, 01500	Single-Family Attached	2030s	0.223607	0.000087	0.677461	0.012320	0.014887	0.071637	Northeast
CT, 01500	Single-Family Detached	2030s	0.168818	0.002032	0.397574	0.000000	0.335484	0.096093	Northeast
DC, 00101	Mobile Home	2030s	0.426668	0.000000	0.120000	0.166667	0.166667	0.120000	South
DC, 00101	Multi-Family with 2 - 4 Units	2030s	0.703415	0.000000	0.259283	0.037303	0.000000	0.000000	South
DC, 00101	Multi-Family with 5+ Units	2030s	0.736000	0.000000	0.264000	0.000000	0.000000	0.000000	South
DC, 00101	Single-Family Attached	2030s	0.612561	0.000000	0.380853	0.000000	0.000000	0.006585	South
DC, 00101	Single-Family Detached	2030s	0.608755	0.000000	0.391245	0.000000	0.000000	0.000000	South
DC, 00102	Mobile Home	2030s	0.426668	0.000000	0.120000	0.166667	0.166667	0.120000	South
DC, 00102	Multi-Family with 2 - 4 Units	2030s	0.703415	0.000000	0.259283	0.037303	0.000000	0.000000	South
DC, 00102	Multi-Family with 5+ Units	2030s	0.868041	0.000000	0.131959	0.000000	0.000000	0.000000	South
DC, 00102	Single-Family Attached	2030s	0.612561	0.000000	0.380853	0.000000	0.000000	0.006585	South
DC, 00102	Single-Family Detached	2030s	0.608755	0.000000	0.391245	0.000000	0.000000	0.000000	South
DC, 00103	Mobile Home	2030s	0.426668	0.000000	0.120000	0.166667	0.166667	0.120000	South
DC, 00103	Multi-Family with 2 - 4 Units	2030s	0.530581	0.000000	0.385548	0.083871	0.000000	0.000000	South
DC, 00103	Multi-Family with 5+ Units	2030s	0.875398	0.000000	0.115325	0.009276	0.000000	0.000000	South
DC, 00103	Single-Family Attached	2030s	0.606994	0.000000	0.374584	0.000000	0.000000	0.018422	South
DC, 00103	Single-Family Detached	2030s	0.608755	0.000000	0.391245	0.000000	0.000000	0.000000	South
DC, 00104	Mobile Home	2030s	0.426668	0.000000	0.120000	0.166667	0.166667	0.120000	South
DC, 00104	Multi-Family with 2 - 4 Units	2030s	0.703415	0.000000	0.259283	0.037303	0.000000	0.000000	South
DC, 00104	Multi-Family with 5+ Units	2030s	0.765367	0.000000	0.216912	0.006751	0.010970	0.000000	South
DC, 00104	Single-Family Attached	2030s	0.598571	0.000000	0.401429	0.000000	0.000000	0.000000	South
DC, 00104	Single-Family Detached	2030s	0.608755	0.000000	0.391245	0.000000	0.000000	0.000000	South
DC, 00105	Mobile Home	2030s	0.426668	0.000000	0.120000	0.166667	0.166667	0.120000	South
DC, 00105	Multi-Family with 2 - 4 Units	2030s	0.703415	0.000000	0.259283	0.037303	0.000000	0.000000	South
DC, 00105	Multi-Family with 5+ Units	2030s	0.834945	0.000000	0.125603	0.032460	0.003992	0.003000	South
DC, 00105	Single-Family Attached	2030s	0.585340	0.000000	0.414660	0.000000	0.000000	0.000000	South
DC, 00105	Single-Family Detached	2030s	0.608755	0.000000	0.391245	0.000000	0.000000	0.000000	South
DE, 00101	Mobile Home	2030s	0.762264	0.000000	0.127698	0.000000	0.000000	0.110038	South
DE, 00101	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00101	Multi-Family with 5+ Units	2030s	0.676413	0.000000	0.313970	0.000000	0.000000	0.009618	South
DE, 00101	Single-Family Attached	2030s	0.651368	0.000000	0.348632	0.000000	0.000000	0.000000	South
DE, 00101	Single-Family Detached	2030s	0.636975	0.000000	0.363025	0.000000	0.000000	0.000000	South
DE, 00102	Mobile Home	2030s	0.762264	0.000000	0.127698	0.000000	0.000000	0.110038	South
DE, 00102	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00102	Multi-Family with 5+ Units	2030s	0.676413	0.000000	0.313970	0.000000	0.000000	0.009618	South
DE, 00102	Single-Family Attached	2030s	0.405672	0.000000	0.555054	0.000000	0.000000	0.039272	South
DE, 00102	Single-Family Detached	2030s	0.389526	0.000000	0.551222	0.000000	0.000000	0.059252	South
DE, 00103	Mobile Home	2030s	0.762264	0.000000	0.127698	0.000000	0.000000	0.110038	South
DE, 00103	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00103	Multi-Family with 5+ Units	2030s	0.805498	0.000000	0.168910	0.000000	0.000000	0.025592	South
DE, 00103	Single-Family Attached	2030s	0.544640	0.000000	0.455360	0.000000	0.000000	0.000000	South
DE, 00103	Single-Family Detached	2030s	0.548352	0.000000	0.337548	0.001493	0.017041	0.095566	South
DE, 00104	Mobile Home	2030s	0.762264	0.000000	0.127698	0.000000	0.000000	0.110038	South
DE, 00104	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00104	Multi-Family with 5+ Units	2030s	0.542808	0.000000	0.457192	0.000000	0.000000	0.000000	South
DE, 00104	Single-Family Attached	2030s	0.374118	0.000000	0.573176	0.000000	0.000000	0.052706	South
DE, 00104	Single-Family Detached	2030s	0.344189	0.000000	0.633418	0.007480	0.000000	0.014913	South
DE, 00200	Mobile Home	2030s	0.625789	0.000000	0.118421	0.000000	0.000000	0.255789	South
DE, 00200	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00200	Multi-Family with 5+ Units	2030s	0.516643	0.000000	0.483357	0.000000	0.000000	0.000000	South
DE, 00200	Single-Family Attached	2030s	0.540000	0.000000	0.403636	0.000000	0.000000	0.056364	South
DE, 00200	Single-Family Detached	2030s	0.464716	0.000000	0.479516	0.000000	0.015809	0.039959	South
DE, 00300	Mobile Home	2030s	0.931790	0.000000	0.000000	0.000000	0.000000	0.068211	South
DE, 00300	Multi-Family with 2 - 4 Units	2030s	0.611327	0.000000	0.388673	0.000000	0.000000	0.000000	South
DE, 00300	Multi-Family with 5+ Units	2030s	0.766739	0.000000	0.213045	0.000000	0.000000	0.020216	South
DE, 00300	Single-Family Attached	2030s	0.495355	0.000000	0.424834	0.000000	0.004739	0.075071	South
DE, 00300	Single-Family Detached	2030s	0.663272	0.000000	0.155656	0.000683	0.025102	0.155287	South
FL, 00101	Mobile Home	2030s	0.939886	0.000000	0.005858	0.010032	0.002765	0.041460	South
FL, 00101	Multi-Family with 2 - 4 Units	2030s	0.944333	0.000000	0.024171	0.024460	0.002971	0.004064	South
FL, 00101	Multi-Family with 5+ Units	2030s	0.972338	0.000000	0.027662	0.000000	0.000000	0.000000	South
FL, 00101	Single-Family Attached	2030s	0.955743	0.000000	0.032946	0.009578	0.000000	0.001732	South
FL, 00101	Single-Family Detached	2030s	0.901000	0.000000	0.099000	0.000000	0.000000	0.000000	South
FL, 00102	Mobile Home	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
FL, 00102	Multi-Family with 2 - 4 Units	2030s	0.944333	0.000000	0.024171	0.024460	0.002971	0.004064	South
FL, 00102	Multi-Family with 5+ Units	2030s	0.957533	0.000000	0.021403	0.018707	0.000636	0.001722	South
FL, 00102	Single-Family Attached	2030s	0.955743	0.000000	0.032946	0.009578	0.000000	0.001732	South
FL, 00102	Single-Family Detached	2030s	0.865469	0.000000	0.125063	0.000000	0.000000	0.009469	South
FL, 00500	Mobile Home	2030s	0.989758	0.000000	0.000000	0.000000	0.000000	0.010242	South
FL, 00500	Multi-Family with 2 - 4 Units	2030s	0.944333	0.000000	0.024171	0.024460	0.002971	0.004064	South
FL, 00500	Multi-Family with 5+ Units	2030s	0.981586	0.000000	0.018414	0.000000	0.000000	0.000000	South
