Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/02 06:00:00,0.0,0.0,0.099,0.033,0.004,0.616,0.037,0.047,0.03,0.0,0.0,0.0,0.829,0.037,0.0
2009/01/02 07:00:00,0.0,0.0,0.159,0.077,0.009,0.758,0.052,0.107,0.03,0.0,23.9,46.737,1.14,23.952,46.737
2009/01/02 08:00:00,0.0,0.0,0.105,0.098,0.012,0.832,0.068,0.06,0.03,0.0,0.0,0.0,1.136,0.068,0.0
2009/01/02 09:00:00,0.0,0.0,0.099,0.104,0.012,0.694,0.099,0.053,0.03,0.0,0.0,0.0,0.993,0.099,0.0
2009/01/02 10:00:00,0.0,0.0,0.099,0.107,0.013,0.575,0.127,0.048,0.03,0.0,1.103,0.0,0.872,1.23,0.0
2009/01/02 11:00:00,0.0,0.0,0.099,0.104,0.012,0.576,0.132,0.049,0.03,0.0,0.0,0.0,0.871,0.132,0.0
2009/01/02 12:00:00,0.0,0.0,0.032,0.1,0.012,0.625,0.128,0.014,0.01,0.0,5.852,9.503,0.793,5.98,9.503
2009/01/02 13:00:00,0.0,0.0,0.099,0.097,0.012,0.611,0.125,0.049,0.03,0.0,0.0,0.0,0.898,0.125,0.0
2009/01/02 14:00:00,0.0,0.0,0.099,0.096,0.012,0.623,0.1,0.046,0.03,0.0,1.103,0.0,0.906,1.203,0.0
2009/01/02 15:00:00,0.0,0.0,0.112,0.097,0.012,1.106,0.093,0.063,0.03,0.0,2.343,3.126,1.421,2.436,3.126
2009/01/02 16:00:00,0.0,0.0,0.099,0.104,0.013,0.663,0.09,0.048,0.03,0.0,0.0,0.0,0.957,0.09,0.0
2009/01/02 17:00:00,0.0,0.0,0.099,0.125,0.015,0.852,0.101,0.054,0.03,0.0,1.103,0.0,1.177,1.204,0.0
2009/01/02 18:00:00,0.0,0.0,0.132,0.166,0.02,1.14,0.106,0.074,0.03,0.0,0.0,0.0,1.562,0.106,0.0
2009/01/02 19:00:00,0.0,0.0,0.158,0.208,0.025,1.197,0.084,0.086,0.03,0.0,1.103,0.0,1.704,1.187,0.0
2009/01/02 20:00:00,0.0,0.0,0.213,0.219,0.026,1.136,0.074,0.147,0.03,0.0,11.396,23.925,1.771,11.471,23.925
2009/01/02 21:00:00,0.0,0.0,0.16,0.187,0.022,1.134,0.066,0.112,0.03,0.0,0.792,0.0,1.647,0.858,0.0
2009/01/02 22:00:00,0.0,0.0,0.155,0.142,0.017,1.086,0.062,0.089,0.03,0.0,0.0,0.0,1.519,0.062,0.0
2009/01/02 23:00:00,0.0,0.0,0.12,0.122,0.015,0.932,0.051,0.067,0.03,0.0,1.103,0.0,1.287,1.154,0.0
2009/01/03 00:00:00,0.0,0.0,0.099,0.054,0.007,0.799,0.044,0.051,0.03,0.0,0.0,0.0,1.04,0.044,0.0
2009/01/03 01:00:00,0.0,0.0,0.098,0.027,0.003,0.66,0.032,0.039,0.03,0.0,1.103,0.0,0.858,1.135,0.0
2009/01/03 02:00:00,0.0,0.0,0.097,0.016,0.002,0.618,0.021,0.04,0.03,0.0,0.0,0.0,0.803,0.021,0.0
2009/01/03 03:00:00,0.0,0.0,0.099,0.011,0.001,0.607,0.017,0.045,0.03,0.0,1.103,0.0,0.794,1.12,0.0
2009/01/03 04:00:00,0.0,0.0,0.099,0.011,0.001,0.592,0.017,0.045,0.03,0.0,0.0,0.0,0.78,0.017,0.0
2009/01/03 05:00:00,0.0,0.0,0.071,0.012,0.001,0.563,0.025,0.03,0.03,0.0,1.103,0.0,0.708,1.128,0.0
2009/01/03 06:00:00,0.0,0.0,0.068,0.033,0.004,0.616,0.037,0.029,0.03,0.0,0.0,0.0,0.781,0.037,0.0
2009/01/03 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/03 08:00:00,0.0,0.0,0.135,0.098,0.012,0.832,0.068,0.085,0.03,0.0,8.236,17.94,1.192,8.304,17.94
2009/01/03 09:00:00,0.0,0.0,0.128,0.104,0.012,0.694,0.099,0.073,0.03,0.0,1.103,0.0,1.041,1.202,0.0
2009/01/03 10:00:00,0.0,0.0,0.152,0.107,0.013,0.575,0.127,0.108,0.03,0.0,0.0,0.0,0.985,0.127,0.0
2009/01/03 11:00:00,0.0,0.0,0.166,0.104,0.012,0.576,0.132,0.129,0.03,0.0,1.103,0.0,1.018,1.235,0.0
2009/01/03 12:00:00,0.0,0.0,0.102,0.1,0.012,0.625,0.128,0.061,0.03,0.0,0.0,0.0,0.93,0.128,0.0
2009/01/03 13:00:00,0.0,0.0,0.141,0.097,0.012,0.611,0.125,0.101,0.03,0.0,1.103,0.0,0.992,1.228,0.0
2009/01/03 14:00:00,0.0,0.0,0.154,0.096,0.012,0.623,0.1,0.106,0.03,0.0,4.349,8.752,1.02,4.45,8.752
2009/01/03 15:00:00,0.0,0.0,0.129,0.097,0.012,0.675,0.093,0.079,0.03,0.0,0.758,0.0,1.022,0.85,0.0
2009/01/03 16:00:00,0.0,0.0,0.122,0.104,0.013,0.663,0.09,0.076,0.03,0.0,0.345,0.0,1.007,0.435,0.0
2009/01/03 17:00:00,0.0,0.0,0.117,0.125,0.015,0.852,0.101,0.073,0.03,0.0,0.0,0.0,1.214,0.101,0.0
2009/01/03 18:00:00,0.0,0.0,0.131,0.166,0.02,1.14,0.106,0.081,0.03,0.0,1.103,0.0,1.568,1.209,0.0
2009/01/03 19:00:00,0.0,0.0,0.169,0.208,0.025,1.197,0.084,0.133,0.03,0.0,10.243,20.246,1.763,10.327,20.246
2009/01/03 20:00:00,0.0,0.0,0.169,0.219,0.026,1.633,0.074,0.136,0.03,0.0,2.411,3.605,2.213,2.486,3.605
2009/01/03 21:00:00,0.0,0.0,0.146,0.187,0.022,1.134,0.066,0.122,0.03,0.0,1.103,0.0,1.641,1.17,0.0
2009/01/03 22:00:00,0.0,0.0,0.138,0.142,0.017,1.086,0.062,0.116,0.03,0.0,0.0,0.0,1.529,0.062,0.0
2009/01/03 23:00:00,0.0,0.0,0.134,0.122,0.015,0.932,0.051,0.081,0.03,0.0,1.103,0.0,1.314,1.154,0.0
2009/01/04 00:00:00,0.0,0.0,0.106,0.054,0.007,0.799,0.044,0.066,0.03,0.0,0.0,0.0,1.063,0.044,0.0
2009/01/04 01:00:00,0.0,0.0,0.099,0.027,0.003,0.66,0.032,0.058,0.03,0.0,1.103,0.0,0.878,1.135,0.0
2009/01/04 02:00:00,0.0,0.0,0.099,0.016,0.002,0.618,0.021,0.05,0.03,0.0,0.0,0.0,0.815,0.021,0.0
2009/01/04 03:00:00,0.0,0.0,0.094,0.011,0.001,0.607,0.017,0.041,0.03,0.0,0.0,0.0,0.785,0.017,0.0
2009/01/04 04:00:00,0.0,0.0,0.08,0.011,0.001,0.592,0.017,0.036,0.03,0.0,1.103,0.0,0.75,1.12,0.0
2009/01/04 05:00:00,0.0,0.0,0.067,0.012,0.001,0.563,0.025,0.031,0.03,0.0,0.0,0.0,0.704,0.025,0.0
2009/01/04 06:00:00,0.0,0.0,0.071,0.033,0.004,0.616,0.037,0.033,0.03,0.0,1.103,0.0,0.787,1.14,0.0
2009/01/04 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,2.235,0.844,1.155,2.235
2009/01/04 08:00:00,0.0,0.0,0.167,0.098,0.012,0.832,0.068,0.128,0.03,0.0,18.012,34.688,1.267,18.079,34.688
2009/01/04 09:00:00,0.0,0.0,0.113,0.104,0.012,0.694,0.099,0.068,0.03,0.0,0.0,0.0,1.021,0.099,0.0
2009/01/04 10:00:00,0.0,0.0,0.139,0.107,0.013,0.575,0.127,0.087,0.03,0.0,0.617,0.0,0.952,0.744,0.0
2009/01/04 11:00:00,0.0,0.0,0.141,0.104,0.012,0.617,0.132,0.105,0.03,0.0,0.486,1.096,1.01,0.618,1.096
2009/01/04 12:00:00,0.0,0.0,0.099,0.1,0.012,0.625,0.128,0.051,0.03,0.0,1.103,0.0,0.917,1.23,0.0
2009/01/04 13:00:00,0.0,0.0,0.141,0.097,0.012,0.611,0.125,0.101,0.03,0.0,0.0,0.483,0.992,0.125,0.483
2009/01/04 14:00:00,0.0,0.0,0.135,0.096,0.012,0.623,0.1,0.114,0.03,0.0,1.15,1.406,1.01,1.25,1.406
2009/01/04 15:00:00,0.0,0.0,0.14,0.097,0.012,0.675,0.093,0.1,0.03,0.0,1.103,0.0,1.055,1.196,0.0
2009/01/04 16:00:00,0.0,0.0,0.133,0.104,0.013,0.699,0.09,0.081,0.03,0.0,1.103,0.865,1.061,1.193,0.865
2009/01/04 17:00:00,0.0,0.0,0.126,0.125,0.015,0.852,0.101,0.077,0.03,0.0,0.0,0.0,1.226,0.101,0.0
2009/01/04 18:00:00,0.0,0.0,0.139,0.166,0.02,1.14,0.106,0.085,0.03,0.0,1.103,0.0,1.58,1.209,0.0
2009/01/04 19:00:00,0.0,0.0,0.146,0.208,0.025,1.197,0.084,0.122,0.03,0.0,2.428,4.619,1.73,2.511,4.619
2009/01/04 20:00:00,0.0,0.0,0.143,0.219,0.026,1.136,0.074,0.119,0.03,0.0,0.0,0.41,1.672,0.074,0.41
2009/01/04 21:00:00,0.0,0.0,0.147,0.187,0.022,1.18,0.066,0.121,0.03,0.0,2.248,2.064,1.688,2.315,2.064
2009/01/04 22:00:00,0.0,0.0,0.139,0.142,0.017,1.086,0.062,0.11,0.03,0.0,0.0,0.0,1.524,0.062,0.0
2009/01/04 23:00:00,0.0,0.0,0.137,0.122,0.015,0.932,0.051,0.081,0.03,0.0,2.298,2.817,1.317,2.349,2.817
2009/01/05 00:00:00,0.0,0.0,0.113,0.054,0.007,0.799,0.044,0.068,0.03,0.0,1.342,3.34,1.071,1.387,3.34
2009/01/05 01:00:00,0.0,0.0,0.099,0.027,0.003,0.66,0.032,0.053,0.03,0.0,0.937,0.0,0.873,0.969,0.0
2009/01/05 02:00:00,0.0,0.0,0.099,0.016,0.002,0.618,0.021,0.044,0.03,0.0,0.0,0.0,0.809,0.021,0.0
2009/01/05 03:00:00,0.0,0.0,0.092,0.011,0.001,0.607,0.017,0.039,0.03,0.0,1.103,0.0,0.78,1.12,0.0
2009/01/05 04:00:00,0.0,0.0,0.08,0.011,0.001,0.592,0.017,0.035,0.03,0.0,0.0,0.0,0.75,0.017,0.0
2009/01/05 05:00:00,0.0,0.0,0.068,0.012,0.001,0.563,0.025,0.031,0.03,0.0,1.103,0.0,0.705,1.128,0.0
2009/01/05 06:00:00,0.0,0.0,0.076,0.033,0.004,0.616,0.037,0.033,0.03,0.0,1.182,2.842,0.792,1.219,2.842
2009/01/05 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.055,0.844,1.155,0.055
2009/01/05 08:00:00,0.0,0.0,0.094,0.098,0.012,0.832,0.068,0.048,0.03,0.0,0.0,0.0,1.114,0.068,0.0
2009/01/05 09:00:00,0.0,0.0,0.098,0.104,0.012,0.694,0.099,0.041,0.03,0.0,1.103,0.474,0.979,1.202,0.474
2009/01/05 10:00:00,0.0,0.0,0.088,0.107,0.013,0.651,0.127,0.039,0.03,0.0,1.181,3.009,0.928,1.308,3.009
2009/01/05 11:00:00,0.0,0.0,0.099,0.104,0.012,0.576,0.132,0.055,0.03,0.0,1.103,0.628,0.877,1.235,0.628
2009/01/05 12:00:00,0.0,0.0,0.036,0.1,0.012,0.625,0.128,0.017,0.03,0.0,4.046,6.763,0.82,4.174,6.763
2009/01/05 13:00:00,0.0,0.0,0.099,0.097,0.012,0.611,0.125,0.056,0.03,0.0,1.17,1.029,0.905,1.296,1.029
2009/01/05 14:00:00,0.0,0.0,0.099,0.096,0.012,0.623,0.1,0.05,0.03,0.0,1.187,1.579,0.91,1.287,1.579
2009/01/05 15:00:00,0.0,0.0,0.099,0.097,0.012,0.675,0.093,0.047,0.03,0.0,1.188,1.454,0.96,1.281,1.454
2009/01/05 16:00:00,0.0,0.0,0.099,0.104,0.013,0.663,0.09,0.045,0.03,0.0,1.198,1.406,0.954,1.289,1.406
2009/01/05 17:00:00,0.0,0.0,0.099,0.125,0.015,0.852,0.101,0.053,0.03,0.0,0.0,0.002,1.175,0.101,0.002
2009/01/05 18:00:00,0.0,0.0,0.113,0.166,0.02,1.14,0.106,0.069,0.03,0.0,1.103,0.0,1.538,1.209,0.0
2009/01/05 19:00:00,0.0,0.0,0.129,0.208,0.025,1.197,0.084,0.077,0.03,0.0,2.487,3.551,1.667,2.571,3.551
2009/01/05 20:00:00,0.0,0.0,0.127,0.219,0.026,1.136,0.074,0.076,0.03,0.0,0.0,0.0,1.614,0.074,0.0
2009/01/05 21:00:00,0.0,0.0,0.127,0.187,0.022,1.134,0.066,0.076,0.03,0.0,0.094,0.0,1.577,0.161,0.0
2009/01/05 22:00:00,0.0,0.0,0.119,0.142,0.017,1.086,0.062,0.072,0.03,0.0,3.57,4.576,1.466,3.632,4.576
2009/01/05 23:00:00,0.0,0.0,0.099,0.122,0.015,0.932,0.051,0.059,0.03,0.0,0.0,0.0,1.257,0.051,0.0
2009/01/06 00:00:00,0.0,0.0,0.099,0.054,0.007,0.799,0.044,0.051,0.03,0.0,1.152,0.859,1.04,1.196,0.859
2009/01/06 01:00:00,0.0,0.0,0.096,0.027,0.003,0.66,0.032,0.041,0.03,0.0,1.177,1.193,0.857,1.209,1.193
2009/01/06 02:00:00,0.0,0.0,0.077,0.016,0.002,0.618,0.021,0.034,0.03,0.0,0.0,0.435,0.777,0.021,0.435
2009/01/06 03:00:00,0.0,0.0,0.062,0.011,0.001,0.607,0.017,0.029,0.03,0.0,1.103,0.0,0.74,1.12,0.0
2009/01/06 04:00:00,0.0,0.0,0.032,0.011,0.001,0.592,0.017,0.017,0.03,0.0,0.0,0.0,0.683,0.017,0.0
2009/01/06 05:00:00,0.0,0.0,0.024,0.012,0.001,0.563,0.025,0.014,0.03,0.0,1.103,0.0,0.644,1.128,0.0
2009/01/06 06:00:00,0.0,0.0,0.03,0.033,0.004,0.616,0.037,0.016,0.03,0.0,0.0,0.0,0.729,0.037,0.0
2009/01/06 07:00:00,0.0,0.0,0.054,0.077,0.009,0.758,0.052,0.041,0.009,0.0,14.664,27.674,0.948,14.716,27.674
2009/01/06 08:00:00,0.0,0.0,0.07,0.098,0.012,0.832,0.068,0.028,0.028,0.0,1.255,2.144,1.068,1.322,2.144
2009/01/06 09:00:00,0.0,0.0,0.064,0.104,0.012,0.694,0.099,0.029,0.03,0.0,0.0,0.004,0.933,0.099,0.004
2009/01/06 10:00:00,0.0,0.0,0.055,0.107,0.013,0.575,0.127,0.026,0.03,0.0,1.103,1.619,0.806,1.23,1.619
2009/01/06 11:00:00,0.0,0.0,0.047,0.104,0.012,0.576,0.132,0.023,0.03,0.0,1.103,0.0,0.793,1.235,0.0
2009/01/06 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,1.147,0.711,0.737,1.274,0.711
2009/01/06 13:00:00,0.0,0.0,0.025,0.097,0.012,0.611,0.125,0.013,0.023,0.0,0.0,0.754,0.78,0.125,0.754
2009/01/06 14:00:00,0.0,0.0,0.054,0.096,0.012,0.623,0.1,0.026,0.03,0.0,1.103,1.024,0.84,1.203,1.024
2009/01/06 15:00:00,0.0,0.0,0.063,0.097,0.012,0.778,0.093,0.029,0.03,0.0,1.367,2.435,1.009,1.46,2.435
2009/01/06 16:00:00,0.0,0.0,0.072,0.104,0.013,0.663,0.09,0.031,0.03,0.0,0.86,0.064,0.913,0.951,0.064
2009/01/06 17:00:00,0.0,0.0,0.095,0.125,0.015,0.852,0.101,0.039,0.03,0.0,1.205,1.505,1.157,1.306,1.505
2009/01/06 18:00:00,0.0,0.0,0.099,0.166,0.02,1.14,0.106,0.05,0.03,0.0,0.0,0.0,1.505,0.106,0.0
2009/01/06 19:00:00,0.0,0.0,0.108,0.208,0.025,1.197,0.084,0.063,0.03,0.0,1.103,1.221,1.632,1.187,1.221
2009/01/06 20:00:00,0.0,0.0,0.121,0.219,0.026,1.136,0.074,0.07,0.03,0.0,2.294,1.973,1.601,2.368,1.973
2009/01/06 21:00:00,0.0,0.0,0.124,0.187,0.022,1.134,0.066,0.071,0.03,0.0,0.0,0.0,1.569,0.066,0.0
2009/01/06 22:00:00,0.0,0.0,0.122,0.142,0.017,1.086,0.062,0.071,0.03,0.0,1.136,0.52,1.467,1.198,0.52
2009/01/06 23:00:00,0.0,0.0,0.107,0.122,0.015,0.932,0.051,0.063,0.03,0.0,0.0,0.0,1.269,0.051,0.0
2009/01/07 00:00:00,0.0,0.0,0.102,0.054,0.007,0.799,0.044,0.059,0.03,0.0,1.104,0.087,1.051,1.148,0.087
2009/01/07 01:00:00,0.0,0.0,0.099,0.027,0.003,0.66,0.032,0.048,0.03,0.0,0.0,0.0,0.868,0.032,0.0
2009/01/07 02:00:00,0.0,0.0,0.083,0.016,0.002,0.618,0.021,0.035,0.03,0.0,1.103,0.0,0.784,1.124,0.0
2009/01/07 03:00:00,0.0,0.0,0.085,0.011,0.001,0.607,0.017,0.036,0.03,0.0,0.0,0.072,0.77,0.017,0.072
2009/01/07 04:00:00,0.0,0.0,0.083,0.011,0.001,0.592,0.017,0.035,0.03,0.0,1.103,0.0,0.753,1.12,0.0
2009/01/07 05:00:00,0.0,0.0,0.076,0.012,0.001,0.563,0.025,0.032,0.03,0.0,0.0,0.0,0.715,0.025,0.0
2009/01/07 06:00:00,0.0,0.0,0.135,0.033,0.004,0.616,0.037,0.079,0.03,0.0,11.21,22.147,0.897,11.247,22.147
2009/01/07 07:00:00,0.0,0.0,0.013,0.077,0.009,0.758,0.052,0.006,0.02,0.0,1.935,2.282,0.883,1.987,2.282
2009/01/07 08:00:00,0.0,0.0,0.099,0.098,0.012,0.832,0.068,0.053,0.03,0.0,0.0,0.0,1.124,0.068,0.0
2009/01/07 09:00:00,0.0,0.0,0.1,0.104,0.012,0.749,0.099,0.052,0.03,0.0,2.415,3.516,1.048,2.514,3.516
2009/01/07 10:00:00,0.0,0.0,0.099,0.107,0.013,0.635,0.127,0.044,0.03,0.0,1.159,1.461,0.928,1.286,1.461
2009/01/07 11:00:00,0.0,0.0,0.099,0.104,0.012,0.597,0.132,0.044,0.03,0.0,0.0,0.49,0.887,0.132,0.49
2009/01/07 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,2.249,2.118,0.737,2.377,2.118
2009/01/07 13:00:00,0.0,0.0,0.091,0.097,0.012,0.654,0.125,0.04,0.029,0.0,1.25,3.107,0.922,1.376,3.107
2009/01/07 14:00:00,0.0,0.0,0.099,0.096,0.012,0.623,0.1,0.042,0.03,0.0,1.2,1.578,0.902,1.301,1.578
2009/01/07 15:00:00,0.0,0.0,0.099,0.097,0.012,0.675,0.093,0.042,0.03,0.0,1.103,0.0,0.956,1.195,0.0
2009/01/07 16:00:00,0.0,0.0,0.099,0.104,0.013,0.663,0.09,0.043,0.03,0.0,1.181,1.558,0.952,1.271,1.558
2009/01/07 17:00:00,0.0,0.0,0.104,0.125,0.015,1.048,0.101,0.056,0.03,0.0,1.176,1.417,1.378,1.277,1.417
2009/01/07 18:00:00,0.0,0.0,0.13,0.166,0.02,1.461,0.106,0.079,0.03,0.0,2.398,2.763,1.886,2.504,2.763
2009/01/07 19:00:00,0.0,0.0,0.131,0.208,0.025,1.197,0.084,0.075,0.03,0.0,0.0,0.0,1.667,0.084,0.0
2009/01/07 20:00:00,0.0,0.0,0.141,0.219,0.026,1.136,0.074,0.085,0.03,0.0,2.521,4.421,1.638,2.595,4.421
2009/01/07 21:00:00,0.0,0.0,0.144,0.187,0.022,1.134,0.066,0.081,0.03,0.0,1.103,1.224,1.599,1.169,1.224
2009/01/07 22:00:00,0.0,0.0,0.171,0.142,0.017,1.086,0.062,0.112,0.03,0.0,10.684,19.522,1.558,10.746,19.522
2009/01/07 23:00:00,0.0,0.0,0.129,0.122,0.015,0.932,0.051,0.075,0.03,0.0,0.0,0.0,1.303,0.051,0.0
2009/01/08 00:00:00,0.0,0.0,0.122,0.054,0.007,0.799,0.044,0.077,0.03,0.0,5.879,11.989,1.089,5.923,11.989
2009/01/08 01:00:00,0.0,0.0,0.099,0.027,0.003,0.66,0.032,0.047,0.03,0.0,1.103,0.0,0.867,1.135,0.0
2009/01/08 02:00:00,0.0,0.0,0.099,0.016,0.002,0.618,0.021,0.044,0.03,0.0,0.0,0.0,0.809,0.021,0.0
2009/01/08 03:00:00,0.0,0.0,0.086,0.011,0.001,0.607,0.017,0.036,0.03,0.0,1.103,0.0,0.771,1.121,0.0
2009/01/08 04:00:00,0.0,0.0,0.067,0.011,0.001,0.592,0.017,0.03,0.03,0.0,0.0,0.0,0.732,0.017,0.0
2009/01/08 05:00:00,0.0,0.0,0.058,0.012,0.001,0.563,0.025,0.027,0.03,0.0,1.103,0.0,0.691,1.128,0.0
2009/01/08 06:00:00,0.0,0.0,0.059,0.033,0.004,0.616,0.037,0.027,0.03,0.0,0.0,0.0,0.769,0.037,0.0
2009/01/08 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/08 08:00:00,0.0,0.0,0.122,0.098,0.012,0.832,0.068,0.084,0.024,0.0,11.403,28.029,1.171,11.471,28.029
2009/01/08 09:00:00,0.0,0.0,0.107,0.104,0.012,0.694,0.099,0.059,0.028,0.0,2.891,0.0,1.004,2.99,0.0
2009/01/08 10:00:00,0.0,0.0,0.13,0.107,0.013,0.575,0.127,0.074,0.03,0.0,0.0,0.0,0.93,0.127,0.0
2009/01/08 11:00:00,0.0,0.0,0.15,0.104,0.012,0.576,0.132,0.085,0.03,0.0,1.103,0.0,0.957,1.235,0.0
2009/01/08 12:00:00,0.0,0.0,0.099,0.1,0.012,0.625,0.128,0.046,0.03,0.0,0.0,0.0,0.912,0.128,0.0
2009/01/08 13:00:00,0.0,0.0,0.149,0.097,0.012,0.611,0.125,0.088,0.03,0.0,1.103,0.0,0.986,1.228,0.0
2009/01/08 14:00:00,0.0,0.0,0.143,0.096,0.012,0.623,0.1,0.095,0.03,0.0,0.0,0.0,0.999,0.1,0.0
2009/01/08 15:00:00,0.0,0.0,0.142,0.097,0.012,0.732,0.093,0.09,0.03,0.0,1.159,1.346,1.103,1.252,1.346
2009/01/08 16:00:00,0.0,0.0,0.124,0.104,0.013,0.681,0.09,0.076,0.03,0.0,1.103,0.443,1.029,1.193,0.443
2009/01/08 17:00:00,0.0,0.0,0.122,0.125,0.015,0.852,0.101,0.075,0.03,0.0,0.0,0.0,1.22,0.101,0.0
