Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
NY, 03002	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03002	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03002	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03002	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03003	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03003	Multi-Family with 2 - 4 Units	2020s	0.146028	0.000000	0.853972	0.000000	0.000000	0.000000
NY, 03003	Multi-Family with 5+ Units	2020s	0.251646	0.000000	0.748354	0.000000	0.000000	0.000000
NY, 03003	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03003	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03101	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03101	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03101	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03101	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03101	Single-Family Detached	2020s	0.072398	0.016327	0.239745	0.000000	0.229592	0.441939
NY, 03102	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03102	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03102	Multi-Family with 5+ Units	2020s	0.244960	0.009127	0.629008	0.000000	0.000000	0.116905
NY, 03102	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03102	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03103	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03103	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03103	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03103	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03103	Single-Family Detached	2020s	0.203604	0.027562	0.580177	0.000000	0.000000	0.188657
NY, 03104	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03104	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03104	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03104	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03104	Single-Family Detached	2020s	0.102614	0.000000	0.860912	0.000000	0.036474	0.000000
NY, 03105	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03105	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03105	Multi-Family with 5+ Units	2020s	0.221787	0.000000	0.778213	0.000000	0.000000	0.000000
NY, 03105	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03105	Single-Family Detached	2020s	0.102523	0.000000	0.897477	0.000000	0.000000	0.000000
NY, 03106	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03106	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03106	Multi-Family with 5+ Units	2020s	0.528729	0.015247	0.409386	0.000000	0.031390	0.015247
NY, 03106	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03106	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03107	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03107	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03107	Multi-Family with 5+ Units	2020s	0.521520	0.003351	0.471779	0.000000	0.000000	0.003351
NY, 03107	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03107	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03201	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03201	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03201	Multi-Family with 5+ Units	2020s	0.538142	0.016554	0.428750	0.000000	0.000000	0.016554
NY, 03201	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03201	Single-Family Detached	2020s	0.103322	0.000000	0.879377	0.000000	0.017301	0.000000
NY, 03202	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03202	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03202	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03202	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03202	Single-Family Detached	2020s	0.139381	0.017915	0.615668	0.000000	0.019544	0.207492
NY, 03203	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03203	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03203	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03203	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03203	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03204	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03204	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03204	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03204	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03204	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03205	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03205	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03205	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03205	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03205	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03206	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03206	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03206	Multi-Family with 5+ Units	2020s	0.280138	0.000000	0.698858	0.000000	0.000000	0.021004
NY, 03206	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03206	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03207	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03207	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03207	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03207	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03207	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03208	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03208	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03208	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03208	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03208	Single-Family Detached	2020s	0.030000	0.000000	0.970000	0.000000	0.000000	0.000000
NY, 03209	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03209	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03209	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03209	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03209	Single-Family Detached	2020s	0.030000	0.000000	0.970000	0.000000	0.000000	0.000000
NY, 03210	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03210	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03210	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03210	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03210	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03211	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03211	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03211	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03211	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03211	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03212	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03212	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03212	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03212	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03212	Single-Family Detached	2020s	0.085579	0.000000	0.629297	0.000000	0.285124	0.000000
NY, 03301	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03301	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03301	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03301	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03301	Single-Family Detached	2020s	0.122331	0.009399	0.764887	0.093985	0.000000	0.009399
NY, 03302	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03302	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03302	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03302	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03302	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03303	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03303	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03303	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03303	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03303	Single-Family Detached	2020s	0.056400	0.022000	0.807450	0.000000	0.000000	0.114150
NY, 03304	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03304	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03304	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03304	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03304	Single-Family Detached	2020s	0.101314	0.059429	0.757657	0.000000	0.000000	0.081600
NY, 03305	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03305	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03305	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03305	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03305	Single-Family Detached	2020s	0.089020	0.017718	0.415933	0.000000	0.000000	0.477329
NY, 03306	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03306	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03306	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03306	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03306	Single-Family Detached	2020s	0.121188	0.075990	0.695619	0.000000	0.000000	0.107203
NY, 03307	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03307	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03307	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03307	Single-Family Attached	2020s	0.202445	0.000000	0.722111	0.000000	0.000000	0.075445
NY, 03307	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03308	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03308	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03308	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03308	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03308	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03309	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03309	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03309	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03309	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03309	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03310	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03310	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03310	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03310	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03310	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03311	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03311	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03311	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03311	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03311	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03312	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03312	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03312	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03312	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03312	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03313	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03313	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03313	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03313	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03313	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03701	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03701	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03701	Multi-Family with 5+ Units	2020s	0.285867	0.000000	0.620800	0.093333	0.000000	0.000000
NY, 03701	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03701	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03702	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03702	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03702	Multi-Family with 5+ Units	2020s	0.273566	0.039277	0.573181	0.074699	0.000000	0.039277
NY, 03702	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03702	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03703	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03703	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03703	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03703	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03703	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03704	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03704	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03704	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03704	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03704	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03705	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03705	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03705	Multi-Family with 5+ Units	2020s	0.284849	0.028531	0.598296	0.044727	0.015066	0.028531
NY, 03705	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03705	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03706	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03706	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03706	Multi-Family with 5+ Units	2020s	0.279571	0.014242	0.667443	0.024502	0.000000	0.014242
NY, 03706	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03706	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03707	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03707	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03707	Multi-Family with 5+ Units	2020s	0.350983	0.028685	0.561537	0.030111	0.000000	0.028685
NY, 03707	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03707	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03708	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03708	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03708	Multi-Family with 5+ Units	2020s	0.196474	0.023886	0.671062	0.034123	0.000000	0.074455
NY, 03708	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03708	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03709	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03709	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03709	Multi-Family with 5+ Units	2020s	0.328744	0.040580	0.568358	0.021739	0.000000	0.040580
NY, 03709	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03709	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03710	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03710	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03710	Multi-Family with 5+ Units	2020s	0.369715	0.019221	0.492017	0.047928	0.034948	0.036171
NY, 03710	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
