Minute,Fraction
489,0.422513
490,0.422513
494,0.629548
499,0.341709
942,0.351558
6068,0.062714
6073,0.125829
6078,0.742111
6083,0.340302
6369,0.069146
6374,0.427538
6379,0.666734
6905,0.524824
6979,0.193769
7053,0.743518
9378,0.228141
9453,0.017487
10950,0.627739
11322,0.190352
11396,0.235176
12174,0.197387
12813,0.18392
12887,0.065729
13866,0.293869
13867,0.293869
15301,0.199397
15507,0.748543
15582,0.179899
15656,0.376683
15730,0.419899
16471,0.572864
16545,0.639397
16984,0.133668
16989,0.334673
18044,0.373266
19242,0.219899
19801,0.490452
20748,0.456683
22197,0.269347
22271,0.487638
23289,0.571256
23472,0.329447
23473,0.329447
23546,0.261709
23620,0.515578
24053,0.139497
25018,0.179095
26425,0.085628
32426,0.107739
33549,0.46191
33554,0.645226
33786,0.014271
33842,0.816281
33916,0.99397
34201,0.377286
34206,0.469347
40824,0.439397
40843,0.279397
40848,0.256482
40898,0.117387
40899,0.117387
40918,0.229146
40923,0.169045
40992,0.283618
40997,0.227337
41162,0.207437
41236,0.451256
41538,0.319598
44067,0.47196
47867,0.61005
48163,0.251256
48168,0.701307
50851,0.032161
50960,0.180905
50965,0.447839
51203,0.486633
51633,0.545528
51707,0.35598
53005,0.08402
56110,0.572864
56184,0.026131
56949,0.678794
57367,0.333467
57625,0.77809
57699,0.247437
58283,0.287839
58284,0.287839
59799,0.367035
59819,0.683618
60979,0.379296
60980,0.379296
61006,0.059095
61053,0.149146
62719,0.078794
62793,0.168241
64369,0.538894
64426,0.031759
64501,0.078593
68627,0.369447
69566,0.163015
69604,0.245226
69609,0.420905
69679,0.229548
69684,0.56804
71223,0.110352
71870,0.402814
75498,0.714774
75503,0.168643
75508,0.437789
75513,0.512563
75518,0.176683
75519,0.176683
75573,0.593568
75578,0.026935
75583,0.076784
75588,0.481005
75589,0.481005
75592,0.136683
75647,0.197387
75652,0.479397
75657,0.062513
75660,0.61206
75662,0.642412
75665,0.423317
75667,0.39196
75670,0.215879
78457,0.051658
78531,0.336683
78532,0.336683
79816,0.625528
81480,0.367035
81485,0.545126
82815,0.174673
84778,0.60804
84852,0.391156
85496,0.691658
85515,0.15397
85589,0.028141
85663,0.350754
86840,0.463518
86841,0.463518
87572,0.142111
87577,0.615477
87582,0.61005
87583,0.61005
87586,0.722412
87591,0.46191
87646,0.367437
87651,0.430352
87656,0.651256
87661,0.471558
87666,0.179899
87694,0.10392
87838,0.433568
87912,0.023317
87936,0.345528
87937,0.345528
87941,0.070754
87987,0.666131
88061,0.710754
88764,0.769447
88768,0.050854
88838,0.630955
88843,0.390955
88844,0.390955
89019,0.049849
90123,0.44804
90197,0.147337
94223,0.022312
94228,0.168442
94233,0.133869
94522,0.287839
94800,0.36201
95612,0.297487
95613,0.297487
97372,0.810452
98428,0.430553
98503,0.465126
98577,0.163216
98651,0.337286
99967,0.386533
99972,0.365427
99973,0.365427
101402,0.667136
103335,0.045226
103340,0.340503
110339,0.642814
110737,0.320603
111770,0.047035
111838,0.191558
111844,0.964623
111905,0.19799
112733,0.343317
114834,0.173065
114908,0.203015
114983,0.414874
114984,0.414874
115057,0.514774
115574,0.169045
119182,0.205829
119256,0.184121
119331,0.242613
120152,0.532663
120338,0.32
120487,0.669548
121708,0.062714
