const,major_elec_load_count_w_ev_pv,panel_amp_pre_bin__101_199,panel_amp_pre_bin__200,panel_amp_pre_bin__201_plus,panel_amp_pre_bin__lt_100,panel_slots_empty,predictions_mean
1.0,0,0,0,1,0,0,5.221810398223977
1.0,2,0,1,0,0,22,5.816060715002827
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,1,0,0,1,0,18,5.055932101448587
1.0,3,1,0,0,0,2,3.904056500649209
1.0,1,0,0,0,0,7,3.553685989862991
1.0,2,1,0,0,0,8,4.0295317524481
1.0,2,0,1,0,0,3,5.816060715002827
1.0,0,1,0,0,0,10,4.2754540199602875
1.0,1,0,0,1,0,0,5.055932101448587
1.0,0,1,0,0,0,0,4.2754540199602875
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,1,0,0,24,5.6017384818846905
1.0,4,0,0,0,0,11,3.209854447634033
1.0,2,0,1,0,0,6,5.816060715002827
1.0,3,1,0,0,0,14,3.904056500649209
1.0,3,0,0,0,1,6,3.1213748989278365
1.0,1,1,0,0,0,4,4.1535448767123375
1.0,1,0,1,0,0,9,6.03254926837135
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,2,0,1,0,0,14,5.816060715002827
1.0,1,1,0,0,0,6,4.1535448767123375
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,1,1,0,0,0,3,4.1535448767123375
1.0,3,0,1,0,0,2,5.6017384818846905
1.0,1,0,0,0,1,2,3.3850242006284295
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,0,1,0,0,0,2,4.2754540199602875
1.0,2,0,0,0,1,9,3.251796496609967
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,3,0,0,0,0,14,3.3244670868028523
1.0,2,1,0,0,0,1,4.0295317524481
1.0,2,0,0,0,0,6,3.4392383026479103
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,3,0,0,0,0,2,3.3244670868028523
1.0,3,1,0,0,0,3,3.904056500649209
1.0,4,1,0,0,0,0,3.777726582264105
1.0,0,0,0,1,0,6,5.221810398223977
1.0,0,0,0,1,0,6,5.221810398223977
1.0,2,1,0,0,0,4,4.0295317524481
1.0,3,0,0,0,0,2,3.3244670868028523
1.0,2,1,0,0,0,1,4.0295317524481
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,2,0,1,0,0,16,5.816060715002827
1.0,2,0,1,0,0,8,5.816060715002827
1.0,0,1,0,0,0,23,4.2754540199602875
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,3,0,1,0,0,4,5.6017384818846905
1.0,3,1,0,0,0,9,3.904056500649209
1.0,1,0,0,0,0,15,3.553685989862991
1.0,5,0,0,0,0,2,3.0958423870474645
1.0,2,0,0,0,1,7,3.251796496609967
1.0,3,0,0,0,0,5,3.3244670868028523
1.0,4,1,0,0,0,2,3.777726582264105
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,0,0,0,0,0,2,3.6672900554580536
1.0,2,1,0,0,0,2,4.0295317524481
1.0,2,1,0,0,0,1,4.0295317524481
1.0,0,0,1,0,0,4,6.250470055033304
1.0,2,0,1,0,0,6,5.816060715002827
1.0,0,0,0,1,0,0,5.221810398223977
1.0,2,1,0,0,0,4,4.0295317524481
1.0,4,0,1,0,0,8,5.390237633478416
1.0,2,0,1,0,0,5,5.816060715002827
1.0,1,0,1,0,0,6,6.03254926837135
1.0,3,0,0,0,0,2,3.3244670868028523
1.0,3,0,0,0,0,7,3.3244670868028523
1.0,1,1,0,0,0,12,4.1535448767123375
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,2,0,1,0,0,0,5.816060715002827
1.0,3,0,0,1,0,1,4.722681534268281
1.0,4,0,0,0,1,4,2.9939975816126814
1.0,2,0,1,0,0,20,5.816060715002827
1.0,2,0,0,0,1,2,3.251796496609967
1.0,1,1,0,0,0,2,4.1535448767123375
1.0,0,0,0,1,0,2,5.221810398223977
1.0,5,0,1,0,0,13,5.182135476766812
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,1,0,0,0,0,4.0295317524481
1.0,2,0,1,0,0,6,5.816060715002827
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,0,0,0,8,3.4392383026479103
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,3,0,0,0,1,0,3.1213748989278365
1.0,0,0,1,0,0,5,6.250470055033304
1.0,1,0,0,0,0,2,3.553685989862991
1.0,0,0,0,1,0,0,5.221810398223977
1.0,2,0,0,0,1,17,3.251796496609967
1.0,3,0,1,0,0,15,5.6017384818846905
1.0,0,0,1,0,0,7,6.250470055033304
1.0,2,1,0,0,0,1,4.0295317524481
1.0,1,0,0,0,0,6,3.553685989862991
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,0,0,1,0,0,3,6.250470055033304
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,2,0,1,0,0,0,5.816060715002827
1.0,2,0,0,0,0,6,3.4392383026479103
1.0,3,0,1,0,0,1,5.6017384818846905
1.0,1,0,1,0,0,11,6.03254926837135
1.0,3,0,1,0,0,1,5.6017384818846905
1.0,3,0,1,0,0,1,5.6017384818846905
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,2,0,1,0,0,1,5.816060715002827
1.0,1,1,0,0,0,5,4.1535448767123375
1.0,3,1,0,0,0,15,3.904056500649209
1.0,5,0,1,0,0,2,5.182135476766812
1.0,1,0,0,0,0,3,3.553685989862991
1.0,2,0,1,0,0,8,5.816060715002827
1.0,2,0,1,0,0,10,5.816060715002827
1.0,3,0,1,0,0,2,5.6017384818846905
1.0,3,0,1,0,0,19,5.6017384818846905
1.0,3,1,0,0,0,4,3.904056500649209
1.0,3,1,0,0,0,3,3.904056500649209
1.0,2,0,1,0,0,8,5.816060715002827
1.0,2,0,0,0,0,13,3.4392383026479103
1.0,0,0,1,0,0,30,6.250470055033304
1.0,4,0,0,0,0,8,3.209854447634033
1.0,1,0,0,0,1,1,3.3850242006284295
1.0,2,0,0,0,1,2,3.251796496609967
1.0,1,1,0,0,0,6,4.1535448767123375
1.0,1,0,1,0,0,7,6.03254926837135
1.0,0,0,0,0,0,16,3.6672900554580536
1.0,0,0,0,0,0,10,3.6672900554580536
1.0,1,0,1,0,0,5,6.03254926837135
1.0,2,1,0,0,0,10,4.0295317524481
1.0,4,0,0,0,0,8,3.209854447634033
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,3,1,0,0,0,2,3.904056500649209
1.0,2,1,0,0,0,11,4.0295317524481
1.0,1,1,0,0,0,14,4.1535448767123375
1.0,3,0,0,0,0,12,3.3244670868028523
1.0,3,0,0,0,0,2,3.3244670868028523
1.0,2,1,0,0,0,2,4.0295317524481
1.0,4,1,0,0,0,2,3.777726582264105
1.0,2,0,0,0,0,5,3.4392383026479103
1.0,3,0,0,0,1,1,3.1213748989278365
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,2,0,0,0,0,8,3.4392383026479103
1.0,1,0,0,0,0,9,3.553685989862991
1.0,1,0,0,0,0,6,3.553685989862991
1.0,3,0,0,0,0,7,3.3244670868028523
1.0,3,1,0,0,0,5,3.904056500649209
1.0,5,0,1,0,0,5,5.182135476766812
1.0,2,0,1,0,0,10,5.816060715002827
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,0,0,0,1,5,3.251796496609967
1.0,2,0,0,0,0,9,3.4392383026479103
1.0,1,0,0,0,0,2,3.553685989862991
1.0,3,0,1,0,0,25,5.6017384818846905
1.0,3,0,0,0,0,3,3.3244670868028523
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,4,0,1,0,0,6,5.390237633478416
1.0,3,1,0,0,0,0,3.904056500649209
1.0,1,0,1,0,0,3,6.03254926837135
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,0,0,0,0,0,7,3.6672900554580536
1.0,4,0,0,0,0,7,3.209854447634033
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,3,1,0,0,0,5,3.904056500649209
1.0,1,0,0,0,0,7,3.553685989862991
1.0,2,0,1,0,0,8,5.816060715002827
1.0,2,1,0,0,0,4,4.0295317524481
1.0,2,1,0,0,0,10,4.0295317524481
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,2,1,0,0,0,0,4.0295317524481
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,1,0,0,0,7,3.904056500649209
1.0,2,0,1,0,0,9,5.816060715002827
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,0,0,0,0,5,3.3244670868028523
1.0,0,0,0,0,1,4,3.52077519020509
1.0,3,1,0,0,0,1,3.904056500649209
1.0,3,1,0,0,0,0,3.904056500649209
1.0,2,1,0,0,0,11,4.0295317524481
1.0,3,1,0,0,0,0,3.904056500649209
1.0,0,0,0,1,0,5,5.221810398223977
1.0,0,0,0,1,0,12,5.221810398223977
1.0,2,0,0,0,1,4,3.251796496609967
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,1,0,0,15,5.6017384818846905
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,0,1,0,0,0,10,4.2754540199602875
1.0,0,0,0,0,0,3,3.6672900554580536
1.0,2,0,0,0,0,12,3.4392383026479103
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,1,0,0,0,2,4.0295317524481
1.0,2,0,1,0,0,9,5.816060715002827
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,1,0,0,0,8,3.904056500649209
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,0,0,0,0,0,0,3.6672900554580536
1.0,0,0,0,0,0,0,3.6672900554580536
1.0,1,0,1,0,0,4,6.03254926837135
1.0,2,0,0,0,0,6,3.4392383026479103
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,1,0,1,0,0,17,6.03254926837135
1.0,1,1,0,0,0,2,4.1535448767123375
1.0,0,1,0,0,0,7,4.2754540199602875
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,0,0,0,0,0,1,3.6672900554580536
1.0,3,0,1,0,0,28,5.6017384818846905
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,1,0,0,0,0,4.0295317524481
1.0,2,1,0,0,0,3,4.0295317524481
1.0,3,1,0,0,0,7,3.904056500649209
1.0,2,1,0,0,0,0,4.0295317524481
1.0,0,0,0,0,0,9,3.6672900554580536
1.0,2,0,1,0,0,4,5.816060715002827
1.0,5,0,1,0,0,17,5.182135476766812
1.0,2,1,0,0,0,4,4.0295317524481
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,3,1,0,0,0,0,3.904056500649209
1.0,6,0,1,0,0,6,4.977933919849844
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,1,0,0,0,0,4,3.553685989862991
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,1,0,0,1,0,3,5.055932101448587
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,3,0,0,0,1,4,3.1213748989278365
1.0,2,0,0,0,0,5,3.4392383026479103
1.0,2,0,0,0,1,6,3.251796496609967
1.0,2,0,0,0,1,0,3.251796496609967
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,1,0,0,4,5.816060715002827
1.0,2,0,1,0,0,3,5.816060715002827
1.0,2,0,0,0,0,16,3.4392383026479103
1.0,3,0,1,0,0,1,5.6017384818846905
1.0,2,1,0,0,0,4,4.0295317524481
1.0,2,0,1,0,0,0,5.816060715002827
1.0,3,1,0,0,0,0,3.904056500649209
1.0,0,0,0,1,0,0,5.221810398223977
1.0,4,0,0,0,0,0,3.209854447634033
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,2,0,0,0,0,8,3.4392383026479103
1.0,0,0,0,0,1,0,3.52077519020509
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,4,1,0,0,0,0,3.777726582264105
1.0,3,1,0,0,0,1,3.904056500649209
1.0,3,1,0,0,0,6,3.904056500649209
1.0,3,1,0,0,0,0,3.904056500649209
1.0,3,1,0,0,0,0,3.904056500649209
1.0,3,0,0,0,0,14,3.3244670868028523
1.0,3,0,0,0,0,6,3.3244670868028523
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,2,0,1,0,0,6,5.816060715002827
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,2,1,0,0,0,3,4.0295317524481
1.0,0,0,0,0,0,0,3.6672900554580536
1.0,3,1,0,0,0,5,3.904056500649209
1.0,2,0,1,0,0,24,5.816060715002827
1.0,2,0,1,0,0,0,5.816060715002827
1.0,4,0,1,0,0,11,5.390237633478416
1.0,2,1,0,0,0,1,4.0295317524481
1.0,3,1,0,0,0,1,3.904056500649209
1.0,3,1,0,0,0,3,3.904056500649209
1.0,2,1,0,0,0,1,4.0295317524481
1.0,4,0,0,0,0,4,3.209854447634033
1.0,2,0,1,0,0,0,5.816060715002827
1.0,3,0,0,0,0,6,3.3244670868028523
1.0,0,0,0,0,0,4,3.6672900554580536
1.0,2,0,0,0,0,8,3.4392383026479103
1.0,3,0,1,0,0,3,5.6017384818846905
1.0,4,0,1,0,0,4,5.390237633478416
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,2,0,1,0,0,31,5.816060715002827
1.0,1,0,0,0,0,7,3.553685989862991
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,3,0,0,0,1,2,3.1213748989278365
1.0,3,0,1,0,0,9,5.6017384818846905
1.0,1,0,0,0,0,4,3.553685989862991
1.0,3,0,0,0,1,2,3.1213748989278365
1.0,3,0,0,0,0,10,3.3244670868028523
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,4,0,0,0,0,2,3.209854447634033
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,0,1,0,0,1,5.6017384818846905
1.0,2,1,0,0,0,0,4.0295317524481
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,1,0,0,1,0,13,5.055932101448587
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,2,0,0,0,0,8,3.4392383026479103
1.0,3,0,0,0,0,13,3.3244670868028523
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,1,0,0,0,0,0,3.553685989862991
1.0,0,0,1,0,0,3,6.250470055033304
1.0,0,0,1,0,0,4,6.250470055033304
1.0,0,1,0,0,0,1,4.2754540199602875
1.0,3,0,1,0,0,11,5.6017384818846905
1.0,3,1,0,0,0,0,3.904056500649209
1.0,1,1,0,0,0,2,4.1535448767123375
1.0,1,0,0,0,0,0,3.553685989862991
1.0,1,0,0,0,0,1,3.553685989862991
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,1,0,0,25,5.816060715002827
1.0,2,0,0,0,0,5,3.4392383026479103
1.0,3,0,1,0,0,10,5.6017384818846905
1.0,3,0,0,0,0,10,3.3244670868028523
1.0,3,0,0,0,0,3,3.3244670868028523
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,0,1,0,0,13,5.6017384818846905
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,0,0,0,0,0,7,3.6672900554580536
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,1,0,0,16,5.816060715002827
1.0,3,1,0,0,0,4,3.904056500649209
1.0,2,0,0,0,1,4,3.251796496609967
1.0,1,0,0,0,0,3,3.553685989862991
1.0,1,0,1,0,0,19,6.03254926837135
1.0,0,1,0,0,0,0,4.2754540199602875
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,1,0,1,0,0,4,6.03254926837135
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,0,0,1,0,0,0,6.250470055033304
1.0,1,0,0,0,0,7,3.553685989862991
1.0,2,0,1,0,0,1,5.816060715002827
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,2,0,1,0,0,0,5.816060715002827
1.0,2,1,0,0,0,0,4.0295317524481
1.0,3,0,0,0,1,6,3.1213748989278365
1.0,2,0,1,0,0,28,5.816060715002827
1.0,4,0,0,0,0,1,3.209854447634033
1.0,4,1,0,0,0,4,3.777726582264105
1.0,0,0,0,0,1,0,3.52077519020509
1.0,0,1,0,0,0,4,4.2754540199602875
1.0,1,0,0,0,0,10,3.553685989862991
1.0,1,0,0,0,0,3,3.553685989862991
1.0,0,0,0,1,0,0,5.221810398223977
1.0,3,0,1,0,0,4,5.6017384818846905
1.0,1,0,0,0,1,6,3.3850242006284295
1.0,3,1,0,0,0,0,3.904056500649209
1.0,4,0,1,0,0,2,5.390237633478416
1.0,2,1,0,0,0,5,4.0295317524481
1.0,5,0,1,0,0,11,5.182135476766812
1.0,2,1,0,0,0,5,4.0295317524481
1.0,2,0,1,0,0,3,5.816060715002827
1.0,3,1,0,0,0,4,3.904056500649209
1.0,1,1,0,0,0,6,4.1535448767123375
1.0,3,0,1,0,0,4,5.6017384818846905
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,3,1,0,0,0,8,3.904056500649209
1.0,1,0,1,0,0,4,6.03254926837135
1.0,1,0,1,0,0,18,6.03254926837135
1.0,0,0,0,0,0,1,3.6672900554580536
1.0,4,0,0,0,0,0,3.209854447634033
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,2,1,0,0,0,10,4.0295317524481
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,0,0,0,0,3,3.3244670868028523
1.0,3,0,1,0,0,10,5.6017384818846905
1.0,4,0,1,0,0,9,5.390237633478416
1.0,0,1,0,0,0,5,4.2754540199602875
1.0,1,1,0,0,0,4,4.1535448767123375
1.0,4,0,1,0,0,4,5.390237633478416
1.0,1,0,0,1,0,0,5.055932101448587
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,4,0,1,0,0,6,5.390237633478416
1.0,4,0,1,0,0,5,5.390237633478416
1.0,2,0,1,0,0,5,5.816060715002827
1.0,4,1,0,0,0,13,3.777726582264105
1.0,2,0,1,0,0,2,5.816060715002827
1.0,3,1,0,0,0,2,3.904056500649209
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,0,0,0,0,6,3.3244670868028523
1.0,2,1,0,0,0,0,4.0295317524481
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,5,0,0,0,0,0,3.0958423870474645
1.0,0,0,0,0,0,8,3.6672900554580536
1.0,4,0,0,0,0,3,3.209854447634033
1.0,3,1,0,0,0,0,3.904056500649209
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,2,0,1,0,0,6,5.816060715002827
1.0,1,0,0,0,0,0,3.553685989862991
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,1,0,0,8,5.816060715002827
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,3,0,1,0,0,8,5.6017384818846905
1.0,2,0,1,0,0,18,5.816060715002827
1.0,0,1,0,0,0,4,4.2754540199602875
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,3,0,0,0,0,2,3.3244670868028523
1.0,2,0,1,0,0,5,5.816060715002827
1.0,3,1,0,0,0,5,3.904056500649209
1.0,2,0,1,0,0,2,5.816060715002827
1.0,2,0,1,0,0,8,5.816060715002827
1.0,0,1,0,0,0,1,4.2754540199602875
1.0,1,0,1,0,0,6,6.03254926837135
1.0,1,0,0,0,0,0,3.553685989862991
1.0,4,0,1,0,0,14,5.390237633478416
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,1,0,0,0,6,4.0295317524481
1.0,2,0,0,0,1,2,3.251796496609967
1.0,3,0,0,0,0,14,3.3244670868028523
1.0,5,0,0,0,0,0,3.0958423870474645
1.0,1,0,0,0,0,4,3.553685989862991
1.0,4,0,0,0,0,4,3.209854447634033
1.0,0,0,0,1,0,1,5.221810398223977
1.0,1,1,0,0,0,3,4.1535448767123375
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,0,0,0,0,0,8,3.6672900554580536
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,3,0,0,0,0,12,3.3244670868028523
1.0,4,0,0,0,0,0,3.209854447634033
1.0,2,0,1,0,0,5,5.816060715002827
1.0,4,0,1,0,0,18,5.390237633478416
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,0,0,1,0,3,4.88931556966021
1.0,1,0,0,0,0,4,3.553685989862991
1.0,0,0,0,0,0,7,3.6672900554580536
1.0,2,1,0,0,0,18,4.0295317524481
1.0,1,0,0,0,0,2,3.553685989862991
1.0,0,0,0,0,0,0,3.6672900554580536
1.0,2,1,0,0,0,1,4.0295317524481
1.0,3,0,0,0,0,7,3.3244670868028523
1.0,2,0,1,0,0,0,5.816060715002827
1.0,2,1,0,0,0,3,4.0295317524481
1.0,3,0,0,0,0,5,3.3244670868028523
1.0,2,1,0,0,0,1,4.0295317524481
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,3,0,1,0,0,14,5.6017384818846905
1.0,3,0,0,0,1,4,3.1213748989278365
1.0,3,0,0,0,0,7,3.3244670868028523
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,2,0,0,0,0,2,3.4392383026479103
1.0,1,0,0,1,0,0,5.055932101448587
1.0,1,0,0,0,0,1,3.553685989862991
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,2,0,1,0,0,17,5.816060715002827
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,1,0,0,0,0,6,3.553685989862991
1.0,3,1,0,0,0,4,3.904056500649209
1.0,3,0,1,0,0,8,5.6017384818846905
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,1,1,0,0,0,4,4.1535448767123375
1.0,0,0,1,0,0,7,6.250470055033304
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,5,1,0,0,0,1,3.6511105213497177
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,0,0,0,1,4,3.1213748989278365
1.0,3,1,0,0,0,16,3.904056500649209
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,4,0,0,0,0,0,3.209854447634033
1.0,3,1,0,0,0,0,3.904056500649209
1.0,3,1,0,0,0,2,3.904056500649209
1.0,1,0,0,0,0,0,3.553685989862991
1.0,3,0,1,0,0,18,5.6017384818846905
1.0,3,0,1,0,0,0,5.6017384818846905
1.0,2,1,0,0,0,2,4.0295317524481
1.0,1,0,0,0,0,0,3.553685989862991
1.0,0,0,0,0,0,8,3.6672900554580536
1.0,1,0,0,0,0,7,3.553685989862991
1.0,2,0,0,0,0,1,3.4392383026479103
1.0,3,0,0,0,1,4,3.1213748989278365
1.0,2,0,1,0,0,6,5.816060715002827
1.0,1,0,1,0,0,8,6.03254926837135
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,4,0,0,0,0,8,3.209854447634033
1.0,3,0,0,0,0,5,3.3244670868028523
1.0,4,0,0,0,0,15,3.209854447634033
1.0,1,0,0,0,0,0,3.553685989862991
1.0,2,0,0,0,0,14,3.4392383026479103
1.0,2,0,0,0,1,0,3.251796496609967
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,0,0,0,0,0,16,3.6672900554580536
1.0,0,0,0,0,0,2,3.6672900554580536
1.0,3,0,0,0,0,3,3.3244670868028523
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,2,0,0,0,0,3,3.4392383026479103
1.0,2,0,0,0,1,2,3.251796496609967
1.0,3,0,0,0,0,7,3.3244670868028523
1.0,3,1,0,0,0,4,3.904056500649209
1.0,2,0,0,0,0,4,3.4392383026479103
1.0,3,0,1,0,0,15,5.6017384818846905
1.0,1,0,0,0,0,0,3.553685989862991
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,1,0,0,0,0,3,3.553685989862991
1.0,2,0,0,0,0,6,3.4392383026479103
1.0,4,0,0,0,0,4,3.209854447634033
1.0,2,0,1,0,0,7,5.816060715002827
1.0,2,0,0,0,0,11,3.4392383026479103
1.0,1,0,1,0,0,8,6.03254926837135
1.0,3,0,0,0,0,1,3.3244670868028523
1.0,0,0,1,0,0,0,6.250470055033304
1.0,1,1,0,0,0,0,4.1535448767123375
1.0,2,1,0,0,0,0,4.0295317524481
1.0,3,0,0,0,0,8,3.3244670868028523
1.0,3,0,0,0,0,4,3.3244670868028523
1.0,1,0,0,0,0,3,3.553685989862991
1.0,2,1,0,0,0,0,4.0295317524481
1.0,3,0,0,0,0,0,3.3244670868028523
1.0,2,0,0,0,0,0,3.4392383026479103
1.0,2,1,0,0,0,4,4.0295317524481
1.0,2,0,0,0,0,9,3.4392383026479103
1.0,1,1,0,0,0,4,4.1535448767123375
