upgrade,ashrae_iecc_climate_zone_2004,living_space_delta,building_id
1,2A,"[1, 3) degF",6621
1,2A,"[3, 5) degF",830
1,2A,5+ degF,229
1,2B,<-5 degF,0
1,2B,"[-5, -3) degF",0
1,2B,"[-3, -1) degF",0
1,2B,"[-1, 1) degF",8956
1,2B,"[1, 3) degF",1372
1,2B,"[3, 5) degF",146
1,2B,5+ degF,54
1,3A,<-5 degF,0
1,3A,"[-5, -3) degF",1
1,3A,"[-3, -1) degF",9
1,3A,"[-1, 1) degF",67710
1,3A,"[1, 3) degF",3294
1,3A,"[3, 5) degF",860
1,3A,5+ degF,421
1,3B,<-5 degF,0
1,3B,"[-5, -3) degF",0
1,3B,"[-3, -1) degF",4
1,3B,"[-1, 1) degF",34520
1,3B,"[1, 3) degF",10660
1,3B,"[3, 5) degF",3279
1,3B,5+ degF,1120
1,3C,<-5 degF,0
1,3C,"[-5, -3) degF",0
1,3C,"[-3, -1) degF",0
1,3C,"[-1, 1) degF",6024
1,3C,"[1, 3) degF",4305
1,3C,"[3, 5) degF",1630
1,3C,5+ degF,535
1,4A,<-5 degF,2
1,4A,"[-5, -3) degF",1
1,4A,"[-3, -1) degF",30
1,4A,"[-1, 1) degF",110128
1,4A,"[1, 3) degF",4448
1,4A,"[3, 5) degF",1532
1,4A,5+ degF,887
1,4B,<-5 degF,0
1,4B,"[-5, -3) degF",0
1,4B,"[-3, -1) degF",1
1,4B,"[-1, 1) degF",3431
1,4B,"[1, 3) degF",499
1,4B,"[3, 5) degF",185
1,4B,5+ degF,98
1,4C,<-5 degF,0
1,4C,"[-5, -3) degF",0
1,4C,"[-3, -1) degF",2
1,4C,"[-1, 1) degF",11915
1,4C,"[1, 3) degF",2377
1,4C,"[3, 5) degF",771
1,4C,5+ degF,163
1,5A,<-5 degF,4
1,5A,"[-5, -3) degF",4
1,5A,"[-3, -1) degF",28
1,5A,"[-1, 1) degF",113121
1,5A,"[1, 3) degF",3876
1,5A,"[3, 5) degF",1475
1,5A,5+ degF,1165
1,5B,<-5 degF,0
1,5B,"[-5, -3) degF",0
1,5B,"[-3, -1) degF",0
1,5B,"[-1, 1) degF",17664
1,5B,"[1, 3) degF",1707
1,5B,"[3, 5) degF",580
1,5B,5+ degF,199
1,6A,<-5 degF,1
1,6A,"[-5, -3) degF",0
1,6A,"[-3, -1) degF",10
1,6A,"[-1, 1) degF",28278
1,6A,"[1, 3) degF",1288
1,6A,"[3, 5) degF",645
1,6A,5+ degF,493
1,6B,<-5 degF,0
1,6B,"[-5, -3) degF",0
1,6B,"[-3, -1) degF",3
1,6B,"[-1, 1) degF",4297
1,6B,"[1, 3) degF",305
1,6B,"[3, 5) degF",106
1,6B,5+ degF,100
1,7A,<-5 degF,1
1,7A,"[-5, -3) degF",0
1,7A,"[-3, -1) degF",0
1,7A,"[-1, 1) degF",3441
1,7A,"[1, 3) degF",185
1,7A,"[3, 5) degF",94
1,7A,5+ degF,31
1,7B,<-5 degF,0
1,7B,"[-5, -3) degF",0
1,7B,"[-3, -1) degF",0
1,7B,"[-1, 1) degF",496
1,7B,"[1, 3) degF",64
1,7B,"[3, 5) degF",12
1,7B,5+ degF,9
2,1A,<-5 degF,0
2,1A,"[-5, -3) degF",0
2,1A,"[-3, -1) degF",2
2,1A,"[-1, 1) degF",6934
2,1A,"[1, 3) degF",544
2,1A,"[3, 5) degF",45
2,1A,5+ degF,0
2,2A,<-5 degF,0
2,2A,"[-5, -3) degF",1
2,2A,"[-3, -1) degF",5
2,2A,"[-1, 1) degF",55512
2,2A,"[1, 3) degF",6712
2,2A,"[3, 5) degF",871
2,2A,5+ degF,240
2,2B,<-5 degF,0
2,2B,"[-5, -3) degF",0
2,2B,"[-3, -1) degF",4
2,2B,"[-1, 1) degF",8894
2,2B,"[1, 3) degF",1418
2,2B,"[3, 5) degF",167
2,2B,5+ degF,66
2,3A,<-5 degF,0
2,3A,"[-5, -3) degF",1
2,3A,"[-3, -1) degF",11
2,3A,"[-1, 1) degF",67762
2,3A,"[1, 3) degF",3444
2,3A,"[3, 5) degF",958
2,3A,5+ degF,482
2,3B,<-5 degF,0
2,3B,"[-5, -3) degF",0
2,3B,"[-3, -1) degF",3
2,3B,"[-1, 1) degF",33758
2,3B,"[1, 3) degF",10633
2,3B,"[3, 5) degF",4105
2,3B,5+ degF,1491
2,3C,<-5 degF,0
2,3C,"[-5, -3) degF",0
2,3C,"[-3, -1) degF",0
2,3C,"[-1, 1) degF",5620
2,3C,"[1, 3) degF",3996
2,3C,"[3, 5) degF",2224
2,3C,5+ degF,797
2,4A,<-5 degF,2
2,4A,"[-5, -3) degF",2
2,4A,"[-3, -1) degF",38
2,4A,"[-1, 1) degF",110222
2,4A,"[1, 3) degF",4524
2,4A,"[3, 5) degF",1744
2,4A,5+ degF,1193
2,4B,<-5 degF,0
2,4B,"[-5, -3) degF",0
2,4B,"[-3, -1) degF",1
2,4B,"[-1, 1) degF",3373
2,4B,"[1, 3) degF",526
2,4B,"[3, 5) degF",202
2,4B,5+ degF,125
2,4C,<-5 degF,0
2,4C,"[-5, -3) degF",0
2,4C,"[-3, -1) degF",5
2,4C,"[-1, 1) degF",11842
2,4C,"[1, 3) degF",2377
2,4C,"[3, 5) degF",1088
2,4C,5+ degF,353
2,5A,<-5 degF,6
2,5A,"[-5, -3) degF",7
2,5A,"[-3, -1) degF",33
2,5A,"[-1, 1) degF",113656
2,5A,"[1, 3) degF",3924
2,5A,"[3, 5) degF",1827
2,5A,5+ degF,1475
2,5B,<-5 degF,0
2,5B,"[-5, -3) degF",0
2,5B,"[-3, -1) degF",0
2,5B,"[-1, 1) degF",17317
2,5B,"[1, 3) degF",1693
2,5B,"[3, 5) degF",929
2,5B,5+ degF,450
2,6A,<-5 degF,1
2,6A,"[-5, -3) degF",0
2,6A,"[-3, -1) degF",13
2,6A,"[-1, 1) degF",28854
2,6A,"[1, 3) degF",1400
2,6A,"[3, 5) degF",833
2,6A,5+ degF,682
2,6B,<-5 degF,0
2,6B,"[-5, -3) degF",0
2,6B,"[-3, -1) degF",3
2,6B,"[-1, 1) degF",4252
2,6B,"[1, 3) degF",310
2,6B,"[3, 5) degF",141
2,6B,5+ degF,177
2,7A,<-5 degF,1
2,7A,"[-5, -3) degF",0
2,7A,"[-3, -1) degF",0
2,7A,"[-1, 1) degF",3510
2,7A,"[1, 3) degF",199
2,7A,"[3, 5) degF",142
2,7A,5+ degF,56
2,7B,<-5 degF,0
2,7B,"[-5, -3) degF",0
2,7B,"[-3, -1) degF",0
2,7B,"[-1, 1) degF",484
2,7B,"[1, 3) degF",50
2,7B,"[3, 5) degF",29
2,7B,5+ degF,26
3,1A,<-5 degF,62
3,1A,"[-5, -3) degF",28
3,1A,"[-3, -1) degF",54
3,1A,"[-1, 1) degF",7450
3,1A,"[1, 3) degF",39
3,1A,"[3, 5) degF",19
3,1A,5+ degF,3
3,2A,<-5 degF,59
3,2A,"[-5, -3) degF",81
3,2A,"[-3, -1) degF",279
3,2A,"[-1, 1) degF",62898
3,2A,"[1, 3) degF",316
3,2A,"[3, 5) degF",96
3,2A,5+ degF,213
3,2B,<-5 degF,61
3,2B,"[-5, -3) degF",56
3,2B,"[-3, -1) degF",179
3,2B,"[-1, 1) degF",10447
3,2B,"[1, 3) degF",88
3,2B,"[3, 5) degF",28
3,2B,5+ degF,15
3,3A,<-5 degF,49
3,3A,"[-5, -3) degF",143
3,3A,"[-3, -1) degF",282
3,3A,"[-1, 1) degF",71848
3,3A,"[1, 3) degF",298
3,3A,"[3, 5) degF",80
3,3A,5+ degF,688
3,3B,<-5 degF,2126
3,3B,"[-5, -3) degF",1443
3,3B,"[-3, -1) degF",2385
3,3B,"[-1, 1) degF",43904
3,3B,"[1, 3) degF",702
3,3B,"[3, 5) degF",336
3,3B,5+ degF,415
3,3C,<-5 degF,1384
3,3C,"[-5, -3) degF",1366
3,3C,"[-3, -1) degF",2011
3,3C,"[-1, 1) degF",7939
3,3C,"[1, 3) degF",132
3,3C,"[3, 5) degF",68
3,3C,5+ degF,56
3,4A,<-5 degF,169
3,4A,"[-5, -3) degF",463
3,4A,"[-3, -1) degF",1094
3,4A,"[-1, 1) degF",113352
3,4A,"[1, 3) degF",882
3,4A,"[3, 5) degF",167
3,4A,5+ degF,2490
3,4B,<-5 degF,54
3,4B,"[-5, -3) degF",57
3,4B,"[-3, -1) degF",120
3,4B,"[-1, 1) degF",3758
3,4B,"[1, 3) degF",53
3,4B,"[3, 5) degF",32
3,4B,5+ degF,197
3,4C,<-5 degF,322
3,4C,"[-5, -3) degF",476
3,4C,"[-3, -1) degF",1050
3,4C,"[-1, 1) degF",13193
3,4C,"[1, 3) degF",143
3,4C,"[3, 5) degF",68
3,4C,5+ degF,624
3,5A,<-5 degF,322
3,5A,"[-5, -3) degF",755
3,5A,"[-3, -1) degF",1977
3,5A,"[-1, 1) degF",116210
3,5A,"[1, 3) degF",1581
3,5A,"[3, 5) degF",448
3,5A,5+ degF,3210
3,5B,<-5 degF,258
3,5B,"[-5, -3) degF",470
3,5B,"[-3, -1) degF",951
3,5B,"[-1, 1) degF",18055
3,5B,"[1, 3) degF",159
3,5B,"[3, 5) degF",114
3,5B,5+ degF,914
3,6A,<-5 degF,417
3,6A,"[-5, -3) degF",467
3,6A,"[-3, -1) degF",1029
3,6A,"[-1, 1) degF",29335
3,6A,"[1, 3) degF",399
3,6A,"[3, 5) degF",117
3,6A,5+ degF,2093
3,6B,<-5 degF,35
3,6B,"[-5, -3) degF",73
3,6B,"[-3, -1) degF",124
3,6B,"[-1, 1) degF",4398
3,6B,"[1, 3) degF",39
3,6B,"[3, 5) degF",27
3,6B,5+ degF,407
3,7A,<-5 degF,155
3,7A,"[-5, -3) degF",91
3,7A,"[-3, -1) degF",215
3,7A,"[-1, 1) degF",3511
3,7A,"[1, 3) degF",49
3,7A,"[3, 5) degF",12
3,7A,5+ degF,329
3,7B,<-5 degF,23
3,7B,"[-5, -3) degF",20
3,7B,"[-3, -1) degF",24
3,7B,"[-1, 1) degF",505
3,7B,"[1, 3) degF",5
3,7B,"[3, 5) degF",0
3,7B,5+ degF,47
4,1A,<-5 degF,62
4,1A,"[-5, -3) degF",29
4,1A,"[-3, -1) degF",54
4,1A,"[-1, 1) degF",7448
4,1A,"[1, 3) degF",40
4,1A,"[3, 5) degF",20
4,1A,5+ degF,2
4,2A,<-5 degF,60
4,2A,"[-5, -3) degF",78
4,2A,"[-3, -1) degF",285
4,2A,"[-1, 1) degF",62885
4,2A,"[1, 3) degF",325
4,2A,"[3, 5) degF",93
4,2A,5+ degF,216
4,2B,<-5 degF,60
4,2B,"[-5, -3) degF",57
4,2B,"[-3, -1) degF",179
4,2B,"[-1, 1) degF",10448
4,2B,"[1, 3) degF",87
4,2B,"[3, 5) degF",28
4,2B,5+ degF,15
4,3A,<-5 degF,45
4,3A,"[-5, -3) degF",139
4,3A,"[-3, -1) degF",297
4,3A,"[-1, 1) degF",71820
4,3A,"[1, 3) degF",318
4,3A,"[3, 5) degF",78
4,3A,5+ degF,691
4,3B,<-5 degF,2128
4,3B,"[-5, -3) degF",1438
4,3B,"[-3, -1) degF",2411
4,3B,"[-1, 1) degF",43878
4,3B,"[1, 3) degF",704
4,3B,"[3, 5) degF",336
4,3B,5+ degF,416
4,3C,<-5 degF,1386
4,3C,"[-5, -3) degF",1360
4,3C,"[-3, -1) degF",2001
4,3C,"[-1, 1) degF",7954
4,3C,"[1, 3) degF",131
4,3C,"[3, 5) degF",68
4,3C,5+ degF,56
4,4A,<-5 degF,165
4,4A,"[-5, -3) degF",461
4,4A,"[-3, -1) degF",1085
4,4A,"[-1, 1) degF",113400
4,4A,"[1, 3) degF",827
4,4A,"[3, 5) degF",169
4,4A,5+ degF,2510
4,4B,<-5 degF,53
4,4B,"[-5, -3) degF",59
4,4B,"[-3, -1) degF",123
4,4B,"[-1, 1) degF",3754
4,4B,"[1, 3) degF",54
4,4B,"[3, 5) degF",30
4,4B,5+ degF,198
4,4C,<-5 degF,315
4,4C,"[-5, -3) degF",478
4,4C,"[-3, -1) degF",1006
4,4C,"[-1, 1) degF",13242
4,4C,"[1, 3) degF",141
4,4C,"[3, 5) degF",69
4,4C,5+ degF,625
4,5A,<-5 degF,251
4,5A,"[-5, -3) degF",680
4,5A,"[-3, -1) degF",1788
4,5A,"[-1, 1) degF",116600
4,5A,"[1, 3) degF",1458
4,5A,"[3, 5) degF",464
4,5A,5+ degF,3262
4,5B,<-5 degF,254
4,5B,"[-5, -3) degF",469
4,5B,"[-3, -1) degF",945
4,5B,"[-1, 1) degF",18064
4,5B,"[1, 3) degF",160
4,5B,"[3, 5) degF",114
4,5B,5+ degF,915
4,6A,<-5 degF,179
4,6A,"[-5, -3) degF",348
4,6A,"[-3, -1) degF",829
4,6A,"[-1, 1) degF",29952
4,6A,"[1, 3) degF",333
4,6A,"[3, 5) degF",103
4,6A,5+ degF,2113
4,6B,<-5 degF,32
4,6B,"[-5, -3) degF",71
4,6B,"[-3, -1) degF",121
4,6B,"[-1, 1) degF",4413
4,6B,"[1, 3) degF",34
4,6B,"[3, 5) degF",25
4,6B,5+ degF,407
4,7A,<-5 degF,65
4,7A,"[-5, -3) degF",66
4,7A,"[-3, -1) degF",165
4,7A,"[-1, 1) degF",3685
4,7A,"[1, 3) degF",38
4,7A,"[3, 5) degF",12
4,7A,5+ degF,331
4,7B,<-5 degF,23
4,7B,"[-5, -3) degF",20
4,7B,"[-3, -1) degF",24
4,7B,"[-1, 1) degF",505
4,7B,"[1, 3) degF",5
4,7B,"[3, 5) degF",0
4,7B,5+ degF,47
5,1A,<-5 degF,68
5,1A,"[-5, -3) degF",29
5,1A,"[-3, -1) degF",59
5,1A,"[-1, 1) degF",7177
5,1A,"[1, 3) degF",7
5,1A,"[3, 5) degF",0
5,1A,5+ degF,0
5,2A,<-5 degF,64
5,2A,"[-5, -3) degF",99
5,2A,"[-3, -1) degF",310
5,2A,"[-1, 1) degF",62506
5,2A,"[1, 3) degF",268
5,2A,"[3, 5) degF",49
5,2A,5+ degF,36
5,2B,<-5 degF,69
5,2B,"[-5, -3) degF",59
5,2B,"[-3, -1) degF",185
5,2B,"[-1, 1) degF",10312
5,2B,"[1, 3) degF",78
5,2B,"[3, 5) degF",12
5,2B,5+ degF,3
5,3A,<-5 degF,61
5,3A,"[-5, -3) degF",155
5,3A,"[-3, -1) degF",310
5,3A,"[-1, 1) degF",71659
5,3A,"[1, 3) degF",306
5,3A,"[3, 5) degF",55
5,3A,5+ degF,29
5,3B,<-5 degF,2031
5,3B,"[-5, -3) degF",1399
5,3B,"[-3, -1) degF",2321
5,3B,"[-1, 1) degF",42969
5,3B,"[1, 3) degF",415
5,3B,"[3, 5) degF",90
5,3B,5+ degF,48
5,3C,<-5 degF,1365
5,3C,"[-5, -3) degF",1355
5,3C,"[-3, -1) degF",1985
5,3C,"[-1, 1) degF",7735
5,3C,"[1, 3) degF",55
5,3C,"[3, 5) degF",10
5,3C,5+ degF,3
5,4A,<-5 degF,181
5,4A,"[-5, -3) degF",465
5,4A,"[-3, -1) degF",1188
5,4A,"[-1, 1) degF",113335
5,4A,"[1, 3) degF",747
5,4A,"[3, 5) degF",89
5,4A,5+ degF,29
5,4B,<-5 degF,53
5,4B,"[-5, -3) degF",58
5,4B,"[-3, -1) degF",126
5,4B,"[-1, 1) degF",3660
5,4B,"[1, 3) degF",29
5,4B,"[3, 5) degF",0
5,4B,5+ degF,3
5,4C,<-5 degF,326
5,4C,"[-5, -3) degF",476
5,4C,"[-3, -1) degF",1042
5,4C,"[-1, 1) degF",13125
5,4C,"[1, 3) degF",71
5,4C,"[3, 5) degF",8
5,4C,5+ degF,6
5,5A,<-5 degF,336
5,5A,"[-5, -3) degF",860
5,5A,"[-3, -1) degF",2386
5,5A,"[-1, 1) degF",115967
5,5A,"[1, 3) degF",1209
5,5A,"[3, 5) degF",254
5,5A,5+ degF,109
5,5B,<-5 degF,258
5,5B,"[-5, -3) degF",470
5,5B,"[-3, -1) degF",947
5,5B,"[-1, 1) degF",17887
5,5B,"[1, 3) degF",89
5,5B,"[3, 5) degF",18
5,5B,5+ degF,11
5,6A,<-5 degF,403
5,6A,"[-5, -3) degF",462
5,6A,"[-3, -1) degF",1058
5,6A,"[-1, 1) degF",29228
5,6A,"[1, 3) degF",294
5,6A,"[3, 5) degF",41
5,6A,5+ degF,21
5,6B,<-5 degF,35
5,6B,"[-5, -3) degF",70
5,6B,"[-3, -1) degF",126
5,6B,"[-1, 1) degF",4342
5,6B,"[1, 3) degF",24
5,6B,"[3, 5) degF",2
5,6B,5+ degF,2
5,7A,<-5 degF,156
5,7A,"[-5, -3) degF",87
5,7A,"[-3, -1) degF",208
5,7A,"[-1, 1) degF",3432
5,7A,"[1, 3) degF",35
5,7A,"[3, 5) degF",2
5,7A,5+ degF,1
5,7B,<-5 degF,24
5,7B,"[-5, -3) degF",19
5,7B,"[-3, -1) degF",23
5,7B,"[-1, 1) degF",497
5,7B,"[1, 3) degF",0
5,7B,"[3, 5) degF",0
5,7B,5+ degF,0
6,1A,<-5 degF,8
6,1A,"[-5, -3) degF",69
6,1A,"[-3, -1) degF",339
6,1A,"[-1, 1) degF",7159
6,1A,"[1, 3) degF",5
6,1A,"[3, 5) degF",0
6,1A,5+ degF,0
6,2A,<-5 degF,36
6,2A,"[-5, -3) degF",242
6,2A,"[-3, -1) degF",1386
6,2A,"[-1, 1) degF",61486
6,2A,"[1, 3) degF",171
6,2A,"[3, 5) degF",7
6,2A,5+ degF,1
6,2B,<-5 degF,71
6,2B,"[-5, -3) degF",266
6,2B,"[-3, -1) degF",638
6,2B,"[-1, 1) degF",9787
6,2B,"[1, 3) degF",4
6,2B,"[3, 5) degF",0
6,2B,5+ degF,0
6,3A,<-5 degF,33
6,3A,"[-5, -3) degF",159
6,3A,"[-3, -1) degF",1089
6,3A,"[-1, 1) degF",71477
6,3A,"[1, 3) degF",52
6,3A,"[3, 5) degF",0
6,3A,5+ degF,0
6,3B,<-5 degF,814
6,3B,"[-5, -3) degF",1542
6,3B,"[-3, -1) degF",4730
6,3B,"[-1, 1) degF",44039
6,3B,"[1, 3) degF",8
6,3B,"[3, 5) degF",0
6,3B,5+ degF,0
6,3C,<-5 degF,515
6,3C,"[-5, -3) degF",706
6,3C,"[-3, -1) degF",1960
6,3C,"[-1, 1) degF",9728
6,3C,"[1, 3) degF",1
6,3C,"[3, 5) degF",0
6,3C,5+ degF,0
6,4A,<-5 degF,61
6,4A,"[-5, -3) degF",249
6,4A,"[-3, -1) degF",1533
6,4A,"[-1, 1) degF",116225
6,4A,"[1, 3) degF",208
6,4A,"[3, 5) degF",5
6,4A,5+ degF,0
6,4B,<-5 degF,27
6,4B,"[-5, -3) degF",64
6,4B,"[-3, -1) degF",250
6,4B,"[-1, 1) degF",3894
6,4B,"[1, 3) degF",3
6,4B,"[3, 5) degF",0
6,4B,5+ degF,0
6,4C,<-5 degF,197
6,4C,"[-5, -3) degF",331
6,4C,"[-3, -1) degF",1163
6,4C,"[-1, 1) degF",14082
6,4C,"[1, 3) degF",9
6,4C,"[3, 5) degF",0
6,4C,5+ degF,0
6,5A,<-5 degF,104
6,5A,"[-5, -3) degF",298
6,5A,"[-3, -1) degF",1969
6,5A,"[-1, 1) degF",121162
6,5A,"[1, 3) degF",348
6,5A,"[3, 5) degF",16
6,5A,5+ degF,0
6,5B,<-5 degF,79
6,5B,"[-5, -3) degF",178
6,5B,"[-3, -1) degF",925
6,5B,"[-1, 1) degF",19644
6,5B,"[1, 3) degF",2
6,5B,"[3, 5) degF",0
6,5B,5+ degF,0
6,6A,<-5 degF,30
6,6A,"[-5, -3) degF",88
6,6A,"[-3, -1) degF",557
6,6A,"[-1, 1) degF",32924
6,6A,"[1, 3) degF",136
6,6A,"[3, 5) degF",1
6,6A,5+ degF,0
6,6B,<-5 degF,8
6,6B,"[-5, -3) degF",27
6,6B,"[-3, -1) degF",130
6,6B,"[-1, 1) degF",4901
6,6B,"[1, 3) degF",5
6,6B,"[3, 5) degF",0
6,6B,5+ degF,0
6,7A,<-5 degF,3
6,7A,"[-5, -3) degF",6
6,7A,"[-3, -1) degF",61
6,7A,"[-1, 1) degF",4257
6,7A,"[1, 3) degF",19
6,7A,"[3, 5) degF",0
6,7A,5+ degF,0
6,7B,<-5 degF,3
6,7B,"[-5, -3) degF",3
6,7B,"[-3, -1) degF",19
6,7B,"[-1, 1) degF",598
6,7B,"[1, 3) degF",1
6,7B,"[3, 5) degF",0
6,7B,5+ degF,0
7,1A,<-5 degF,12
7,1A,"[-5, -3) degF",9
7,1A,"[-3, -1) degF",62
7,1A,"[-1, 1) degF",2066
7,1A,"[1, 3) degF",32
7,1A,"[3, 5) degF",19
7,1A,5+ degF,3
7,2A,<-5 degF,13
7,2A,"[-5, -3) degF",41
7,2A,"[-3, -1) degF",218
7,2A,"[-1, 1) degF",25700
7,2A,"[1, 3) degF",394
7,2A,"[3, 5) degF",63
7,2A,5+ degF,192
7,2B,<-5 degF,62
7,2B,"[-5, -3) degF",132
7,2B,"[-3, -1) degF",357
7,2B,"[-1, 1) degF",6032
7,2B,"[1, 3) degF",31
7,2B,"[3, 5) degF",21
7,2B,5+ degF,13
7,3A,<-5 degF,21
7,3A,"[-5, -3) degF",77
7,3A,"[-3, -1) degF",317
7,3A,"[-1, 1) degF",39454
7,3A,"[1, 3) degF",224
7,3A,"[3, 5) degF",40
7,3A,5+ degF,667
7,3B,<-5 degF,1900
7,3B,"[-5, -3) degF",1961
7,3B,"[-3, -1) degF",4573
7,3B,"[-1, 1) degF",38318
7,3B,"[1, 3) degF",513
7,3B,"[3, 5) degF",285
7,3B,5+ degF,399
7,3C,<-5 degF,1279
7,3C,"[-5, -3) degF",1377
7,3C,"[-3, -1) degF",2413
7,3C,"[-1, 1) degF",7255
7,3C,"[1, 3) degF",102
7,3C,"[3, 5) degF",62
7,3C,5+ degF,56
7,4A,<-5 degF,126
7,4A,"[-5, -3) degF",364
7,4A,"[-3, -1) degF",1014
7,4A,"[-1, 1) degF",79501
7,4A,"[1, 3) degF",841
7,4A,"[3, 5) degF",135
7,4A,5+ degF,2477
7,4B,<-5 degF,50
7,4B,"[-5, -3) degF",68
7,4B,"[-3, -1) degF",184
7,4B,"[-1, 1) degF",3085
7,4B,"[1, 3) degF",51
7,4B,"[3, 5) degF",33
7,4B,5+ degF,194
7,4C,<-5 degF,171
7,4C,"[-5, -3) degF",257
7,4C,"[-3, -1) degF",755
7,4C,"[-1, 1) degF",6987
7,4C,"[1, 3) degF",98
7,4C,"[3, 5) degF",64
7,4C,5+ degF,617
7,5A,<-5 degF,245
7,5A,"[-5, -3) degF",640
7,5A,"[-3, -1) degF",1778
7,5A,"[-1, 1) degF",102173
7,5A,"[1, 3) degF",1412
7,5A,"[3, 5) degF",410
7,5A,5+ degF,3181
7,5B,<-5 degF,218
7,5B,"[-5, -3) degF",382
7,5B,"[-3, -1) degF",994
7,5B,"[-1, 1) degF",14717
7,5B,"[1, 3) degF",127
7,5B,"[3, 5) degF",110
7,5B,5+ degF,908
7,6A,<-5 degF,333
7,6A,"[-5, -3) degF",389
7,6A,"[-3, -1) degF",892
7,6A,"[-1, 1) degF",26572
7,6A,"[1, 3) degF",391
7,6A,"[3, 5) degF",97
7,6A,5+ degF,2089
7,6B,<-5 degF,27
7,6B,"[-5, -3) degF",58
7,6B,"[-3, -1) degF",102
7,6B,"[-1, 1) degF",3767
7,6B,"[1, 3) degF",33
7,6B,"[3, 5) degF",26
7,6B,5+ degF,405
7,7A,<-5 degF,119
7,7A,"[-5, -3) degF",83
7,7A,"[-3, -1) degF",165
7,7A,"[-1, 1) degF",2977
7,7A,"[1, 3) degF",40
7,7A,"[3, 5) degF",12
7,7A,5+ degF,328
7,7B,<-5 degF,17
7,7B,"[-5, -3) degF",15
7,7B,"[-3, -1) degF",20
