Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
CT, 01101	0.034951	0.061799	0.050773	0.055144	0.042110	0.050723	0.032960	0.048240	0.623300	0.000000	0.000000
CT, 01300	0.032931	0.038571	0.025101	0.056430	0.053004	0.042879	0.017686	0.049773	0.683625	0.000000	0.000000
CT, 01500	0.015302	0.079567	0.011955	0.058466	0.067375	0.019447	0.039717	0.031435	0.676736	0.000000	0.000000
DC, 00101	0.030504	0.003513	0.098663	0.060231	0.017155	0.426969	0.000340	0.145988	0.216637	0.000000	0.000000
DC, 00102	0.098605	0.019292	0.135735	0.063040	0.035553	0.284810	0.000340	0.263749	0.098877	0.000000	0.000000
DC, 00103	0.087392	0.053037	0.061421	0.101106	0.073865	0.260213	0.000340	0.299959	0.062667	0.000000	0.000000
DC, 00104	0.219461	0.017142	0.032917	0.071150	0.146768	0.149596	0.000340	0.259592	0.103034	0.000000	0.000000
DC, 00105	0.034642	0.017351	0.072152	0.018833	0.018185	0.475870	0.000340	0.323347	0.039279	0.000000	0.000000
DE, 00101	0.025125	0.017491	0.020040	0.023534	0.036709	0.108558	0.031154	0.412220	0.325169	0.000000	0.000000
DE, 00102	0.065705	0.014322	0.012456	0.027120	0.070210	0.041644	0.031154	0.174226	0.563163	0.000000	0.000000
DE, 00103	0.079967	0.011113	0.066335	0.021294	0.037248	0.015500	0.031154	0.289656	0.447733	0.000000	0.000000
DE, 00104	0.080064	0.011133	0.017061	0.013189	0.096410	0.013600	0.031154	0.137274	0.600114	0.000000	0.000000
DE, 00200	0.044475	0.012616	0.011182	0.010908	0.029844	0.007527	0.161936	0.080020	0.641492	0.000000	0.000000
DE, 00300	0.015726	0.009222	0.008406	0.011774	0.026479	0.008569	0.176725	0.067970	0.675128	0.000000	0.000000
FL, 00101	0.065830	0.013811	0.076565	0.039823	0.061625	0.067173	0.099125	0.084542	0.491507	0.000000	0.000000
FL, 00102	0.102809	0.014049	0.034762	0.077033	0.079916	0.016257	0.099125	0.023442	0.552607	0.000000	0.000000
FL, 00500	0.026633	0.013975	0.014944	0.029088	0.045872	0.028128	0.209580	0.035857	0.595923	0.000000	0.000000
FL, 00901	0.039018	0.011297	0.025451	0.034845	0.051283	0.025552	0.088246	0.068578	0.655730	0.000000	0.000000
FL, 00902	0.024847	0.011889	0.037956	0.014005	0.078333	0.020416	0.088246	0.106131	0.618176	0.000000	0.000000
FL, 00903	0.038369	0.009002	0.034023	0.021342	0.046661	0.038051	0.088246	0.042306	0.682001	0.000000	0.000000
FL, 00904	0.027868	0.010437	0.008835	0.025318	0.096783	0.018207	0.088246	0.030257	0.694051	0.000000	0.000000
FL, 01101	0.076578	0.015314	0.042616	0.216136	0.051347	0.043826	0.034006	0.046621	0.473555	0.000000	0.000000
FL, 01102	0.188487	0.013020	0.122107	0.030187	0.045952	0.046064	0.034006	0.188392	0.331785	0.000000	0.000000
FL, 01103	0.077803	0.013957	0.068730	0.024919	0.036691	0.223718	0.034006	0.100655	0.419522	0.000000	0.000000
FL, 01104	0.086802	0.016646	0.103481	0.044827	0.039493	0.154569	0.034006	0.162175	0.358002	0.000000	0.000000
FL, 01105	0.048529	0.016440	0.105008	0.031381	0.147672	0.096788	0.034006	0.181078	0.339099	0.000000	0.000000
FL, 01106	0.068142	0.010300	0.113404	0.028946	0.048560	0.176466	0.034006	0.171785	0.348391	0.000000	0.000000
FL, 01107	0.026447	0.071042	0.068249	0.063363	0.024426	0.192292	0.034006	0.183682	0.336495	0.000000	0.000000
FL, 01108	0.056905	0.038312	0.050874	0.072351	0.047620	0.179754	0.034006	0.140264	0.379912	0.000000	0.000000
FL, 01109	0.081919	0.038352	0.120846	0.069288	0.049510	0.085904	0.034006	0.165858	0.354318	0.000000	0.000000
FL, 01110	0.130665	0.013045	0.146273	0.057772	0.052883	0.045179	0.034006	0.101433	0.418744	0.000000	0.000000
FL, 01111	0.050218	0.026163	0.051573	0.034789	0.213780	0.069295	0.034006	0.115688	0.404489	0.000000	0.000000
FL, 01112	0.058542	0.032534	0.094857	0.022882	0.078537	0.158464	0.034006	0.206210	0.313966	0.000000	0.000000
FL, 01113	0.067363	0.025620	0.103372	0.020720	0.034365	0.194377	0.034006	0.114085	0.406092	0.000000	0.000000
FL, 01114	0.097833	0.033863	0.116178	0.048179	0.029121	0.120642	0.034006	0.156722	0.363455	0.000000	0.000000
FL, 01500	0.032123	0.014010	0.028509	0.022173	0.035685	0.020785	0.106857	0.047924	0.691934	0.000000	0.000000
FL, 01701	0.008760	0.010953	0.009261	0.009701	0.008592	0.006964	0.258911	0.028947	0.657911	0.000000	0.000000
FL, 01900	0.018897	0.005661	0.010561	0.023416	0.043259	0.005420	0.158112	0.039170	0.695503	0.000000	0.000000
FL, 02101	0.044660	0.019199	0.070605	0.048676	0.127434	0.042920	0.080035	0.096136	0.470335	0.000000	0.000000
FL, 02102	0.052539	0.034623	0.088973	0.054012	0.073614	0.049732	0.080035	0.072059	0.494413	0.000000	0.000000
FL, 02103	0.073133	0.053413	0.065557	0.065420	0.041112	0.054859	0.080035	0.043229	0.523243	0.000000	0.000000
FL, 02300	0.006589	0.012206	0.004174	0.010427	0.019673	0.002330	0.508014	0.004643	0.431944	0.000000	0.000000
FL, 02700	0.009055	0.030059	0.002137	0.019288	0.028786	0.014268	0.293439	0.019821	0.583146	0.000000	0.000000
FL, 03101	0.083897	0.023497	0.052499	0.016601	0.068203	0.034011	0.056472	0.020481	0.644338	0.000000	0.000000
FL, 03102	0.016359	0.053319	0.019408	0.065326	0.050600	0.073695	0.056472	0.026579	0.638240	0.000000	0.000000
FL, 03103	0.097242	0.003437	0.049861	0.020875	0.074361	0.032931	0.056472	0.130186	0.534633	0.000000	0.000000
FL, 03104	0.052231	0.021959	0.062352	0.045467	0.043451	0.053248	0.056472	0.056072	0.608747	0.000000	0.000000
FL, 03105	0.085046	0.010348	0.064312	0.024345	0.041982	0.052674	0.056472	0.127646	0.537173	0.000000	0.000000
FL, 03106	0.101401	0.004057	0.042234	0.033011	0.062678	0.035327	0.056472	0.108597	0.556222	0.000000	0.000000
FL, 03107	0.064729	0.011588	0.045528	0.036182	0.040536	0.080146	0.056472	0.090867	0.573953	0.000000	0.000000
FL, 03301	0.044773	0.034551	0.036550	0.029666	0.026820	0.022676	0.088463	0.006721	0.709780	0.000000	0.000000
FL, 03302	0.021003	0.027867	0.027887	0.056817	0.028912	0.032549	0.088463	0.029915	0.686586	0.000000	0.000000
FL, 03500	0.011772	0.009538	0.024953	0.011352	0.005920	0.019958	0.059474	0.034444	0.822589	0.000000	0.000000
FL, 05301	0.009120	0.006717	0.006107	0.010966	0.014640	0.016972	0.203259	0.017653	0.714565	0.000000	0.000000
FL, 05701	0.074043	0.046084	0.033875	0.045708	0.027806	0.046123	0.083922	0.064419	0.578021	0.000000	0.000000
FL, 05702	0.036206	0.011153	0.031535	0.015504	0.038818	0.140423	0.083922	0.134059	0.508380	0.000000	0.000000
FL, 05703	0.088904	0.005431	0.056874	0.032353	0.061615	0.028461	0.083922	0.147264	0.495176	0.000000	0.000000
FL, 05704	0.105300	0.020649	0.018815	0.043778	0.053693	0.031404	0.083922	0.039894	0.602546	0.000000	0.000000
FL, 05705	0.059966	0.018244	0.056365	0.042606	0.049464	0.046993	0.083922	0.096044	0.546395	0.000000	0.000000
FL, 05706	0.082964	0.024788	0.058713	0.033639	0.041458	0.032078	0.083922	0.023701	0.618738	0.000000	0.000000
FL, 05707	0.100333	0.014924	0.053852	0.017197	0.060227	0.027106	0.083922	0.108639	0.533800	0.000000	0.000000
FL, 05708	0.023764	0.026023	0.029817	0.053233	0.111177	0.029624	0.083922	0.081582	0.560857	0.000000	0.000000
FL, 06100	0.053560	0.020939	0.026384	0.029617	0.038755	0.026716	0.087465	0.037596	0.678968	0.000000	0.000000
FL, 06300	0.002474	0.014925	0.002389	0.015984	0.011379	0.006359	0.370999	0.007101	0.568391	0.000000	0.000000
FL, 06901	0.010335	0.017476	0.004882	0.025719	0.046919	0.011506	0.208326	0.041716	0.633120	0.000000	0.000000
FL, 06902	0.012324	0.006821	0.006753	0.008694	0.006817	0.017674	0.175332	0.011271	0.754314	0.000000	0.000000
FL, 06903	0.035789	0.006700	0.025556	0.015556	0.014727	0.005374	0.200822	0.020574	0.674902	0.000000	0.000000
FL, 07101	0.042123	0.009252	0.028740	0.073034	0.039428	0.029915	0.111332	0.119256	0.546919	0.000000	0.000000
FL, 07102	0.029572	0.038821	0.012393	0.020550	0.031405	0.089751	0.111332	0.019672	0.646504	0.000000	0.000000
FL, 07103	0.026545	0.053903	0.017504	0.036601	0.054897	0.033042	0.111332	0.058079	0.608097	0.000000	0.000000
FL, 07104	0.048890	0.010145	0.061855	0.034998	0.032076	0.034529	0.111332	0.118717	0.547459	0.000000	0.000000
FL, 07105	0.036434	0.018417	0.040234	0.038989	0.051208	0.037211	0.111332	0.104161	0.562014	0.000000	0.000000
FL, 07300	0.090169	0.045877	0.052835	0.032548	0.039323	0.029505	0.107465	0.038413	0.563865	0.000000	0.000000
FL, 07301	0.065988	0.024201	0.023542	0.055153	0.043115	0.078259	0.107465	0.177161	0.425117	0.000000	0.000000
FL, 08101	0.024631	0.025959	0.039984	0.034602	0.033376	0.043383	0.152199	0.037063	0.608802	0.000000	0.000000
FL, 08102	0.028115	0.014172	0.025700	0.047583	0.053705	0.032662	0.152199	0.099831	0.546034	0.000000	0.000000
FL, 08103	0.046532	0.013180	0.047011	0.024697	0.033826	0.036689	0.152199	0.079662	0.566204	0.000000	0.000000
FL, 08301	0.013857	0.012846	0.011037	0.018716	0.023732	0.009416	0.238667	0.051118	0.620610	0.000000	0.000000
FL, 08302	0.012911	0.015932	0.005525	0.018710	0.019157	0.017370	0.238667	0.029504	0.642225	0.000000	0.000000
FL, 08303	0.006555	0.030811	0.004965	0.027447	0.017117	0.002710	0.238667	0.006052	0.665677	0.000000	0.000000
FL, 08500	0.041780	0.024833	0.031007	0.030951	0.057123	0.050680	0.110476	0.086039	0.567112	0.000000	0.000000
FL, 08601	0.086982	0.008214	0.104980	0.078449	0.123801	0.055918	0.018526	0.198166	0.324965	0.000000	0.000000
FL, 08602	0.059140	0.016225	0.263816	0.014914	0.055641	0.048607	0.018526	0.076412	0.446719	0.000000	0.000000
FL, 08603	0.021427	0.007699	0.063403	0.010705	0.145345	0.209765	0.018526	0.142262	0.380868	0.000000	0.000000
FL, 08604	0.019722	0.023988	0.052110	0.014513	0.018340	0.329670	0.018526	0.101375	0.421756	0.000000	0.000000
FL, 08605	0.034829	0.036501	0.184968	0.044902	0.052609	0.104534	0.018526	0.107310	0.415821	0.000000	0.000000
FL, 08606	0.086311	0.051387	0.085859	0.057625	0.087803	0.089358	0.018526	0.058275	0.464856	0.000000	0.000000
FL, 08607	0.156342	0.005448	0.068413	0.026826	0.037780	0.163535	0.018526	0.272357	0.250774	0.000000	0.000000
FL, 08608	0.107034	0.006340	0.095754	0.024169	0.070295	0.154751	0.018526	0.268237	0.254894	0.000000	0.000000
FL, 08609	0.112331	0.017670	0.146397	0.044939	0.037873	0.099133	0.018526	0.078371	0.444760	0.000000	0.000000
FL, 08610	0.053269	0.026287	0.086220	0.029798	0.061487	0.201282	0.018526	0.123350	0.399781	0.000000	0.000000
FL, 08611	0.047607	0.049381	0.049982	0.042575	0.035173	0.233626	0.018526	0.122436	0.400695	0.000000	0.000000
FL, 08612	0.063513	0.002350	0.089973	0.013055	0.025440	0.264013	0.018526	0.108815	0.414316	0.000000	0.000000
FL, 08613	0.058443	0.017292	0.066626	0.025743	0.055785	0.234455	0.018526	0.231333	0.291798	0.000000	0.000000
FL, 08614	0.025666	0.013450	0.046367	0.015102	0.016221	0.341538	0.018526	0.197032	0.326099	0.000000	0.000000
FL, 08615	0.083026	0.033457	0.086604	0.012121	0.042646	0.200488	0.018526	0.142208	0.380923	0.000000	0.000000
FL, 08616	0.055827	0.004942	0.077031	0.039518	0.044700	0.236325	0.018526	0.065423	0.457707	0.000000	0.000000
FL, 08617	0.064300	0.006329	0.087658	0.013431	0.029081	0.257545	0.018526	0.087062	0.436069	0.000000	0.000000
FL, 08618	0.027361	0.011699	0.082235	0.033254	0.018883	0.284911	0.018526	0.142938	0.380193	0.000000	0.000000
FL, 08619	0.040260	0.010812	0.083806	0.139721	0.037206	0.146539	0.018526	0.210833	0.312298	0.000000	0.000000
FL, 08620	0.089759	0.002940	0.070881	0.023362	0.029642	0.241759	0.018526	0.072172	0.450959	0.000000	0.000000
FL, 08621	0.283884	0.001915	0.037737	0.037104	0.071795	0.025908	0.018526	0.118109	0.405022	0.000000	0.000000
FL, 08622	0.075183	0.024559	0.128759	0.036447	0.108930	0.084466	0.018526	0.098611	0.424520	0.000000	0.000000
FL, 08623	0.100185	0.022761	0.090466	0.092579	0.073743	0.078610	0.018526	0.047682	0.475449	0.000000	0.000000
FL, 08624	0.128468	0.014876	0.112988	0.042141	0.104896	0.054975	0.018526	0.150212	0.372918	0.000000	0.000000
FL, 08700	0.037408	0.044271	0.033155	0.050109	0.071747	0.055448	0.128110	0.090951	0.488801	0.000000	0.000000
FL, 08900	0.007976	0.011780	0.008077	0.011950	0.028641	0.004598	0.282799	0.025416	0.618763	0.000000	0.000000
FL, 09100	0.024822	0.018962	0.037092	0.027973	0.044670	0.044557	0.092576	0.041473	0.667876	0.000000	0.000000
FL, 09300	0.004994	0.030989	0.001268	0.013051	0.014782	0.002440	0.437340	0.021372	0.473763	0.000000	0.000000
FL, 09501	0.051385	0.008996	0.021817	0.033632	0.125020	0.067133	0.048870	0.028568	0.614578	0.000000	0.000000
FL, 09502	0.047061	0.025436	0.092044	0.051528	0.081435	0.010479	0.048870	0.074053	0.569093	0.000000	0.000000
FL, 09503	0.079294	0.010175	0.095643	0.027123	0.045665	0.050084	0.048870	0.087836	0.555310	0.000000	0.000000
FL, 09504	0.101838	0.007996	0.071759	0.046344	0.052804	0.027243	0.048870	0.164850	0.478296	0.000000	0.000000
FL, 09505	0.049242	0.011252	0.039337	0.025243	0.034733	0.148177	0.048870	0.201918	0.441229	0.000000	0.000000
FL, 09506	0.112782	0.006471	0.081707	0.013668	0.081389	0.011968	0.048870	0.136775	0.506372	0.000000	0.000000
FL, 09507	0.056343	0.007587	0.099384	0.023855	0.038858	0.081958	0.048870	0.141768	0.501378	0.000000	0.000000
FL, 09508	0.059598	0.007061	0.049264	0.043493	0.071171	0.077398	0.048870	0.136251	0.506895	0.000000	0.000000
FL, 09509	0.055514	0.019645	0.069853	0.048747	0.087742	0.026483	0.048870	0.132733	0.510413	0.000000	0.000000
FL, 09510	0.104311	0.021768	0.075828	0.027300	0.054942	0.023835	0.048870	0.035490	0.607656	0.000000	0.000000
FL, 09701	0.075037	0.023540	0.023535	0.024274	0.051640	0.009126	0.100589	0.061475	0.630785	0.000000	0.000000
FL, 09702	0.048005	0.013391	0.010903	0.054323	0.037526	0.043004	0.100589	0.044170	0.648089	0.000000	0.000000
FL, 09901	0.082555	0.010507	0.082250	0.083255	0.051120	0.037907	0.038989	0.118387	0.495029	0.000000	0.000000
FL, 09902	0.047881	0.050977	0.034047	0.096818	0.062605	0.055266	0.038989	0.157659	0.455757	0.000000	0.000000
FL, 09903	0.094537	0.015973	0.097340	0.036830	0.036595	0.066319	0.038989	0.156229	0.457188	0.000000	0.000000
FL, 09904	0.032896	0.089578	0.085398	0.042314	0.053232	0.044177	0.038989	0.183585	0.429831	0.000000	0.000000
FL, 09905	0.089701	0.048376	0.065390	0.074076	0.030533	0.039519	0.038989	0.085250	0.528166	0.000000	0.000000
FL, 09906	0.068630	0.015032	0.064362	0.049554	0.060205	0.089811	0.038989	0.138023	0.475393	0.000000	0.000000
FL, 09907	0.035882	0.026046	0.090025	0.075587	0.034262	0.085792	0.038989	0.190695	0.422722	0.000000	0.000000
FL, 09908	0.045436	0.005596	0.112629	0.024645	0.039545	0.119744	0.038989	0.142942	0.470475	0.000000	0.000000
FL, 09909	0.044471	0.004421	0.069794	0.056042	0.036559	0.136307	0.038989	0.087727	0.525690	0.000000	0.000000
FL, 09910	0.036839	0.039526	0.086449	0.091018	0.065239	0.028524	0.038989	0.044287	0.569129	0.000000	0.000000
FL, 09911	0.066924	0.074450	0.042515	0.091515	0.061160	0.011030	0.038989	0.069402	0.544015	0.000000	0.000000
FL, 10101	0.017605	0.012472	0.018669	0.015011	0.016665	0.021445	0.198922	0.032141	0.667070	0.000000	0.000000
FL, 10102	0.020385	0.007528	0.010289	0.010296	0.026696	0.026673	0.198922	0.061445	0.637766	0.000000	0.000000
FL, 10103	0.017213	0.006747	0.018267	0.011951	0.014047	0.033642	0.198922	0.114216	0.584995	0.000000	0.000000
FL, 10104	0.021630	0.011864	0.021409	0.010674	0.025642	0.010648	0.198922	0.059224	0.639987	0.000000	0.000000
FL, 10301	0.052064	0.019064	0.070183	0.043185	0.116371	0.032180	0.101676	0.068209	0.497067	0.000000	0.000000
FL, 10302	0.083361	0.021254	0.045447	0.029147	0.097309	0.056529	0.101676	0.071185	0.494091	0.000000	0.000000
FL, 10303	0.059039	0.043982	0.060748	0.017772	0.053570	0.097936	0.101676	0.044770	0.520506	0.000000	0.000000
FL, 10304	0.056963	0.036443	0.069477	0.027529	0.046321	0.096314	0.101676	0.135061	0.430215	0.000000	0.000000
FL, 10305	0.041905	0.047401	0.059134	0.037856	0.038109	0.108642	0.101676	0.085723	0.479553	0.000000	0.000000
FL, 10306	0.070062	0.027858	0.076174	0.025384	0.050295	0.083274	0.101676	0.140277	0.424999	0.000000	0.000000
FL, 10307	0.067780	0.017765	0.046679	0.032173	0.037532	0.131119	0.101676	0.087320	0.477956	0.000000	0.000000
FL, 10308	0.078853	0.029774	0.068655	0.019077	0.070569	0.066120	0.101676	0.046389	0.518887	0.000000	0.000000
FL, 10501	0.018200	0.028189	0.022637	0.022060	0.026579	0.016101	0.243756	0.035650	0.586826	0.000000	0.000000
FL, 10502	0.020100	0.022953	0.012009	0.042972	0.017058	0.018675	0.243756	0.016696	0.605781	0.000000	0.000000
FL, 10503	0.018968	0.035149	0.006272	0.032342	0.033887	0.007149	0.243756	0.031082	0.591395	0.000000	0.000000
FL, 10504	0.026021	0.022302	0.008942	0.030956	0.027314	0.018231	0.243756	0.028826	0.593651	0.000000	0.000000
FL, 10700	0.013545	0.007776	0.007901	0.017534	0.024130	0.019938	0.336761	0.026244	0.546171	0.000000	0.000000
FL, 10900	0.038129	0.004780	0.023497	0.022610	0.031235	0.003886	0.091726	0.042153	0.741984	0.000000	0.000000
FL, 11101	0.042046	0.016606	0.017521	0.019484	0.017239	0.047490	0.086697	0.049387	0.703529	0.000000	0.000000
FL, 11102	0.033596	0.021332	0.035108	0.026661	0.026823	0.016867	0.086697	0.033557	0.719359	0.000000	0.000000
FL, 11300	0.006288	0.010626	0.005325	0.021872	0.023005	0.004169	0.121837	0.010880	0.795998	0.000000	0.000000
FL, 11501	0.036000	0.013135	0.034353	0.018442	0.027946	0.067174	0.100940	0.104251	0.597758	0.000000	0.000000
FL, 11502	0.027448	0.022254	0.025888	0.014327	0.035950	0.071183	0.100940	0.080938	0.621072	0.000000	0.000000
FL, 11503	0.041032	0.018657	0.067644	0.031583	0.014199	0.023935	0.100940	0.061282	0.640727	0.000000	0.000000
FL, 11701	0.056424	0.004960	0.055301	0.037788	0.062557	0.036158	0.036300	0.132666	0.577846	0.000000	0.000000
FL, 11702	0.075028	0.022593	0.017937	0.030205	0.062606	0.044819	0.036300	0.271436	0.439076	0.000000	0.000000
FL, 11703	0.063788	0.008100	0.041997	0.026208	0.042891	0.070203	0.036300	0.207050	0.503462	0.000000	0.000000
FL, 11704	0.071153	0.025348	0.035701	0.023006	0.056319	0.041661	0.036300	0.089615	0.620897	0.000000	0.000000
FL, 12100	0.003145	0.009436	0.014652	0.006570	0.007960	0.006011	0.505491	0.008450	0.438284	0.000000	0.000000
FL, 12701	0.019149	0.023725	0.020020	0.045694	0.028325	0.043791	0.108427	0.019888	0.690980	0.000000	0.000000
FL, 12702	0.040101	0.025685	0.017104	0.023761	0.023663	0.050392	0.108427	0.075601	0.635268	0.000000	0.000000
FL, 12703	0.050584	0.011910	0.027889	0.019003	0.029051	0.042268	0.108427	0.046240	0.664628	0.000000	0.000000
FL, 12704	0.022330	0.022935	0.020632	0.027218	0.018715	0.068875	0.108427	0.013549	0.697320	0.000000	0.000000
GA, 00100	0.022483	0.021666	0.020171	0.044084	0.032915	0.022111	0.161321	0.043708	0.631541	0.000000	0.000000
GA, 00200	0.023932	0.018275	0.008120	0.048001	0.036413	0.004395	0.227477	0.032299	0.601088	0.000000	0.000000
GA, 00300	0.030866	0.037954	0.011672	0.022657	0.032385	0.008351	0.247411	0.009528	0.599176	0.000000	0.000000
GA, 00401	0.054740	0.035011	0.038023	0.057384	0.079306	0.024797	0.052551	0.057400	0.600789	0.000000	0.000000
GA, 00402	0.085017	0.027568	0.048990	0.053267	0.051689	0.022730	0.052551	0.040802	0.617387	0.000000	0.000000
GA, 00500	0.007906	0.020396	0.003640	0.022530	0.013641	0.002434	0.408864	0.005451	0.515139	0.000000	0.000000
GA, 00600	0.036453	0.021497	0.015803	0.034142	0.063376	0.018108	0.169664	0.015325	0.625632	0.000000	0.000000
GA, 00700	0.006803	0.023372	0.012441	0.028475	0.016456	0.005876	0.336729	0.009023	0.560826	0.000000	0.000000
GA, 00800	0.011412	0.023511	0.011000	0.027812	0.024370	0.002122	0.324184	0.026325	0.549265	0.000000	0.000000
GA, 00900	0.021961	0.074643	0.008542	0.061231	0.063379	0.006242	0.094433	0.032207	0.637360	0.000000	0.000000
GA, 01001	0.069109	0.005132	0.038221	0.014797	0.062875	0.248841	0.011974	0.097274	0.451778	0.000000	0.000000
GA, 01002	0.148066	0.002674	0.066909	0.052854	0.088122	0.080349	0.011974	0.068151	0.480900	0.000000	0.000000
GA, 01003	0.151202	0.021703	0.055430	0.018817	0.099252	0.092570	0.011974	0.105482	0.443570	0.000000	0.000000
GA, 01004	0.163189	0.043743	0.005791	0.033332	0.129252	0.063667	0.011974	0.050304	0.498748	0.000000	0.000000
GA, 01005	0.108609	0.008562	0.038420	0.033441	0.092988	0.156955	0.011974	0.123499	0.425552	0.000000	0.000000
GA, 01006	0.040094	0.008678	0.054395	0.012710	0.035770	0.287328	0.011974	0.155046	0.394005	0.000000	0.000000
GA, 01007	0.047272	0.012880	0.032269	0.028113	0.036924	0.279430	0.013564	0.124874	0.424674	0.000000	0.000000
GA, 01008	0.030701	0.003729	0.039937	0.012274	0.025977	0.005229	0.256664	0.043979	0.581510	0.000000	0.000000
GA, 01100	0.013393	0.080145	0.014589	0.117577	0.074466	0.003991	0.033271	0.007908	0.654658	0.000000	0.000000
GA, 01200	0.003762	0.029005	0.006433	0.016959	0.021725	0.001866	0.365385	0.003868	0.550998	0.000000	0.000000
GA, 01300	0.005941	0.024420	0.003894	0.030267	0.016864	0.002688	0.362670	0.009108	0.544148	0.000000	0.000000
GA, 01400	0.066225	0.038946	0.027284	0.042804	0.067477	0.032402	0.038829	0.022126	0.663907	0.000000	0.000000
GA, 01500	0.037353	0.018779	0.012675	0.031636	0.048554	0.011758	0.097621	0.014151	0.727475	0.000000	0.000000
GA, 01600	0.017645	0.016525	0.005283	0.017653	0.040632	0.008074	0.289961	0.018631	0.585597	0.000000	0.000000
GA, 01700	0.072803	0.018660	0.031106	0.050957	0.086953	0.032789	0.026235	0.031243	0.649255	0.000000	0.000000
GA, 01800	0.006906	0.032792	0.003841	0.024617	0.018167	0.002318	0.291838	0.008910	0.610611	0.000000	0.000000
GA, 01900	0.015405	0.021441	0.009316	0.029459	0.024882	0.004446	0.146849	0.022635	0.725566	0.000000	0.000000
GA, 02001	0.028109	0.008428	0.003080	0.012964	0.046233	0.019033	0.256664	0.043729	0.581760	0.000000	0.000000
GA, 02002	0.017460	0.005236	0.021527	0.012719	0.019759	0.041147	0.256664	0.117343	0.508145	0.000000	0.000000
GA, 02003	0.036741	0.001437	0.015074	0.010793	0.021640	0.032162	0.256664	0.099206	0.526283	0.000000	0.000000
GA, 02004	0.017045	0.001461	0.016167	0.002704	0.017104	0.063365	0.256664	0.102319	0.523170	0.000000	0.000000
GA, 02100	0.014346	0.009298	0.008751	0.009460	0.014666	0.045451	0.055328	0.014845	0.827856	0.000000	0.000000
GA, 02200	0.028458	0.022737	0.019407	0.026592	0.035735	0.016299	0.154335	0.007478	0.688958	0.000000	0.000000
GA, 02300	0.026773	0.013881	0.010921	0.023285	0.028453	0.026482	0.134160	0.012491	0.723554	0.000000	0.000000
GA, 02400	0.008590	0.004985	0.004654	0.026817	0.015782	0.022617	0.030751	0.028861	0.856942	0.000000	0.000000
GA, 02500	0.019402	0.042947	0.014249	0.024396	0.027999	0.013122	0.135809	0.020997	0.701078	0.000000	0.000000
GA, 02600	0.015567	0.024783	0.004590	0.023164	0.025125	0.006566	0.176258	0.030691	0.693257	0.000000	0.000000
GA, 02700	0.029759	0.028431	0.015472	0.042921	0.042200	0.011679	0.185558	0.023193	0.620787	0.000000	0.000000
GA, 02800	0.014677	0.011083	0.006453	0.014830	0.021791	0.009220	0.251779	0.007994	0.662173	0.000000	0.000000
GA, 02900	0.035726	0.021649	0.028234	0.024283	0.029196	0.005776	0.155807	0.035432	0.663898	0.000000	0.000000
GA, 03001	0.061117	0.015745	0.047415	0.010410	0.043330	0.062866	0.012938	0.179827	0.566353	0.000000	0.000000
GA, 03002	0.075127	0.005093	0.044994	0.006446	0.032997	0.076226	0.012938	0.099223	0.646956	0.000000	0.000000
GA, 03003	0.029304	0.012254	0.021053	0.016825	0.127904	0.033542	0.012938	0.047772	0.698408	0.000000	0.000000
GA, 03004	0.047810	0.007059	0.038596	0.018383	0.056271	0.072763	0.012938	0.216512	0.529668	0.000000	0.000000
GA, 03005	0.045667	0.005932	0.008642	0.016153	0.034487	0.130001	0.012938	0.026391	0.719788	0.000000	0.000000
GA, 03101	0.026079	0.002434	0.031963	0.009631	0.007187	0.017341	0.046048	0.056426	0.802890	0.000000	0.000000
GA, 03102	0.027121	0.003944	0.003743	0.005927	0.000475	0.053425	0.046048	0.061015	0.798302	0.000000	0.000000
GA, 03200	0.017831	0.005026	0.004854	0.016168	0.015299	0.004611	0.202606	0.017677	0.715928	0.000000	0.000000
GA, 03300	0.012269	0.002243	0.011362	0.006446	0.006669	0.010098	0.047668	0.059831	0.843415	0.000000	0.000000
GA, 03400	0.040290	0.009746	0.015568	0.018630	0.025796	0.027379	0.122307	0.028729	0.711555	0.000000	0.000000
GA, 03500	0.007768	0.012296	0.002778	0.022915	0.011122	0.002227	0.286225	0.009512	0.645157	0.000000	0.000000
GA, 03600	0.078580	0.075529	0.052020	0.040034	0.054839	0.090735	0.087071	0.078831	0.442359	0.000000	0.000000
GA, 03700	0.003271	0.025652	0.002438	0.006065	0.005089	0.002766	0.234787	0.017803	0.702128	0.000000	0.000000
GA, 03800	0.008050	0.016085	0.003709	0.016640	0.016065	0.004796	0.132376	0.008681	0.793597	0.000000	0.000000
GA, 03900	0.002440	0.017476	0.003521	0.027665	0.008076	0.001137	0.137100	0.014117	0.788469	0.000000	0.000000
GA, 04000	0.028868	0.026119	0.025982	0.056324	0.061606	0.028579	0.097075	0.051092	0.624354	0.000000	0.000000
GA, 04001	0.065485	0.007771	0.020211	0.027234	0.049359	0.029602	0.026983	0.165547	0.607809	0.000000	0.000000
GA, 04002	0.080769	0.011357	0.019191	0.009846	0.036232	0.042267	0.026983	0.059885	0.713471	0.000000	0.000000
