display_name,display_name_short,export,maximum,measure_id,metadata_id,minimum,name,objective_function,objective_function_group,objective_function_index,output,perturbable,pivot,static_value,units,value_type,visualize,measure_name,measure_display_name,type_of_variable
Geometry Foundation Type,Geometry Foundation Type,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Geometry Foundation Type,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Hot Water Fixtures Sample Value,Hot Water Fixtures Sample Value,true,1.0,37d83c40-0308-4dc4-a469-ecc7e5919fea,,0.0,set_hot_water_fixtures.sample_value,false,,,false,true,false,0.5,,double,true,set_hot_water_fixtures,Set Hot Water Fixtures,variable
Natural Gas Heating therm,Natural Gas Heating therm,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Natural Gas Heating therm,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Misc Freezer,Misc Freezer,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Freezer,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Usage Level,Usage Level,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Usage Level,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Misc Pool Sample Value,Misc Pool Sample Value,true,1.0,625bb996-456d-42f2-9cb8-7ad601be6b1a,,0.0,set_misc_pool.sample_value,false,,,false,true,false,0.5,,double,true,set_misc_pool,Set Misc Pool,variable
Vintage,Vintage,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Vintage,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Roof Material,Roof Material,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Roof Material,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Electricity Water Systems kWh,Electricity Water Systems kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Water Systems kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Clothes Washer,Clothes Washer,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Clothes Washer,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Natural Gas Water Systems therm,Natural Gas Water Systems therm,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Natural Gas Water Systems therm,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Insulation Slab,Insulation Slab,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Slab,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Insulation Interzonal Wall Sample Value,Insulation Interzonal Wall Sample Value,true,1.0,a6a565ef-5dbf-4d0b-9bef-50eb75f2104d,,0.0,set_insulation_interzonal_wall.sample_value,false,,,false,true,false,0.5,,double,true,set_insulation_interzonal_wall,Set Insulation Interzonal Wall,variable
Other Fuel Interior Equipment MBtu,Other Fuel Interior Equipment MBtu,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Other Fuel Interior Equipment MBtu,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Geometry Foundation Type Sample Value,Geometry Foundation Type Sample Value,true,1.0,97a22179-c7a9-406f-b54c-370854d3240e,,0.0,set_geometry_foundation_type.sample_value,false,,,false,true,false,0.5,,double,true,set_geometry_foundation_type,Set Geometry Foundation Type,variable
Door Area,Door Area,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Door Area,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Insulation Unfinished Basement,Insulation Unfinished Basement,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Unfinished Basement,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Natural Gas Interior Equipment therm,Natural Gas Interior Equipment therm,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Natural Gas Interior Equipment therm,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Door Area Sample Value,Door Area Sample Value,true,1.0,cca7a7db-d542-4a67-812f-59c6a079df06,,0.0,set_door_area.sample_value,false,,,false,true,false,0.5,,double,true,set_door_area,Set Door Area,variable
Orientation Sample Value,Orientation Sample Value,true,1.0,a56c025c-bce6-4ff4-a3b3-7699d6f94251,,0.0,set_orientation.sample_value,false,,,false,true,false,0.5,,double,true,set_orientation,Set Orientation,variable
Location Region Sample Value,Location Region Sample Value,true,1.0,94c2efb8-ebe5-4371-b123-2f7c5bf6c9f1,,0.0,set_location_region.sample_value,false,,,false,true,false,0.5,,double,true,set_location_region,Set Location Region,variable
Insulation Finished Basement,Insulation Finished Basement,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Finished Basement,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Other Fuel Heating MBtu,Other Fuel Heating MBtu,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Other Fuel Heating MBtu,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Misc Gas Lighting,Misc Gas Lighting,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Gas Lighting,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Clothes Dryer,Clothes Dryer,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Clothes Dryer,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
HVAC Setpoints Sample Value,HVAC Setpoints Sample Value,true,1.0,eb248460-1b1f-4780-822f-2fe2c5342485,,0.0,set_hvac_setpoints.sample_value,false,,,false,true,false,0.5,,double,true,set_hvac_setpoints,Set HVAC Setpoints,variable
Thermal Mass Exterior Wall Sample Value,Thermal Mass Exterior Wall Sample Value,true,1.0,ab20e584-d3b9-4f0c-a5a8-3f32d6c987cc,,0.0,set_thermal_mass_exterior_wall.sample_value,false,,,false,true,false,0.5,,double,true,set_thermal_mass_exterior_wall,Set Thermal Mass Exterior Wall,variable
Geometry Sample Value,Geometry Sample Value,true,1.0,f6fc21df-9643-46cc-b575-097ba52e7e2c,,0.0,set_geometry.sample_value,false,,,false,true,false,0.5,,double,true,set_geometry,Set Geometry,variable
Window Areas,Window Areas,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Window Areas,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Total Site Natural Gas therm,Total Site Natural Gas therm,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Total Site Natural Gas therm,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Electricity Interior Lighting kWh,Electricity Interior Lighting kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Interior Lighting kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Other Fuel Water Systems MBtu,Other Fuel Water Systems MBtu,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Other Fuel Water Systems MBtu,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Clothes Washer Sample Value,Clothes Washer Sample Value,true,1.0,b5054514-6114-430d-9cee-dc91624423f7,,0.0,set_clothes_washer.sample_value,false,,,false,true,false,0.5,,double,true,set_clothes_washer,Set Clothes Washer,variable
Neighbors Sample Value,Neighbors Sample Value,true,1.0,e57534ac-f20b-484a-94ff-e1639acdf4d9,,0.0,set_neighbors.sample_value,false,,,false,true,false,0.5,,double,true,set_neighbors,Set Neighbors,variable
Misc Well Pump Sample Value,Misc Well Pump Sample Value,true,1.0,ff5882f0-8e1f-495d-a269-8472a2d2202e,,0.0,set_misc_well_pump.sample_value,false,,,false,true,false,0.5,,double,true,set_misc_well_pump,Set Misc Well Pump,variable
Eaves Sample Value,Eaves Sample Value,true,1.0,ad1722ad-1fdb-4161-a14d-3909b1c15832,,0.0,set_eaves.sample_value,false,,,false,true,false,0.5,,double,true,set_eaves,Set Eaves,variable
Misc Extra Refrigerator,Misc Extra Refrigerator,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Extra Refrigerator,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Electricity Fans kWh,Electricity Fans kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Fans kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Usage Level Sample Value,Usage Level Sample Value,true,1.0,2c63b224-7d96-40bc-a3c9-c02e4281fda9,,0.0,set_usage_level.sample_value,false,,,false,true,false,0.5,,double,true,set_usage_level,Set Usage Level,variable
Heating Fuel Sample Value,Heating Fuel Sample Value,true,1.0,fbf30f1b-02b9-4e54-9f06-26bc452f4a57,,0.0,set_heating_fuel.sample_value,false,,,false,true,false,0.5,,double,true,set_heating_fuel,Set Heating Fuel,variable
Thermal Mass Floor Sample Value,Thermal Mass Floor Sample Value,true,1.0,6478500a-2284-4479-a254-613345e048a0,,0.0,set_thermal_mass_floor.sample_value,false,,,false,true,false,0.5,,double,true,set_thermal_mass_floor,Set Thermal Mass Floor,variable
Plug Loads,Plug Loads,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Plug Loads,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Thermal Mass Floor,Thermal Mass Floor,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Thermal Mass Floor,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Overhangs,Overhangs,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Overhangs,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Thermal Mass Partition Wall Sample Value,Thermal Mass Partition Wall Sample Value,true,1.0,f1936376-3ba8-4303-81ab-1313a38003e0,,0.0,set_thermal_mass_partition_wall.sample_value,false,,,false,true,false,0.5,,double,true,set_thermal_mass_partition_wall,Set Thermal Mass Partition Wall,variable
Geometry Stories,Geometry Stories,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Geometry Stories,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Misc Pool,Misc Pool,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Pool,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Location EPW,Location EPW,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Location EPW,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Misc Gas Grill Sample Value,Misc Gas Grill Sample Value,true,1.0,e0297b82-73d8-4e5d-9605-cb7c17304263,,0.0,set_misc_gas_grill.sample_value,false,,,false,true,false,0.5,,double,true,set_misc_gas_grill,Set Misc Gas Grill,variable
Geometry House Size Sample Value,Geometry House Size Sample Value,true,1.0,4da2ba85-d910-47de-a5f7-e3117a169291,,0.0,set_geometry_house_size.sample_value,false,,,false,true,false,0.5,,double,true,set_geometry_house_size,Set Geometry House Size,variable
Misc Gas Grill,Misc Gas Grill,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Gas Grill,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Misc Gas Fireplace Sample Value,Misc Gas Fireplace Sample Value,true,1.0,0461143d-dee5-4f24-9a01-2f9f80c8bff5,,0.0,set_misc_gas_fireplace.sample_value,false,,,false,true,false,0.5,,double,true,set_misc_gas_fireplace,Set Misc Gas Fireplace,variable
Clothes Dryer Sample Value,Clothes Dryer Sample Value,true,1.0,b8bbc493-3b97-499e-ad0f-ad7c620a48f3,,0.0,set_clothes_dryer.sample_value,false,,,false,true,false,0.5,,double,true,set_clothes_dryer,Set Clothes Dryer,variable
Water Heater Sample Value,Water Heater Sample Value,true,1.0,ed7707da-cb90-45fe-97df-f42ba8dce7cb,,0.0,set_water_heater.sample_value,false,,,false,true,false,0.5,,double,true,set_water_heater,Set Water Heater,variable
HVAC System Is Combined,HVAC System Is Combined,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.HVAC System Is Combined,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Water Heater,Water Heater,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Water Heater,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Overhangs Sample Value,Overhangs Sample Value,true,1.0,711bd4b5-568d-4742-bd73-d1a1ba5d2fa8,,0.0,set_overhangs.sample_value,false,,,false,true,false,0.5,,double,true,set_overhangs,Set Overhangs,variable
Lighting,Lighting,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Lighting,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
HVAC System Heating Sample Value,HVAC System Heating Sample Value,true,1.0,0e80984f-036c-4340-ad08-50ad9f77ee56,,0.0,set_hvac_system_heating.sample_value,false,,,false,true,false,0.5,,double,true,set_hvac_system_heating,Set HVAC System Heating,variable
Misc Well Pump,Misc Well Pump,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Well Pump,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Floor Covering Sample Value,Floor Covering Sample Value,true,1.0,aa02bcba-7f79-4b85-b428-2ff5a0f9bb6d,,0.0,set_floor_covering.sample_value,false,,,false,true,false,0.5,,double,true,set_floor_covering,Set Floor Covering,variable
Insulation Unfinished Attic,Insulation Unfinished Attic,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Unfinished Attic,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Orientation,Orientation,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Orientation,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Location Region,Location Region,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Location Region,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Total Site Other Fuel MBtu,Total Site Other Fuel MBtu,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Total Site Other Fuel MBtu,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Roof Material Sample Value,Roof Material Sample Value,true,1.0,4c76cb90-4319-4d4e-b91f-b0894f69dc8b,,0.0,set_roof_material.sample_value,false,,,false,true,false,0.5,,double,true,set_roof_material,Set Roof Material,variable
Insulation Crawlspace Sample Value,Insulation Crawlspace Sample Value,true,1.0,8b093895-e935-4d85-a112-12ce4d554015,,0.0,set_insulation_crawlspace.sample_value,false,,,false,true,false,0.5,,double,true,set_insulation_crawlspace,Set Insulation Crawlspace,variable
Electricity Cooling kWh,Electricity Cooling kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Cooling kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Total Site Electricity kWh,Total Site Electricity kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Total Site Electricity kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Thermal Mass Partition Wall,Thermal Mass Partition Wall,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Thermal Mass Partition Wall,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Exterior Finish,Exterior Finish,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Exterior Finish,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Neighbors,Neighbors,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Neighbors,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Wall Sheathing Sample Value,Wall Sheathing Sample Value,true,1.0,63d29e76-eabe-4c4b-99b0-855927ee1552,,0.0,set_wall_sheathing.sample_value,false,,,false,true,false,0.5,,double,true,set_wall_sheathing,Set Wall Sheathing,variable
Insulation Finished Basement Sample Value,Insulation Finished Basement Sample Value,true,1.0,5965fa39-54cc-49d0-95d6-21d2eb1aefcf,,0.0,set_insulation_finished_basement.sample_value,false,,,false,true,false,0.5,,double,true,set_insulation_finished_basement,Set Insulation Finished Basement,variable
Total Site Energy MBtu,Total Site Energy MBtu,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Total Site Energy MBtu,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Hot Water Fixtures,Hot Water Fixtures,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Hot Water Fixtures,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Uninsulated Surfaces,Uninsulated Surfaces,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Uninsulated Surfaces,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
HVAC System Cooling Sample Value,HVAC System Cooling Sample Value,true,1.0,f0232bf6-af29-4867-a98c-8f68318dfc0b,,0.0,set_hvac_system_cooling.sample_value,false,,,false,true,false,0.5,,double,true,set_hvac_system_cooling,Set HVAC System Cooling,variable
Exterior Finish Sample Value,Exterior Finish Sample Value,true,1.0,590bff75-a39b-4e7b-b5cd-ed52cd75857e,,0.0,set_exterior_finish.sample_value,false,,,false,true,false,0.5,,double,true,set_exterior_finish,Set Exterior Finish,variable
Refrigerator Sample Value,Refrigerator Sample Value,true,1.0,9286873f-c7e3-47c5-b122-5a0077e448ce,,0.0,set_refrigerator.sample_value,false,,,false,true,false,0.5,,double,true,set_refrigerator,Set Refrigerator,variable
HVAC Setpoints,HVAC Setpoints,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.HVAC Setpoints,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Insulation Interzonal Floor,Insulation Interzonal Floor,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Interzonal Floor,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Geometry,Geometry,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Geometry,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Doors,Doors,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Doors,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
HVAC System Heating,HVAC System Heating,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.HVAC System Heating,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Uninsulated Surfaces Sample Value,Uninsulated Surfaces Sample Value,true,1.0,ec338526-a25c-4b16-ad27-b272ecc637b1,,0.0,set_uninsulated_surfaces.sample_value,false,,,false,true,false,0.5,,double,true,set_uninsulated_surfaces,Set Uninsulated Surfaces,variable
Location EPW Sample Value,Location EPW Sample Value,true,1.0,0068f8b5-1901-47bc-af7e-6afcddf728e9,,0.0,set_location_epw.sample_value,false,,,false,true,false,0.5,,double,true,set_location_epw,Set Location EPW,variable
Thermal Mass Ceiling Sample Value,Thermal Mass Ceiling Sample Value,true,1.0,dd61d373-53d7-40d0-8c2c-987845a44782,,0.0,set_thermal_mass_ceiling.sample_value,false,,,false,true,false,0.5,,double,true,set_thermal_mass_ceiling,Set Thermal Mass Ceiling,variable
HVAC System Combined,HVAC System Combined,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.HVAC System Combined,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
HVAC System Is Combined Sample Value,HVAC System Is Combined Sample Value,true,1.0,f23ee05a-11f3-49a2-863c-c5dec993678c,,0.0,set_hvac_system_is_combined.sample_value,false,,,false,true,false,0.5,,double,true,set_hvac_system_is_combined,Set HVAC System Is Combined,variable
Misc Extra Refrigerator Sample Value,Misc Extra Refrigerator Sample Value,true,1.0,fde3fe47-d11b-44e9-9bba-011609be02f8,,0.0,set_misc_extra_refrigerator.sample_value,false,,,false,true,false,0.5,,double,true,set_misc_extra_refrigerator,Set Misc Extra Refrigerator,variable
Electricity Interior Equipment kWh,Electricity Interior Equipment kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Interior Equipment kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
Dishwasher Sample Value,Dishwasher Sample Value,true,1.0,63627be7-7a52-44bc-8db4-fed26bddcb1a,,0.0,set_dishwasher.sample_value,false,,,false,true,false,0.5,,double,true,set_dishwasher,Set Dishwasher,variable
Cooking Range Sample Value,Cooking Range Sample Value,true,1.0,bab6e591-4c84-41ac-a682-fa386dea98de,,0.0,set_cooking_range.sample_value,false,,,false,true,false,0.5,,double,true,set_cooking_range,Set Cooking Range,variable
Insulation Interzonal Wall,Insulation Interzonal Wall,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Insulation Interzonal Wall,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Geometry Stories Sample Value,Geometry Stories Sample Value,true,1.0,06d9e3b5-0e86-4080-aacb-07066b37d19b,,0.0,set_geometry_stories.sample_value,false,,,false,true,false,0.5,,double,true,set_geometry_stories,Set Geometry Stories,variable
Misc Gas Fireplace,Misc Gas Fireplace,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Misc Gas Fireplace,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Windows Sample Value,Windows Sample Value,true,1.0,7ef4fe04-c573-4aba-a6a2-f9087544dc7d,,0.0,set_windows.sample_value,false,,,false,true,false,0.5,,double,true,set_windows,Set Windows,variable
Insulation Interzonal Floor Sample Value,Insulation Interzonal Floor Sample Value,true,1.0,8beceb76-2300-45d1-b313-ae4f7850e553,,0.0,set_insulation_interzonal_floor.sample_value,false,,,false,true,false,0.5,,double,true,set_insulation_interzonal_floor,Set Insulation Interzonal Floor,variable
Cooking Range,Cooking Range,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Cooking Range,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Electricity Pumps kWh,Electricity Pumps kWh,false,,2cb9bafe-9f5e-4c1d-b349-9515fe1559d3,,,standard_reports.Electricity Pumps kWh,false,,,true,false,false,,,string,false,standard_reports,Standard Reports,output
HVAC System Cooling,HVAC System Cooling,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.HVAC System Cooling,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Thermal Mass Ceiling,Thermal Mass Ceiling,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Thermal Mass Ceiling,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Heating Fuel,Heating Fuel,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Heating Fuel,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Floor Covering,Floor Covering,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Floor Covering,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Thermal Mass Exterior Wall,Thermal Mass Exterior Wall,false,,b81f46b3-9bb6-4e49-8bd4-02ab4ceff8cd,,,res_stock_reporting.Thermal Mass Exterior Wall,false,,,true,false,false,,,string,false,res_stock_reporting,Res Stock Reporting,output
Insulation Wall Sample Value,Insulation Wall Sample Value,true,1.0,f956cfe9-3c8d-4d34-901d-fa3d96d8e42b,,0.0,set_insulation_wall.sample_value,false,,,false,true,false,0.5,,double,true,set_insulation_wall,Set Insulation Wall,variable
