name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 213,038fed73-9ac3-47d4-89b4-b346ecb7f666,2016-07-01T20:46:08Z,2016-07-01T20:50:21Z,completed,completed normal,0.6434822669140995,0.8631065284786746,0.35342117900983433,0.44107006412534977,0.825632813301403,0.8086535580789205,0.33502208907995373,0.01465903852833435,0.3104078162186779,0.330564771451056,0.4505850987164304,0.1552105861576274,0.6722339724996127,0.23524450536654332,0.9404447031256277,0.9772104023098945,0.4054717979254201,0.1943300553553272,0.31249131258088164,0.8116278969380073,0.5272623458208981,0.21010125721269288,0.12078582978481427,0.8348147366936318,0.24450662650866434,0.8302135136600118,0.39237325415830127,0.09083719934592954,0.5790547502997797,0.5162323736452963,0.56002598730498,0.018752329133218153,0.9988438680961262,0.005611968975747004,0.6793224273179658,0.28801615691790355,0.9874856281480752,0.7289041031969246,0.4274328684194479,0.4414100539921783,0.8275212571742013,0.562248914021533,0.5955619893127587,0.4212330385709647,0.07476818319107406,0.22668853058596142,0.7278371389838867,0.7212793346252292,0.16938928561611102,0.8003752980735153,0.15388590752636083,0.22608405906916595,0.440612071986543,0.1570469613778405,0.31487015455425715,0.5786877118120901,0.24707391194300726,0.46988452623272314,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,3+,None,None,None,No,Propane/LPG,68F,100%,"Ceiling R-13, Vented",None,R-13,R-13,None,"Ceiling R-19, Vented",None,R-13,100% Incandescent,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,349.0693250611111,0.0,0.0,5362.95,1706.8272222222222,0.0,3612.9791666666665,0.0,7.086934320237392,0.0,0.0,0.0,0.0,11031.82571395,38.35084524000391,7.086934320237392,0.0
LHS Autogenerated 318,0391589d-3c8b-41f4-b07b-190c5d64a8bb,2016-07-01T20:48:44Z,2016-07-01T20:51:32Z,completed,completed normal,0.9490087277728598,0.4867302968564909,0.3630481339755934,0.9104780873989221,0.8090074515321758,0.019483181706164032,0.479555760610383,0.9843621724795084,0.8704451939826832,0.27248068334232084,0.498830979117658,0.3827168694625143,0.1944151563255582,0.13158793237502686,0.7602222961168736,0.5484679930340499,0.16733465014956891,0.9955884139111731,0.42436739924317224,0.03612467743619345,0.7825381762154866,0.25717113706003875,0.08853021337953396,0.3897149600705598,0.16094521277328022,0.47393721669982186,0.6021461167829111,0.4272654911510181,0.345905644976534,0.5272782799119595,0.9890293750416022,0.7025523878836538,0.08287484065722674,0.8352362448163331,0.9733784510667901,0.21486415498773567,0.8606936586403754,0.9557884918085765,0.2919149972165469,0.6123123025686946,0.3855912330474239,0.11130399451847188,0.35101781248603947,0.6414470177495386,0.24454096872010267,0.7285127607113682,0.8628260179124773,0.5079732057545334,0.03746204314380884,0.4220378434758168,0.19261256325617432,0.36770659871632233,0.986939888138324,0.6788274830325972,0.8637368632066064,0.0422739534592256,0.9576497595233378,0.06982052767393179,"Gas, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,None,"AC, SEER 10","Gas Furnace, 96% AFUE",No,Natural Gas,65F,200%,"Ceiling R-19, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,R-19,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1990s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",686.7780555555555,174.53457018333333,160.79159904166667,0.0,5811.3,1054.43,0.0,6259.296666666667,11.01203345998079,42.88225110324586,0.0,0.0,0.0,0.0,14147.130891447223,53.66144276034015,53.894284563226655,0.0
LHS Autogenerated 167,044b8858-9528-4c2f-a587-5d6154924782,2016-07-01T20:45:31Z,2016-07-01T20:48:06Z,completed,completed normal,0.45464339886186644,0.06755499649071135,0.16663941490021533,0.26138564382214097,0.08662578497547656,0.4336607591023203,0.5332211861107499,0.8865060506900773,0.2461228501617443,0.645577490107622,0.5954929278185591,0.6470217316036578,0.45564552031690253,0.5104250292959623,0.5349362957102712,0.11491165588097647,0.6399036568424199,0.6180965978759341,0.19332416391791776,0.983339032531716,0.3058389794311952,0.3888267440479249,0.3954775306554511,0.778590728889918,0.48579707407159733,0.0564929929561913,0.8029542413449381,0.05460947227827273,0.7171840878964868,0.4038152395330835,0.9509527359285858,0.23421057334402576,0.48140176953654734,0.2523749682717025,0.1907290720390156,0.5053786475323141,0.647442123298999,0.05617300629103556,0.43637003004318103,0.22606580698606557,0.8293882300653495,0.8596777818801347,0.30476156165264545,0.017660920657915996,0.41271911320951765,0.15761558140371926,0.3512358150761575,0.8411380590472836,0.5756732022888027,0.4382912225772161,0.9177290296994616,0.08440463963104412,0.8677564327132422,0.04756641329871491,0.1897100717909634,0.6754082033073064,0.17108478196663782,0.2595565806995146,"Electric, 100% Usage","Standard, 120% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,2,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Electric Baseboard,No,Electricity,70F,200%,"Ceiling R-19, Vented",None,R-19,R-13,None,"Ceiling R-13, Vented",None,R-13,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,200%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1253.8027777777777,349.0688306583333,0.0,3825.691220694445,7629.694444444444,1706.8277777777778,0.0,6846.611111111111,0.0,7.086934320237392,0.0,0.0,0.0,0.0,21611.69616246389,74.45086167047815,7.086934320237392,0.0
LHS Autogenerated 536,04bbbb89-52b2-4e94-bddd-2dc9198e40b8,2016-07-01T20:54:08Z,2016-07-01T20:57:05Z,completed,completed normal,0.6843996755643748,0.90696830814844,0.7960400713155977,0.5263167554538232,0.499017467339756,0.16208301311312243,0.2750079475061502,0.36716186986351385,0.6037496946088504,0.33511049026064577,0.30666384956915865,0.3607513555497862,0.3920181758534163,0.4960022886157967,0.01772481639496982,0.6988450814436655,0.5349520677267574,0.6036656107329763,0.27793767384416423,0.1686224351392593,0.3851976033244282,0.7294796257643029,0.8300720660879742,0.9140572463436983,0.9656943507171236,0.3476058054293972,0.7545098298245575,0.06459142077388241,0.6448212518801447,0.09611919076368212,0.6094041449052747,0.7003375631985255,0.04095854650763795,0.4974191784388386,0.95234564313991,0.39627388582634737,0.6021565539939329,0.08969267458212563,0.16802072224067524,0.8173251039583702,0.3600881953833159,0.9708806749607902,0.08780703847343102,0.46327448475384153,0.38953209213586526,0.35753652328392493,0.5062304349308834,0.8972273618027102,0.5566571320141666,0.7470757201078814,0.23567390476842412,0.14982538929511793,0.33575285629741847,0.5617273758875672,0.9869538982068189,0.09376432963297703,0.9390419620210305,0.5742971432055347,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,1,None,"AC, SEER 13","Gas Furnace, 80% AFUE",No,Natural Gas,70F,100%,"Ceiling R-30, Vented",None,Uninsulated,R-19,None,"Ceiling R-19, Vented",None,R-13,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1990s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",601.9255555555555,349.0691133888888,431.59518312222224,0.0,4695.391666666667,1706.8277777777778,0.0,3028.020277777778,120.70255598692648,35.62067345219103,0.0,0.0,0.0,0.0,10812.82957428889,52.52722890625995,156.3232294391175,0.0
LHS Autogenerated 436,04da23a2-642c-4fb9-ae14-cd5210d37826,2016-07-01T20:51:33Z,2016-07-01T20:54:29Z,completed,completed normal,0.39311340740695594,0.7215500264731236,0.6915317920993548,0.7412660516686738,0.7238352653644979,0.33544888670207,0.6089242054834031,0.3998208315952215,0.14828328446741215,0.44990709064132534,0.5534143435247243,0.05669854295463301,0.6263631239288953,0.4427846753988415,0.20008270330005326,0.4972031347898301,0.05391272870660759,0.9047826457514894,0.4588982403727714,0.756489063090412,0.6124336077515036,0.8634034702039789,0.9436953920749948,0.3161476384368725,0.6036988313370384,0.4178086724402383,0.24050049269548618,0.09590489305485972,0.29863079303340057,0.5819329374667723,0.01975734719634056,0.5423744001076557,0.6609022628595121,0.6606711045464035,0.9700585127007216,0.6956513139049056,0.6076713362445589,0.6290908026418183,0.4632228028783575,0.2445873670799192,0.4858588562384248,0.15762293520895765,0.2629969158624299,0.16197159815672785,0.8528907540631481,0.1555215330189094,0.48286344004259446,0.7610453935773112,0.5673961840935517,0.47178008495108226,0.6834900344999041,0.8798538038998377,0.5485366926556453,0.17695271232654342,0.328795494038146,0.21028371738409624,0.15366510032792577,0.7584998539297376,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,1,None,None,"Gas Furnace, 96% AFUE",No,Natural Gas,65F,100%,"Uninsulated, Vented",None,R-19,R-13,None,"Ceiling R-13, Vented",None,R-13,100% CFL,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1C2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,185.90589200000002,145.48320910833334,0.0,4942.586111111111,909.0158333333334,0.0,3262.4519444444445,172.86380578534948,35.62067345219103,0.0,0.0,0.0,0.0,9445.442989997224,53.077637193260045,208.4844792375405,0.0
LHS Autogenerated 155,04f31b7b-4998-4733-864a-b30b700cde9f,2016-07-01T20:45:29Z,2016-07-01T20:48:07Z,completed,completed normal,0.3552453674352728,0.7491226984355599,0.7389570109890774,0.004169577392283827,0.2623709753754083,0.01753523655119352,0.06779130091471598,0.3421833933456801,0.25223281132546255,0.8209879082539119,0.024105296423658728,0.6889351478186436,0.2836406594431028,0.8311342110564001,0.3347372392923571,0.777802842282923,0.7246746534090489,0.3733094068011269,0.46129891844280063,0.7201579060901422,0.10032657331810332,0.8043085659490898,0.11157409174623899,0.8166389704255853,0.6981254822744523,0.696486658982234,0.3160339122323785,0.38910810351977126,0.20475379322329537,0.18401753921993078,0.24021857470716348,0.5478687055616174,0.45955831720679996,0.15517676560790278,0.1007687743124552,0.4983110378759448,0.5199304185148794,0.7698246704514604,0.909249125241302,0.5334181133981328,0.5616995497755707,0.8959562806580216,0.7048464499837719,0.9671447659488768,0.7648710909476504,0.29589319759001953,0.46136908486485484,0.6538606453468092,0.9808636546882336,0.28313528548693284,0.8908593178803567,0.39275735675077883,0.3035795116859954,0.4737986287747044,0.44698627144424247,0.6812787941119168,0.1445504358089529,0.23448875097208657,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",65F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,70F,100%,"Ceiling R-13, Vented",None,R-19,R-19,None,"Ceiling R-30, Vented",None,R-13,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1980s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,278.8587514027777,297.51836656666666,0.0,5682.144444444444,1256.4669444444446,0.0,0.0,298.58851284100086,41.90277689111408,189.25718435109022,0.0,0.0,0.0,7514.9885068583335,78.61705256504982,529.7484740832052,0.0
LHS Autogenerated 824,04f7d8f6-34f6-4ae7-ad1d-c88465c780a5,2016-07-01T21:00:59Z,2016-07-01T21:03:48Z,completed,completed normal,0.11603870048513636,0.7280204046894796,0.7512508121908177,0.7367488910432439,0.18768285039416516,0.6356938573289662,0.1347746695089154,0.0823039197891485,0.4513748590091709,0.9297906085366849,0.9285952844303101,0.9956921209015418,0.8327023128194269,0.4132693685360719,0.17866651859297417,0.8045973331364803,0.6860114167446736,0.40261957704019735,0.08539775015925989,0.8489367787959055,0.25531766218016855,0.16878458941797725,0.4370011627150234,0.7838990458860062,0.5171913177489769,0.6483888290289324,0.43544270494347437,0.7994996295408345,0.678732581985183,0.06432427039928734,0.8822660264736042,0.19966990410792643,0.2494357450774405,0.12053611266147345,0.23093645015801303,0.3816825089114718,0.15298293317016215,0.6513934370507486,0.5506221830809954,0.585169019700028,0.5494961905148812,0.8044803295081947,0.4520598929107655,0.6177733412482775,0.24099874419835396,0.9689251641372685,0.5015436511412263,0.6048498442249838,0.9569828862824943,0.2392776804382447,0.593638969088206,0.018133243395248428,0.145077875159448,0.7192727738979738,0.2753516787302215,0.1517301900475286,0.6463301611915231,0.7916934708945919,"Electric, 100% Usage","EnergyStar, 80% Usage","Gas, 100% Usage",75F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Unheated Basement Foundation; FIXME: Garage,Unheated Basement,Yes,1500-2499,1,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,70F,50%,None,None,R-19,R-19,None,"Ceiling R-38, Vented",Ceiling R-19,R-19,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,2000s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,349.0688306583333,77.62406290833334,0.0,3591.2000000000003,1706.8277777777778,0.0,1841.2555555555555,77.90330809150372,35.62067345219103,0.0,0.0,0.0,0.0,7565.9762269,37.16858063343123,113.52398154369475,0.0
LHS Autogenerated 671,05148b1f-890b-42b6-af82-af8673563ac0,2016-07-01T20:57:25Z,2016-07-01T21:00:45Z,completed,completed normal,0.4756568154236302,0.21833483788371086,0.6640154275966342,0.647121220748173,0.19735583636164666,0.5709426905808505,0.6698635884490796,0.36253317065001467,0.26871948372176846,0.561319983706344,0.5175272268636618,0.806504965452943,0.9551754878202919,0.1980066157327965,0.7824519028663636,0.49571271403040734,0.7189628002545796,0.14144709299365057,0.09618556243320928,0.9696839658792596,0.38387243505637164,0.551438954722369,0.0011844159427564591,0.49116480054846035,0.6165481630815193,0.09178993672551587,0.7223672723451163,0.5946120204753242,0.757775059448788,0.2742056350891944,0.006601385300979018,0.5278694989595096,0.4036650022526737,0.5924992618050892,0.34367949138535187,0.24178585021942853,0.21660058794985526,0.41678680456150324,0.7633437429824844,0.005116525875870139,0.07050728359958157,0.3707948389146477,0.07032559065683745,0.014781599921640009,0.7160430257099215,0.4557650302106049,0.007367218882776797,0.9709098662112374,0.39352890860382467,0.9121006715043913,0.6286467746424023,0.28412285605003124,0.30488362356531434,0.5893777110215742,0.6302743295980617,0.584340264143655,0.8243157923636026,0.9698545526810922,"Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,0-1499,3+,None,"FIXME Room AC, EER 9.8, 20% Conditioned","Gas Furnace, 80% AFUE",No,Natural Gas,70F,100%,"Ceiling R-13, Vented",None,R-19,R-13,None,"Ceiling R-38, Vented",None,R-19,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1990s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",531.7447222222222,92.95294600277776,227.359288125,0.0,4421.663888888889,561.5639967416668,0.0,0.0,67.54353628126505,34.707394787741926,173.71412095849618,0.0,0.0,0.0,5835.284841980556,47.507323553232574,275.96505202750313,0.0
LHS Autogenerated 816,052b63f7-f4c1-44a6-8128-d8906a99e026,2016-07-01T21:00:51Z,2016-07-01T21:03:38Z,completed,completed normal,0.5140915051221382,0.5666540704972577,0.4569694366045296,0.7461427920253482,0.49200199388060717,0.721394321880769,0.13042036956478842,0.1989198917101603,0.7053789957631379,0.27564797064522284,0.5314351874503773,0.28882662120321767,0.8334182794315275,0.6349511712405365,0.037872335121268405,0.9232999912307132,0.1481141502028331,0.205220695896307,0.13810768396919593,0.4660901685429271,0.6161355403666384,0.4529500712445006,0.8460541088616009,0.5241251385542565,0.10551188515219838,0.3165329077516217,0.5526055308333598,0.039570957506075505,0.9689072139593773,0.07422446887590922,0.6430309720579535,0.2615208333320916,0.0011319490713067352,0.33960427712579255,0.23669061454036272,0.6380809518191963,0.3271771912854165,0.5331304561463185,0.6796731374354568,0.705704719331814,0.697086507539032,0.2756146097907331,0.6903186294231564,0.9780289171938784,0.8071958224084228,0.9544825668300037,0.7667930097496137,0.006298710271017626,0.006096579220145941,0.6541871545582544,0.6683547466774471,0.27426892856461926,0.6370067458357662,0.9227702257228084,0.8276619319370948,0.8513709297797177,0.6126462215262,0.1124003692471888,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Crawl Foundation; No Garage,Crawl,No,1500-2499,1,None,None,None,No,Other Fuel,65F,100%,"Uninsulated, Vented",None,R-13,R-13,None,"Ceiling R-13, Vented",None,R-13,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,349.0691133888888,0.0,0.0,5115.747222222222,1706.8277777777778,0.0,3146.945277777778,0.0,7.086934320237392,0.0,0.0,0.0,0.0,10318.589391166666,35.91718188877582,7.086934320237392,0.0
LHS Autogenerated 604,0544d874-bb20-4479-ad16-c1f43b35a2d6,2016-07-01T20:56:57Z,2016-07-01T21:00:20Z,completed,completed normal,0.006773741606855765,0.042965496386867016,0.9619833849158603,0.5353570569320582,0.8509002087758855,0.8943737739620264,0.1583841346327681,0.05891596680320799,0.23001402601762674,0.1733450542828068,0.1234075312281493,0.5697261242645327,0.8360561550434213,0.84689489767747,0.624262313331943,0.5381116590737365,0.43050708359386775,0.6237916491955985,0.5965156369432807,0.43336676560342313,0.873961473714793,0.09955388292646968,0.35315015355544166,0.6466980455745943,0.8629737964381929,0.6271098500201479,0.9963915991485119,0.7661711690134835,0.9730708289367612,0.05719082453451119,0.6833291344922036,0.029120810428168626,0.4864756667690817,0.15031981785572135,0.4285004889655393,0.7898415429324377,0.6481304120304995,0.3074053151574917,0.046151774609461425,0.6452354516335763,0.30235334451589735,0.4444512528192718,0.7291813169154339,0.5026653129369951,0.983604444592027,0.8376682362789288,0.7113945311198476,0.47954338108748196,0.8990146889735479,0.7084219074551947,0.4630541028582957,0.6159724223716184,0.7560679585083854,0.6943042500335723,0.029566715493565425,0.7408521915483288,0.9706543622310273,0.41672328935656694,"Electric, 100% Usage","Standard, 120% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,2,None,None,None,No,Natural Gas,68F,200%,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,R-19,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,2000s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,523.6040001111112,0.0,0.0,8104.625,2359.224722222222,0.0,0.0,0.0,41.90277689111408,338.1717651383005,0.0,0.0,0.0,10987.453722333335,75.49820249098158,380.07454202941454,0.0
